,STNNBR,SAMPNOfull,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,N2Ohy,N2O_FLAG_Why,ARGON,ARGON_FLAG_W,BTL_DATE,BTL_TIME,TRITER,SBE35,SBE35_FLAG_W,SALTREF,SALTREF_FLAG_W,DELHE3,DELHE3_FLAG_W,DELHER,HELIER,ARGONER,KRYPTON,KRYPTON_FLAG_W,KRYPTONER,XENON,XENON_FLAG_W,XENONER,14C-DOC,14C-DOC_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
0,113,123,1,33RO20150525,     P16N.2,1,23,23,2,20150527,702,22.4993,-152.001,5341,19.8,24.752,34.7874,2,,9,207.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,739,,24.7512,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
1,113,124,2,33RO20150525,     P16N.2,1,24,24,2,20150527,702,22.4993,-152.001,5341,19.8,24.7527,34.7875,2,,9,206.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,739,,24.7526,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
2,113,122,3,33RO20150525,     P16N.2,1,22,22,2,20150527,702,22.4993,-152.001,5341,50.5,24.4438,34.9163,2,,9,209.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,737,,24.4409,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
3,113,121,4,33RO20150525,     P16N.2,1,21,21,2,20150527,702,22.4993,-152.001,5341,50.7,24.4359,34.9183,2,,9,209.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,736,,24.4417,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
4,113,120,5,33RO20150525,     P16N.2,1,20,20,2,20150527,702,22.4993,-152.001,5341,81.0,23.6405,35.2323,2,,9,213.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,734,,23.6375,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
5,113,119,6,33RO20150525,     P16N.2,1,19,19,2,20150527,702,22.4993,-152.001,5341,81.1,23.6359,35.2358,2,,9,213.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,734,,23.6336,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
6,113,118,7,33RO20150525,     P16N.2,1,18,18,2,20150527,702,22.4993,-152.001,5341,118.7,21.4499,35.0349,2,,9,206.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,731,,21.4476,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
7,113,117,8,33RO20150525,     P16N.2,1,17,17,2,20150527,702,22.4993,-152.001,5341,118.8,21.4509,35.0336,2,,9,206.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,731,,21.4464,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
8,113,116,9,33RO20150525,     P16N.2,1,16,16,2,20150527,702,22.4993,-152.001,5341,160.2,19.75,35.0117,2,,9,189.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,729,,19.751,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
9,113,115,10,33RO20150525,     P16N.2,1,15,15,2,20150527,702,22.4993,-152.001,5341,160.2,19.757,35.0127,2,,9,189.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,729,,19.7536,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
10,113,113,11,33RO20150525,     P16N.2,1,13,13,2,20150527,702,22.4993,-152.001,5341,200.7,16.9736,34.639,2,,9,188.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,726,,16.9627,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
11,113,114,12,33RO20150525,     P16N.2,1,14,14,2,20150527,702,22.4993,-152.001,5341,201.0,16.9364,34.6343,2,,9,188.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,727,,16.9381,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
12,113,112,13,33RO20150525,     P16N.2,1,12,12,2,20150527,702,22.4993,-152.001,5341,260.0,12.7073,34.1543,2,,9,180.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,724,,12.705,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
13,113,111,14,33RO20150525,     P16N.2,1,11,11,2,20150527,702,22.4993,-152.001,5341,260.1,12.7001,34.1531,2,,9,180.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,724,,12.7215,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
14,113,109,15,33RO20150525,     P16N.2,1,9,9,2,20150527,702,22.4993,-152.001,5341,329.3,10.2662,34.1845,2,,9,140.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,721,,10.2879,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
15,113,110,16,33RO20150525,     P16N.2,1,10,10,2,20150527,702,22.4993,-152.001,5341,329.4,10.2582,34.1804,2,,9,141.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,721,,10.2724,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
16,113,107,17,33RO20150525,     P16N.2,1,7,7,2,20150527,702,22.4993,-152.001,5341,442.9,7.4816,34.1331,2,,9,86.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,717,,7.4862,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
17,113,108,18,33RO20150525,     P16N.2,1,8,8,2,20150527,702,22.4993,-152.001,5341,443.3,7.4958,34.1338,2,,9,87.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,718,,7.4965,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
18,113,105,19,33RO20150525,     P16N.2,1,5,5,2,20150527,702,22.4993,-152.001,5341,600.0,5.1805,34.2173,2,,9,30.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,713,,5.1806,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
19,113,106,20,33RO20150525,     P16N.2,1,6,6,2,20150527,702,22.4993,-152.001,5341,599.7,5.1808,34.2174,2,,9,30.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,713,,5.1803,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
20,113,103,21,33RO20150525,     P16N.2,1,3,3,2,20150527,702,22.4993,-152.001,5341,750.1,4.6424,34.3962,2,,9,29.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,709,,4.6425,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
21,113,104,22,33RO20150525,     P16N.2,1,4,4,2,20150527,702,22.4993,-152.001,5341,750.2,4.6422,34.3961,2,,9,29.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,709,,4.6422,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
22,113,101,23,33RO20150525,     P16N.2,1,1,1,2,20150527,702,22.4993,-152.001,5341,897.9,4.2572,34.4727,2,,9,36.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,704,,4.2587,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
23,113,102,24,33RO20150525,     P16N.2,1,2,2,2,20150527,702,22.4993,-152.001,5341,898.0,4.2592,34.4724,2,,9,36.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,,9,,9,,9,20150527,704,,4.2628,2,,9,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
24,113,224,25,33RO20150525,     P16N.2,2,24,24,2,20150527,1031,22.4993,-152.001,5341,2.8,24.7355,34.8192,2,34.8204,2,206.6,2,202.8,2,1.07,2,0.1,2,0.01,2,0.14,2,1.706,6,1.062,6,1.427,6,1986.6,6,2294.3,2,8.0597,2,25.04,,9,,9,,9,,9,,,9,,72.5,2,6.489,3,,9,20150527,1244,,24.7375,2,34.9846,2,,9,,,,,9,,,9,,,9,,,9,,6.489,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
25,113,223,26,33RO20150525,     P16N.2,2,23,23,2,20150527,1031,22.4993,-152.001,5341,25.1,24.6752,34.8197,2,34.8186,2,208.0,2,208.5,2,1.07,2,0.0,2,0.0,2,0.14,2,,9,,9,,9,1985.9,2,2294.2,2,8.0609,6,25.03,,9,,9,,9,,9,,,9,,76.5,2,,9,,9,20150527,1242,,24.6774,2,34.9828,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
26,113,222,27,33RO20150525,     P16N.2,2,22,22,2,20150527,1031,22.4993,-152.001,5341,49.6,24.5996,34.875,2,34.8936,2,209.5,2,209.6,2,1.17,2,0.0,2,0.0,2,0.13,2,1.726,2,1.08,2,1.413,2,1989.9,2,2299.0,6,8.061,6,25.03,,9,,9,,9,,9,,,9,,75.8,2,6.611,3,,9,20150527,1240,,24.6022,2,35.0581,2,,9,,,,,9,,,9,,,9,,,9,,6.611,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
27,113,221,28,33RO20150525,     P16N.2,2,21,21,2,20150527,1031,22.4993,-152.001,5341,75.3,23.9238,35.2848,2,35.2776,2,213.0,2,214.0,2,1.17,2,0.0,2,0.0,2,0.09,2,,9,,9,,9,2014.9,2,2323.1,2,8.0525,2,25.04,,9,,9,,9,,9,,,9,,73.0,2,,9,,9,20150527,1238,,23.9394,2,35.4439,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
28,113,220,29,33RO20150525,     P16N.2,2,20,20,2,20150527,1031,22.4993,-152.001,5341,99.3,22.4033,35.1719,2,35.166,2,210.6,2,210.6,2,1.46,2,0.0,2,0.01,2,0.15,2,1.952,2,1.21,2,1.454,2,2034.9,2,2320.1,2,8.012,6,25.02,,9,,9,,9,,9,,,9,,70.2,2,8.544,3,,9,20150527,1236,,22.4042,2,35.3318,2,,9,,,,,9,,,9,,,9,,,9,,8.544,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
29,113,219,30,33RO20150525,     P16N.2,2,19,19,2,20150527,1031,22.4993,-152.001,5341,150.4,20.0535,35.0922,2,35.0833,2,190.0,2,194.0,2,2.24,2,1.76,2,0.06,2,0.24,2,2.168,2,1.301,2,1.529,2,2061.9,2,2310.8,2,7.9486,2,25.04,,9,,9,,9,,9,,,9,,56.6,2,9.204,3,,9,20150527,1234,,20.0574,2,35.2487,2,,9,,,,,9,,,9,,,9,,,9,,9.204,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
30,113,218,31,33RO20150525,     P16N.2,2,18,18,2,20150527,1031,22.4993,-152.001,5341,225.1,15.5703,34.4481,2,34.4467,2,181.3,2,160.2,4,5.86,2,6.74,2,0.01,2,0.6,2,2.593,2,1.54,2,1.501,2,2083.0,2,2270.9,2,7.8375,2,25.03,,9,,9,,9,,9,,,9,,51.3,2,15.86,3,,9,20150527,1231,,15.599,2,34.6092,2,,9,,,,,9,,,9,,,9,,,9,,15.86,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
31,113,217,32,33RO20150525,     P16N.2,2,17,17,2,20150527,1031,22.4993,-152.001,5341,299.5,11.0571,34.072,2,34.0727,2,175.5,2,172.5,2,15.82,2,15.82,2,0.0,2,1.23,2,3.135,2,1.764,2,1.354,2,2123.5,2,2253.8,2,7.6983,2,25.05,,9,,9,,9,,9,,,9,,47.6,2,22.201,3,,9,20150527,1228,,11.0537,2,34.2334,2,,9,,,,,9,,,9,,,9,,,9,,22.201,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
32,113,216,33,33RO20150525,     P16N.2,2,16,16,2,20150527,1031,22.4993,-152.001,5341,400.4,8.4605,34.1222,2,34.1232,2,113.9,2,113.0,2,35.84,2,26.86,2,0.0,2,2.0,2,2.511,6,1.299,6,0.67,6,2205.4,2,2271.9,2,7.5247,2,25.03,,9,,9,,9,,9,,,9,,44.4,2,29.194,3,,9,20150527,1225,,8.4545,2,34.2841,6,,9,,,,,9,,,9,,,9,,,9,,29.194,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
33,113,215,34,33RO20150525,     P16N.2,2,15,15,2,20150527,1031,22.4993,-152.001,5341,499.6,6.3956,34.0967,2,34.0972,2,68.5,2,68.4,2,59.67,2,35.16,2,0.0,2,2.56,2,1.431,2,0.697,2,0.248,2,2261.6,2,2290.8,2,7.3945,6,25.03,,9,,9,,9,,9,,,9,,44.7,2,35.637,3,,9,20150527,1222,,6.3913,2,34.258,2,,9,,,,,9,,,9,,,9,,,9,,35.637,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
34,113,214,35,33RO20150525,     P16N.2,2,14,14,2,20150527,1031,22.4993,-152.001,5341,650.0,5.0947,34.2591,2,34.2604,2,27.0,2,27.1,2,85.35,2,41.11,2,0.0,2,2.97,2,0.217,2,0.109,2,0.066,2,2319.3,2,2325.8,2,7.3228,2,25.02,,9,,9,,9,,9,,,9,,39.6,2,45.522,3,,9,20150527,1218,,5.0908,2,34.4219,2,,9,,,,,9,,,9,,,9,,,9,,45.522,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
35,113,213,36,33RO20150525,     P16N.2,2,13,13,2,20150527,1031,22.4993,-152.001,5341,800.1,4.6056,34.4142,2,34.4154,2,29.8,2,31.7,2,96.17,2,42.18,2,0.0,2,3.03,2,0.046,2,0.019,2,0.051,3,2336.5,6,2350.3,2,7.3492,2,25.05,,9,,9,,9,,9,,,9,,40.3,2,45.451,3,,9,20150527,1214,,4.6092,2,34.5776,2,,9,,,,,9,,,9,,,9,,,9,,45.451,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
36,113,212,37,33RO20150525,     P16N.2,2,12,12,2,20150527,1031,22.4993,-152.001,5341,950.4,4.1139,34.4907,2,34.4909,2,39.0,2,39.6,2,105.54,2,42.47,2,0.0,2,3.03,2,0.013,2,0.006,2,0.029,3,2343.2,2,2367.2,2,7.3717,2,25.02,,9,,9,,9,,9,,,9,,41.3,2,42.131,3,,9,20150527,1210,,4.114,2,34.6536,2,,9,,,,,9,,,9,,,9,,,9,,42.131,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
37,113,211,38,33RO20150525,     P16N.2,2,11,11,2,20150527,1031,22.4993,-152.001,5341,1100.1,3.6843,34.5243,2,34.5252,2,46.1,2,47.8,2,114.42,2,42.37,2,0.0,2,3.01,2,,9,,9,,9,2350.0,2,2379.1,2,7.3853,2,25.02,,9,,9,,9,,9,,,9,,39.0,2,,9,,9,20150527,1206,,3.6845,2,34.688,6,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
38,113,210,39,33RO20150525,     P16N.2,2,10,10,2,20150527,1031,22.4993,-152.001,5341,1300.5,3.1924,34.5545,2,34.5554,2,56.3,2,56.5,2,124.77,2,41.88,2,0.0,2,2.96,2,,5,,5,,5,2356.5,2,2390.5,2,7.404,2,25.03,,9,,9,,9,,9,,,9,,38.0,2,,5,,9,20150527,1201,,3.1941,2,34.7183,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
39,113,209,40,33RO20150525,     P16N.2,2,9,9,2,20150527,1031,22.4993,-152.001,5341,1600.4,2.6557,34.5892,2,34.5917,2,71.9,2,,9,135.6,2,41.1,2,0.0,2,2.88,2,,9,,9,,9,2358.2,2,2402.0,2,7.4325,6,25.02,,9,,9,,9,,9,,,9,,38.6,2,,9,,9,20150527,1155,,2.6556,2,34.7548,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
40,113,208,41,33RO20150525,     P16N.2,2,8,8,2,20150527,1031,22.4993,-152.001,5341,2000.4,2.1671,34.6193,2,34.62,2,88.7,2,88.7,2,146.24,2,40.03,2,0.0,2,2.78,2,,9,,9,,9,2357.4,2,2414.0,2,7.4633,2,25.04,,9,,9,,9,,9,,,9,,37.4,2,,9,,9,20150527,1147,,2.1678,2,34.7833,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
41,113,207,42,33RO20150525,     P16N.2,2,7,7,2,20150527,1031,22.4993,-152.001,5341,2400.6,1.8325,34.6425,2,34.6454,2,102.8,2,102.5,2,153.95,2,39.05,2,0.0,2,2.72,2,,5,,5,,5,2354.9,2,2420.0,2,7.4894,2,25.02,,9,,9,,9,,9,,,9,,36.3,2,,5,,9,20150527,1139,,1.8318,2,34.8087,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
42,113,206,43,33RO20150525,     P16N.2,2,6,6,2,20150527,1031,22.4993,-152.001,5341,2900.1,1.5976,34.6643,2,34.6648,2,120.3,2,121.0,2,155.8,2,37.97,2,0.0,2,2.61,2,,9,,9,,9,2347.2,2,2424.8,2,7.5219,2,25.04,,9,,9,,9,,9,,,9,,36.0,2,,9,,9,20150527,1129,,1.5978,2,34.8283,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
43,113,205,44,33RO20150525,     P16N.2,2,5,5,2,20150527,1031,22.4993,-152.001,5341,3401.2,1.5049,34.6763,2,34.6774,2,133.2,2,133.5,2,154.73,2,37.0,2,0.0,2,2.54,2,,9,,9,,9,2339.8,2,2425.4,2,7.5459,2,25.02,,9,,9,,9,,9,,,9,,38.2,2,,9,,9,20150527,1118,,1.5048,2,34.8409,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
44,113,204,45,33RO20150525,     P16N.2,2,4,4,2,20150527,1031,22.4993,-152.001,5341,3900.5,1.4707,34.684,2,34.6845,2,144.5,2,144.3,2,151.02,6,36.41,6,0.0,6,2.49,6,0.005,6,0.004,6,0.0,2,2332.3,2,2423.4,2,7.5646,2,25.03,,9,,9,,9,,9,,,9,,41.1,2,20.975,3,,9,20150527,1102,,1.4709,2,34.848,2,,9,,,,,9,,,9,,,9,,,9,,20.975,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
45,113,203,46,33RO20150525,     P16N.2,2,3,3,2,20150527,1031,22.4993,-152.001,5341,4399.6,1.4665,34.6891,2,34.6902,2,153.1,2,152.9,2,144.87,6,35.73,6,0.0,6,2.44,6,,9,,9,,9,2322.7,2,2419.8,2,7.5771,6,25.03,,9,,9,,9,,9,,,9,,39.5,2,,9,,9,20150527,1052,,1.4666,2,34.8538,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
46,113,202,47,33RO20150525,     P16N.2,2,2,2,2,20150527,1031,22.4993,-152.001,5341,4900.5,1.467,34.6934,2,34.6933,2,162.7,2,162.8,2,138.13,6,35.05,6,0.0,6,2.39,6,,9,,9,,9,2313.1,2,2413.0,6,7.5869,6,25.03,,9,,9,,9,,9,,,9,,41.2,2,,9,,9,20150527,1042,,1.4669,2,34.8569,2,,9,,,,,9,,,9,,,9,,,9,,,,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
47,113,201,48,33RO20150525,     P16N.2,2,1,1,2,20150527,1031,22.4993,-152.001,5341,5434.0,1.527,34.6943,2,34.6936,2,164.4,2,164.1,2,137.25,6,34.95,6,0.0,6,2.39,6,0.004,2,0.003,2,0.0,2,2313.9,6,2413.0,2,7.588,2,25.04,,9,,9,,9,,9,,,9,,39.8,2,19.865,3,,9,20150527,1031,,1.5273,2,34.8572,2,,9,,,,,9,,,9,,,9,,,9,,19.865,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
48,114,124,49,33RO20150525,     P16N.2,1,24,24,2,20150527,1757,22.9988,-151.9982,5445,3.0,24.6213,35.0,2,35.0015,2,207.1,2,208.4,2,1.17,2,0.1,2,0.01,2,0.11,2,1.741,6,1.087,6,1.446,6,1996.4,6,2306.4,2,8.0585,6,25.04,,9,,9,,9,,9,,,9,,,9,6.658,3,,9,20150527,2004,,24.625,2,35.1666,2,,9,,,,,9,,,9,,,9,,,9,,6.6575,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
49,114,123,50,33RO20150525,     P16N.2,1,23,23,2,20150527,1757,22.9988,-151.9982,5445,33.8,23.9165,35.2834,2,35.2826,2,210.7,2,210.5,2,1.17,2,0.1,2,0.0,2,0.1,2,1.8,2,1.114,2,1.477,2,2014.8,2,2324.4,2,8.0509,2,25.04,,9,,9,,9,,9,,,9,,,9,6.802,3,,9,20150527,1959,,23.9148,2,35.4489,2,,9,,,,,9,,,9,,,9,,,9,,6.802,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
50,114,122,51,33RO20150525,     P16N.2,1,22,22,2,20150527,1757,22.9988,-151.9982,5445,58.4,23.5686,35.3194,2,35.3182,2,212.2,2,213.0,2,1.17,2,0.1,2,0.0,2,0.09,2,1.833,2,1.126,2,1.486,2,2018.4,2,2326.1,2,8.0491,6,25.05,,9,,9,,9,,9,,,9,,,9,6.837,3,,9,20150527,1957,,23.5718,2,35.4848,2,,9,,,,,9,,,9,,,9,,,9,,6.837,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
51,114,121,52,33RO20150525,     P16N.2,1,21,21,3,20150527,1757,22.9988,-151.9982,5445,84.0,22.6218,35.2718,2,35.2702,2,207.5,2,208.3,2,1.37,2,0.1,2,0.01,2,0.12,2,1.913,2,1.178,2,1.477,2,2031.7,2,2324.9,6,8.0221,2,25.06,,9,,9,,9,,9,,,9,,,9,7.572,3,,9,20150527,1955,,22.6258,2,35.4365,2,,9,,,,,9,,,9,,,9,,,9,,7.572,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
52,114,120,53,33RO20150525,     P16N.2,1,20,20,2,20150527,1757,22.9988,-151.9982,5445,117.6,21.1032,35.1198,2,35.1201,2,205.1,2,203.7,2,1.76,2,0.2,2,0.14,2,0.17,2,2.055,2,1.25,2,1.485,2,2048.8,2,2317.4,2,7.9807,6,25.04,,9,,9,,9,,9,,,9,,,9,8.509,3,,9,20150527,1952,,21.1042,2,35.2857,2,,9,,,,,9,,,9,,,9,,,9,,8.509,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
53,114,119,54,33RO20150525,     P16N.2,1,19,19,2,20150527,1757,22.9988,-151.9982,5445,174.6,19.3249,35.0216,2,35.0177,2,194.2,2,195.0,2,2.54,2,2.15,2,0.07,2,0.25,2,2.234,2,1.34,2,1.566,2,2060.3,2,2304.2,2,7.9402,2,25.05,,9,,9,,9,,9,,,9,,,9,9.356,3,,9,20150527,1950,,19.3132,2,35.1828,6,,9,,,,,9,,,9,,,9,,,9,,9.356,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
54,114,118,55,33RO20150525,     P16N.2,1,18,18,2,20150527,1757,22.9988,-151.9982,5445,251.2,13.982,34.2991,2,34.3037,2,201.6,2,200.6,2,6.84,2,7.32,2,0.01,2,0.59,2,2.849,2,1.654,2,1.62,2,2069.8,2,2258.8,2,7.8384,2,25.03,,9,,9,,9,,9,,,9,,,9,12.7,3,,9,20150527,1948,,13.9833,2,34.4654,2,,9,,,,,9,,,9,,,9,,,9,,12.7,2.0,"['P16N', 'P16']",2015-05-25,2015-06-25,Bonnie
