STNNBR,SAMPNOfull,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,14C-DOC,14C-DOC_FLAG_W,THETA,SIG0,SALTREF,SALTREF_FLAG_W,BLACKC,BLACKC_FLAG_W,PIGMENTS,PIGMENTS_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
22,110,491,33RO20110926,        A10,1,10,11003,2,20111003,1932,-29.6346,3.8509,4993.0,1800.4,3.0872,34.7941,2,34.7935,2,208.2,2,208.4,2,44.2,6,27.0,6,0.01,6,1.731,4,0.041,2,0.02,2,0.055,2,,9,2320.4,2,,9,,7.6593,2,25.0,,1,,1,,9,,9,,0.094,3,,1,,9,,9,1800.4,,9,2.9518,27.725,34.9575,2,,9,,9,,,9,,16.313,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,109,492,33RO20110926,        A10,1,9,11706,2,20111003,1932,-29.6346,3.8509,4993.0,2100.3,2.9056,34.8384,2,34.8381,2,220.8,2,220.3,2,44.0,2,25.3,2,0.01,2,1.625,4,0.019,2,0.009,2,0.0,2,,9,2327.5,2,,9,,7.6783,2,25.0,,1,,1,,9,,9,,0.074,3,,1,,9,,9,2100.3,,9,2.7456,27.779,35.0024,2,,9,,9,,,9,,14.964,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,108,493,33RO20110926,        A10,1,8,11033,2,20111003,1932,-29.6346,3.8509,4993.0,2400.7,2.5935,34.8397,2,34.8395,2,225.7,2,225.0,2,50.3,2,25.3,2,0.0,2,1.645,4,0.016,2,0.008,2,0.0,2,2200.7,2,2333.9,2,,9,,7.6904,2,25.0,,9,,1,,9,,9,,0.049,3,,1,,9,,9,2400.7,,9,2.4108,27.809,35.0038,2,,9,,9,,,9,,14.611,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,107,494,33RO20110926,        A10,1,7,11705,2,20111003,1932,-29.6346,3.8509,4993.0,2700.5,2.4141,34.8509,2,34.8515,2,230.2,2,229.8,2,52.7,2,25.0,2,0.01,2,1.63,4,0.011,2,0.007,2,0.0,2,,9,2331.8,2,,9,,7.6783,3,25.0,,1,,1,,9,,9,,0.031,3,,9,,9,,9,2700.5,,9,2.2061,27.836,35.0159,2,,9,,9,,,9,,14.245,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,106,495,33RO20110926,        A10,1,6,11029,2,20111003,1932,-29.6346,3.8509,4993.0,2999.9,2.2806,34.8514,2,34.8512,2,231.4,2,231.4,2,56.3,2,24.9,2,0.01,2,1.641,4,0.009,2,0.005,2,0.0,2,2205.9,2,2341.3,2,,9,,7.6904,2,25.0,,9,,1,,9,,9,,0.025,3,,9,,9,,9,2999.9,,9,2.0458,27.849,35.0155,2,,9,,9,,,9,,13.904,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,105,496,33RO20110926,        A10,1,5,11704,2,20111003,1932,-29.6346,3.8509,4993.0,3400.3,2.1461,34.8436,2,34.8443,2,230.1,2,228.9,2,61.5,2,25.5,2,0.0,2,1.686,4,0.012,2,0.007,2,0.0,2,,9,2351.6,2,,9,,7.6855,2,25.0,,1,,1,,9,,9,,0.023,3,,9,,9,,9,3400.3,,9,1.8733,27.856,35.0086,6,,9,,9,,,9,,13.965,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,104,497,33RO20110926,        A10,1,4,11030,2,20111003,1932,-29.6346,3.8509,4993.0,3801.5,1.8406,34.8091,2,34.8085,2,224.6,2,224.3,2,75.2,2,27.1,2,0.0,2,1.834,4,0.023,2,0.012,2,0.0,2,2223.8,2,2355.1,2,,9,,7.6705,2,25.0,,9,,1,,9,,9,,0.052,3,,9,,9,,9,3801.5,,9,1.533,27.854,34.9727,2,,9,,9,,,9,,14.641,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,103,498,33RO20110926,        A10,1,3,11703,2,20111003,1932,-29.6346,3.8509,4993.0,4200.1,1.3643,34.7604,2,34.7598,2,219.7,2,221.0,2,94.8,2,29.6,2,0.0,2,2.043,4,0.049,2,0.023,2,0.0,2,,9,2363.7,2,,9,,7.6414,2,25.0,,1,,1,,9,,9,,0.098,3,,9,,9,,9,4200.1,,9,1.0267,27.851,34.9237,2,,9,,9,,,9,,15.379,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,102,499,33RO20110926,        A10,1,2,11702,2,20111003,1932,-29.6346,3.8509,4993.0,4599.5,1.1714,34.7396,2,34.7397,2,218.0,2,217.3,2,103.2,2,30.6,2,0.0,2,2.129,4,0.064,2,0.032,2,0.0,2,2248.1,2,2369.4,2,,9,,7.6364,2,25.0,,1,,1,,9,,9,,0.133,3,,9,,9,,9,4599.5,,9,0.7949,27.85,34.9036,2,,9,,9,,,9,,15.965,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
22,101,500,33RO20110926,        A10,1,1,11701,2,20111003,1932,-29.6346,3.8509,4993.0,5102.0,1.1841,34.7349,2,34.7341,2,217.7,2,217.3,2,105.2,2,30.6,2,0.0,2,2.152,4,0.073,6,0.035,6,0.0,6,,9,2366.7,6,,9,,7.6383,6,25.0,,1,,1,,9,,9,,0.138,3,,9,,9,,9,5102.0,,9,0.7478,27.848,34.8979,2,,9,,9,,,9,,15.718,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,124,501,33RO20110926,        A10,1,24,11714,2,20111004,141,-29.4669,3.3005,4694.0,4.8,17.6075,35.7853,2,35.784,2,242.9,2,243.1,2,1.6,2,0.0,2,0.0,2,0.145,4,2.448,6,1.465,6,1.453,6,2076.2,6,2342.4,2,,9,,7.9849,2,25.0,,9,,1,,9,,9,,2.779,3,,9,56.2341,2,4.59,2,4.8,,9,17.6067,25.969,35.9528,2,,9,,1,,,9,,7.495,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,123,502,33RO20110926,        A10,1,23,11713,2,20111004,141,-29.4669,3.3005,4694.0,34.8,17.3692,35.7488,2,35.7465,2,244.7,2,245.6,2,1.7,2,0.0,2,0.01,2,0.143,4,2.47,2,1.477,2,1.47,2,2072.9,2,2339.5,6,,9,,7.9834,6,25.0,,9,,1,,9,,9,,2.958,3,,9,57.3463,2,5.33,2,34.8,,9,17.3634,26.0,35.9151,2,,9,,9,,,9,,7.475,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,122,503,33RO20110926,        A10,1,22,11712,2,20111004,141,-29.4669,3.3005,4694.0,75.0,16.3241,35.6675,2,35.6662,2,239.7,2,241.6,2,2.0,2,0.9,2,0.35,2,0.214,4,2.534,2,1.502,2,1.479,2,2076.7,2,2344.1,2,,9,,7.9649,2,25.0,,9,,1,,9,,9,,2.484,3,,9,54.439,2,5.58,2,75.0,,9,16.312,26.188,35.8344,2,,9,,1,,,9,,7.851,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,121,504,33RO20110926,        A10,1,21,11010,2,20111004,141,-29.4669,3.3005,4694.0,124.9,16.2254,35.6639,2,35.6605,2,235.9,2,236.3,2,2.2,2,1.4,2,0.72,2,0.256,4,2.526,2,1.503,2,1.44,2,2082.3,2,2342.3,2,,9,,7.9569,2,25.0,,9,,1,,9,,9,,2.135,3,,9,54.439,2,5.64,2,124.9,,9,16.2054,26.209,35.8287,2,,9,,1,,,9,,7.925,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,120,505,33RO20110926,        A10,1,20,11715,2,20111004,141,-29.4669,3.3005,4694.0,184.3,15.7548,35.5665,2,35.5624,2,230.1,2,229.4,2,2.5,2,3.2,2,0.13,2,0.331,4,2.602,2,1.537,2,1.421,2,2087.4,2,2338.9,2,,9,,7.9319,2,25.0,,9,,1,,9,,9,,1.718,3,,9,56.0878,2,7.53,2,184.3,,9,15.7258,26.25,35.7301,2,,9,,9,,,9,,8.526,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,119,506,33RO20110926,        A10,1,19,11007,2,20111004,141,-29.4669,3.3005,4694.0,270.2,13.1628,35.145,2,35.1459,2,220.0,2,220.6,2,3.3,2,8.4,2,0.01,2,0.615,4,2.955,2,1.709,2,1.38,2,2107.8,2,2310.1,2,,9,,7.8607,2,25.0,,9,,1,,9,,9,,0.932,3,,9,50.039,2,,9,270.2,,9,13.1252,26.481,35.3117,2,,9,,9,,,9,,10.851,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,118,507,33RO20110926,        A10,1,18,11710,2,20111004,141,-29.4669,3.3005,4694.0,361.0,11.5349,34.9831,2,34.9801,2,199.0,2,203.2,2,5.7,2,14.5,2,0.0,2,0.94,4,3.136,2,1.734,2,1.135,2,2131.4,2,2297.9,4,,9,,7.7895,2,25.0,,9,,1,,9,,9,,0.847,3,,9,43.8341,2,,9,361.0,,9,11.4887,26.673,35.1451,2,,9,,9,,,9,,13.824,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,117,508,33RO20110926,        A10,1,17,11023,2,20111004,141,-29.4669,3.3005,4694.0,505.6,8.8407,34.6568,2,34.6573,2,205.7,2,205.7,2,9.7,2,20.6,2,0.01,2,1.291,4,3.17,2,1.717,2,1.044,2,2148.5,2,2295.3,2,,9,,7.7196,2,25.0,,9,,1,,9,,9,,1.538,3,,9,42.039,2,,9,505.6,,9,8.7856,26.883,34.8208,2,,9,,9,,,9,,14.639,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,116,509,33RO20110926,        A10,1,16,11709,2,20111004,141,-29.4669,3.3005,4694.0,650.0,6.4472,34.436,2,34.4356,2,200.8,2,197.9,2,17.4,2,27.4,2,0.01,2,1.696,4,2.908,2,1.507,2,0.779,2,2173.8,2,2278.1,3,,9,,7.6573,2,25.0,,9,,1,,9,,9,,2.051,3,,9,40.6732,2,,9,650.0,,9,6.3875,27.056,34.598,2,,9,,9,,,9,,17.468,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,115,510,33RO20110926,        A10,1,15,11006,2,20111004,141,-29.4669,3.3005,4694.0,799.9,4.7736,34.3362,2,34.3354,2,211.1,2,208.6,2,25.9,2,29.9,2,0.0,2,1.884,4,2.632,2,1.315,2,0.609,2,2183.9,2,2282.4,4,,9,,7.6362,2,25.0,,9,,1,,9,,9,,2.236,3,,9,40.3024,2,,9,799.9,,9,4.7097,27.181,34.4973,2,,9,,9,,,9,,17.936,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,114,511,33RO20110926,        A10,1,14,11708,2,20111004,141,-29.4669,3.3005,4694.0,950.2,3.9361,34.3879,2,34.3878,2,192.0,2,191.4,2,39.4,2,32.4,2,0.0,2,2.083,4,1.569,2,0.762,2,0.29,2,2209.4,2,2293.4,2,,9,,7.6102,3,25.0,,9,,1,,9,,9,,1.544,3,,9,38.8683,2,,9,950.2,,9,3.8652,27.313,34.5499,2,,9,,9,,,9,,19.972,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,113,512,33RO20110926,        A10,1,13,11031,2,20111004,141,-29.4669,3.3005,4694.0,1149.6,3.3434,34.5015,2,34.5019,2,179.1,2,178.6,2,51.3,2,33.2,2,0.0,2,2.159,4,0.649,2,0.306,2,0.096,2,2225.5,6,2320.9,6,,9,,7.5768,6,25.0,,9,,1,,9,,9,,0.764,3,,9,38.1854,2,,9,1149.6,,9,3.2609,27.463,34.6645,2,,9,,9,,,9,,20.506,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,112,513,33RO20110926,        A10,1,12,11027,2,20111004,141,-29.4669,3.3005,4694.0,1374.4,3.1519,34.6275,2,34.6276,2,183.2,2,182.7,2,52.8,2,31.6,2,0.01,2,2.057,4,0.243,2,0.112,2,0.016,2,2224.9,2,2324.6,2,,9,,7.5954,2,25.0,,9,,1,,9,,9,,0.337,3,,9,39.0634,2,,9,1374.4,,9,3.0527,27.583,34.7909,2,,9,,9,,,9,,19.725,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,111,514,33RO20110926,        A10,1,11,11707,2,20111004,141,-29.4669,3.3005,4694.0,1650.9,3.1706,34.7598,2,34.7595,2,199.2,2,199.1,2,45.4,6,28.1,6,0.01,6,1.817,4,0.057,2,0.027,2,0.0,2,2208.5,2,,5,,9,,7.6473,2,25.0,,9,,1,,9,,9,,0.111,3,,9,38.9366,2,,9,1650.9,,9,3.0474,27.689,34.9234,2,,9,,9,,,9,,17.542,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,110,515,33RO20110926,        A10,1,10,11003,2,20111004,141,-29.4669,3.3005,4694.0,1926.3,3.0038,34.8135,2,34.8128,2,212.3,2,214.6,2,44.8,6,26.3,6,0.01,6,1.695,4,0.029,2,0.014,2,0.0,2,2201.5,2,,5,,9,,7.6713,2,25.0,,9,,1,,9,,9,,0.071,3,,9,41.7659,2,,9,1926.3,,9,2.8582,27.749,34.9769,2,,9,,9,,,9,,16.404,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,109,516,33RO20110926,        A10,1,9,11706,2,20111004,141,-29.4669,3.3005,4694.0,2200.2,2.7859,34.8369,2,34.8368,2,219.9,2,220.8,2,47.4,6,25.4,6,0.01,6,1.649,4,0.02,2,0.01,2,0.0,2,2199.9,2,,5,,9,,7.6853,2,25.0,,9,,1,,9,,9,,0.068,3,,9,44.722,3,,9,2200.2,,9,2.6187,27.789,35.0011,2,,9,,9,,,9,,15.44,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,108,517,33RO20110926,        A10,1,8,11033,2,20111004,141,-29.4669,3.3005,4694.0,2500.2,2.5257,34.8461,2,34.8461,2,226.4,2,227.1,2,51.0,6,24.9,6,0.01,6,1.617,4,0.015,2,0.008,2,0.0,2,2200.2,2,2338.2,2,,9,,7.6865,2,25.0,,9,,1,,9,,9,,0.083,3,,9,41.0439,2,,9,2500.2,,9,2.3348,27.821,35.0104,2,,9,,9,,,9,,22.761,4.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,107,518,33RO20110926,        A10,1,7,11705,2,20111004,141,-29.4669,3.3005,4694.0,2799.3,2.3986,34.8506,2,34.8507,2,229.3,2,230.6,2,53.6,2,24.7,2,0.0,2,1.632,4,,5,,5,,5,2201.6,2,2343.1,2,,9,,7.6935,2,25.0,,9,,1,,9,,9,,,5,,9,41.6488,2,,9,2799.3,,9,2.1813,27.837,35.015,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
23,106,519,33RO20110926,        A10,1,6,11029,2,20111004,141,-29.4669,3.3005,4694.0,3099.6,2.2743,34.8502,2,34.8626,4,229.8,2,230.2,2,57.1,2,24.8,2,0.0,2,1.645,4,0.01,2,0.006,2,0.026,4,2206.5,2,2347.6,2,,9,,7.6935,2,25.0,,9,,1,,9,,9,,0.035,3,,9,39.7561,2,,9,3099.6,,9,2.0295,27.859,35.027,2,,9,,9,,,9,,14.355,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,105,520,33RO20110926,        A10,1,5,11704,2,20111004,141,-29.4669,3.3005,4694.0,3345.1,2.2102,34.8496,2,34.8489,2,230.1,2,230.5,2,59.0,2,24.9,2,0.0,2,1.654,4,0.011,2,0.007,2,0.0,2,2210.5,2,2351.5,2,,9,,7.6904,2,25.0,,9,,1,,9,,9,,0.033,3,,9,40.6927,2,,9,3345.1,,9,1.9416,27.855,35.0132,2,,9,,9,,,9,,14.085,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,104,521,33RO20110926,        A10,1,4,11030,2,20111004,141,-29.4669,3.3005,4694.0,3700.6,1.841,34.8103,2,34.8336,4,224.5,2,224.5,2,75.1,2,26.9,2,0.0,2,1.83,4,0.022,2,0.011,2,0.0,2,2225.5,2,2344.9,4,,9,,7.6783,2,25.0,,9,,1,,9,,9,,0.055,3,,9,39.9902,2,,9,3700.6,,9,1.5443,27.873,34.9978,2,,9,,9,,,9,,14.774,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,103,522,33RO20110926,        A10,1,3,11703,2,20111004,141,-29.4669,3.3005,4694.0,4049.3,1.3539,34.7616,2,34.7604,2,218.8,2,220.1,2,94.1,2,29.2,2,0.0,2,2.037,4,0.045,2,0.022,2,0.0,2,2242.3,2,2368.5,2,,9,,7.6495,2,25.0,,9,,1,,9,,9,,0.106,3,,9,40.6634,2,,9,4049.3,,9,1.0332,27.851,34.9243,2,,9,,9,,,9,,15.771,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,102,523,33RO20110926,        A10,1,2,11702,2,20111004,141,-29.4669,3.3005,4694.0,4394.5,1.1529,34.7399,2,34.739,2,217.4,2,218.2,2,103.2,2,30.4,2,0.01,2,2.13,4,0.063,2,0.034,2,0.076,4,2248.8,2,2368.5,2,,9,,7.6384,2,25.0,,9,,1,,9,,9,,0.156,3,,9,40.6341,2,,9,4394.5,,9,0.8002,27.849,34.9029,2,,9,,9,,,9,,16.13,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
23,101,524,33RO20110926,        A10,1,1,11701,2,20111004,141,-29.4669,3.3005,4694.0,4798.2,1.1427,34.7344,2,34.7342,2,216.6,2,216.9,2,105.6,2,30.6,2,0.01,2,2.155,4,0.074,2,0.036,2,0.0,2,2252.8,6,2378.1,4,,9,,7.6424,6,25.0,,9,,1,,9,,9,,0.16,3,,9,39.5707,2,,9,4798.2,,9,0.7441,27.848,34.8979,2,,9,,9,,,9,,16.361,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,124,525,33RO20110926,        A10,1,24,11714,2,20111004,729,-29.3538,2.8394,4256.0,3.8,17.4999,35.7401,2,35.735,2,242.9,2,244.3,2,1.3,2,0.0,2,0.0,2,0.131,4,2.489,2,1.487,2,1.456,2,2073.7,6,2349.1,2,,9,,7.98,2,25.0,,9,,9,,9,,9,,3.237,3,,9,,9,,9,3.8,,9,17.4993,25.953,35.9035,2,,9,,1,,,9,,7.6,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,123,526,33RO20110926,        A10,1,23,11713,2,20111004,729,-29.3538,2.8394,4256.0,49.5,16.4719,35.657,2,35.6578,2,248.5,2,248.0,2,1.4,2,0.3,2,0.05,2,0.166,4,,9,,9,,9,2072.0,2,2343.9,2,,9,,7.9744,6,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,49.5,,9,16.4639,26.146,35.8259,2,,9,,1,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,122,527,33RO20110926,        A10,1,22,11712,2,20111004,729,-29.3538,2.8394,4256.0,100.7,16.122,35.6232,2,35.6169,2,232.5,2,234.7,2,1.8,2,1.8,2,0.48,2,0.266,4,2.555,2,1.519,2,1.443,2,2082.0,2,2331.5,2,,9,,7.9539,2,25.0,,9,,9,,9,,9,,1.974,3,,9,,9,,9,100.7,,9,16.106,26.197,35.7849,2,,9,,1,,,9,,7.918,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,121,528,33RO20110926,        A10,1,21,11010,2,20111004,729,-29.3538,2.8394,4256.0,150.3,14.3629,35.3148,2,35.3177,2,216.3,2,216.1,2,2.5,2,6.6,2,0.02,2,0.505,4,,9,,9,,9,2102.6,2,2312.7,2,,9,,7.8847,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,150.3,,9,14.3407,26.36,35.4843,2,,9,,1,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,120,529,33RO20110926,        A10,1,20,11715,2,20111004,729,-29.3538,2.8394,4256.0,200.6,13.6365,35.2084,2,35.2091,2,219.7,2,219.1,2,2.6,2,7.6,2,0.01,2,0.559,4,2.899,2,1.686,2,1.452,2,,9,2310.5,2,,9,,7.8657,2,25.0,,9,,9,,9,,9,,0.896,3,,9,,9,,9,200.6,,9,13.608,26.429,35.3751,2,,9,,1,,,9,,10.695,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,119,530,33RO20110926,        A10,1,19,11007,2,20111004,729,-29.3538,2.8394,4256.0,260.9,12.7929,35.1124,2,35.1123,2,217.9,2,214.7,2,3.2,6,10.2,6,0.01,6,0.686,4,,9,,9,,9,2115.9,2,2305.0,2,,9,,7.8407,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,260.9,,9,12.7573,26.528,35.2779,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,118,531,33RO20110926,        A10,1,18,11710,2,20111004,729,-29.3538,2.8394,4256.0,345.0,11.5501,34.9858,2,34.9867,2,206.7,2,207.1,2,4.9,2,14.2,2,0.01,2,0.909,4,3.15,2,1.747,2,1.237,2,,9,2298.9,2,,9,,7.7966,2,25.0,,9,,9,,9,,9,,0.998,3,,9,,9,,9,345.0,,9,11.5059,26.672,35.1517,2,,9,,9,,,9,,13.08,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,117,532,33RO20110926,        A10,1,17,11023,2,20111004,729,-29.3538,2.8394,4256.0,464.6,9.358,34.7161,2,34.7145,2,201.7,2,208.1,2,7.7,6,19.1,6,0.01,6,1.188,4,,9,,9,,9,2144.6,2,2286.1,2,,9,,7.7384,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,464.6,,9,9.3057,26.843,34.8782,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,116,533,33RO20110926,        A10,1,16,11709,2,20111004,729,-29.3538,2.8394,4256.0,573.7,7.5403,34.5238,2,34.5227,2,202.9,2,202.6,2,12.8,2,24.3,2,0.0,2,1.502,4,3.125,2,1.641,2,0.883,2,,9,2283.2,2,,9,,7.6843,2,25.0,,9,,9,,9,,9,,1.745,3,,9,,9,,9,573.7,,9,7.4832,26.974,34.6855,2,,9,,9,,,9,,15.766,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,115,534,33RO20110926,        A10,1,15,11006,2,20111004,729,-29.3538,2.8394,4256.0,706.7,5.5795,34.3651,2,34.3648,2,209.2,2,208.9,2,19.5,2,28.4,2,0.01,2,1.762,4,2.962,6,1.505,6,0.722,6,2175.6,2,2290.2,2,,9,,7.6404,2,25.0,,9,,9,,9,,9,,2.195,3,,9,,9,,9,706.7,,9,5.5191,27.11,34.5268,2,,9,,9,,,9,,17.0405,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,114,535,33RO20110926,        A10,1,14,11708,2,20111004,729,-29.3538,2.8394,4256.0,859.6,4.3649,34.3529,2,34.3581,2,201.0,2,199.8,2,31.1,2,31.4,2,0.0,2,1.981,4,,9,,9,,9,,9,2299.6,2,,9,,7.6094,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,859.6,,9,4.2985,27.243,34.5202,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,113,536,33RO20110926,        A10,1,13,11031,2,20111004,729,-29.3538,2.8394,4256.0,1010.2,3.7603,34.4111,2,34.4125,2,187.8,2,187.0,2,42.1,2,32.9,2,0.0,2,2.113,4,1.318,2,0.633,2,0.237,2,2213.7,2,2309.6,2,,9,,7.5864,2,25.0,,9,,9,,9,,9,,1.287,3,,9,,9,,9,1010.2,,9,3.6858,27.351,34.5748,2,,9,,9,,,9,,20.227,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,112,537,33RO20110926,        A10,1,12,11027,2,20111004,729,-29.3538,2.8394,4256.0,1160.4,3.3912,34.511,2,34.5112,2,178.7,2,177.6,2,49.2,6,33.2,6,0.0,6,2.141,4,,9,,9,,9,2225.7,2,2318.9,6,,9,,7.5778,6,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,1160.4,,9,3.3074,27.466,34.674,6,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,111,538,33RO20110926,        A10,1,11,11707,2,20111004,729,-29.3538,2.8394,4256.0,1312.2,3.2708,34.6011,2,34.6009,2,181.0,2,181.2,2,49.6,2,32.0,2,0.0,2,2.07,4,0.271,2,0.126,2,0.0,2,2224.3,2,2322.5,2,,9,,7.5924,2,25.0,,9,,9,,9,,9,,0.373,3,,9,,9,,9,1312.2,,9,3.1756,27.55,34.7641,2,,9,,9,,,9,,20.167,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,110,539,33RO20110926,        A10,1,10,11003,2,20111004,729,-29.3538,2.8394,4256.0,1510.9,3.2158,34.7133,2,34.7127,2,192.4,2,192.4,2,46.2,2,29.6,2,0.0,2,1.901,4,,9,,9,,9,,9,2325.3,2,,9,,7.6234,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,1510.9,,9,3.1042,27.646,34.8764,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,109,540,33RO20110926,        A10,1,9,11706,2,20111004,729,-29.3538,2.8394,4256.0,1778.5,3.135,34.8075,2,34.807,2,209.5,2,210.3,2,41.6,6,26.4,6,0.0,6,1.701,4,0.028,2,0.014,2,0.0,2,2201.8,2,2325.1,2,,9,,7.6555,2,25.0,,9,,9,,9,,9,,0.075,3,,9,,9,,9,1778.5,,9,3.0009,27.731,34.9712,2,,9,,9,,,9,,16.504,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,108,541,33RO20110926,        A10,1,8,11033,2,20111004,729,-29.3538,2.8394,4256.0,2050.0,2.9409,34.8333,2,34.8349,2,219.0,2,218.4,2,43.6,2,25.7,2,0.0,2,1.642,4,,9,,9,,9,,9,2324.4,4,,9,,7.6823,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,2050.0,,9,2.785,27.773,34.9991,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
24,107,542,33RO20110926,        A10,1,7,11705,2,20111004,729,-29.3538,2.8394,4256.0,2350.3,2.6365,34.8379,2,34.8386,2,223.4,2,224.9,2,49.1,2,25.4,2,0.0,2,1.644,4,0.017,2,0.008,2,0.0,2,,9,2326.3,4,,9,,7.6883,2,25.0,,9,,9,,9,,9,,0.054,3,,9,,9,,9,2350.3,,9,2.4578,27.804,35.0029,2,,9,,9,,,9,,15.341,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
24,106,543,33RO20110926,        A10,1,6,11029,2,20111004,729,-29.3538,2.8394,4256.0,2650.1,2.4613,34.8479,2,34.8479,2,229.1,2,228.4,2,51.5,2,24.9,2,0.0,2,1.626,4,,9,,9,,9,2202.3,2,2330.3,4,,9,,7.6974,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,2650.1,,9,2.2573,27.829,35.0122,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
