STNNBR,SAMPNOfull,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,14C-DOC,14C-DOC_FLAG_W,THETA,SIG0,SALTREF,SALTREF_FLAG_W,BLACKC,BLACKC_FLAG_W,PIGMENTS,PIGMENTS_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
64,111,1520,33RO20110926,        A10,1,11,11707,2,20111016,1656,-29.9998,-21.2635,4752.0,1319.7,3.1202,34.5266,2,34.5223,2,185.5,2,185.4,2,52.5,2,32.5,2,0.01,2,2.068,4,0.557,2,0.267,2,0.06,2,2227.0,2,2318.0,2,,9,,7.5844,2,25.0,,9,,9,,9,,9,,1.067,3,,9,,9,,9,1319.7,,9,3.026,27.501,34.6851,2,,9,,9,,,9,,22.503,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,110,1521,33RO20110926,        A10,1,10,11003,2,20111016,1656,-29.9998,-21.2635,4752.0,1549.1,2.9476,34.6523,2,34.6526,2,190.6,2,191.6,2,54.1,6,30.2,6,0.01,6,1.973,4,,9,,9,,9,2225.5,2,2327.1,6,,9,,7.6104,6,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,1549.1,,9,2.836,27.623,34.816,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
64,109,1522,33RO20110926,        A10,1,9,11706,2,20111016,1656,-29.9998,-21.2635,4752.0,1800.8,2.7945,34.7504,2,34.7504,2,206.0,2,208.0,2,51.9,2,27.8,2,0.01,2,1.816,4,0.067,2,0.034,2,0.0,2,,9,2326.3,4,,9,,7.6424,2,25.0,,9,,9,,9,,9,,0.237,3,,9,,9,,9,1800.8,,9,2.6632,27.716,34.9143,2,,9,,9,,,9,,19.188,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,108,1523,33RO20110926,        A10,1,8,11033,2,20111016,1656,-29.9998,-21.2635,4752.0,2049.1,2.7354,34.8082,2,34.8069,2,220.0,2,220.1,2,48.2,2,25.8,2,0.01,2,1.681,4,,9,,9,,9,,9,2328.9,4,,9,,7.6695,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,2049.1,,9,2.5829,27.768,34.971,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
64,107,1524,33RO20110926,        A10,1,7,11705,2,20111016,1656,-29.9998,-21.2635,4752.0,2350.1,2.7507,34.862,2,34.8641,2,234.6,2,234.7,2,42.2,2,23.7,2,0.01,2,1.519,4,0.012,2,0.007,2,0.019,2,2192.6,2,2324.2,4,,9,,7.6965,2,25.0,,9,,9,,9,,9,,0.093,3,,9,,9,,9,2350.1,,9,2.57,27.815,35.0285,2,,9,,9,,,9,,15.849,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,106,1525,33RO20110926,        A10,1,6,11029,2,20111016,1656,-29.9998,-21.2635,4752.0,2645.0,2.7672,34.8918,2,34.8914,2,243.8,2,243.4,2,37.9,2,22.3,2,0.01,2,1.417,4,,9,,9,,9,,9,2324.9,2,,9,,7.7136,2,25.0,,9,,9,,9,,9,,,9,,9,,9,,9,2645.0,,9,2.5576,27.838,35.0559,2,,9,,9,,,9,,,,['A10'],2011-09-26,2011-10-31,Bonnie
64,105,1526,33RO20110926,        A10,1,5,11704,2,20111016,1656,-29.9998,-21.2635,4752.0,2949.3,2.712,34.9044,2,34.9044,2,248.5,2,248.7,2,36.5,6,21.5,6,0.01,6,1.364,4,0.005,2,0.004,2,0.019,2,2181.4,2,2325.7,2,,9,,7.7276,2,25.0,,9,,9,,9,,9,,0.09,3,,9,,9,,9,2949.3,,9,2.4728,27.856,35.069,2,,9,,9,,,9,,14.835,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,104,1527,33RO20110926,        A10,1,4,11030,2,20111016,1656,-29.9998,-21.2635,4752.0,3349.5,2.4524,34.8888,2,34.8887,2,248.5,2,248.4,2,43.5,2,22.3,2,0.01,2,1.447,4,0.004,2,0.004,2,0.055,2,,9,2334.3,2,,9,,7.7264,2,25.0,,9,,9,,9,,9,,0.059,3,,9,,9,,9,3349.5,,9,2.1774,27.868,35.0532,2,,9,,9,,,9,,14.656,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,103,1528,33RO20110926,        A10,1,3,11703,2,20111016,1656,-29.9998,-21.2635,4752.0,3809.4,1.8187,34.8261,2,34.8252,2,238.8,2,240.0,2,67.5,2,25.5,2,0.01,2,1.791,4,0.012,6,0.007,6,0.194,6,2211.3,2,2347.3,2,,9,,7.6974,2,25.0,,9,,9,,9,,9,,0.087,3,,9,,9,,9,3809.4,,9,1.5107,27.869,34.9894,2,,9,,9,,,9,,16.055,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,102,1529,33RO20110926,        A10,1,2,11702,2,20111016,1656,-29.9998,-21.2635,4752.0,4149.2,1.4199,34.7808,2,34.7802,2,230.9,2,231.7,2,84.7,2,27.9,2,0.01,2,2.045,4,0.034,2,0.018,2,0.129,2,,9,2356.3,6,,9,,7.6693,6,25.0,,9,,9,,9,,9,,0.083,3,,9,,9,,9,4149.2,,9,1.0862,27.863,34.9442,2,,9,,9,,,9,,16.489,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
64,101,1530,33RO20110926,        A10,1,1,11701,2,20111016,1656,-29.9998,-21.2635,4752.0,4775.5,1.2969,34.7597,2,34.7597,2,227.5,2,228.2,2,93.0,2,28.9,2,0.01,2,2.159,4,0.061,2,0.031,2,0.132,2,2238.9,6,2360.6,2,,9,,7.6603,2,25.0,,9,,9,,9,,9,,0.183,3,,9,,9,,9,4775.5,,9,0.8957,27.858,34.9236,6,,9,,9,,,9,,17.304,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,124,1531,33RO20110926,        A10,1,24,11714,2,20111017,115,-29.9999,-22.0216,4746.0,5.6,19.2722,36.2884,2,36.287,2,227.5,2,229.7,2,1.2,2,0.0,2,0.01,2,0.104,4,2.18,2,1.329,2,1.306,2,2090.3,6,2381.1,2,,9,,8.011,2,25.0,,9,,9,,9,,9,,2.689,4,,9,61.639,2,4.31,2,5.6,,9,19.2712,25.935,36.4581,2,,9,,1,,,9,,7.776,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,123,1532,33RO20110926,        A10,1,23,11713,2,20111017,115,-29.9999,-22.0216,4746.0,24.9,19.2608,36.2874,2,36.2848,2,227.6,2,230.1,2,1.2,2,0.0,2,0.01,2,0.105,4,2.175,2,1.332,2,1.346,2,2088.6,2,2384.0,6,,9,,8.005,6,25.0,,9,,9,,9,,9,,2.61,4,,9,,5,,5,24.9,,9,19.2563,25.937,36.4559,2,,9,,9,,,9,,7.724,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,122,1533,33RO20110926,        A10,1,22,11712,2,20111017,115,-29.9999,-22.0216,4746.0,65.2,19.2313,36.2846,2,36.2831,2,225.9,2,230.5,2,1.2,2,0.0,2,0.01,2,0.111,4,2.18,2,1.329,2,1.392,2,2088.9,2,2384.6,2,,9,,8.008,2,25.0,,9,,9,,9,,9,,2.881,4,,9,60.9171,2,4.53,2,65.2,,9,19.2195,25.945,36.4542,2,,9,,9,,,9,,7.771,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,121,1534,33RO20110926,        A10,1,21,11010,2,20111017,115,-29.9999,-22.0216,4746.0,119.8,19.2243,36.2849,2,36.2843,2,226.7,2,230.4,2,1.2,6,0.0,6,0.01,6,0.11,4,2.18,2,1.331,2,1.351,2,2090.5,2,2383.8,2,,9,,8.007,2,25.0,,9,,9,,9,,9,,3.009,4,,9,65.0146,2,2.87,3,119.8,,9,19.2026,25.951,36.4554,2,,9,,9,,,9,,7.795,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,120,1535,33RO20110926,        A10,1,20,11715,2,20111017,115,-29.9999,-22.0216,4746.0,155.1,18.0901,36.0004,2,35.9945,2,229.5,2,231.9,2,1.3,2,0.1,2,0.02,2,0.132,4,2.315,2,1.4,2,1.379,2,2084.9,2,2366.2,2,,9,,7.991,2,25.0,,9,,9,,9,,9,,3.034,4,,9,,5,6.52,2,155.1,,9,18.0632,26.018,36.1642,2,,9,,1,,,9,,8.238,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,119,1536,33RO20110926,        A10,1,19,11007,2,20111017,115,-29.9999,-22.0216,4746.0,220.3,15.9289,35.5986,2,35.6,2,213.6,2,212.8,2,2.3,2,4.1,2,0.02,2,0.349,4,2.583,2,1.535,2,1.324,2,2104.7,2,2337.4,2,,9,,7.9078,2,25.0,,9,,9,,9,,9,,0.99,3,,9,52.6049,2,,9,220.3,,9,15.8939,26.234,35.7679,2,,9,,9,,,9,,10.196,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,118,1537,33RO20110926,        A10,1,18,11710,2,20111017,115,-29.9999,-22.0216,4746.0,349.1,13.138,35.202,2,35.2,2,207.9,2,209.0,2,3.7,2,9.9,2,0.01,2,0.616,4,2.937,2,1.679,2,1.253,2,2122.1,2,2314.7,2,,9,,7.8387,2,25.0,,9,,9,,9,,9,,0.919,3,,9,50.7122,2,,9,349.1,,9,13.0893,26.531,35.366,2,,9,,9,,,9,,13.557,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,117,1538,33RO20110926,        A10,1,17,11023,2,20111017,115,-29.9999,-22.0216,4746.0,450.3,11.7046,35.0245,2,35.0232,2,203.7,2,205.1,2,5.1,2,13.8,2,0.01,2,0.798,4,3.053,6,1.698,6,1.147,6,2134.5,2,2307.8,2,,9,,7.7947,2,25.0,,9,,9,,9,,9,,1.047,3,,9,47.5317,2,,9,450.3,,9,11.6462,26.675,35.1883,2,,9,,9,,,9,,15.2375,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,116,1539,33RO20110926,        A10,1,16,11709,2,20111017,115,-29.9999,-22.0216,4746.0,599.9,8.8112,34.657,2,34.6545,2,204.0,2,210.6,2,8.4,6,19.8,6,0.01,6,1.111,4,3.279,2,1.744,2,1.015,2,2150.2,2,2295.2,2,,9,,7.7284,2,25.0,,9,,9,,9,,9,,1.878,3,,9,43.7854,2,,9,599.9,,9,8.7456,26.889,34.8179,2,,9,,9,,,9,,16.095,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,115,1540,33RO20110926,        A10,1,15,11006,2,20111017,115,-29.9999,-22.0216,4746.0,749.6,5.9017,34.3827,2,34.3829,2,211.9,2,210.5,2,17.4,2,27.0,2,0.01,2,1.535,4,3.023,2,1.53,2,0.688,2,2174.1,2,2289.7,2,,9,,7.6563,2,25.0,,9,,9,,9,,9,,2.622,3,,9,41.961,2,,9,749.6,,9,5.8356,27.086,34.545,2,,9,,9,,,9,,18.406,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,114,1541,33RO20110926,        A10,1,14,11708,2,20111017,115,-29.9999,-22.0216,4746.0,899.1,4.595,34.3274,2,34.328,2,212.5,2,211.8,2,26.2,2,29.7,2,0.01,2,1.736,4,2.51,2,1.238,2,0.504,2,2187.8,2,2295.0,2,,9,,7.6302,2,25.0,,9,,9,,9,,9,,2.677,3,,9,,5,,9,899.1,,9,4.5238,27.196,34.4898,2,,9,,9,,,9,,19.883,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,113,1542,33RO20110926,        A10,1,13,11031,2,20111017,115,-29.9999,-22.0216,4746.0,1098.2,3.6622,34.3801,2,34.3804,2,197.5,2,197.5,2,40.1,2,31.8,2,0.01,2,1.961,4,1.483,2,0.725,2,0.247,2,2210.4,2,2304.5,2,,9,,7.5984,2,25.0,,9,,9,,9,,9,,1.849,3,,9,42.8293,2,,9,1098.2,,9,3.5814,27.335,34.5425,2,,9,,9,,,9,,21.734,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,112,1543,33RO20110926,        A10,1,12,11027,2,20111017,115,-29.9999,-22.0216,4746.0,1294.1,3.2178,34.4949,2,34.495,2,185.9,2,185.6,2,50.7,6,32.2,6,0.01,6,2.057,4,0.671,2,0.325,2,0.118,2,2225.7,2,2317.5,6,,9,,7.5874,6,25.0,,9,,9,,9,,9,,1.109,3,,9,42.1659,2,,9,1294.1,,9,3.1248,27.47,34.6577,2,,9,,9,,,9,,22.222,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,111,1544,33RO20110926,        A10,1,11,11707,2,20111017,115,-29.9999,-22.0216,4746.0,1498.8,2.9862,34.6249,2,34.6256,2,187.7,2,189.1,2,54.2,2,30.4,2,0.01,2,2.004,4,0.249,2,0.121,2,0.081,2,2228.6,6,2328.2,2,,9,,7.6082,2,25.0,,9,,9,,9,,9,,0.549,3,,9,44.0,2,,9,1498.8,,9,2.8785,27.597,34.7889,2,,9,,9,,,9,,21.339,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,110,1545,33RO20110926,        A10,1,10,11003,2,20111017,115,-29.9999,-22.0216,4746.0,1797.1,2.8042,34.7483,2,34.7473,2,205.7,2,206.5,2,51.8,2,27.4,2,0.01,2,1.819,4,0.071,2,0.036,2,0.0,2,2215.5,2,2332.4,2,,9,,7.6493,2,25.0,,9,,9,,9,,9,,0.256,3,,9,40.4878,2,,9,1797.1,,9,2.6731,27.713,34.9111,2,,9,,9,,,9,,19.108,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,109,1546,33RO20110926,        A10,1,9,11706,2,20111017,115,-29.9999,-22.0216,4746.0,2100.1,2.7202,34.8198,2,34.8196,2,222.6,2,224.4,2,47.2,2,24.9,2,0.01,2,1.641,4,0.024,2,0.013,2,0.0,2,2205.3,2,2332.1,2,,9,,7.6833,2,25.0,,9,,9,,9,,9,,0.129,3,,9,39.8927,2,,9,2100.1,,9,2.5633,27.78,34.9838,2,,9,,9,,,9,,17.142,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,108,1547,33RO20110926,        A10,1,8,11033,2,20111017,115,-29.9999,-22.0216,4746.0,2450.4,2.7263,34.8669,2,34.8671,2,236.1,2,236.8,2,41.9,2,23.0,2,0.01,2,1.493,4,0.011,2,0.007,2,0.0,2,2194.0,2,2329.8,2,,9,,7.7075,2,25.0,,9,,9,,9,,9,,0.095,3,,9,38.7415,2,,9,2450.4,,9,2.5365,27.821,35.0315,2,,9,,9,,,9,,16.029,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,107,1548,33RO20110926,        A10,1,7,11705,2,20111017,115,-29.9999,-22.0216,4746.0,2799.7,2.73,34.897,2,34.8971,2,245.0,2,246.0,2,37.4,2,21.5,2,0.01,2,1.39,4,0.01,2,0.007,2,0.0,2,2186.4,2,2327.2,2,,9,,7.7176,2,25.0,,9,,9,,9,,9,,0.12,3,,9,41.561,2,,9,2799.7,,9,2.5057,27.847,35.0617,2,,9,,9,,,9,,15.17,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,106,1549,33RO20110926,        A10,1,6,11029,2,20111017,115,-29.9999,-22.0216,4746.0,3149.5,2.5941,34.8991,2,34.8987,2,248.6,2,249.3,2,39.2,2,21.3,2,0.01,2,1.392,4,0.005,2,0.003,2,0.0,2,2185.2,2,2328.4,2,,9,,7.7236,2,25.0,,9,,9,,9,,9,,0.103,3,,9,45.2585,2,,9,3149.5,,9,2.3368,27.863,35.0633,2,,9,,9,,,9,,14.917,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,105,1550,33RO20110926,        A10,1,5,11704,2,20111017,115,-29.9999,-22.0216,4746.0,3400.2,2.3651,34.881,2,34.8807,2,247.6,2,248.6,2,46.3,2,22.2,2,0.01,2,1.483,4,0.005,2,0.004,2,0.099,2,2192.0,2,2335.3,2,,9,,7.7224,2,25.0,,9,,9,,9,,9,,0.078,3,,9,41.239,2,,9,3400.2,,9,2.0869,27.869,35.0451,6,,9,,9,,,9,,15.091,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,104,1551,33RO20110926,        A10,1,4,11030,2,20111017,115,-29.9999,-22.0216,4746.0,3650.5,2.031,34.8486,2,34.848,2,242.6,2,244.0,2,58.3,6,23.8,6,0.01,6,1.654,4,0.007,2,0.004,2,0.142,2,2204.3,2,2342.3,2,,9,,7.7084,2,25.0,,9,,9,,9,,9,,0.087,3,,9,41.9317,2,,9,3650.5,,9,1.7345,27.871,35.0123,2,,9,,9,,,9,,15.711,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,103,1552,33RO20110926,        A10,1,3,11703,2,20111017,115,-29.9999,-22.0216,4746.0,3950.1,1.5964,34.8016,2,34.8008,2,234.9,2,235.7,2,76.5,2,26.2,2,0.01,2,1.917,4,0.022,2,0.011,2,0.132,2,2222.9,2,2348.8,2,,9,,7.6745,2,25.0,,9,,9,,9,,9,,0.132,3,,9,40.6829,2,,9,3950.1,,9,1.2794,27.866,34.9649,2,,9,,9,,,9,,16.646,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,102,1553,33RO20110926,        A10,1,2,11702,2,20111017,115,-29.9999,-22.0216,4746.0,4350.2,1.2842,34.7634,2,34.7625,2,227.1,2,228.3,2,91.2,2,28.2,2,0.01,2,2.134,4,0.058,2,0.03,2,0.109,2,2238.7,2,2357.7,2,,9,,7.6585,2,25.0,,9,,9,,9,,9,,0.211,3,,9,38.7122,2,,9,4350.2,,9,0.9323,27.859,34.9264,2,,9,,9,,,9,,17.607,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
65,101,1554,33RO20110926,        A10,1,1,11701,2,20111017,115,-29.9999,-22.0216,4746.0,4788.7,1.286,34.7579,2,34.7585,2,228.5,2,227.8,2,93.5,2,28.3,2,0.01,2,2.159,4,0.068,6,0.033,6,0.106,6,2241.5,6,2358.2,6,,9,,7.6554,6,25.0,,9,,9,,9,,9,,0.231,3,,9,41.3561,2,,9,4788.7,,9,0.8836,27.859,34.9224,2,,9,,9,,,9,,17.506,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,124,1555,33RO20110926,        A10,1,24,11714,2,20111017,902,-30.0001,-22.7779,4655.0,4.9,19.2579,36.2835,2,36.2831,2,227.6,2,229.4,2,1.4,2,0.3,2,0.01,2,0.094,4,2.179,6,1.332,6,1.373,6,2092.3,6,2383.6,6,,9,,8.007,6,25.0,,1,,1,1.19,2,54.4,2,3.0,2.747,4,,1,,5,4.07,2,4.9,,9,19.257,25.936,36.4541,2,,1,,1,,,9,,7.4655,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,123,1556,33RO20110926,        A10,1,23,11713,2,20111017,902,-30.0001,-22.7779,4655.0,49.2,19.2084,36.2855,2,36.2849,2,227.2,2,229.5,2,1.4,2,0.3,2,0.01,2,0.101,4,2.181,2,1.33,2,1.345,2,2089.9,2,2381.9,2,,9,,8.007,2,25.0,,1,,1,,9,,9,,2.326,4,,1,64.5561,2,5.15,2,49.2,,9,19.1995,25.952,36.456,2,,1,,9,,,9,,7.514,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,122,1557,33RO20110926,        A10,1,22,11712,2,20111017,902,-30.0001,-22.7779,4655.0,88.1,19.1994,36.2823,2,36.2825,2,227.5,2,228.8,2,1.4,2,0.3,2,0.01,2,0.102,4,2.183,2,1.33,2,1.347,2,2091.0,2,2382.4,2,,9,,8.008,2,25.0,,1,,1,,9,,9,,2.624,4,,1,61.0732,2,3.48,2,88.1,,9,19.1835,25.954,36.4536,2,,1,,9,,,9,,7.494,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,121,1558,33RO20110926,        A10,1,21,11010,2,20111017,902,-30.0001,-22.7779,4655.0,140.8,18.6333,36.1353,2,36.1353,2,226.1,2,227.7,2,1.6,2,0.6,2,0.08,2,0.129,4,2.23,2,1.365,2,1.372,2,2091.4,2,2371.6,2,,9,,7.992,2,25.0,,1,,1,,9,,9,,1.688,4,,1,60.3707,2,4.6,2,140.8,,9,18.6084,25.982,36.3057,2,,1,,1,,,9,,7.699,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,120,1559,33RO20110926,        A10,1,20,11715,2,20111017,902,-30.0001,-22.7779,4655.0,184.3,16.7781,35.7457,2,35.7501,2,212.7,2,213.5,2,2.1,2,3.1,2,0.02,2,0.271,4,2.477,2,1.482,2,1.334,2,2103.5,2,2349.6,2,,9,,7.9328,2,25.0,,1,,1,,9,,9,,0.974,4,,1,55.4146,2,8.44,2,184.3,,9,16.7478,26.153,35.9187,2,,1,,9,,,9,,9.152,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,119,1560,33RO20110926,        A10,1,19,11007,2,20111017,902,-30.0001,-22.7779,4655.0,270.1,14.4114,35.3734,2,35.3723,2,211.4,2,213.7,2,2.8,6,6.9,2,0.01,6,0.424,4,2.787,2,1.63,2,1.332,2,2112.8,2,2327.7,2,,9,,7.8777,2,25.0,,1,,1,,9,,9,,0.77,3,,1,53.1805,2,,9,270.1,,9,14.3714,26.395,35.5391,2,,1,,9,,,9,,11.118,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,118,1561,33RO20110926,        A10,1,18,11710,2,20111017,902,-30.0001,-22.7779,4655.0,334.5,13.309,35.2232,2,35.2235,2,209.5,2,211.8,2,3.6,2,9.6,2,0.01,2,0.559,4,2.921,2,1.68,2,1.314,2,2120.2,2,2320.1,2,,9,,7.8487,2,25.0,,1,,1,,9,,9,,0.934,3,,1,50.1951,2,,9,334.5,,9,13.2619,26.513,35.3896,2,,1,,9,,,9,,12.471,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,117,1562,33RO20110926,        A10,1,17,11023,2,20111017,902,-30.0001,-22.7779,4655.0,471.4,10.9022,34.916,2,34.9164,2,197.9,2,204.5,2,6.3,2,16.0,2,0.01,2,0.871,4,3.114,2,1.71,2,1.085,2,2140.8,2,2306.5,2,,9,,7.7755,2,25.0,,1,,1,,9,,9,,1.218,3,,1,48.4488,2,,9,471.4,,9,10.8437,26.737,35.081,2,,1,,9,,,9,,15.018,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,116,1563,33RO20110926,        A10,1,16,11709,2,20111017,902,-30.0001,-22.7779,4655.0,569.5,9.1453,34.6989,2,34.6984,2,199.6,2,199.9,2,9.5,2,20.6,2,0.01,2,1.118,4,3.122,2,1.662,2,0.898,2,2155.0,2,2298.0,2,,9,,7.7204,2,25.0,,1,,1,,9,,9,,1.614,3,,1,42.6341,2,,9,569.5,,9,9.0817,26.868,34.862,2,,1,,9,,,9,,16.499,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,115,1564,33RO20110926,        A10,1,15,11006,2,20111017,902,-30.0001,-22.7779,4655.0,661.9,7.251,34.5063,2,34.507,2,199.7,2,198.4,2,13.9,6,24.7,2,0.01,6,1.364,4,3.006,2,1.548,2,0.785,2,2170.9,3,2290.8,2,,9,,7.6663,2,25.0,,1,,1,,9,,9,,1.92,3,,1,44.2146,2,,9,661.9,,9,7.1861,27.004,34.6697,2,,1,,9,,,9,,17.947,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,114,1565,33RO20110926,        A10,1,14,11708,2,20111017,902,-30.0001,-22.7779,4655.0,771.2,5.5601,34.3559,2,34.3559,2,215.1,2,214.5,2,18.7,2,27.3,2,0.01,2,1.544,4,3.03,2,1.529,2,0.701,2,2177.1,2,2286.3,2,,9,,7.6535,2,25.0,,1,,1,,9,,9,,2.688,3,,1,,5,,9,771.2,,9,5.494,27.106,34.5179,2,,1,,9,,,9,,18.061,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,113,1566,33RO20110926,        A10,1,13,11031,2,20111017,902,-30.0001,-22.7779,4655.0,869.3,4.5247,34.3064,2,34.3065,2,219.1,2,217.9,2,24.8,2,29.1,2,0.01,2,1.686,4,2.716,2,1.346,2,0.575,2,2184.3,2,2290.0,2,,9,,7.6344,2,25.0,,1,,1,,9,,9,,2.84,3,,1,42.839,2,,9,869.3,,9,4.4566,27.186,34.4682,2,,1,,9,,,9,,18.593,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,112,1567,33RO20110926,        A10,1,12,11027,2,20111017,902,-30.0001,-22.7779,4655.0,1020.1,3.7618,34.3404,2,34.3406,2,207.7,2,205.9,2,35.6,2,30.9,2,0.01,2,1.86,4,1.894,2,0.926,2,0.343,2,2204.4,2,2299.9,2,,9,,7.6114,2,25.0,,1,,1,,9,,9,,2.281,3,,1,41.5024,2,,9,1020.1,,9,3.6866,27.293,34.5026,2,,1,,9,,,9,,20.145,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,111,1568,33RO20110926,        A10,1,11,11707,2,20111017,902,-30.0001,-22.7779,4655.0,1299.8,3.1672,34.5178,2,34.5169,2,185.3,2,184.4,2,52.0,2,31.7,2,0.01,2,2.037,4,0.576,2,0.277,2,0.078,2,2229.4,6,2319.7,6,,9,,7.5899,6,25.0,,1,,1,,9,,9,,0.982,3,,1,40.1366,2,,9,1299.8,,9,3.0742,27.492,34.6797,2,,1,,9,,,9,,21.574,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,110,1569,33RO20110926,        A10,1,10,11003,2,20111017,902,-30.0001,-22.7779,4655.0,1590.7,2.8884,34.6758,2,34.6772,2,195.3,2,195.3,2,54.2,2,29.0,2,0.01,2,1.91,4,0.159,2,0.076,2,0.041,2,2224.6,2,2327.7,2,,9,,7.6184,2,25.0,,1,,1,,9,,9,,0.416,3,,1,40.5561,2,,9,1590.7,,9,2.774,27.648,34.8407,2,,1,,9,,,9,,19.902,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,109,1570,33RO20110926,        A10,1,9,11706,2,20111017,902,-30.0001,-22.7779,4655.0,1901.8,2.7577,34.7798,2,34.7789,2,213.0,2,213.5,2,50.4,6,26.3,2,0.01,6,1.71,4,0.044,2,0.023,2,0.006,2,2212.9,2,2332.6,2,,9,,7.6633,2,25.0,,1,,1,,9,,9,,0.201,3,,1,43.7366,2,,9,1901.8,,9,2.618,27.743,34.9429,6,,1,,9,,,9,,17.838,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
66,108,1571,33RO20110926,        A10,1,8,11033,2,20111017,902,-30.0001,-22.7779,4655.0,2197.3,2.6895,34.8362,2,34.8491,2,226.8,2,227.6,2,46.3,2,24.1,2,0.01,2,1.573,4,0.018,2,0.008,2,0.0,2,2200.7,2,2333.7,2,,9,,7.6914,2,25.0,,9,,1,,9,,9,,0.145,3,,9,42.2244,2,,9,2197.3,,9,2.524,27.807,35.0134,2,,1,,9,,,9,,16.075,2.0,['A10'],2011-09-26,2011-10-31,Bonnie
