,STNNBR,CASTNO,BTLNBR,Unnamed: 0,EXPOCODE,SECT_ID,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,N2O,N2O_FLAG_W,N2O ERROR,SD_N2O_%,woce_lines,startDate,endDate,source
371,15.0,1.0,13.0,372,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,1416.4,2.7424,34.6147,2.0,177.1,2.0,177.9,2.0,68.36,2.0,33.26,2.0,2.28,2.0,2335.2,2.0,7.5817,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
372,15.0,1.0,14.0,373,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,1212.4,2.7413,34.5169,2.0,175.8,2.0,177.6,2.0,67.78,2.0,34.84,2.0,2.36,2.0,2326.0,2.0,7.5637,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
373,15.0,1.0,15.0,374,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,1010.6,2.8904,34.4227,2.0,186.3,2.0,186.9,2.0,58.54,2.0,34.77,2.0,2.35,2.0,2316.8,2.0,7.5703,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
374,15.0,1.0,16.0,375,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,807.5,2.9738,34.3003,2.0,210.2,2.0,210.8,2.0,44.54,2.0,33.81,2.0,2.27,2.0,2303.9,2.0,7.5875,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
375,15.0,1.0,17.0,376,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,604.7,3.2745,34.1996,2.0,240.0,2.0,239.6,2.0,30.53,2.0,31.16,2.0,2.08,2.0,2291.0,2.0,7.6371,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
376,15.0,1.0,18.0,377,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,505.0,3.5804,34.1746,2.0,250.5,2.0,250.4,2.0,24.47,2.0,29.74,2.0,2.0,2.0,2285.5,2.0,7.6451,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
377,15.0,1.0,19.0,378,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,405.0,3.8645,34.1459,2.0,264.1,2.0,260.5,2.0,18.87,2.0,28.46,2.0,1.88,2.0,2282.2,2.0,7.664,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
378,15.0,1.0,20.0,379,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,303.4,4.0106,34.1085,2.0,279.3,2.0,278.8,2.0,13.65,2.0,26.77,2.0,1.74,2.0,2275.1,2.0,7.6867,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
379,15.0,1.0,21.0,380,  29HE20130320,   A17,2.0,20130328.0,2136.0,-42.306,-49.666,5807,201.1,4.6574,34.132,2.0,276.7,2.0,276.2,2.0,10.1,2.0,25.48,2.0,1.58,2.0,2272.8,2.0,7.6957,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
380,16.0,1.0,1.0,381,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,5783.5,0.3517,34.67,2.0,222.4,2.0,222.0,2.0,132.05,2.0,32.61,2.0,2.32,2.0,,9.0,7.603,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
381,16.0,1.0,2.0,382,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,5095.5,0.4633,34.6787,2.0,219.6,2.0,220.1,2.0,130.11,2.0,32.54,2.0,2.27,2.0,,9.0,7.5992,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
382,16.0,1.0,3.0,383,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,4587.0,0.6462,34.689,2.0,215.8,2.0,215.5,2.0,128.42,2.0,32.32,2.0,2.26,2.0,,9.0,7.6029,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
383,16.0,1.0,4.0,384,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,4076.1,0.9494,34.7043,2.0,208.8,2.0,208.1,2.0,124.72,2.0,32.28,2.0,2.23,2.0,,9.0,7.6055,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
384,16.0,1.0,5.0,385,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,3559.4,1.3306,34.7246,2.0,202.3,2.0,203.0,2.0,115.61,2.0,31.91,2.0,2.16,2.0,,9.0,7.5925,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
385,16.0,1.0,6.0,386,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,3044.7,1.8846,34.757,2.0,200.2,2.0,199.2,2.0,87.15,2.0,30.38,2.0,2.04,2.0,,9.0,7.6469,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
386,16.0,1.0,7.0,387,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,2533.9,2.4972,34.8007,2.0,207.2,2.0,208.7,2.0,63.7,2.0,27.87,2.0,1.84,2.0,,9.0,7.6464,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
387,16.0,1.0,8.0,388,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,2280.5,2.694,34.7885,2.0,202.8,2.0,203.7,2.0,60.16,2.0,28.57,2.0,1.88,2.0,,9.0,7.6385,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
388,16.0,1.0,9.0,389,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,2025.4,2.8445,34.7505,2.0,194.0,2.0,194.8,2.0,59.09,2.0,30.46,2.0,2.0,2.0,,9.0,7.6238,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
389,16.0,1.0,10.0,390,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,1823.4,2.9577,34.706,2.0,187.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
390,16.0,1.0,11.0,391,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,1619.3,2.8975,34.6388,2.0,181.4,2.0,182.5,2.0,59.75,2.0,32.05,2.0,2.21,2.0,,9.0,7.5895,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
391,16.0,1.0,12.0,392,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,1414.6,2.791,34.508,2.0,177.0,2.0,177.8,2.0,61.88,2.0,34.65,2.0,2.35,2.0,,9.0,7.5683,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
392,16.0,1.0,13.0,393,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,1209.9,2.941,34.386,2.0,191.8,2.0,192.3,2.0,51.02,2.0,34.91,2.0,2.34,2.0,,9.0,7.5734,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
393,16.0,1.0,14.0,394,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,1011.0,3.0954,34.2662,2.0,219.4,2.0,220.3,2.0,36.42,2.0,33.38,2.0,2.17,2.0,,9.0,7.6004,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
394,16.0,1.0,15.0,395,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,810.8,3.6693,34.185,2.0,247.6,2.0,248.3,2.0,23.03,2.0,30.35,2.0,1.98,2.0,,9.0,7.6412,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
395,16.0,1.0,16.0,396,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,709.2,3.9983,34.1556,2.0,261.9,2.0,262.1,2.0,17.23,2.0,28.68,2.0,1.82,2.0,,9.0,7.6602,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
396,16.0,1.0,17.0,397,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,608.2,4.2486,34.1409,2.0,271.4,2.0,271.1,2.0,13.84,2.0,27.28,2.0,1.71,2.0,,9.0,7.6885,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
397,16.0,1.0,18.0,398,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,507.3,4.9284,34.1864,2.0,263.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
398,16.0,1.0,19.0,399,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,405.7,6.3105,34.3262,2.0,238.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
399,16.0,1.0,20.0,400,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,303.2,8.7508,34.5929,2.0,221.3,2.0,221.4,2.0,6.98,2.0,20.28,2.0,1.23,2.0,,9.0,7.7345,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
400,16.0,1.0,21.0,401,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,203.8,10.5876,34.7634,2.0,226.1,2.0,224.2,2.0,4.41,2.0,16.51,2.0,0.95,2.0,,9.0,7.7548,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
401,16.0,1.0,22.0,402,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,101.6,14.2437,35.0685,2.0,193.7,2.0,194.6,2.0,3.27,2.0,10.94,2.0,0.7,2.0,,9.0,7.8235,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
402,16.0,1.0,23.0,403,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,22.5,20.1008,35.3343,2.0,229.2,2.0,230.6,2.0,0.43,2.0,0.14,2.0,0.01,2.0,,9.0,8.0293,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
403,16.0,1.0,24.0,404,  29HE20130320,   A17,2.0,20130329.0,807.0,-41.729,-49.091,5666,6.5,18.9567,34.8672,2.0,238.3,2.0,239.8,2.0,0.26,2.0,0.42,2.0,0.0,2.0,,9.0,8.0052,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
404,17.0,1.0,1.0,405,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,5637.7,0.3349,34.6702,2.0,222.3,2.0,222.3,2.0,128.65,2.0,32.78,2.0,2.31,2.0,2358.9,2.0,7.6024,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
405,17.0,1.0,2.0,406,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,5096.0,0.3198,34.6726,2.0,222.6,2.0,222.4,2.0,128.47,2.0,32.67,2.0,2.3,2.0,2360.6,2.0,7.6044,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
406,17.0,1.0,3.0,407,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,4582.3,0.4325,34.6797,2.0,219.4,2.0,219.7,2.0,126.7,2.0,32.51,2.0,2.27,2.0,2359.3,2.0,7.6084,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
407,17.0,1.0,4.0,408,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,4067.6,0.8271,34.7,2.0,211.6,2.0,214.7,2.0,118.66,2.0,31.92,2.0,2.22,2.0,2360.2,2.0,7.6062,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
408,17.0,1.0,5.0,409,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,3557.1,1.3473,34.7267,2.0,203.0,2.0,204.3,2.0,109.38,2.0,30.96,2.0,2.19,2.0,2354.8,2.0,7.6104,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
409,17.0,1.0,6.0,410,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,3045.7,1.9798,34.7664,2.0,202.6,2.0,203.2,2.0,87.91,2.0,29.19,2.0,2.04,2.0,2348.1,2.0,7.6286,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
410,17.0,1.0,7.0,411,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,2535.4,2.6468,34.8081,2.0,209.1,2.0,209.3,2.0,63.95,2.0,27.07,2.0,1.85,2.0,2336.8,2.0,7.6529,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
411,17.0,1.0,8.0,412,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,2280.8,2.8749,34.7961,2.0,204.6,2.0,205.4,2.0,58.67,2.0,27.17,2.0,1.87,2.0,2335.6,2.0,7.6444,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
412,17.0,1.0,9.0,413,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,2025.1,2.8949,34.7248,2.0,190.4,2.0,191.8,2.0,63.12,2.0,29.87,2.0,2.04,2.0,2332.7,2.0,7.6143,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
413,17.0,1.0,10.0,414,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,1823.5,2.9484,34.664,2.0,184.5,2.0,185.4,2.0,62.06,2.0,31.02,2.0,2.15,2.0,2329.7,2.0,7.6071,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
414,17.0,1.0,11.0,415,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,1618.6,2.8642,34.5403,2.0,178.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
415,17.0,1.0,12.0,416,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,1415.5,2.9772,34.4377,2.0,186.9,2.0,188.3,2.0,56.31,2.0,33.29,2.0,2.32,2.0,2316.6,2.0,7.5755,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
416,17.0,1.0,13.0,417,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,1211.1,3.1612,34.3189,2.0,207.9,2.0,208.4,2.0,42.96,2.0,32.5,2.0,2.22,2.0,2302.2,2.0,7.5939,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
417,17.0,1.0,14.0,418,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,1012.2,3.6813,34.2324,2.0,234.0,2.0,234.7,2.0,28.32,2.0,29.75,2.0,2.03,2.0,2289.5,2.0,7.6313,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
418,17.0,1.0,15.0,419,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,810.4,4.542,34.2083,2.0,251.4,2.0,251.9,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
419,17.0,1.0,16.0,420,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,704.8,4.9554,34.1934,2.0,263.0,2.0,263.0,2.0,12.28,2.0,25.15,2.0,1.69,2.0,2279.3,2.0,7.7012,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
420,17.0,1.0,17.0,421,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,603.2,6.2285,34.2933,2.0,246.4,2.0,246.9,2.0,9.79,2.0,23.59,2.0,1.56,2.0,2278.5,2.0,7.7039,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
421,17.0,1.0,18.0,422,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,499.7,9.0343,34.6107,2.0,225.8,2.0,227.4,2.0,6.37,2.0,18.08,2.0,1.16,2.0,2294.7,2.0,7.7412,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
422,17.0,1.0,19.0,423,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,409.5,12.0206,35.0823,2.0,210.1,2.0,210.5,2.0,4.4,2.0,12.3,2.0,0.76,2.0,2314.9,2.0,7.809,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
423,17.0,1.0,20.0,424,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,306.3,14.3819,35.4717,2.0,212.0,2.0,212.2,2.0,2.67,2.0,7.24,2.0,0.49,2.0,2333.2,2.0,7.8736,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
424,17.0,1.0,21.0,425,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,199.3,15.7468,35.6447,2.0,205.4,2.0,206.6,2.0,2.22,2.0,5.08,2.0,0.24,2.0,2341.4,2.0,7.8984,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
425,17.0,1.0,22.0,426,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,101.5,20.2035,36.2678,2.0,220.7,2.0,221.8,2.0,0.59,2.0,0.1,2.0,0.01,2.0,2383.5,2.0,8.0232,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
426,17.0,1.0,23.0,427,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,52.5,20.3853,36.3049,2.0,219.3,2.0,220.6,2.0,0.77,2.0,0.0,2.0,0.02,2.0,2387.2,2.0,8.0255,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
427,17.0,1.0,24.0,428,  29HE20130320,   A17,2.0,20130329.0,1645.0,-41.104,-48.66,5525,5.5,19.7965,35.5966,2.0,233.2,2.0,233.2,2.0,0.3,2.0,0.01,2.0,0.02,2.0,2353.2,2.0,8.0278,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
428,18.0,1.0,1.0,429,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,5414.1,0.3126,34.67,2.0,222.9,2.0,222.8,2.0,128.84,2.0,33.08,2.0,2.3,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
429,18.0,1.0,2.0,430,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,5097.0,0.3041,34.6715,2.0,223.1,2.0,223.2,2.0,128.77,2.0,32.89,2.0,2.32,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
430,18.0,1.0,3.0,431,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,5096.6,0.3041,34.6715,2.0,223.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
431,18.0,1.0,4.0,432,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,4583.4,0.3398,34.6756,2.0,221.2,2.0,220.9,2.0,128.12,2.0,32.78,2.0,2.32,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
432,18.0,1.0,5.0,433,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,4067.0,0.6293,34.6905,2.0,215.1,2.0,214.9,2.0,123.33,2.0,32.47,2.0,2.25,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
433,18.0,1.0,6.0,434,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3558.6,1.2038,34.7233,2.0,206.8,2.0,207.0,2.0,111.05,2.0,31.38,2.0,2.15,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
434,18.0,1.0,7.0,435,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.0,1.8462,34.7642,2.0,204.7,2.0,204.9,2.0,90.75,2.0,29.28,2.0,1.98,2.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
435,18.0,1.0,8.0,436,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.0,1.843,34.7634,2.0,204.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
436,18.0,1.0,9.0,437,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.2,1.8437,34.7638,2.0,204.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
437,18.0,1.0,10.0,438,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.9,1.8371,34.7625,2.0,204.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
438,18.0,1.0,11.0,439,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.4,1.8448,34.7639,2.0,204.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
439,18.0,1.0,12.0,440,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3048.3,1.844,34.7637,2.0,204.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
440,18.0,1.0,13.0,441,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3049.8,1.8363,34.7625,2.0,204.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
441,18.0,1.0,14.0,442,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3049.2,1.8422,34.7635,2.0,204.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
442,18.0,1.0,15.0,443,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3049.2,1.8411,34.7632,2.0,204.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
443,18.0,1.0,16.0,444,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3049.7,1.8378,34.7626,2.0,204.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
444,18.0,1.0,17.0,445,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3050.2,1.8358,34.7623,2.0,204.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
445,18.0,1.0,18.0,446,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3050.9,1.8352,34.7621,2.0,204.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
446,18.0,1.0,19.0,447,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3049.6,1.8394,34.7628,2.0,204.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
447,18.0,1.0,20.0,448,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3051.0,1.8352,34.7623,2.0,204.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
448,18.0,1.0,21.0,449,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3050.9,1.8363,34.7623,2.0,204.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
449,18.0,1.0,22.0,450,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3051.1,1.837,34.7624,2.0,204.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
450,18.0,1.0,23.0,451,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3051.7,1.8356,34.7624,2.0,204.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
451,18.0,1.0,24.0,452,  29HE20130320,   A17,2.0,20130330.0,752.0,-40.485,-48.097,5309,3051.5,1.8357,34.7623,2.0,204.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
452,18.0,2.0,1.0,453,  29HE20130320,   A17,2.0,20130330.0,1332.0,-40.485,-48.097,5309,3050.1,1.8307,34.7679,2.0,209.3,2.0,208.5,2.0,88.69,2.0,28.84,2.0,1.98,2.0,,9.0,7.6337,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
453,18.0,2.0,2.0,454,  29HE20130320,   A17,2.0,20130330.0,1332.0,-40.485,-48.097,5309,2536.0,2.2994,34.7383,2.0,197.2,2.0,196.6,2.0,79.89,2.0,29.47,2.0,2.04,2.0,,9.0,7.6214,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
454,18.0,2.0,3.0,455,  29HE20130320,   A17,2.0,20130330.0,1332.0,-40.485,-48.097,5309,2279.9,3.0607,34.828,2.0,222.2,2.0,221.6,2.0,45.15,2.0,24.69,2.0,1.65,2.0,,9.0,7.6768,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
455,18.0,2.0,4.0,456,  29HE20130320,   A17,2.0,20130330.0,1332.0,-40.485,-48.097,5309,2025.6,3.018,34.7629,2.0,202.5,2.0,201.8,2.0,55.24,2.0,27.97,2.0,1.88,2.0,,9.0,7.6357,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
