,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,ARGON,ARGON_FLAG_W,TRITER,HELIER,DELHER,ARGONER,KRYPTON,KRYPTON_FLAG_W,KRYPTONER,XENON,XENON_FLAG_W,XENONER,14C-DOC,14C-DOC_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,THETA,SALTREF,SALTREF_FLAG_W,SBE35,SBE35_FLAG_W,CHLORA,CHLORA_FLAG_W,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
433,19.0,12.0,434,33RO20150410,     P16N.1,1.0,12.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,900.3,5.0106,34.533,2.0,34.5334,2.0,93.4,2.0,94.4,2.0,67.5,2.0,37.9,2.0,0.01,2.0,2.66,4.0,0.021,2.0,0.011,2.0,0.017,2.0,2274.9,2.0,2335.4,2.0,7.488,6.0,25.0,,9.0,,9.0,,9.0,5.0086,0.31,2.0,-155.2,2.0,1.7,,9.0,,38.8,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.9361,34.6963,2.0,,2.0,,9.0,32.649,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
434,19.0,11.0,435,33RO20150410,     P16N.1,1.0,11.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,1050.1,4.4161,34.5398,2.0,34.5401,2.0,102.6,2.0,103.5,2.0,77.8,2.0,37.6,2.0,0.0,2.0,2.69,4.0,,9.0,,9.0,,9.0,2283.6,2.0,2346.4,2.0,7.5013,6.0,25.0,,9.0,,9.0,,9.0,4.4168,,9.0,,9.0,,,9.0,,37.2,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.3328,34.703,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
435,19.0,10.0,436,33RO20150410,     P16N.1,1.0,10.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,1232.1,3.7831,34.5582,2.0,34.558,2.0,107.2,2.0,108.7,2.0,90.2,2.0,37.8,2.0,0.0,2.0,2.72,4.0,,9.0,,9.0,,9.0,2294.2,2.0,2360.7,2.0,7.505,2.0,24.99,,9.0,,9.0,,9.0,3.7835,,9.0,,9.0,,,9.0,,38.1,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.6897,34.721,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
436,19.0,9.0,437,33RO20150410,     P16N.1,1.0,9.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,1500.0,2.9684,34.5928,2.0,34.594,2.0,118.9,2.0,120.2,2.0,108.3,2.0,37.2,2.0,0.0,2.0,2.73,4.0,0.0,2.0,-0.001,2.0,0.0,2.0,2306.0,2.0,2380.2,2.0,7.5222,2.0,25.0,,9.0,,9.0,,9.0,2.9701,,9.0,,9.0,,,9.0,,37.8,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,2.8609,34.7571,2.0,,2.0,,9.0,26.141,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
437,19.0,8.0,438,33RO20150410,     P16N.1,1.0,8.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,1867.9,2.3292,34.631,2.0,34.634,2.0,126.6,2.0,128.1,2.0,124.1,2.0,36.7,2.0,0.0,2.0,2.74,4.0,,9.0,,9.0,,9.0,2317.2,2.0,2398.2,2.0,7.5379,2.0,25.0,,9.0,,9.0,,9.0,2.3289,,9.0,,9.0,,,9.0,,35.6,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,2.199,34.7973,6.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
438,19.0,7.0,439,33RO20150410,     P16N.1,1.0,7.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,2332.7,1.9313,34.6598,2.0,34.6618,2.0,137.6,2.0,137.7,2.0,132.5,2.0,36.1,2.0,0.01,2.0,2.7,4.0,,9.0,,9.0,,9.0,2323.2,2.0,2410.7,2.0,7.5563,2.0,25.0,,9.0,,9.0,,9.0,1.9312,,9.0,,9.0,,,9.0,,36.8,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.7672,34.8252,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
439,19.0,6.0,440,33RO20150410,     P16N.1,1.0,6.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,2833.0,1.7284,34.6763,2.0,34.6762,2.0,145.7,2.0,146.2,2.0,138.5,2.0,35.7,2.0,0.02,2.0,2.68,4.0,0.0,2.0,-0.002,2.0,0.0,2.0,2322.2,2.0,2418.4,2.0,7.573,2.0,25.0,,9.0,,9.0,,9.0,1.7284,,9.0,,9.0,,,9.0,,37.2,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.5225,34.8397,2.0,,2.0,,9.0,21.423,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
440,19.0,5.0,441,33RO20150410,     P16N.1,1.0,5.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,3332.8,1.5601,34.6864,2.0,34.6867,2.0,158.7,2.0,159.5,2.0,137.8,2.0,34.8,2.0,0.0,2.0,2.61,4.0,,9.0,,9.0,,9.0,2315.6,2.0,2417.4,2.0,7.5923,2.0,24.99,,9.0,,9.0,,9.0,1.5604,,9.0,,9.0,,,9.0,,37.5,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.3093,34.8503,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
441,19.0,4.0,442,33RO20150410,     P16N.1,1.0,4.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,3833.8,1.4346,34.6937,2.0,34.6932,2.0,169.1,2.0,170.8,2.0,133.9,2.0,34.2,2.0,0.0,2.0,2.54,4.0,,9.0,,9.0,,9.0,2303.2,2.0,2408.3,2.0,7.5998,2.0,25.0,,9.0,,9.0,,9.0,1.4344,,9.0,,9.0,,,9.0,,37.3,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.1353,34.8568,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
442,19.0,3.0,443,33RO20150410,     P16N.1,1.0,3.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,4332.9,1.365,34.6992,2.0,34.6987,2.0,181.9,2.0,182.7,2.0,127.3,2.0,33.4,2.0,0.0,2.0,2.47,4.0,,9.0,,9.0,,9.0,2289.1,2.0,2393.5,6.0,7.6031,2.0,25.0,,9.0,,9.0,,9.0,1.3652,,9.0,,9.0,,,9.0,,37.3,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.013,34.8623,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
443,19.0,2.0,444,33RO20150410,     P16N.1,1.0,2.0,2.0,20150416.0,1311.0,-7.4995,-151.0002,5384,4833.2,1.3571,34.7018,2.0,34.7017,2.0,187.5,2.0,187.6,2.0,125.9,2.0,33.1,2.0,0.02,2.0,2.45,4.0,-0.001,2.0,0.0,2.0,0.0,2.0,2285.1,6.0,2388.9,2.0,7.6056,2.0,25.02,,9.0,,9.0,,9.0,1.3573,,9.0,,9.0,,,9.0,,38.9,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,0.9475,34.8653,2.0,,2.0,,9.0,19.203,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
444,19.0,1.0,445,33RO20150410,     P16N.1,1.0,1.0,3.0,20150416.0,1311.0,-7.4995,-151.0002,5384,5373.2,1.404,34.7021,2.0,34.7011,2.0,189.4,2.0,188.8,2.0,126.5,2.0,33.0,2.0,0.0,2.0,2.44,4.0,0.006,2.0,0.003,6.0,0.0,2.0,2281.8,2.0,2388.1,2.0,7.6052,6.0,25.02,,9.0,,9.0,,9.0,1.4042,,9.0,,9.0,,,9.0,,38.9,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,0.9268,34.8647,2.0,,2.0,,9.0,19.153,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
445,20.0,24.0,446,33RO20150410,     P16N.1,1.0,24.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,14.8,28.7171,35.4707,2.0,35.4684,2.0,196.6,2.0,198.5,2.0,1.3,2.0,3.9,2.0,0.09,2.0,0.39,4.0,1.434,2.0,0.938,2.0,1.234,2.0,2017.3,2.0,2333.0,2.0,8.0558,6.0,25.0,,9.0,,9.0,,9.0,28.7169,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.7135,35.6357,2.0,,2.0,0.172,2.0,6.145,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
446,20.0,23.0,447,33RO20150410,     P16N.1,1.0,23.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,33.0,28.6697,35.469,2.0,35.4678,2.0,197.9,2.0,198.2,2.0,1.4,2.0,3.9,2.0,0.09,2.0,0.41,4.0,1.576,4.0,0.935,2.0,1.257,2.0,2017.9,2.0,2328.9,2.0,8.056,6.0,25.0,,9.0,,9.0,,9.0,28.6698,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.6618,35.6351,2.0,,2.0,0.168,2.0,6.254,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
447,20.0,22.0,448,33RO20150410,     P16N.1,1.0,22.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,58.6,28.6636,35.4692,2.0,35.471,2.0,196.8,2.0,198.5,2.0,1.3,2.0,3.9,2.0,0.09,2.0,0.41,4.0,1.559,4.0,0.948,2.0,1.246,2.0,2018.6,2.0,2337.8,6.0,8.0556,2.0,25.0,,9.0,,9.0,,9.0,28.6639,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.6495,35.6383,2.0,,2.0,0.194,2.0,6.287,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
448,20.0,21.0,449,33RO20150410,     P16N.1,1.0,21.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,82.9,28.6632,35.682,2.0,35.6797,2.0,193.1,2.0,193.1,2.0,0.8,2.0,2.4,2.0,0.06,2.0,0.37,4.0,1.421,2.0,0.929,2.0,1.232,2.0,2017.4,2.0,2351.9,2.0,8.0771,2.0,24.99,,9.0,,9.0,,9.0,28.6602,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.6433,35.8479,6.0,,2.0,0.281,2.0,6.247,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
449,20.0,20.0,450,33RO20150410,     P16N.1,1.0,20.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,117.9,27.4343,36.1551,2.0,36.1515,2.0,177.1,2.0,176.6,2.0,0.8,2.0,1.5,2.0,0.59,2.0,0.43,4.0,1.524,2.0,0.98,2.0,1.213,2.0,2051.3,2.0,2384.3,2.0,8.0619,2.0,25.0,,9.0,,9.0,,9.0,27.4402,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,27.4068,36.322,2.0,,2.0,0.218,2.0,6.47,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
450,20.0,19.0,451,33RO20150410,     P16N.1,1.0,19.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,176.1,21.8128,35.9808,2.0,35.9674,3.0,158.8,2.0,159.2,2.0,1.0,2.0,6.5,2.0,0.03,2.0,0.65,4.0,1.989,2.0,1.243,2.0,1.322,2.0,2123.1,2.0,2372.1,2.0,7.9269,2.0,24.99,,9.0,,9.0,,9.0,21.8275,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,21.778,36.137,2.0,,2.0,0.027,2.0,9.412,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
451,20.0,18.0,452,33RO20150410,     P16N.1,1.0,18.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,250.1,13.1129,34.9144,2.0,34.9122,2.0,62.5,2.0,57.5,2.0,14.3,2.0,24.1,2.0,0.01,2.0,1.79,4.0,1.645,4.0,0.864,2.0,0.542,2.0,2215.7,6.0,2300.4,2.0,7.569,2.0,25.0,,9.0,,9.0,,9.0,13.1164,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,13.0783,35.0769,2.0,,2.0,0.004,2.0,53.542,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
452,20.0,17.0,453,33RO20150410,     P16N.1,1.0,17.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,332.8,10.5208,34.7788,2.0,34.7787,2.0,74.2,2.0,73.0,2.0,22.4,2.0,29.2,2.0,0.01,2.0,1.9,4.0,0.894,2.0,0.47,2.0,0.179,2.0,2218.9,2.0,2309.7,2.0,7.5535,6.0,25.01,,9.0,,9.0,,9.0,10.5203,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,10.4808,34.9427,2.0,,2.0,,9.0,46.759,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
453,20.0,16.0,454,33RO20150410,     P16N.1,1.0,16.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,433.8,8.8604,34.6645,2.0,34.6645,2.0,82.9,2.0,83.5,2.0,27.6,2.0,31.8,2.0,0.0,2.0,2.03,4.0,0.579,2.0,0.3,6.0,0.157,6.0,2225.1,2.0,2300.5,2.0,7.5354,2.0,25.0,,9.0,,9.0,,9.0,8.8592,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,8.8133,34.828,2.0,,2.0,,9.0,42.815,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
454,20.0,15.0,455,33RO20150410,     P16N.1,1.0,15.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,550.3,7.8569,34.6043,2.0,34.6032,2.0,89.4,2.0,89.2,2.0,32.4,2.0,33.6,2.0,0.01,2.0,2.14,4.0,0.359,2.0,0.182,2.0,0.097,2.0,2231.7,2.0,2311.9,2.0,7.5231,2.0,25.0,,9.0,,9.0,,9.0,7.8688,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,7.8008,34.7664,2.0,,2.0,,9.0,39.429,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
455,20.0,14.0,456,33RO20150410,     P16N.1,1.0,14.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,700.9,6.1877,34.5436,2.0,34.5446,2.0,78.6,2.0,77.8,2.0,49.1,2.0,38.1,2.0,0.01,2.0,2.48,4.0,0.065,2.0,0.032,2.0,0.0,2.0,2260.9,2.0,2317.3,2.0,7.4726,2.0,25.0,,9.0,,9.0,,9.0,6.1894,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,6.1244,34.7075,2.0,,2.0,,9.0,38.629,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
456,20.0,13.0,457,33RO20150410,     P16N.1,1.0,13.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,850.2,5.163,34.536,2.0,34.5365,2.0,83.1,2.0,83.7,2.0,65.4,2.0,38.9,2.0,0.0,2.0,2.58,4.0,0.03,3.0,0.009,2.0,0.0,2.0,2277.7,2.0,2332.2,2.0,7.4712,2.0,25.0,,9.0,,9.0,,9.0,5.1644,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,5.092,34.6993,2.0,,2.0,,9.0,34.828,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
457,20.0,12.0,458,33RO20150410,     P16N.1,1.0,12.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,1000.7,4.5212,34.5427,2.0,34.5436,2.0,93.8,2.0,93.8,2.0,77.1,2.0,38.6,2.0,0.0,2.0,2.59,4.0,0.002,2.0,0.005,2.0,0.0,2.0,2285.2,2.0,2347.0,2.0,7.4846,2.0,25.0,,9.0,,9.0,,9.0,4.5208,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.4414,34.7065,2.0,,2.0,,9.0,31.233,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
458,20.0,11.0,459,33RO20150410,     P16N.1,1.0,11.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,1165.6,3.9259,34.5566,2.0,34.5571,2.0,103.3,2.0,103.5,2.0,88.5,2.0,38.0,2.0,0.0,2.0,2.6,4.0,0.004,2.0,0.004,2.0,0.0,2.0,2293.7,2.0,2360.4,2.0,7.4994,2.0,25.0,,9.0,,9.0,,9.0,3.9246,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.8368,34.72,2.0,,2.0,,9.0,28.937,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
459,20.0,10.0,460,33RO20150410,     P16N.1,1.0,10.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,1400.9,3.2175,34.5826,2.0,34.5833,2.0,115.0,2.0,114.6,2.0,102.7,2.0,37.5,2.0,0.01,2.0,2.6,4.0,0.038,3.0,0.004,2.0,0.0,2.0,2303.3,2.0,2376.7,2.0,7.5158,2.0,25.0,,9.0,,9.0,,9.0,3.217,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.1155,34.7464,2.0,,2.0,,9.0,26.411,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
460,20.0,9.0,461,33RO20150410,     P16N.1,1.0,9.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,1733.9,2.5366,34.6171,2.0,34.6173,2.0,125.4,2.0,126.3,2.0,117.1,2.0,37.0,2.0,0.0,2.0,2.59,4.0,0.0,2.0,0.001,2.0,0.0,2.0,2309.9,2.0,2399.2,2.0,7.5334,2.0,24.99,,9.0,,9.0,,9.0,2.5364,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,2.4148,34.7805,2.0,,2.0,,9.0,24.013,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
461,20.0,8.0,462,33RO20150410,     P16N.1,1.0,8.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,2132.2,2.1224,34.6461,2.0,34.6462,2.0,130.1,2.0,130.2,2.0,129.3,2.0,36.8,2.0,0.01,2.0,2.6,4.0,-0.001,2.0,0.001,2.0,0.064,3.0,2322.6,2.0,2405.2,2.0,7.5426,2.0,25.01,,9.0,,9.0,,9.0,2.1218,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.9727,34.8096,2.0,,2.0,,9.0,22.845,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
462,20.0,7.0,463,33RO20150410,     P16N.1,1.0,7.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,2534.0,1.8657,34.6655,2.0,34.6666,2.0,139.2,2.0,139.1,2.0,134.4,2.0,36.1,2.0,0.0,2.0,2.57,4.0,0.001,2.0,0.001,2.0,0.0,2.0,2324.4,2.0,2413.6,2.0,7.5595,2.0,24.99,,9.0,,9.0,,9.0,1.8655,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.6847,34.8301,2.0,,2.0,,9.0,21.359,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
463,20.0,6.0,464,33RO20150410,     P16N.1,1.0,6.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,2932.2,1.7349,34.6758,2.0,34.6759,2.0,144.7,2.0,145.1,2.0,137.7,2.0,36.0,2.0,0.0,2.0,2.54,4.0,0.001,2.0,0.0,2.0,0.0,2.0,2325.4,6.0,2421.0,2.0,7.5713,6.0,25.01,,9.0,,9.0,,9.0,1.735,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.5194,34.8394,2.0,,2.0,,9.0,20.837,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
464,20.0,5.0,465,33RO20150410,     P16N.1,1.0,5.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,3333.1,1.5858,34.685,2.0,34.6847,2.0,157.2,2.0,157.8,2.0,136.7,2.0,35.1,2.0,0.0,2.0,2.49,4.0,-0.002,2.0,-0.001,2.0,0.0,2.0,2316.0,2.0,2423.2,2.0,7.59,2.0,25.0,,9.0,,9.0,,9.0,1.5858,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.3344,34.8483,2.0,,2.0,,9.0,20.07,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
465,20.0,4.0,466,33RO20150410,     P16N.1,1.0,4.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,3731.8,1.4877,34.6902,2.0,34.6897,2.0,163.4,2.0,163.7,2.0,136.3,6.0,34.8,6.0,0.0,6.0,2.47,4.0,0.004,3.0,0.001,2.0,0.0,2.0,2311.9,2.0,2417.1,2.0,7.5943,6.0,25.01,,9.0,,9.0,,9.0,1.4878,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.1977,34.8533,2.0,,2.0,,9.0,19.587,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
466,20.0,3.0,467,33RO20150410,     P16N.1,1.0,3.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,4167.1,1.3817,34.6971,2.0,34.6973,2.0,176.3,2.0,176.6,2.0,130.9,6.0,33.9,6.0,0.0,6.0,2.38,4.0,0.0,2.0,0.001,2.0,0.0,2.0,2300.1,2.0,2403.4,2.0,7.6018,6.0,25.0,,9.0,,9.0,,9.0,1.382,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.0477,34.8609,6.0,,2.0,,9.0,19.015,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
467,20.0,2.0,468,33RO20150410,     P16N.1,1.0,2.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,4667.0,1.3441,34.7013,2.0,34.7011,2.0,184.6,2.0,185.4,2.0,127.3,6.0,33.3,6.0,0.0,6.0,2.33,4.0,0.008,3.0,0.002,2.0,0.0,2.0,2287.3,2.0,2390.4,6.0,7.6045,2.0,24.97,,9.0,,9.0,,9.0,1.3442,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,0.9545,34.8647,2.0,,2.0,,9.0,18.715,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
468,20.0,1.0,469,33RO20150410,     P16N.1,1.0,1.0,2.0,20150416.0,2018.0,-7.0019,-150.9987,5240,5230.5,1.3726,34.7024,2.0,34.7035,2.0,190.6,2.0,192.1,2.0,124.9,6.0,33.1,6.0,0.0,6.0,2.32,4.0,0.008,6.0,0.003,6.0,0.0,6.0,2281.4,6.0,2388.4,2.0,7.6049,2.0,25.07,,9.0,,9.0,,9.0,1.3728,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,0.9143,34.8671,2.0,,2.0,,9.0,18.534,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
469,21.0,24.0,470,33RO20150410,     P16N.1,1.0,24.0,2.0,20150417.0,346.0,-6.4997,-151.0011,5108,5.9,28.7335,35.4453,2.0,35.4417,2.0,197.4,2.0,198.6,2.0,1.5,2.0,4.0,2.0,0.09,2.0,0.41,4.0,1.429,6.0,0.952,6.0,1.24,6.0,2019.8,6.0,2333.0,2.0,8.0543,2.0,25.01,,9.0,,9.0,,9.0,28.7337,,9.0,,9.0,,,9.0,,67.7,2.0,8.3,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.7321,35.6088,2.0,,2.0,,9.0,6.0665,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
470,21.0,23.0,471,33RO20150410,     P16N.1,1.0,23.0,2.0,20150417.0,346.0,-6.4997,-151.0011,5108,20.2,28.7397,35.4428,2.0,35.4408,2.0,197.8,2.0,198.3,2.0,1.5,2.0,4.0,2.0,0.1,2.0,0.41,4.0,,9.0,,9.0,,9.0,2019.6,2.0,2333.0,2.0,8.0543,6.0,25.01,,9.0,,9.0,,9.0,28.7408,,9.0,,9.0,,,9.0,,65.7,2.0,7.5,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.7348,35.6079,6.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
