BOTTLE,20240601CCHHYDRO
#For more information on how to cite, please visit cchdo.ucsd.edu.
#
#2024-05-31 merged parameters:
# DELC13, DELC13_FLAG_W
# TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W, PH_TOT, PH_TOT_FLAG_W, PH_TMP, FCO2, FCO2_FLAG_W
# DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
#BOTTLE,20231028CCHHYDRO
# merged parameters ALKALI, PH_TOT, PH_TOT_FLAG_W, PH_TMP
#cruise: [A16N]
#chief scientist: [Zachary Erickson]
#co-chief scientist: [Katelyn Schockmann]
#float deployments:
#Core Argo floats:
# - Serial  Lat (°N) Lon (°W) Date and Time(GMT)
# - 7792 -7.00 29.18 2023-03-07 22:30 
# - 7712 11.00 29.00 2023-03-21 19:52
# - 7791 23.02 27.35 2023-03-28 21:21
# - 7804 27.52 24.78 2023-03-31 18:42
#GO-BGC floats:
# - Serial  WMO Lat (°N) Lon (°W) Date and Time(GMT) Station 
# - 1475 4903489 -4.48 25.00 2023-03-10 18:18 4 
# - 1356 4903486 4.52 25.75 2023-03-17 19:58 28 
# - 1361 4903487 24.52 26.47 2023-03-29 20:37 68 
#SVP Drifter deployments:
# - Serial  Lat (°N) Lon (°W) Date and Time(GMT) Station 
# - 61594030 -6.43 26.80 2023-03-08 12:04 N/A 
# - 61458810 6.97 26.99 2023-03-19 06:10 33 
# - 61458820 11.01 29.00 2023-03-21 19:59 41 
# - 61458850 15.01 29.01 2023-03-24 05:54 49 
# - 61595080 18.02 29.00 2023-03-25 22:35 55 
#PRELIMINARY STATEMENT: >
#  Some of the data in these files are preliminary, and are subject to final 
#  calibration and processing. Users should maintain caution in their 
#  interpretation and use. See header comments within the file for more information.
#programs:
#  CTD:
#      who: [Zachary Erickson, Rick Lumpkin]
#      status: preliminary
#      notes: >
#  Salinity:
#      who: [Zachary Erickson, Rick Lumpkin]
#      status: preliminary
#      notes: >
#  Nutrients:
#      who: [Calvin Mordy, Jia-Zhong Zhang]
#      status: preliminary
#      notes: >
#  O2:
#      who: [Chris Langdon]
#      status: preliminary
#      notes: >
#  Tracers:
#      who: [Rolf Sonnerup]
#      status: preliminary
#      notes: >
#  DIC:
#      who: [Richard Feely, Rik Wanninkhof]
#      status: final
#      notes: >
#  Talk:
#      who: [Chris Langdon]
#      includes: [ALKALI]
#      status: final
#      notes: >
#  pH:
#      who: [Chris Langdon]
#      includes: [PH_TOT, PH_TMP]
#      status: final
#      notes: >
#  DOC:
#      who: [Dennis Hansell ]
#      status: final
#      notes: >
#  Bio:
#      who: [Harriet Alexander, Sophie Clayton, Jason Graff, Adam Martiny, Nicole Poulton, Luke Thompson]
#      status: preliminary
#      notes: >
#  Lowered ADCP:
#      who: [Andreas Thurnherr]
#      status: preliminary
#      notes: >
#  Shipboard ADCP:
#      who: [Jules Hummon, Eric Firing]
#      status: preliminary
#      notes: >
#  Underway pCO2:
#      who: [Denis Pierrot, Rik Wanninkhof]
#      status: preliminary
#      notes: >
#  FCO2 (discrete):
#      who: [Rik Wanninkhof]
#      status: final
#      notes: >
#  DELC13:
#      who: [Wei-Jun Cai]
#      status: final 
#      notes: >
#  DELC14:
#      who: [Rolf Sonnerup, Roberta Hansman]
#      status: preliminary 
#      notes: >
#  Sargassum:
#      who: [Dennis McGillicuddy]
#      status: preliminary 
#      notes: >
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,DELC13,DELC13_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,,,DEG C,UMOL/KG,,/MILLE,,UMOL/KG,,NMOL/KG,,,
33RO20230306  ,A16N       ,1       ,  2,10224      ,124        ,20230309,0929,  -5.9988, -24.9996,     5807,      5.4,  28.5339,  35.7764,3,  35.7782,2,    190.5,3,    197.4,2,     0.90,2,     0.00,2,     0.00,2,     0.10,2,    1.371,2,    0.890,2,   1.6136,2,   2028.3,6,   2347.1,2,    314.0,2,       20,   8.0505,2,       25,    69.84,2,      1.3,6,     5.55,2,      5.9,2,20230309,1153
33RO20230306  ,A16N       ,1       ,  2,10223      ,123        ,20230309,0929,  -5.9988, -24.9996,     5807,     20.6,  28.5134,  35.7763,3,  35.7797,2,    190.7,3,    196.7,2,     0.90,2,     0.00,2,     0.01,2,     0.11,2,    1.244,2,    0.804,2,   1.4973,2,   2028.4,2,   2347.6,2,    314.9,2,       20,   8.0490,2,       25,    69.51,2,      1.4,2,     4.60,2,      5.4,2,20230309,1150
33RO20230306  ,A16N       ,1       ,  2,10222      ,122        ,20230309,0929,  -5.9988, -24.9996,     5807,     40.2,  28.3952,  35.7797,3,  35.8473,2,    190.6,3,    195.9,2,     0.90,2,     0.00,2,     0.00,2,     0.11,2,    1.375,2,    0.895,2,   1.7511,2,   2032.3,2,   2355.2,2,    317.1,2,       20,   8.2380,4,       25,    67.78,2,      1.3,2,     5.46,2,      5.9,2,20230309,1147
33RO20230306  ,A16N       ,1       ,  2,10221      ,121        ,20230309,0929,  -5.9988, -24.9996,     5807,     60.1,  26.8449,  36.4528,3,  36.4565,2,    199.2,3,    204.7,2,     1.20,2,     0.00,2,     0.01,2,     0.18,2,    1.472,2,    0.953,2,   1.8483,2,   2071.0,2,   2394.0,2,    331.9,2,       20,   8.0384,2,       25,    70.20,2,      1.2,2,     4.53,2,      6.1,2,20230309,1145
33RO20230306  ,A16N       ,1       ,  2,10220      ,120        ,20230309,0929,  -5.9988, -24.9996,     5807,     90.3,  24.2714,  36.9577,3,  36.9239,2,    204.6,3,    208.6,2,     1.00,2,     0.00,2,     0.01,2,     0.19,2,    1.647,2,    1.050,2,   1.6766,2,   2097.8,2,   2425.5,2,    346.2,2,       20,   8.0311,2,       25,    72.27,2,      1.2,2,     5.12,2,      7.2,2,20230309,1143
33RO20230306  ,A16N       ,1       ,  2,10219      ,119        ,20230309,0929,  -5.9988, -24.9996,     5807,    150.9,  14.3337,  35.5510,3,  35.5078,2,    106.1,3,    105.4,2,     6.80,2,    20.60,2,     0.04,2,     1.44,2,    2.191,2,    1.292,2,   1.1880,2,   2200.5,2,   2332.8,2,    866.5,2,       20,   7.6775,2,       25,    47.05,2,      0.3,2,    22.43,2,     26.5,2,20230309,1140
33RO20230306  ,A16N       ,1       ,  2,10218      ,118        ,20230309,0929,  -5.9988, -24.9996,     5807,    226.3,  10.6639,  34.9902,3,  35.0095,2,     85.6,3,     89.0,2,    12.10,2,    28.70,2,     0.02,2,     1.91,2,    2.003,2,    1.118,2,   0.9708,2,   2220.9,2,   2308.3,2,   1162.7,2,       20,   7.5631,2,       25,    45.58,2,      0.3,2,    31.41,2,     33.0,2,20230309,1137
33RO20230306  ,A16N       ,1       ,  2,10217      ,117        ,20230309,0929,  -5.9988, -24.9996,     5807,    350.7,   9.0882,  34.8022,3,  34.8236,2,     76.6,3,     80.1,2,    15.90,2,    33.10,2,     0.03,2,     2.18,2,    1.518,2,    0.814,2,   0.3439,2,   2233.2,6,   2300.6,2,   1342.3,2,       20,   7.5045,2,       25,    43.00,2,      0.4,2,    36.06,2,     34.0,2,20230309,1132
33RO20230306  ,A16N       ,1       ,  2,10216      ,116        ,20230309,0929,  -5.9988, -24.9996,     5807,    425.6,   8.1369,  34.7170,3,  34.7256,2,     87.0,3,     90.1,2,    18.30,2,    34.20,2,     0.03,2,     2.27,2,    1.429,2,    0.750,2,   0.4925,3,   2235.3,2,   2298.5,2,   1359.5,2,       20,   7.4985,2,       25,    41.59,2,      0.4,2,    35.98,2,     32.2,2,20230309,1129
33RO20230306  ,A16N       ,1       ,  2,10215      ,115        ,20230309,0929,  -5.9988, -24.9996,     5807,    601.2,   6.0422,  34.5317,3,  34.5487,2,    117.7,3,    121.1,2,    24.70,2,    35.40,2,     0.01,2,     2.39,2,    0.819,6,    0.420,6,   0.1818,3,   2227.8,2,   2297.0,2,   1304.0,2,       20,   7.5139,2,       25,    40.94,2,      0.6,2,    38.25,2,     26.5,6,20230309,1124
33RO20230306  ,A16N       ,1       ,  2,10214      ,114        ,20230309,0929,  -5.9988, -24.9996,     5807,    725.9,   5.1329,  34.4879,3,  34.4877,2,    132.9,3,    137.0,2,    29.40,2,    35.40,2,     0.01,2,     2.45,2,    0.560,2,    0.288,2,   0.1837,3,   2225.5,2,   2298.6,2,   1259.1,2,       20,   7.5286,2,       25,    40.73,2,      0.6,2,    37.95,2,     24.7,2,20230309,1120
33RO20230306  ,A16N       ,1       ,  2,10213      ,113        ,20230309,0929,  -5.9988, -24.9996,     5807,    875.1,   4.5095,  34.5080,3,  34.5040,2,    146.2,3,    148.2,2,    33.70,2,    34.90,2,     0.01,2,     2.42,2,    0.273,2,    0.138,2,   0.1420,3,   2225.0,2,   2304.4,2,   1209.5,2,       20,   7.5438,2,       25,    40.61,2,      0.7,2,    37.62,2,     23.4,2,20230309,1116
33RO20230306  ,A16N       ,1       ,  2,10212      ,112        ,20230309,0929,  -5.9988, -24.9996,     5807,   1050.6,   4.2730,  34.6354,3,  34.6594,2,    156.2,3,    161.8,2,    33.50,2,    32.30,2,     0.00,2,     2.26,2,    0.096,2,    0.052,2,   0.0000,3,   2219.2,2,   2310.0,2,   1119.8,2,       20,   7.5723,2,       25,    40.10,2,      0.7,2,    34.95,2,     21.7,2,20230309,1111
33RO20230306  ,A16N       ,1       ,  2,10211      ,111        ,20230309,0929,  -5.9988, -24.9996,     5807,   1350.1,   4.3811,  34.8903,3,  34.8935,2,    193.5,3,    201.7,2,    23.10,2,    24.80,2,     0.00,2,     1.75,2,    0.256,2,    0.130,2,   0.0000,3,   2191.2,2,   2313.9,2,    891.1,2,       20,   7.6592,2,       25,    40.90,2,      0.8,2,    26.71,2,     17.3,2,20230309,1104
33RO20230306  ,A16N       ,1       ,  2,10210      ,110        ,20230309,0929,  -5.9988, -24.9996,     5807,   1750.4,   3.8702,  34.9631,3,  34.9648,6,    228.9,3,    240.6,2,    19.90,2,    20.30,2,     0.00,2,     1.44,2,    0.476,2,    0.242,2,   0.1455,3,   2173.7,2,   2316.2,2,    778.0,2,       20,   7.7115,2,       25,    41.19,2,      0.9,2,    22.25,2,     14.2,2,20230309,1055
33RO20230306  ,A16N       ,1       ,  2,10209      ,109        ,20230309,0929,  -5.9988, -24.9996,     5807,   2001.0,   3.4190,  34.9467,3,  34.9708,2,    231.4,3,    248.7,2,    23.70,2,    19.90,2,     0.00,2,     1.41,2,    0.394,2,    0.201,2,   0.1710,3,   2173.8,2,   2320.3,2,    761.5,2,       20,   7.7203,2,       25,    42.84,2,      1.0,2,    20.42,2,     13.7,2,20230309,1050
33RO20230306  ,A16N       ,1       ,  2,10208      ,108        ,20230309,0929,  -5.9988, -24.9996,     5807,   2500.2,   2.8689,  34.9152,3,  34.9233,2,    227.1,3,    243.0,2,    36.70,2,    21.60,2,     0.00,2,     1.52,2,    0.072,2,    0.042,2,   0.0644,3,   2184.2,2,   2330.7,2,    776.9,2,       20,   7.7140,2,       25,    40.84,2,      1.0,2,    22.37,2,     13.8,2,20230309,1039
33RO20230306  ,A16N       ,1       ,  2,10207      ,107        ,20230309,0929,  -5.9988, -24.9996,     5807,   3101.0,   2.6577,  34.9148,3,  34.9168,2,    234.6,3,    267.0,2,    34.10,2,    20.30,2,     0.01,2,     1.49,2,     -999,9,     -999,9,     -999,9,   2182.0,2,   2331.1,2,    753.9,2,       20,   7.7268,2,       25,    40.80,2,      1.1,2,    22.08,2,     13.1,2,20230309,1028
33RO20230306  ,A16N       ,1       ,  2,10206      ,106        ,20230309,0929,  -5.9988, -24.9996,     5807,   3700.1,   2.4254,  34.8991,3,  34.9127,2,    236.1,3,    256.9,2,    35.90,2,    20.00,2,     0.02,2,     1.43,2,    0.327,2,    0.163,2,   0.1692,3,   2178.7,2,   2330.5,2,    758.0,2,       20,   7.7268,2,       25,    42.91,2,      1.0,2,    23.12,2,     13.4,2,20230309,1016
33RO20230306  ,A16N       ,1       ,  2,10205      ,105        ,20230309,0929,  -5.9988, -24.9996,     5807,   4401.9,   1.2570,  34.7717,3,  34.7752,2,    212.3,3,    235.6,2,    89.40,2,    27.60,2,     0.00,2,     1.97,2,    0.094,2,    0.057,2,   0.0000,2,   2235.3,2,   2360.4,2,    906.2,2,       20,   7.6622,2,       25,    41.44,2,      0.7,2,    28.61,2,     15.9,2,20230309,1002
33RO20230306  ,A16N       ,1       ,  2,10204      ,104        ,20230309,0929,  -5.9988, -24.9996,     5807,   4800.2,   0.8882,  34.7284,3,  34.7298,2,    203.8,3,    225.8,2,   106.60,2,    30.10,2,     0.01,2,     2.14,2,    0.092,2,    0.048,2,   0.0522,2,   2250.0,2,   2366.7,2,    965.1,2,       20,   7.6674,2,       25,    40.90,2,      0.6,2,    29.64,2,     16.7,2,20230309,0954
33RO20230306  ,A16N       ,1       ,  2,10203      ,103        ,20230309,0929,  -5.9988, -24.9996,     5807,   5200.7,   0.7841,  34.7112,3,  34.7137,6,    200.0,3,    222.2,2,   113.10,2,    31.00,2,     0.01,2,     2.21,2,    0.177,2,    0.082,2,   0.0323,2,   2256.8,2,   2369.6,2,   -999.0,9,       20,   7.6222,2,       25,    40.88,2,      0.6,2,    31.92,2,     17.1,2,20230309,0945
33RO20230306  ,A16N       ,1       ,  2,10202      ,102        ,20230309,0929,  -5.9988, -24.9996,     5807,   5599.6,   0.7571,  34.7030,3,  34.7035,2,    197.6,3,    221.4,2,   116.40,2,    31.40,2,     0.01,2,     2.24,2,    0.199,2,    0.102,2,   0.0000,3,   2259.4,2,   2369.9,2,   1018.1,2,       20,   7.6162,2,       25,    40.57,2,      0.5,2,    31.96,2,     17.3,2,20230309,0936
33RO20230306  ,A16N       ,1       ,  2,10201      ,101        ,20230309,0929,  -5.9988, -24.9996,     5807,   5891.4,   0.7884,  34.7021,3,  34.7044,2,    196.4,3,    220.6,2,   116.80,2,    31.30,2,     0.01,2,     2.24,2,    0.206,2,    0.102,2,   0.1437,3,   2259.8,6,   2350.6,3,   1012.1,2,       20,   7.6209,2,       25,    40.72,2,      0.5,6,    33.55,2,     17.3,2,20230309,0929
33RO20230306  ,A16N       ,2       ,  2,20224      ,124        ,20230309,2025,  -5.4970, -24.9994,     5665,      3.4,  28.6163,  35.8073,2,  35.8034,2,    189.9,2,    197.4,2,     0.90,2,     0.00,2,     0.01,2,     0.10,2,    1.304,2,    0.875,2,   1.7150,2,   2024.7,6,   2349.5,2,    312.8,2,       20,   8.0518,2,       25,    72.36,2,      1.2,6,     4.17,2,      5.2,2,20230309,2245
33RO20230306  ,A16N       ,2       ,  2,20223      ,123        ,20230309,2025,  -5.4970, -24.9994,     5665,     25.7,  28.6226,  35.8072,2,  35.8066,2,    189.9,2,    197.2,2,     0.90,2,     0.10,2,     0.01,2,     0.23,2,    1.307,2,    0.867,2,   1.7474,2,   2025.7,2,   2350.2,2,    314.9,2,       20,   8.0515,2,       25,  -999.00,9,      1.2,2,  -999.00,9,      5.3,2,20230309,2243
33RO20230306  ,A16N       ,2       ,  2,20222      ,122        ,20230309,2025,  -5.4970, -24.9994,     5665,     65.5,  27.2900,  36.4028,2,  36.4110,2,    197.8,2,    203.6,2,     1.10,2,     0.00,2,     0.01,2,     0.27,2,    1.423,2,    0.934,2,   1.6607,2,   2065.9,2,   2390.4,2,    333.8,2,       20,   8.0375,2,       25,  -999.00,9,      1.2,2,  -999.00,9,      5.7,2,20230309,2239
33RO20230306  ,A16N       ,2       ,  2,20221      ,121        ,20230309,2025,  -5.4970, -24.9994,     5665,    101.5,  22.5986,  36.3976,2,  36.4137,2,    174.6,2,    175.3,2,     1.90,2,     2.10,2,     0.12,2,     0.53,2,    1.741,2,    1.108,2,   1.7911,2,   2127.7,2,   2389.5,2,    446.6,2,       20,   7.9385,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     10.8,2,20230309,2237
33RO20230306  ,A16N       ,2       ,  2,20220      ,120        ,20230309,2025,  -5.4970, -24.9994,     5665,    176.1,  12.3926,  35.2178,2,  35.2308,2,     87.1,2,     89.6,2,     9.70,2,    25.90,2,     0.01,2,     1.75,2,    2.120,2,    1.218,2,   0.9505,2,   2212.1,2,   2317.7,2,   1053.4,2,       20,   7.6014,2,       25,  -999.00,9,      0.3,2,  -999.00,9,     30.2,2,20230309,2234
33RO20230306  ,A16N       ,2       ,  2,20219      ,119        ,20230309,2025,  -5.4970, -24.9994,     5665,    265.4,  10.0579,  34.9233,2,  34.9208,2,     83.5,2,     84.5,2,    13.80,2,    30.70,2,     0.01,2,     2.02,2,    1.813,2,    0.991,2,   0.7780,2,   2225.1,2,   2303.5,2,   1232.5,2,       20,   7.5347,2,       25,  -999.00,9,      0.3,2,  -999.00,9,     32.8,2,20230309,2231
33RO20230306  ,A16N       ,2       ,  2,20218      ,118        ,20230309,2025,  -5.4970, -24.9994,     5665,    325.8,   9.2590,  34.8320,2,  34.8344,2,     76.1,2,     81.6,2,    15.50,2,    32.70,2,     0.01,2,     2.13,2,    1.578,2,    0.836,2,   0.5903,2,   2229.1,6,   2298.4,2,   1314.3,2,       20,   7.5105,2,       25,  -999.00,9,      0.4,2,  -999.00,9,     33.5,2,20230309,2228
33RO20230306  ,A16N       ,2       ,  2,20217      ,117        ,20230309,2025,  -5.4970, -24.9994,     5665,    450.7,   7.7013,  34.6778,2,  34.6811,2,     82.3,2,     86.8,2,    19.70,2,    35.60,2,     0.00,2,     2.33,2,    1.074,2,    0.558,2,   0.2947,2,   2234.5,2,   2298.3,2,   1396.0,2,       20,   7.4845,2,       25,  -999.00,9,      0.5,2,  -999.00,9,     31.1,2,20230309,2224
33RO20230306  ,A16N       ,2       ,  2,20216      ,116        ,20230309,2025,  -5.4970, -24.9994,     5665,    611.2,   6.0617,  34.5375,2,  34.5404,2,    108.8,2,    117.8,2,    25.00,2,    35.70,2,     0.00,2,     2.42,2,    0.739,2,    0.375,2,   0.1405,2,   2224.8,2,   2295.7,2,   1315.8,2,       20,   7.5068,2,       25,  -999.00,9,      0.7,2,  -999.00,9,     26.7,2,20230309,2219
33RO20230306  ,A16N       ,2       ,  2,20215      ,115        ,20230309,2025,  -5.4970, -24.9994,     5665,    775.5,   4.7866,  34.4688,2,  34.4748,2,    141.8,2,    150.6,2,    31.60,2,    34.70,2,     0.00,2,     2.39,2,    0.559,2,    0.281,2,   0.0607,2,   2219.8,2,   2299.5,2,   1200.2,2,       20,   7.5437,2,       25,  -999.00,9,      0.7,2,  -999.00,9,     23.7,2,20230309,2215
33RO20230306  ,A16N       ,2       ,  2,20214      ,114        ,20230309,2025,  -5.4970, -24.9994,     5665,    919.5,   4.3921,  34.5304,2,  34.5321,6,    146.1,2,    153.0,2,    34.50,2,    34.30,2,     0.00,2,     2.38,2,    0.188,2,    0.096,2,   0.0000,2,   2219.2,2,   2304.2,2,   -999.0,9,       20,   7.5488,2,       25,  -999.00,9,      0.7,2,  -999.00,9,     23.0,2,20230309,2210
33RO20230306  ,A16N       ,2       ,  2,20213      ,113        ,20230309,2025,  -5.4970, -24.9994,     5665,   1109.5,   4.2976,  34.7109,2,  34.7155,2,    163.7,2,    176.0,2,    30.70,2,    30.30,2,     0.02,2,     2.12,2,    0.088,2,    0.057,2,   0.0000,3,   2213.3,2,   2311.0,2,   1042.8,2,       20,   7.5975,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     20.5,2,20230309,2205
33RO20230306  ,A16N       ,2       ,  2,20212      ,112        ,20230309,2025,  -5.4970, -24.9994,     5665,   1251.2,   4.3742,  34.8319,2,  34.8373,2,    179.8,2,    190.3,2,    25.90,2,    26.90,2,     0.01,2,     1.88,2,     -999,9,     -999,9,     -999,9,   2196.6,2,   2313.1,2,   -999.0,9,       20,   7.6381,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     -999,9,20230309,2201
33RO20230306  ,A16N       ,2       ,  2,20211      ,111        ,20230309,2025,  -5.4970, -24.9994,     5665,   1400.8,   4.3234,  34.9243,2,  34.9268,2,    202.8,2,    214.4,2,    21.40,2,    23.20,2,     0.00,2,     1.63,2,    0.359,2,    0.184,2,   0.0000,3,   2185.4,2,   2314.7,2,    851.9,2,       20,   7.6777,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     16.4,2,20230309,2157
33RO20230306  ,A16N       ,2       ,  2,20210      ,110        ,20230309,2025,  -5.4970, -24.9994,     5665,   1602.0,   4.1443,  34.9621,2,  34.9661,2,    219.4,2,    233.0,2,    19.10,2,    21.00,2,     0.02,2,     1.49,2,    0.549,2,    0.268,2,   0.1343,3,   2174.7,2,   2317.2,2,   -999.0,9,       20,   7.7024,2,       25,  -999.00,9,      0.9,2,  -999.00,9,     14.8,2,20230309,2152
33RO20230306  ,A16N       ,2       ,  2,20209      ,109        ,20230309,2025,  -5.4970, -24.9994,     5665,   2000.5,   3.5163,  34.9583,2,  34.9607,2,    235.6,2,    250.8,2,    21.40,2,    19.40,2,     0.01,2,     1.37,2,    0.574,2,    0.276,2,   0.0959,3,   2168.3,2,   2319.0,2,    758.2,2,       20,   7.7220,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.5,2,20230309,2143
33RO20230306  ,A16N       ,2       ,  2,20208      ,108        ,20230309,2025,  -5.4970, -24.9994,     5665,   2401.6,   3.0560,  34.9327,2,  34.9383,2,    232.7,2,    250.3,2,    29.40,2,    20.30,2,     0.00,2,     1.44,2,    0.251,6,    0.125,6,   0.0000,3,   2175.8,2,   2326.0,2,   -999.0,9,       20,   7.7229,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.6,6,20230309,2135
33RO20230306  ,A16N       ,2       ,  2,20207      ,107        ,20230309,2025,  -5.4970, -24.9994,     5665,   2950.3,   2.7052,  34.9126,2,  34.9168,2,    230.3,2,    247.0,2,    35.70,2,    20.80,2,     0.01,2,     1.48,2,    0.109,2,    0.061,2,   0.0000,3,   2180.7,2,   2332.9,2,    763.5,2,       20,   7.7212,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.5,2,20230309,2124
33RO20230306  ,A16N       ,2       ,  2,20206      ,106        ,20230309,2025,  -5.4970, -24.9994,     5665,   3501.0,   2.5272,  34.9054,2,  34.9053,2,    235.4,2,    256.5,2,    34.10,2,    19.80,2,     0.01,2,     1.40,2,    0.295,2,    0.147,2,   0.0443,2,   2175.4,2,   2329.2,2,   -999.0,9,       20,   7.7257,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.4,2,20230309,2112
33RO20230306  ,A16N       ,2       ,  2,20205      ,105        ,20230309,2025,  -5.4970, -24.9994,     5665,   3950.3,   2.1861,  34.8722,2,  34.8789,6,    231.4,2,    248.9,2,    45.90,2,    21.30,2,     0.02,2,     1.52,2,    0.250,2,    0.123,2,   0.0505,2,   2186.2,2,   2335.7,2,    779.1,6,       20,   7.7154,2,       25,  -999.00,9,      0.9,2,  -999.00,9,     13.8,2,20230309,2103
33RO20230306  ,A16N       ,2       ,  2,20204      ,104        ,20230309,2025,  -5.4970, -24.9994,     5665,   4453.7,   1.1493,  34.7578,2,  34.7610,2,    209.3,2,    228.9,2,    94.50,2,    28.30,2,     0.01,2,     2.02,2,    0.083,2,    0.047,2,   0.0686,2,   2236.2,2,   2361.4,2,   -999.0,9,       20,   7.6545,2,       25,  -999.00,9,      0.7,2,  -999.00,9,     16.2,2,20230309,2053
33RO20230306  ,A16N       ,2       ,  2,20203      ,103        ,20230309,2025,  -5.4970, -24.9994,     5665,   4950.3,   0.8368,  34.7179,2,  34.7268,2,    200.8,2,    223.5,2,   110.30,2,    30.50,2,     0.00,2,     2.17,2,    0.141,2,    0.072,2,   0.2730,3,   2252.1,2,   2369.5,2,    984.9,2,       20,   7.6302,2,       25,  -999.00,9,      0.6,2,  -999.00,9,     17.1,2,20230309,2043
33RO20230306  ,A16N       ,2       ,  2,20202      ,102        ,20230309,2025,  -5.4970, -24.9994,     5665,   5453.3,   0.7650,  34.7034,2,  34.7050,2,    197.6,2,    221.9,2,   115.70,2,    31.20,2,     0.00,2,     2.22,2,    0.190,2,    0.091,2,   0.0547,2,   2256.4,2,   2371.6,2,   -999.0,9,       20,   7.6178,2,       25,  -999.00,9,      0.5,2,  -999.00,9,     17.4,2,20230309,2032
33RO20230306  ,A16N       ,2       ,  2,20201      ,101        ,20230309,2025,  -5.4970, -24.9994,     5665,   5714.7,   0.7856,  34.7021,2,  34.7063,2,    194.4,2,    212.1,2,   116.30,2,    31.20,2,     0.01,2,     2.21,2,    0.196,2,    0.109,2,   0.1988,2,   2258.9,6,   2367.8,2,   1006.8,2,       20,   7.6175,2,       25,  -999.00,9,      0.6,6,  -999.00,9,     17.2,2,20230309,2025
33RO20230306  ,A16N       ,3       ,  1,30124      ,124        ,20230310,0636,  -4.9975, -24.9998,     5677,      4.2,  28.5353,  35.7842,2,  35.7838,2,    190.0,2,    197.2,2,     0.90,2,     0.00,2,     0.00,2,     0.10,2,    1.373,2,    0.900,2,   1.7347,2,   2026.6,6,   2345.0,2,    313.2,2,       20,   8.0533,2,       25,    70.93,2,      1.2,2,     5.48,2,      6.0,2,20230310,0853
33RO20230306  ,A16N       ,3       ,  1,30123      ,123        ,20230310,0636,  -4.9975, -24.9998,     5677,     15.0,  28.5418,  35.7834,2,  35.7872,6,    189.8,2,    196.8,2,     0.90,2,     0.00,2,     0.00,2,     0.11,2,    1.374,2,    0.892,2,   1.7760,2,   2025.2,2,   2345.6,2,    314.0,6,       20,   8.0529,2,       25,    66.90,2,      1.1,2,     3.67,2,      6.0,2,20230310,0850
33RO20230306  ,A16N       ,3       ,  1,30122      ,122        ,20230310,0636,  -4.9975, -24.9998,     5677,     40.4,  28.5471,  35.7866,2,  35.7894,2,    189.9,2,    196.1,2,     0.90,2,     0.00,2,     0.02,2,     0.11,2,    1.374,2,    0.889,2,   1.5864,2,   2025.6,2,   2346.2,2,    316.3,2,       20,   8.0527,2,       25,    68.62,2,      1.2,2,     4.50,2,      6.0,2,20230310,0848
33RO20230306  ,A16N       ,3       ,  1,30121      ,121        ,20230310,0636,  -4.9975, -24.9998,     5677,     70.1,  26.7685,  36.3919,2,  36.3921,2,    196.5,2,    203.4,2,     1.10,2,     0.00,2,     0.02,2,     0.18,2,    1.507,2,    0.971,2,   1.7756,2,   2069.3,2,   2389.4,2,    342.6,2,       20,   8.0311,2,       25,    69.43,2,      1.2,2,     4.39,2,      6.6,2,20230310,0845
33RO20230306  ,A16N       ,3       ,  1,30120      ,120        ,20230310,0636,  -4.9975, -24.9998,     5677,    120.3,  16.7837,  35.7463,2,  35.7252,2,    104.9,2,    105.3,2,     6.30,2,    18.40,2,     0.05,2,     1.30,2,    2.116,2,    1.265,2,   1.3235,2,   2193.4,2,   2343.2,2,    785.8,2,       20,   7.7172,2,       25,    48.84,2,      0.3,2,    20.82,2,     24.8,2,20230310,0842
