EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,DELC13,DELC13_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,BTL_DATE,BTL_TIME
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,,,DEG C,UMOL/KG,,/MILLE,,UMOL/KG,,NMOL/KG,,,
33RO20230306  ,A16N       ,44      ,  2,440218     ,218        ,20230322,1620,  12.5005, -29.0002,     5523,    460.2,  10.0426,  35.1546,2,  35.1572,2,     47.4,2,     50.0,2,    15.10,2,    34.00,2,     0.01,2,     2.11,2,    1.061,2,    0.592,2,   0.3198,2,   2249.0,2,   2309.7,2,   1386.1,6,       20,   7.4908,2,       25,    42.47,2,      0.1,2,    35.15,2,     34.9,2,20230322,1825
33RO20230306  ,A16N       ,44      ,  2,440217     ,217        ,20230322,1620,  12.5005, -29.0002,     5523,    566.1,   8.8218,  35.0376,2,  35.0389,2,     58.0,2,     61.7,2,    18.20,2,    34.80,2,     0.01,2,     2.23,2,    0.652,2,    0.362,2,   0.1938,2,   2244.2,6,   2306.7,2,   1382.6,2,       20,   7.4925,2,       25,    41.24,2,      0.2,2,    34.49,2,     31.6,2,20230322,1822
33RO20230306  ,A16N       ,44      ,  2,440216     ,216        ,20230322,1620,  12.5005, -29.0002,     5523,    700.6,   7.3553,  34.8958,2,  34.8938,2,     75.9,2,     81.1,2,    22.10,2,    35.40,2,     0.01,2,     2.33,2,    0.267,2,    0.152,2,   0.1267,2,   2242.0,2,   2304.5,6,   1359.6,2,       20,   7.4970,6,       25,    40.40,2,      0.5,2,    35.44,2,     28.5,2,20230322,1819
33RO20230306  ,A16N       ,44      ,  2,440215     ,215        ,20230322,1620,  12.5005, -29.0002,     5523,    849.3,   6.2539,  34.8238,2,  34.8311,2,     96.5,2,    104.3,2,    25.00,2,    34.50,2,     0.00,2,     2.31,2,    0.090,2,    0.054,2,   0.0000,2,   2235.3,2,   2305.7,2,   1276.1,2,       20,   7.5212,2,       25,    41.39,2,      0.5,2,    37.21,2,     25.6,2,20230322,1815
33RO20230306  ,A16N       ,44      ,  2,440214     ,214        ,20230322,1620,  12.5005, -29.0002,     5523,    960.1,   5.7709,  34.8477,2,  34.8504,6,    115.0,2,    123.8,2,    25.40,2,    32.60,2,     0.00,2,     2.21,2,    0.051,2,    0.032,2,   0.0000,2,   2226.8,2,   2308.7,2,   1181.9,2,       20,   7.5511,2,       25,    40.13,2,      0.7,2,    34.23,2,     23.9,2,20230322,1812
33RO20230306  ,A16N       ,44      ,  2,440213     ,213        ,20230322,1620,  12.5005, -29.0002,     5523,   1139.9,   5.3004,  34.9178,2,  34.9214,2,    141.6,2,    151.3,2,    24.20,2,    29.20,2,     0.00,2,     2.00,2,    0.041,2,    0.025,2,   0.0000,2,   2214.5,2,   2314.7,2,   1044.7,2,       20,   7.5988,2,       25,    40.05,2,      0.8,2,    30.53,2,     20.3,2,20230322,1747
33RO20230306  ,A16N       ,44      ,  2,440212     ,212        ,20230322,1620,  12.5005, -29.0002,     5523,   1270.4,   4.9323,  34.9505,2,  34.9639,2,    163.2,2,    175.5,2,    23.00,2,    26.80,2,     0.00,2,     1.85,2,    0.050,2,    0.029,2,   0.0000,2,   2202.7,2,   2315.4,2,    955.5,2,       20,   7.6310,2,       25,    40.97,2,      0.7,2,    28.93,2,     18.6,2,20230322,1744
33RO20230306  ,A16N       ,44      ,  2,440211     ,211        ,20230322,1620,  12.5005, -29.0002,     5523,   1425.0,   4.5070,  34.9655,2,  35.0016,2,    186.7,2,    199.9,2,    21.40,2,    24.10,2,     0.00,2,     1.67,2,    0.091,2,    0.051,2,   0.0000,2,   2189.5,2,   2313.6,2,    872.4,2,       20,   7.6670,2,       25,    40.74,2,      0.9,2,    23.80,2,     16.3,2,20230322,1740
33RO20230306  ,A16N       ,44      ,  2,440210     ,210        ,20230322,1620,  12.5005, -29.0002,     5523,   1600.3,   4.1643,  34.9757,2,  34.9826,2,    208.6,2,    210.9,2,    19.80,2,    21.90,2,     0.00,2,     1.51,2,    0.167,2,    0.091,2,   0.0000,2,   2179.1,2,   2314.3,2,    809.4,2,       20,   7.6949,2,       25,    41.10,2,      1.0,2,    22.90,2,     14.7,2,20230322,1736
33RO20230306  ,A16N       ,44      ,  2,440209     ,209        ,20230322,1620,  12.5005, -29.0002,     5523,   1900.0,   3.7120,  34.9716,2,  34.9801,2,    223.5,2,    240.0,2,    20.70,2,    20.40,2,     0.00,2,     1.42,2,    0.153,2,    0.084,2,   0.0697,2,   2170.4,2,   2315.3,2,    767.9,2,       20,   7.7155,2,       25,    42.04,2,      1.0,2,    19.90,2,     13.6,2,20230322,1729
33RO20230306  ,A16N       ,44      ,  2,440208     ,208        ,20230322,1620,  12.5005, -29.0002,     5523,   2300.1,   3.2735,  34.9575,2,  34.9624,2,    223.7,2,    242.5,2,    26.10,2,    20.70,2,     0.00,2,     1.45,2,    0.040,6,    0.024,6,   0.0263,3,   2174.6,2,   2321.4,2,    759.5,2,       20,   7.7196,2,       25,    40.28,2,      1.0,2,    21.27,2,     13.1,6,20230322,1722
33RO20230306  ,A16N       ,44      ,  2,440207     ,207        ,20230322,1620,  12.5005, -29.0002,     5523,   2801.2,   2.8800,  34.9365,2,  34.9376,2,    222.6,2,    243.7,2,    32.60,2,    21.10,2,     0.00,2,     1.48,2,    0.007,2,    0.008,2,   0.0000,2,   2181.6,2,   2328.6,2,    759.7,2,       20,   7.7215,2,       25,    40.26,2,      1.0,2,    22.19,2,     13.4,2,20230322,1712
33RO20230306  ,A16N       ,44      ,  2,440206     ,206        ,20230322,1620,  12.5005, -29.0002,     5523,   3301.5,   2.6183,  34.9174,2,  34.9264,2,    224.4,2,    245.3,2,    37.60,2,    21.20,2,     0.00,2,     1.49,2,    0.008,2,    0.006,2,   0.0000,2,   2186.0,2,   2333.8,2,    756.9,2,       20,   7.7234,2,       25,    40.97,2,      1.1,2,    18.51,2,     13.7,2,20230322,1703
33RO20230306  ,A16N       ,44      ,  2,440205     ,205        ,20230322,1620,  12.5005, -29.0002,     5523,   3799.8,   2.4497,  34.9009,2,  34.9034,6,    221.0,2,    243.7,2,    42.90,2,    21.80,2,     0.00,2,     1.53,2,    0.013,2,    0.015,2,   0.1649,2,   2194.7,2,   2341.3,2,    766.5,2,       20,   7.7201,2,       25,    40.79,2,      1.0,2,    21.18,2,     13.3,2,20230322,1653
33RO20230306  ,A16N       ,44      ,  2,440204     ,204        ,20230322,1620,  12.5005, -29.0002,     5523,   4299.4,   2.3363,  34.8850,2,  34.8866,2,    215.9,2,    240.4,2,    48.40,2,    22.50,2,     0.00,2,     1.57,2,    0.014,2,    0.012,2,   0.0904,2,   2203.2,2,   2349.4,2,    782.4,2,       20,   7.7132,2,       25,    40.80,2,      0.9,2,    18.55,2,     14.1,2,20230322,1644
33RO20230306  ,A16N       ,44      ,  2,440203     ,203        ,20230322,1620,  12.5005, -29.0002,     5523,   4801.3,   2.2980,  34.8755,2,  34.8759,2,    212.7,2,    237.6,2,    51.60,2,    22.80,2,     0.00,2,     1.58,2,    0.027,2,    0.017,2,   0.0382,3,   2208.8,2,   2353.1,2,    785.9,2,       20,   7.7106,2,       25,    42.03,2,      0.9,2,    20.51,2,     14.8,2,20230322,1635
33RO20230306  ,A16N       ,44      ,  2,440202     ,202        ,20230322,1620,  12.5005, -29.0002,     5523,   5300.5,   2.2938,  34.8690,2,  34.8696,2,    216.5,2,    243.8,2,    51.30,2,    22.40,2,     0.00,2,     1.57,2,    0.091,2,    0.053,2,   0.1007,2,   2204.6,6,   2349.5,2,   -999.0,9,       20,   7.7131,2,       25,    40.26,2,      0.9,2,    18.57,2,     14.9,2,20230322,1626
33RO20230306  ,A16N       ,44      ,  2,440201     ,201        ,20230322,1620,  12.5005, -29.0002,     5523,   5608.5,   2.3197,  34.8668,2,  34.8727,2,    215.5,2,    244.5,2,    51.80,2,    22.50,2,     0.01,2,     1.58,2,    0.125,2,    0.071,2,   0.1054,2,   2207.3,2,   2349.7,2,    784.4,2,       20,   7.7103,2,       25,    40.90,2,      0.9,6,    18.77,2,     15.2,2,20230322,1620
33RO20230306  ,A16N       ,45      ,  1,450124     ,224        ,20230322,2325,  13.0030, -29.0070,     5699,      3.3,  24.9597,  35.7894,2,  35.7881,2,    198.4,2,    208.8,2,     1.20,2,     0.00,2,     0.01,2,     0.08,2,    1.602,2,    1.018,2,   1.8206,2,   2023.0,6,   2347.2,2,    315.9,2,       20,   8.0468,2,       25,    73.21,2,      1.0,2,     4.51,2,      6.3,2,20230323,0125
33RO20230306  ,A16N       ,45      ,  1,450123     ,223        ,20230322,2325,  13.0030, -29.0070,     5699,     35.3,  23.3310,  36.1593,2,  36.1684,2,    206.2,2,    217.2,2,     0.90,2,     0.00,2,     0.01,2,     0.10,2,    1.726,2,    1.069,2,   1.8733,2,   2054.9,2,   2371.0,2,    336.2,2,       20,   8.0291,2,       25,  -999.00,9,      1.1,2,  -999.00,9,      6.9,2,20230323,0122
33RO20230306  ,A16N       ,45      ,  1,450122     ,222        ,20230322,2325,  13.0030, -29.0070,     5699,     69.0,  20.1502,  36.3035,2,  36.2714,2,    154.6,2,    139.8,2,     3.10,2,     9.60,2,     0.45,2,     0.74,2,    1.969,2,    1.190,2,   1.6400,2,   2163.8,2,   2373.7,2,    577.8,2,       20,   7.8317,2,       25,  -999.00,9,      0.4,2,  -999.00,9,     18.7,2,20230323,0120
33RO20230306  ,A16N       ,45      ,  1,450121     ,221        ,20230322,2325,  13.0030, -29.0070,     5699,    112.7,  16.4478,  36.1339,2,  36.1780,2,    104.7,2,    111.0,2,     4.60,2,    16.40,2,     0.03,2,     1.04,2,    2.149,2,    1.262,2,   1.5097,2,   2200.2,2,   2366.4,2,    743.1,2,       20,   7.7376,2,       25,  -999.00,9,      0.0,2,  -999.00,9,     21.5,2,20230323,0119
33RO20230306  ,A16N       ,45      ,  1,450120     ,220        ,20230322,2325,  13.0030, -29.0070,     5699,    199.8,  13.4779,  35.6269,2,  35.6354,2,     77.8,2,     83.3,2,     8.30,2,    23.90,2,     0.01,2,     1.50,2,    2.098,2,    1.206,2,   1.0165,2,   2219.2,2,   2337.2,2,    991.8,2,       20,   7.6255,2,       25,  -999.00,9,      0.0,2,  -999.00,9,     29.6,2,20230323,0116
33RO20230306  ,A16N       ,45      ,  1,450119     ,219        ,20230322,2325,  13.0030, -29.0070,     5699,    314.0,  11.2368,  35.2611,2,  35.2406,2,     52.3,2,     57.1,2,    12.50,2,    30.90,2,     0.01,2,     1.91,2,    1.636,2,    0.908,2,   0.6141,2,   2238.9,2,   2315.1,6,   1284.9,2,       20,   7.5232,6,       25,  -999.00,9,      0.0,2,  -999.00,9,     36.4,2,20230323,0113
33RO20230306  ,A16N       ,45      ,  1,450118     ,218        ,20230322,2325,  13.0030, -29.0070,     5699,    378.3,  10.4958,  35.1692,2,  35.1865,2,     41.3,2,     44.8,2,    14.30,2,    33.60,2,     0.01,2,     2.07,2,    1.277,2,    0.705,2,   0.3924,2,   2248.2,6,   2310.4,2,   1414.3,2,       20,   7.4838,2,       25,  -999.00,9,      0.1,6,  -999.00,9,     36.7,2,20230323,0112
33RO20230306  ,A16N       ,45      ,  1,450117     ,217        ,20230322,2325,  13.0030, -29.0070,     5699,    524.4,   9.1395,  35.0679,2,  35.0674,2,     56.3,2,     60.8,2,    17.50,2,    34.40,2,     0.01,2,     2.18,2,    0.754,2,    0.418,2,   0.2972,2,   2242.3,2,   2309.9,2,   1376.2,2,       20,   7.4939,2,       25,  -999.00,9,      0.3,2,  -999.00,9,     31.9,2,20230323,0108
33RO20230306  ,A16N       ,45      ,  1,450116     ,216        ,20230322,2325,  13.0030, -29.0070,     5699,    676.1,   7.5783,  34.9058,2,  34.9077,6,     68.9,2,     74.3,2,    21.70,2,    35.70,2,     0.01,2,     2.31,2,    0.308,2,    0.172,2,   0.1166,2,   2239.7,2,   2309.0,2,   1391.3,2,       20,   7.4879,2,       25,  -999.00,9,      0.3,2,  -999.00,9,     29.5,2,20230323,0105
33RO20230306  ,A16N       ,45      ,  1,450115     ,215        ,20230322,2325,  13.0030, -29.0070,     5699,    825.7,   6.5361,  34.8526,2,  34.8539,2,     91.9,2,     98.9,2,    24.30,2,    34.50,2,     0.00,2,     2.29,2,    0.118,2,    0.066,2,   0.0000,2,   2234.8,2,   2307.8,2,   1288.7,2,       20,   7.5161,2,       25,  -999.00,9,      0.4,2,  -999.00,9,     26.3,2,20230323,0101
33RO20230306  ,A16N       ,45      ,  1,450114     ,214        ,20230322,2325,  13.0030, -29.0070,     5699,    940.3,   5.9720,  34.8485,2,  34.8534,2,    108.6,2,    116.5,2,    25.30,2,    33.10,2,     0.00,2,     2.21,2,    0.064,2,    0.038,2,   0.0410,2,   2226.9,2,   2312.2,2,   1211.9,2,       20,   7.5406,2,       25,  -999.00,9,      0.6,2,  -999.00,9,     24.8,2,20230323,0058
33RO20230306  ,A16N       ,45      ,  1,450113     ,213        ,20230322,2325,  13.0030, -29.0070,     5699,   1081.6,   5.5030,  34.8908,2,  34.8930,2,    130.1,2,    139.2,2,    25.00,2,    30.70,2,     0.00,2,     2.07,2,    0.042,2,    0.024,2,   0.0000,2,   2216.7,2,   2314.7,2,   1101.1,2,       20,   7.5772,2,       25,  -999.00,9,      0.6,2,  -999.00,9,     22.3,2,20230323,0055
33RO20230306  ,A16N       ,45      ,  1,450112     ,212        ,20230322,2325,  13.0030, -29.0070,     5699,   1251.1,   4.9798,  34.9394,2,  34.9419,2,    159.1,2,    171.2,2,    23.40,2,    27.10,2,     0.00,2,     1.85,2,    0.053,2,    0.028,2,   0.0000,2,   2205.3,2,   2318.0,2,    972.9,2,       20,   7.6248,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     19.6,2,20230323,0051
33RO20230306  ,A16N       ,45      ,  1,450111     ,211        ,20230322,2325,  13.0030, -29.0070,     5699,   1401.6,   4.6532,  34.9672,2,  34.9701,2,    181.5,2,    194.8,2,    19.80,2,    22.20,2,     0.00,2,     1.51,2,    0.101,2,    0.055,2,   0.0000,2,   2190.2,2,   2316.2,2,    886.3,2,       20,   7.6584,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     17.6,2,20230323,0047
33RO20230306  ,A16N       ,45      ,  1,450110     ,210        ,20230322,2325,  13.0030, -29.0070,     5699,   1568.9,   4.3322,  34.9789,2,  34.9793,2,    201.0,2,    218.0,2,    19.80,2,    22.20,2,     0.00,2,     1.52,2,    0.205,6,    0.108,6,   0.0399,6,   2178.4,2,   2315.7,2,    822.1,2,       20,   7.6884,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     16.2,6,20230323,0043
33RO20230306  ,A16N       ,45      ,  1,450109     ,209        ,20230322,2325,  13.0030, -29.0070,     5699,   1832.5,   3.8384,  34.9774,2,  34.9825,2,    218.4,2,    234.7,2,    20.80,2,    20.80,2,     0.00,2,     1.45,2,    0.117,2,    0.062,2,   0.0000,2,   2172.7,2,   2318.1,2,    777.4,6,       20,   7.7076,2,       25,  -999.00,9,      0.9,2,  -999.00,9,     15.0,2,20230323,0038
33RO20230306  ,A16N       ,45      ,  1,450108     ,208        ,20230322,2325,  13.0030, -29.0070,     5699,   2249.0,   3.3166,  34.9605,2,  34.9671,2,    221.1,2,    239.9,2,    26.50,2,    20.90,2,     0.00,2,     1.45,2,    0.026,2,    0.016,2,   0.0000,2,   2175.8,2,   2323.3,2,    764.9,2,       20,   7.7153,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     14.2,2,20230323,0030
33RO20230306  ,A16N       ,45      ,  1,450107     ,207        ,20230322,2325,  13.0030, -29.0070,     5699,   2750.4,   2.9031,  34.9390,2,  34.9448,2,    220.5,2,    240.6,2,    33.50,2,    21.20,2,     0.00,2,     1.48,2,    0.003,2,    0.003,2,   0.0000,2,   2182.1,2,   2334.1,2,    764.0,2,       20,   7.7149,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.7,2,20230323,0020
33RO20230306  ,A16N       ,45      ,  1,450106     ,206        ,20230322,2325,  13.0030, -29.0070,     5699,   3250.0,   2.6281,  34.9183,2,  34.9216,2,    224.5,2,    245.9,2,    37.40,2,    21.10,2,     0.00,2,     1.48,2,    0.010,2,    0.006,2,   0.0000,2,   2183.6,2,   2336.3,2,    756.2,2,       20,   7.7202,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.9,2,20230323,0011
33RO20230306  ,A16N       ,45      ,  1,450105     ,205        ,20230322,2325,  13.0030, -29.0070,     5699,   3700.1,   2.4663,  34.9029,2,  34.9065,2,    221.6,2,    244.9,2,    42.00,6,    21.50,6,     0.00,6,     1.51,6,    0.012,2,    0.009,2,   0.0000,2,   2190.8,2,   2342.0,2,    764.8,2,       20,   7.7177,2,       25,  -999.00,9,      1.0,2,  -999.00,9,     13.6,2,20230323,0003
33RO20230306  ,A16N       ,45      ,  1,450104     ,204        ,20230322,2325,  13.0030, -29.0070,     5699,   4201.9,   2.3494,  34.8874,2,  34.8872,2,    216.3,2,    240.9,2,    47.20,6,    22.30,6,     0.00,6,     1.54,6,    0.011,2,    0.008,2,   0.0000,2,   2200.4,2,   2347.9,6,    779.6,2,       20,   7.7153,6,       25,  -999.00,9,      0.9,2,  -999.00,9,     14.3,2,20230322,2354
33RO20230306  ,A16N       ,45      ,  1,450103     ,203        ,20230322,2325,  13.0030, -29.0070,     5699,   4700.1,   2.3056,  34.8770,2,  34.8813,6,    211.9,2,    242.0,2,    51.80,6,    22.80,6,     0.00,6,     1.58,6,    0.020,2,    0.013,2,   0.0000,2,   2208.2,2,   2356.3,2,   -999.0,9,       20,   7.7107,2,       25,  -999.00,9,      0.9,2,  -999.00,9,     14.6,2,20230322,2345
33RO20230306  ,A16N       ,45      ,  1,450102     ,202        ,20230322,2325,  13.0030, -29.0070,     5699,   5201.2,   2.2987,  34.8708,2,  34.8757,2,    216.1,2,    245.0,2,    51.30,6,    22.40,2,     0.00,6,     1.56,6,    0.073,2,    0.047,2,   0.0969,2,   2203.0,6,   2352.2,2,    782.4,2,       20,   7.7130,2,       25,  -999.00,9,      0.8,2,  -999.00,9,     14.8,2,20230322,2335
33RO20230306  ,A16N       ,45      ,  1,450101     ,201        ,20230322,2325,  13.0030, -29.0070,     5699,   5787.7,   2.3430,  34.8666,2,  34.8691,2,    215.5,2,    245.0,2,    52.00,6,    22.40,6,     0.01,6,     1.56,6,    0.128,2,    0.072,2,   0.0884,2,   2206.1,2,   2352.3,2,    783.7,2,       20,   7.7116,2,       25,  -999.00,9,      0.9,6,  -999.00,9,     15.2,2,20230322,2325
33RO20230306  ,A16N       ,46      ,  1,460124     ,224        ,20230323,0611,  13.5027, -29.0050,     5544,      4.2,  24.3133,  35.8913,2,  35.8947,2,    199.7,2,    210.4,2,     1.00,2,     0.00,2,     0.01,2,     0.06,2,    1.650,2,    1.040,2,   1.9903,2,   2034.8,6,   2351.2,2,    321.5,2,       20,   8.0419,2,       25,    74.27,2,      1.1,2,     6.02,2,      6.7,2,20230323,0820
33RO20230306  ,A16N       ,46      ,  1,460123     ,223        ,20230323,0611,  13.5027, -29.0050,     5544,     25.2,  23.9550,  35.9767,2,  35.9911,2,    201.6,2,    214.9,2,     0.90,2,     0.00,2,     0.01,2,     0.07,2,    1.720,2,    1.070,2,   1.9265,2,   2048.6,2,   2364.3,2,    331.4,2,       20,   8.0314,2,       25,    74.08,2,      1.3,2,     5.24,2,      7.1,2,20230323,0817
33RO20230306  ,A16N       ,46      ,  1,460122     ,222        ,20230323,0611,  13.5027, -29.0050,     5544,     50.7,  22.2909,  36.3639,2,  36.3538,2,    192.3,2,    204.3,2,     1.10,2,     0.10,2,     0.05,2,     0.16,2,    1.784,2,    1.104,2,   1.8348,2,   2093.3,2,   2380.2,6,    378.7,2,       20,   7.9870,6,       25,    69.47,2,      1.0,2,     5.69,2,      9.4,2,20230323,0815
33RO20230306  ,A16N       ,46      ,  1,460121     ,221        ,20230323,0611,  13.5027, -29.0050,     5544,     74.9,  19.1367,  36.4414,2,  36.4433,2,    123.6,2,    131.4,2,     3.00,2,    11.50,2,     0.06,2,     0.78,2,    2.027,2,    1.216,2,   1.6904,2,   2186.4,2,   2379.1,2,    615.0,2,       20,   7.8105,2,       25,    55.40,2,      0.2,2,    15.45,2,     17.4,2,20230323,0813
33RO20230306  ,A16N       ,46      ,  1,460120     ,220        ,20230323,0611,  13.5027, -29.0050,     5544,    103.4,  17.0748,  36.1496,2,  36.1321,2,    100.3,2,    101.2,2,     4.60,2,    17.30,2,     0.05,2,     1.10,2,    2.150,2,    1.259,2,   1.5133,2,   2211.8,2,   2361.3,2,    771.8,2,       20,   7.7238,2,       25,    53.06,2,      0.1,2,    19.90,2,     24.0,2,20230323,0811
33RO20230306  ,A16N       ,46      ,  1,460119     ,219        ,20230323,0611,  13.5027, -29.0050,     5544,    151.1,  14.4742,  35.7739,2,  35.7572,2,     84.7,2,     88.5,2,     7.20,2,    22.20,2,     0.01,2,     1.40,2,    2.166,2,    1.245,2,   1.1174,2,   2218.9,2,   2339.1,2,    923.1,2,       20,   7.6532,2,       25,    47.89,2,      0.0,2,    23.52,2,     28.4,2,20230323,0809
33RO20230306  ,A16N       ,46      ,  1,460118     ,218        ,20230323,0611,  13.5027, -29.0050,     5544,    224.2,  11.8750,  35.2679,2,  35.2717,2,     75.9,2,     81.3,2,    10.70,2,    27.10,2,     0.01,2,     1.73,2,    2.077,2,    1.162,2,   0.8496,2,   2225.9,2,   2313.7,2,   1111.2,2,       20,   7.5788,2,       25,    45.34,2,      0.2,2,    32.16,2,     33.6,2,20230323,0806
33RO20230306  ,A16N       ,46      ,  1,460117     ,217        ,20230323,0611,  13.5027, -29.0050,     5544,    301.6,  11.0075,  35.1823,2,  35.1865,2,     50.8,2,     53.3,2,    12.90,2,    31.80,2,     0.01,2,     1.97,2,    1.653,6,    0.913,6,   0.4998,6,   2245.7,2,   2310.8,2,   1335.8,2,       20,   7.5053,2,       25,    46.34,2,      0.2,2,    32.78,2,     36.6,6,20230323,0804
33RO20230306  ,A16N       ,46      ,  1,460116     ,216        ,20230323,0611,  13.5027, -29.0050,     5544,    402.6,  10.2083,  35.1454,2,  35.1826,2,     41.6,2,     44.5,2,    15.00,2,    34.40,2,     0.01,2,     2.13,2,    1.139,2,    0.635,2,   0.3823,2,   2250.8,6,   2310.2,2,   1434.6,2,       20,   7.4781,2,       25,    46.47,2,      0.2,6,    39.86,2,     36.6,2,20230323,0801
33RO20230306  ,A16N       ,46      ,  1,460115     ,215        ,20230323,0611,  13.5027, -29.0050,     5544,    502.1,   9.2994,  35.0677,2,  35.0731,2,     51.1,2,     56.1,2,    17.10,2,    34.80,2,     0.01,2,     2.19,2,    0.802,2,    0.444,2,   0.2374,2,   2247.5,2,   2306.3,2,   1398.8,2,       20,   7.4866,2,       25,    42.76,2,      0.3,2,    39.65,2,     33.2,2,20230323,0758
33RO20230306  ,A16N       ,46      ,  1,460114     ,214        ,20230323,0611,  13.5027, -29.0050,     5544,    649.6,   7.8148,  34.9300,2,  34.9328,2,     70.2,2,     75.7,2,    20.80,2,    35.40,2,     0.01,2,     2.29,2,    0.378,2,    0.209,2,   0.0983,2,   2241.9,2,   2303.6,2,   1357.8,2,       20,   7.4971,2,       25,    42.15,2,      0.4,2,    39.88,2,     29.8,2,20230323,0754
33RO20230306  ,A16N       ,46      ,  1,460113     ,213        ,20230323,0611,  13.5027, -29.0050,     5544,    722.1,   7.2732,  34.8870,2,  34.8892,2,     79.5,2,     85.5,2,    22.40,2,    35.30,2,     0.01,2,     2.30,2,    0.255,2,    0.142,2,   0.0942,2,   2240.8,2,   2302.2,2,   1329.9,2,       20,   7.5043,2,       25,    41.53,2,      0.4,2,    38.52,2,     28.3,2,20230323,0752
33RO20230306  ,A16N       ,46      ,  1,460112     ,212        ,20230323,0611,  13.5027, -29.0050,     5544,    800.2,   6.9490,  34.8804,2,  34.8851,2,     89.8,2,     97.2,2,    23.00,2,    34.30,2,     0.01,2,     2.26,2,    0.209,2,    0.116,2,   0.0643,2,   2233.6,2,   2304.8,2,   1265.7,2,       20,   7.5230,2,       25,    40.48,2,      0.5,2,    38.77,2,     26.1,2,20230323,0749
33RO20230306  ,A16N       ,46      ,  1,460111     ,211        ,20230323,0611,  13.5027, -29.0050,     5544,   1000.3,   5.9199,  34.8792,2,  34.8827,6,    116.8,2,    125.1,2,    24.80,2,    32.10,2,     0.00,2,     2.17,2,    0.064,2,    0.038,2,   0.0659,2,   2225.0,2,   2308.3,2,   1150.2,2,       20,   7.5608,2,       25,    42.36,2,      0.6,2,    35.81,2,     23.1,2,20230323,0744
33RO20230306  ,A16N       ,46      ,  1,460110     ,210        ,20230323,0611,  13.5027, -29.0050,     5544,   1450.5,   4.5996,  34.9771,2,  34.9919,2,    187.9,2,    201.5,2,    21.10,2,    23.80,2,     0.00,2,     1.65,2,    0.143,2,    0.077,2,   0.0866,2,   2188.3,2,   2313.9,2,    862.7,2,       20,   7.6708,2,       25,    42.48,2,      0.9,2,    26.60,2,     16.2,2,20230323,0734
33RO20230306  ,A16N       ,46      ,  1,460109     ,209        ,20230323,0611,  13.5027, -29.0050,     5544,   1699.7,   4.0569,  34.9841,2,  34.9936,2,    214.8,2,    230.2,2,    19.80,2,    21.10,2,     0.00,2,     1.47,2,    0.219,2,    0.115,2,   0.0000,2,   2176.0,2,   2312.5,2,    788.1,6,       20,   7.7049,2,       25,    41.67,2,      0.9,2,    23.59,2,     14.6,2,20230323,0728
33RO20230306  ,A16N       ,46      ,  1,460108     ,208        ,20230323,0611,  13.5027, -29.0050,     5544,   2100.1,   3.5018,  34.9681,2,  34.9742,2,    223.1,2,    242.9,2,    23.50,2,    20.60,2,     0.00,2,     1.44,2,    0.081,2,    0.042,2,   0.0000,2,   2174.5,2,   2318.4,2,    763.2,2,       20,   7.7178,2,       25,    43.33,3,      1.0,2,    24.98,3,     13.5,2,20230323,0720
33RO20230306  ,A16N       ,46      ,  1,460107     ,207        ,20230323,0611,  13.5027, -29.0050,     5544,   2501.6,   3.1049,  34.9505,2,  34.9622,2,    218.4,2,    237.6,2,    30.80,2,    21.30,2,     0.01,2,     1.48,2,    0.008,2,    0.004,2,   0.0000,2,   2182.3,2,   2326.2,2,    770.0,2,       20,   7.7155,2,       25,    40.73,2,      1.0,2,    23.49,2,     13.8,2,20230323,0712
33RO20230306  ,A16N       ,46      ,  1,460106     ,206        ,20230323,0611,  13.5027, -29.0050,     5544,   2999.6,   2.7652,  34.9289,2,  34.9325,2,    223.9,2,    243.1,2,    34.90,2,    21.00,2,     0.01,2,     1.47,2,    0.010,2,    0.005,2,   0.0000,2,   2183.2,2,   2328.4,2,    757.7,2,       20,   7.7222,2,       25,    40.19,2,      1.0,2,    22.37,2,     13.7,2,20230323,0702
