,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TON,TON_FLAG_W,N2Ohy,N2O_FLAG_Why,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,CTDRINKO,CTDRINKO_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,HE3_HE4_RATIO,HE3_HE4_RATIO_FLAG_W,HELIUM,HELIUM_FLAG_W,NEON,NEON_FLAG_W,ARGON,ARGON_FLAG_W,KRYPTON,KRYPTON_FLAG_W,XENON,XENON_FLAG_W,Nd_143_D_EPSILON_BOTTLE,Nd_143_D_EPSILON_BOTTLE_FLAG_W,La_D_CONC_BOTTLE,La_D_CONC_BOTTLE_FLAG_W,Ce_D_CONC_BOTTLE,Ce_D_CONC_BOTTLE_FLAG_W,Pr_D_CONC_BOTTLE,Pr_D_CONC_BOTTLE_FLAG_W,Sm_D_CONC_BOTTLE,Sm_D_CONC_BOTTLE_FLAG_W,Eu_D_CONC_BOTTLE,Eu_D_CONC_BOTTLE_FLAG_W,Gd_D_CONC_BOTTLE,Gd_D_CONC_BOTTLE_FLAG_W,Tb_D_CONC_BOTTLE,Tb_D_CONC_BOTTLE_FLAG_W,Dy_D_CONC_BOTTLE,Dy_D_CONC_BOTTLE_FLAG_W,Ho_D_CONC_BOTTLE,Ho_D_CONC_BOTTLE_FLAG_W,Er_D_CONC_BOTTLE,Er_D_CONC_BOTTLE_FLAG_W,Tm_D_CONC_BOTTLE,Tm_D_CONC_BOTTLE_FLAG_W,Yb_D_CONC_BOTTLE,Yb_D_CONC_BOTTLE_FLAG_W,Lu_D_CONC_BOTTLE,Lu_D_CONC_BOTTLE_FLAG_W,HPLC,HPLC_FLAG_W,Nd_D_CONC,Nd_D_CONC_FLAG_W,Nd_143_144_D_RATIO_BOTTLE,Nd_143_144_D_RATIO_BOTTLE_FLAG_W,Nd_143_144_D_RATIO_BOTTLE_ERROR,Nd_143_D_EPSILON_BOTTLE_ERROR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
2036,60.0,19.0,2037,320620180309,       S04P,1.0,19.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,874.9,1.0781,34.7231,2.0,34.7221,2.0,193.4997,2.0,194.3,2.0,113.5,2.0,32.24,2.0,0.0,2.0,2.19,2.0,0.125,2.0,0.065,2.0,0.05,2.0,2265.3,2.0,2359.88,2.0,7.5844,2.0,24.94,1.0776,2.0,,9.0,,9.0,,,9.0,42.5,2.0,,9.0,,1.0,20.64,2.0,20180412.0,1407.0,-67.0001,-160.6381,193.8993,2.0,0.062,1.0,4.664,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,20.61,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2037,60.0,18.0,2038,320620180309,       S04P,1.0,18.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,976.6,1.0113,34.7206,2.0,34.7192,2.0,195.8994,2.0,197.2,2.0,115.1,2.0,32.17,2.0,0.0,2.0,2.2,2.0,,9.0,,9.0,,9.0,2263.5,2.0,2361.13,2.0,7.5901,2.0,24.93,1.0112,2.0,,9.0,,9.0,,,9.0,40.1,2.0,,9.0,,1.0,,9.0,20180412.0,1404.0,-67.0002,-160.638,195.5005,2.0,0.061,1.0,4.665,1.0,0.13,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2038,60.0,17.0,2039,320620180309,       S04P,1.0,17.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1077.2,0.953,34.7183,2.0,34.7168,2.0,198.2013,2.0,197.6,2.0,117.0,2.0,32.18,2.0,0.0,2.0,2.21,2.0,0.119,2.0,0.059,2.0,0.02,2.0,2264.6,2.0,2362.12,2.0,7.5899,2.0,24.93,0.9526,2.0,,9.0,,9.0,,,9.0,42.8,2.0,,9.0,,1.0,20.14,2.0,20180412.0,1401.0,-67.0003,-160.638,197.2953,2.0,0.061,1.0,4.665,1.0,0.13,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,20.11,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2039,60.0,16.0,2040,320620180309,       S04P,1.0,16.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1180.0,0.8936,34.7161,2.0,34.7141,2.0,199.797,2.0,200.2,2.0,119.0,2.0,32.25,2.0,0.0,2.0,2.19,2.0,,9.0,,9.0,,9.0,2263.6,2.0,2361.99,2.0,7.5921,2.0,24.94,0.8938,2.0,,9.0,,9.0,,,9.0,42.6,2.0,,9.0,,1.0,,9.0,20180412.0,1358.0,-67.0004,-160.6381,198.6018,2.0,0.061,1.0,4.665,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2040,60.0,15.0,2041,320620180309,       S04P,1.0,15.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1279.8,0.8417,34.7136,2.0,34.7121,2.0,201.201,2.0,201.8,2.0,120.6,2.0,32.23,2.0,0.0,2.0,2.21,2.0,0.122,6.0,0.062,6.0,0.06,6.0,2264.0,2.0,2362.72,2.0,7.5853,3.0,24.93,0.8416,2.0,,9.0,,9.0,,,9.0,42.1,2.0,,9.0,,1.0,19.76,6.0,20180412.0,1355.0,-67.0006,-160.6381,199.9005,2.0,0.062,1.0,4.665,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.73,6.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2041,60.0,14.0,2042,320620180309,       S04P,1.0,14.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1381.8,0.7968,34.7119,2.0,34.7104,2.0,202.5951,2.0,202.2,2.0,122.1,2.0,32.27,2.0,0.0,2.0,2.2,2.0,,9.0,,9.0,,9.0,2263.4,2.0,2362.75,2.0,7.5794,3.0,24.93,0.7965,2.0,,9.0,,9.0,,,9.0,42.0,2.0,,9.0,,1.0,,9.0,20180412.0,1352.0,-67.0005,-160.6381,201.3037,2.0,0.061,1.0,4.666,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2042,60.0,13.0,2043,320620180309,       S04P,1.0,13.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1483.8,0.7553,34.7102,2.0,34.7092,2.0,204.0033,2.0,203.7,2.0,123.7,2.0,32.22,2.0,0.0,2.0,2.2,2.0,0.133,2.0,0.065,2.0,0.16,2.0,2264.0,2.0,2363.11,2.0,7.591,2.0,24.93,0.7551,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,20.05,2.0,20180412.0,1348.0,-67.0003,-160.6381,202.6006,2.0,0.061,1.0,4.666,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,20.02,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2043,60.0,12.0,2044,320620180309,       S04P,1.0,12.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1586.1,0.7157,34.7086,2.0,34.7072,2.0,204.8983,2.0,204.8,2.0,124.8,2.0,32.25,2.0,0.0,2.0,2.2,2.0,0.142,2.0,0.078,2.0,0.05,2.0,2264.1,2.0,2364.59,2.0,7.5949,2.0,24.94,0.7155,2.0,,9.0,,9.0,,,9.0,41.1,2.0,,9.0,,1.0,20.02,2.0,20180412.0,1345.0,-67.0001,-160.6381,203.7025,2.0,0.06,1.0,4.666,1.0,0.128,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.99,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2044,60.0,11.0,2045,320620180309,       S04P,1.0,11.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1758.9,0.6515,34.7063,2.0,34.7053,2.0,206.8076,2.0,206.2,2.0,126.7,2.0,32.27,2.0,0.0,2.0,2.21,2.0,0.152,2.0,0.083,2.0,0.06,2.0,2265.7,2.0,2362.6,2.0,7.5945,2.0,24.93,0.6512,2.0,,9.0,,9.0,,,9.0,39.1,2.0,,9.0,,1.0,19.66,2.0,20180412.0,1341.0,-67.0,-160.6381,205.8026,2.0,0.061,1.0,4.666,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.64,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2045,60.0,10.0,2046,320620180309,       S04P,1.0,10.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,1961.9,0.5819,34.7042,2.0,34.7035,2.0,208.4998,2.0,210.2,3.0,128.3,2.0,32.29,2.0,0.0,2.0,2.22,2.0,,9.0,,9.0,,9.0,2265.3,6.0,2364.75,2.0,7.5916,2.0,24.93,0.5817,2.0,,9.0,,9.0,,,9.0,41.7,2.0,,9.0,,1.0,,9.0,20180412.0,1336.0,-66.9997,-160.6381,208.104,2.0,0.061,1.0,4.667,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2046,60.0,9.0,2047,320620180309,       S04P,1.0,9.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,2197.8,0.4927,34.7024,2.0,34.7015,2.0,210.4953,2.0,209.6,2.0,129.5,2.0,32.39,2.0,0.0,2.0,2.22,2.0,0.201,2.0,0.108,2.0,0.0,2.0,2263.3,2.0,2365.25,2.0,7.5931,2.0,24.94,0.4927,2.0,,9.0,,9.0,,,9.0,40.4,2.0,,9.0,,1.0,19.78,2.0,20180412.0,1330.0,-66.9993,-160.6381,210.7989,2.0,0.062,1.0,4.666,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.75,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2047,60.0,8.0,2048,320620180309,       S04P,1.0,8.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,2452.5,0.4195,34.7009,2.0,34.7003,2.0,212.202,2.0,211.9,2.0,130.8,2.0,32.46,2.0,0.0,2.0,2.25,2.0,0.217,2.0,0.119,2.0,0.06,2.0,2265.0,2.0,2362.94,2.0,7.5926,2.0,24.93,0.4191,2.0,,9.0,,9.0,,,9.0,40.3,2.0,,9.0,,1.0,20.29,2.0,20180412.0,1324.0,-66.9994,-160.6381,213.1993,2.0,0.061,1.0,4.667,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,20.26,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2048,60.0,7.0,2049,320620180309,       S04P,1.0,7.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,2707.7,0.3579,34.6994,2.0,34.698,2.0,214.1985,2.0,214.6,2.0,132.1,2.0,32.51,2.0,0.0,2.0,2.24,2.0,0.286,2.0,0.157,2.0,0.07,2.0,2266.3,2.0,2364.46,2.0,7.5937,2.0,24.94,0.3577,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.72,2.0,20180412.0,1318.0,-66.9998,-160.6381,215.3036,2.0,0.061,1.0,4.666,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.7,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2049,60.0,6.0,2050,320620180309,       S04P,1.0,6.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,2962.8,0.2982,34.6969,2.0,34.695,2.0,216.1994,2.0,216.0,2.0,131.7,2.0,32.56,2.0,0.0,2.0,2.24,2.0,0.413,2.0,0.224,2.0,0.18,2.0,2265.1,2.0,2363.14,2.0,7.594,2.0,24.93,0.2979,2.0,,9.0,,9.0,,,9.0,41.5,2.0,,9.0,,1.0,18.96,2.0,20180412.0,1313.0,-66.9999,-160.6382,217.1029,2.0,0.061,1.0,4.666,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.94,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2050,60.0,5.0,2051,320620180309,       S04P,1.0,5.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,3255.6,0.231,34.6912,2.0,34.6901,2.0,218.803,2.0,220.3,2.0,128.4,2.0,32.51,2.0,0.0,2.0,2.25,2.0,0.707,2.0,0.387,2.0,0.22,2.0,2264.5,2.0,2360.78,2.0,7.5909,2.0,24.93,0.2308,2.0,,9.0,,9.0,,,9.0,40.8,2.0,,9.0,,1.0,19.26,2.0,20180412.0,1306.0,-66.9999,-160.6382,219.105,2.0,0.061,1.0,4.665,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.24,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2051,60.0,4.0,2052,320620180309,       S04P,1.0,4.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,3512.9,0.2273,34.6902,2.0,34.6882,2.0,221.2003,2.0,220.4,2.0,128.5,2.0,32.56,2.0,0.0,2.0,2.25,2.0,0.795,2.0,0.43,2.0,0.34,2.0,2263.7,2.0,2359.88,2.0,7.5909,2.0,24.93,0.2275,2.0,,9.0,,9.0,,,9.0,41.4,2.0,,9.0,,1.0,19.49,2.0,20180412.0,1300.0,-66.9999,-160.6381,220.4014,2.0,0.061,1.0,4.664,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.47,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2052,60.0,3.0,2053,320620180309,       S04P,1.0,3.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,3769.0,0.2342,34.6892,3.0,34.687,2.0,220.8965,2.0,220.7,2.0,127.4,2.0,32.58,2.0,0.0,2.0,2.24,2.0,0.832,2.0,0.445,2.0,0.24,2.0,2264.2,2.0,2360.59,2.0,7.5918,2.0,24.93,0.2339,2.0,,9.0,,9.0,,,9.0,41.1,2.0,,9.0,,1.0,19.63,2.0,20180412.0,1253.0,-66.9998,-160.6381,220.5007,2.0,0.061,1.0,4.663,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.6,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2053,60.0,2.0,2054,320620180309,       S04P,1.0,2.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,3975.4,0.2496,34.6892,2.0,34.6884,2.0,220.5,2.0,220.7,2.0,127.7,2.0,32.58,2.0,0.0,2.0,2.25,2.0,0.86,2.0,0.461,2.0,0.21,2.0,2264.6,2.0,2360.74,2.0,7.5917,6.0,24.93,0.2494,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.31,2.0,20180412.0,1248.0,-67.0001,-160.6382,220.4002,2.0,0.061,1.0,4.662,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.29,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2054,60.0,1.0,2055,320620180309,       S04P,1.0,1.0,2.0,20180412.0,1240.0,-67.0006,-160.6383,4071,4143.5,0.2664,34.6896,2.0,34.6898,2.0,220.4997,2.0,220.8,2.0,127.9,2.0,32.6,2.0,0.0,2.0,2.24,2.0,0.836,2.0,0.442,2.0,0.21,2.0,2264.6,6.0,2359.97,2.0,7.5902,2.0,24.92,0.2661,2.0,,9.0,,9.0,,,9.0,41.1,2.0,,9.0,,1.0,19.9,2.0,20180412.0,1240.0,-67.0006,-160.6383,220.2953,2.0,0.061,1.0,4.662,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.87,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2055,61.0,36.0,2056,320620180309,       S04P,1.0,36.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,9.8,-1.3907,34.0115,2.0,34.0101,2.0,346.7965,2.0,348.1,2.0,58.1,2.0,26.85,2.0,0.21,2.0,1.88,2.0,5.796,2.0,3.223,2.0,3.95,2.0,2190.2,6.0,2303.78,2.0,7.6441,2.0,24.92,-1.3898,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,16.93,2.0,20180412.0,2201.0,-66.9995,-159.2655,347.8986,2.0,0.148,1.0,4.623,1.0,0.164,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,16.93,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2056,61.0,35.0,2057,320620180309,       S04P,1.0,35.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,23.9,-1.3923,34.011,2.0,34.0095,2.0,346.8008,2.0,348.0,2.0,58.1,2.0,26.81,2.0,0.21,2.0,1.87,2.0,,9.0,,9.0,,9.0,2189.6,2.0,2302.32,2.0,7.6442,6.0,24.9,-1.3927,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2159.0,-66.9995,-159.2654,347.8974,2.0,0.151,1.0,4.623,1.0,0.171,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2057,61.0,34.0,2058,320620180309,       S04P,1.0,34.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,50.9,-1.3857,34.0125,2.0,34.0107,2.0,346.8052,2.0,348.0,2.0,57.9,2.0,26.81,2.0,0.21,2.0,1.88,2.0,,9.0,,9.0,,9.0,2189.5,2.0,2303.96,2.0,7.6464,2.0,24.91,-1.3861,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2157.0,-66.9996,-159.2654,347.9016,2.0,0.149,1.0,4.624,1.0,0.168,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2058,61.0,33.0,2059,320620180309,       S04P,1.0,33.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,75.7,-1.3653,34.0199,3.0,34.0416,2.0,344.403,3.0,339.0,2.0,58.7,2.0,27.09,2.0,0.21,2.0,1.89,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,-1.3651,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2156.0,-66.9997,-159.2654,344.7962,3.0,0.147,1.0,4.623,1.0,0.166,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2059,61.0,32.0,2060,320620180309,       S04P,1.0,32.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,99.5,-0.908,34.3529,2.0,34.3502,2.0,263.7986,2.0,261.3,2.0,71.3,2.0,30.69,2.0,0.12,2.0,2.11,2.0,3.41,2.0,1.89,2.0,2.1,2.0,2225.4,2.0,2323.06,2.0,7.5853,2.0,24.9,-0.8704,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,21.04,2.0,20180412.0,2154.0,-66.9999,-159.2655,261.0036,2.0,0.11,1.0,4.636,1.0,0.164,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,20.99,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2060,61.0,31.0,2061,320620180309,       S04P,1.0,31.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,124.1,0.1768,34.5169,2.0,34.514,2.0,226.8003,3.0,220.7,2.0,83.0,2.0,32.4,2.0,0.02,2.0,2.21,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,0.1945,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2153.0,-67.0001,-159.2657,223.1025,3.0,0.074,1.0,4.658,1.0,0.144,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2061,61.0,30.0,2062,320620180309,       S04P,1.0,30.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,150.9,1.1892,34.6648,2.0,34.6627,2.0,189.2002,3.0,184.4,2.0,92.8,2.0,33.4,2.0,0.0,2.0,2.26,2.0,,9.0,,9.0,,9.0,2255.7,2.0,2344.87,2.0,7.5524,2.0,24.89,1.2147,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2151.0,-67.0002,-159.2659,189.902,3.0,0.066,1.0,4.661,1.0,0.141,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2062,61.0,29.0,2063,320620180309,       S04P,1.0,29.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,201.8,1.4742,34.7156,2.0,,9.0,180.0932,2.0,177.9,2.0,97.8,2.0,33.34,2.0,0.0,2.0,2.26,2.0,0.35,2.0,0.185,2.0,0.21,2.0,2262.8,6.0,2349.51,2.0,7.5593,2.0,24.91,1.4706,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,22.81,2.0,20180412.0,2149.0,-67.0002,-159.2659,179.8026,3.0,0.064,1.0,4.66,1.0,0.145,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,22.73,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2063,61.0,28.0,2064,320620180309,       S04P,1.0,28.0,2.0,20180412.0,1959.0,-67.0005,-159.266,4283,252.0,1.483,34.7264,2.0,34.7249,2.0,180.0927,2.0,179.9,2.0,99.7,2.0,32.93,2.0,0.0,2.0,2.24,2.0,,9.0,,9.0,,9.0,2262.4,2.0,2350.05,2.0,7.567,2.0,24.9,1.4824,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180412.0,2147.0,-67.0003,-159.2659,180.1992,2.0,0.062,1.0,4.658,1.0,0.145,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
