,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TON,TON_FLAG_W,N2Ohy,N2O_FLAG_Why,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,CTDRINKO,CTDRINKO_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,HE3_HE4_RATIO,HE3_HE4_RATIO_FLAG_W,HELIUM,HELIUM_FLAG_W,NEON,NEON_FLAG_W,ARGON,ARGON_FLAG_W,KRYPTON,KRYPTON_FLAG_W,XENON,XENON_FLAG_W,Nd_143_D_EPSILON_BOTTLE,Nd_143_D_EPSILON_BOTTLE_FLAG_W,La_D_CONC_BOTTLE,La_D_CONC_BOTTLE_FLAG_W,Ce_D_CONC_BOTTLE,Ce_D_CONC_BOTTLE_FLAG_W,Pr_D_CONC_BOTTLE,Pr_D_CONC_BOTTLE_FLAG_W,Sm_D_CONC_BOTTLE,Sm_D_CONC_BOTTLE_FLAG_W,Eu_D_CONC_BOTTLE,Eu_D_CONC_BOTTLE_FLAG_W,Gd_D_CONC_BOTTLE,Gd_D_CONC_BOTTLE_FLAG_W,Tb_D_CONC_BOTTLE,Tb_D_CONC_BOTTLE_FLAG_W,Dy_D_CONC_BOTTLE,Dy_D_CONC_BOTTLE_FLAG_W,Ho_D_CONC_BOTTLE,Ho_D_CONC_BOTTLE_FLAG_W,Er_D_CONC_BOTTLE,Er_D_CONC_BOTTLE_FLAG_W,Tm_D_CONC_BOTTLE,Tm_D_CONC_BOTTLE_FLAG_W,Yb_D_CONC_BOTTLE,Yb_D_CONC_BOTTLE_FLAG_W,Lu_D_CONC_BOTTLE,Lu_D_CONC_BOTTLE_FLAG_W,HPLC,HPLC_FLAG_W,Nd_D_CONC,Nd_D_CONC_FLAG_W,Nd_143_144_D_RATIO_BOTTLE,Nd_143_144_D_RATIO_BOTTLE_FLAG_W,Nd_143_144_D_RATIO_BOTTLE_ERROR,Nd_143_D_EPSILON_BOTTLE_ERROR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
0,1.0,29.0,1,320620180309,       S04P,1.0,29.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1.5,-1.5806,34.0912,2.0,,9.0,328.4963,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180317.0,317.0,-70.4507,168.4729,327.4912,2.0,0.117,1.0,4.585,1.0,0.184,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,-8.37,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,17.69,2.0,0.512209,2.0,6e-06,0.13,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
1,1.0,28.0,2,320620180309,       S04P,1.0,28.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1.8,-1.5851,34.0917,2.0,34.0923,2.0,328.4999,2.0,341.6,2.0,71.8,2.0,28.21,2.0,0.14,2.0,1.88,2.0,5.777,2.0,3.144,2.0,3.88,2.0,2202.5,6.0,2311.47,2.0,7.679,2.0,24.95,-1.5812,2.0,0.75,2.0,-133.34,2.0,0.001700799,,9.0,41.5,2.0,32.1,2.0,,1.0,16.67,2.0,20180317.0,317.0,-70.4507,168.4729,327.4891,2.0,0.117,1.0,4.585,1.0,0.184,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,16.65,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
2,1.0,27.0,3,320620180309,       S04P,1.0,27.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,19.4,-1.5334,34.1283,2.0,34.125,2.0,326.8958,2.0,338.9,2.0,72.1,2.0,28.35,2.0,0.13,2.0,1.91,2.0,,9.0,,9.0,,9.0,2201.8,2.0,2356.4,4.0,7.6327,2.0,24.93,-1.5321,2.0,,9.0,,9.0,,,9.0,44.9,2.0,29.9,2.0,,1.0,,9.0,20180317.0,315.0,-70.4506,168.4731,325.8938,2.0,0.134,1.0,4.591,1.0,0.186,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3,1.0,26.0,4,320620180309,       S04P,1.0,26.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,39.0,-1.4888,34.1468,2.0,34.1404,2.0,358.496,2.0,336.9,2.0,72.6,2.0,28.49,2.0,0.13,2.0,1.9,2.0,5.591,2.0,3.008,2.0,3.52,2.0,2203.5,2.0,2313.51,2.0,7.6543,2.0,25.07,-1.491,2.0,,9.0,,9.0,,,9.0,42.1,2.0,31.8,2.0,,1.0,16.72,2.0,20180317.0,313.0,-70.4506,168.4731,340.9009,2.0,0.15,1.0,4.595,1.0,0.18,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,16.67,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
4,1.0,25.0,5,320620180309,       S04P,1.0,25.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,64.3,-1.5451,34.1759,2.0,34.1778,2.0,346.094,2.0,334.6,2.0,73.0,2.0,28.67,2.0,0.12,2.0,1.92,2.0,,9.0,,9.0,,9.0,2206.6,2.0,2319.57,2.0,7.6302,2.0,24.93,-1.5452,2.0,,9.0,,9.0,,,9.0,39.4,2.0,31.1,2.0,,1.0,,9.0,20180317.0,311.0,-70.4506,168.4731,335.5979,2.0,0.134,1.0,4.606,1.0,0.177,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
5,1.0,24.0,6,320620180309,       S04P,1.0,24.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,89.1,-1.3986,34.2306,2.0,34.2307,2.0,352.7045,2.0,322.3,2.0,74.2,2.0,28.84,2.0,0.11,2.0,1.96,2.0,5.022,2.0,2.729,2.0,3.72,2.0,2213.2,2.0,2318.43,2.0,7.624,2.0,24.93,-1.3972,2.0,0.73,2.0,-138.41,2.0,0.002162165,,9.0,42.8,2.0,31.6,2.0,,1.0,17.18,2.0,20180317.0,310.0,-70.4506,168.4731,341.201,2.0,0.16,1.0,4.595,1.0,0.212,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,16.72,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
6,1.0,23.0,7,320620180309,       S04P,1.0,23.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,115.0,-1.2205,34.2949,2.0,34.2955,2.0,332.1028,2.0,308.2,2.0,75.6,2.0,29.38,2.0,0.0,2.0,1.96,2.0,,9.0,,9.0,,9.0,2219.7,2.0,2322.12,2.0,7.7034,3.0,24.92,-1.1962,2.0,,9.0,,9.0,,,9.0,42.8,2.0,31.8,2.0,,1.0,,9.0,20180317.0,308.0,-70.4507,168.4731,328.4024,2.0,0.171,1.0,4.588,1.0,0.202,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
7,1.0,22.0,8,320620180309,       S04P,1.0,22.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,140.8,-1.1803,34.3529,2.0,34.3505,2.0,319.1035,2.0,300.8,2.0,77.0,2.0,29.78,2.0,0.0,2.0,1.99,2.0,4.301,2.0,2.349,2.0,2.86,2.0,2225.3,2.0,2328.19,2.0,7.6114,2.0,24.96,-1.182,2.0,,9.0,,9.0,,,9.0,41.3,2.0,32.3,2.0,,1.0,17.73,2.0,20180317.0,305.0,-70.4506,168.4731,319.0002,2.0,0.17,1.0,4.593,1.0,0.2,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,17.18,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
8,1.0,21.0,9,320620180309,       S04P,1.0,21.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,165.5,-1.1661,34.3673,2.0,34.3786,2.0,304.6023,2.0,294.3,2.0,78.3,2.0,29.79,2.0,0.0,2.0,1.99,2.0,,9.0,,9.0,,9.0,2225.9,2.0,2329.31,2.0,7.6126,2.0,24.98,-1.1659,2.0,0.63,2.0,-141.06,2.0,0.001676535,,9.0,41.9,2.0,32.7,2.0,,1.0,,9.0,20180317.0,304.0,-70.4507,168.473,315.3044,2.0,0.141,1.0,4.605,1.0,0.196,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
9,1.0,20.0,10,320620180309,       S04P,1.0,20.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,190.7,-1.0305,34.3957,2.0,34.398,2.0,302.1994,2.0,290.2,2.0,79.3,2.0,29.87,2.0,0.0,2.0,2.02,2.0,3.964,2.0,2.182,2.0,2.61,2.0,2230.0,2.0,2329.18,2.0,7.6102,2.0,24.98,-1.0296,2.0,,9.0,,9.0,,,9.0,44.1,2.0,,9.0,,1.0,18.12,2.0,20180317.0,302.0,-70.4509,168.4731,305.6042,2.0,0.122,1.0,4.617,1.0,0.179,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,17.73,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
10,1.0,19.0,11,320620180309,       S04P,1.0,19.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,216.6,-0.7331,34.4579,2.0,34.4491,2.0,288.1004,2.0,276.4,2.0,81.8,2.0,30.2,2.0,0.0,2.0,2.04,2.0,,9.0,,9.0,,9.0,2234.8,2.0,2333.73,2.0,7.6053,2.0,24.98,-0.731,2.0,0.59,2.0,-143.79,2.0,0.001796904,,9.0,,9.0,,9.0,,9.0,,9.0,20180317.0,300.0,-70.4513,168.4734,299.5986,2.0,0.111,1.0,4.619,1.0,0.182,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
11,1.0,18.0,12,320620180309,       S04P,1.0,18.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,241.5,-0.5656,34.4974,2.0,34.4958,2.0,276.0016,2.0,263.6,2.0,85.0,2.0,30.58,2.0,0.0,2.0,2.07,2.0,3.074,2.0,1.696,2.0,1.86,2.0,2239.5,2.0,2335.52,2.0,7.6003,2.0,24.98,-0.5652,2.0,,9.0,,9.0,,,9.0,39.5,2.0,32.5,2.0,,1.0,18.86,2.0,20180317.0,258.0,-70.4515,168.4734,283.902,2.0,0.102,1.0,4.63,1.0,0.179,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.12,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
12,1.0,17.0,13,320620180309,       S04P,1.0,17.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,287.0,-0.522,34.5529,2.0,34.552,2.0,265.4971,2.0,253.1,2.0,87.8,2.0,30.92,2.0,0.0,2.0,2.08,2.0,,9.0,,9.0,,9.0,2246.6,2.0,2340.02,2.0,7.5947,2.0,24.98,-0.525,2.0,0.56,2.0,-147.44,2.0,0.001757442,,9.0,45.3,2.0,,9.0,,1.0,,9.0,20180317.0,256.0,-70.4517,168.4737,265.0017,2.0,0.087,1.0,4.638,1.0,0.175,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
13,1.0,16.0,14,320620180309,       S04P,1.0,16.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,336.9,-0.45,34.585,2.0,34.5836,2.0,260.8035,2.0,248.6,2.0,89.7,2.0,31.01,2.0,0.0,2.0,2.1,2.0,2.657,2.0,1.459,2.0,1.6,2.0,2248.2,2.0,2342.96,2.0,7.5917,2.0,24.98,-0.4498,2.0,,9.0,,9.0,,,9.0,43.2,2.0,,9.0,,1.0,19.14,2.0,20180317.0,253.0,-70.452,168.4739,259.8988,2.0,0.081,1.0,4.644,1.0,0.174,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.86,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
14,1.0,15.0,15,320620180309,       S04P,1.0,15.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,387.6,-0.4608,34.6033,2.0,34.5972,2.0,259.1995,2.0,247.6,2.0,90.2,2.0,31.17,2.0,0.0,2.0,2.12,2.0,,9.0,,9.0,,9.0,2249.8,2.0,2346.55,2.0,7.5916,2.0,24.98,-0.4601,2.0,0.51,2.0,-145.76,2.0,0.001768596,,9.0,40.5,2.0,,9.0,,1.0,,9.0,20180317.0,251.0,-70.452,168.4743,257.5985,2.0,0.079,1.0,4.645,1.0,0.162,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
15,1.0,14.0,16,320620180309,       S04P,1.0,14.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,438.7,-0.3729,34.6299,2.0,34.6283,2.0,255.0044,2.0,244.0,2.0,93.1,2.0,31.25,2.0,0.0,2.0,2.13,2.0,2.405,2.0,1.336,2.0,1.34,2.0,2253.2,2.0,2347.43,2.0,7.5912,2.0,24.98,-0.376,2.0,,9.0,,9.0,,,9.0,42.2,2.0,,9.0,,1.0,19.04,2.0,20180317.0,249.0,-70.4521,168.4746,254.2001,2.0,0.076,1.0,4.651,1.0,0.166,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.14,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
16,1.0,13.0,17,320620180309,       S04P,1.0,13.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,488.8,-0.3167,34.639,2.0,34.6352,2.0,253.4992,2.0,239.8,2.0,94.4,2.0,31.33,2.0,0.0,2.0,2.13,2.0,,9.0,,9.0,,9.0,2253.0,2.0,2349.43,2.0,7.5971,2.0,24.99,-0.315,2.0,0.49,2.0,-149.06,2.0,0.001748757,,9.0,44.6,2.0,,9.0,,1.0,,9.0,20180317.0,246.0,-70.4521,168.4747,251.9005,2.0,0.071,1.0,4.655,1.0,0.164,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
17,1.0,12.0,18,320620180309,       S04P,1.0,12.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,570.0,-0.1743,34.6588,2.0,34.6562,2.0,245.9997,2.0,234.5,2.0,97.9,2.0,31.48,2.0,0.0,2.0,2.15,2.0,2.006,2.0,1.112,2.0,1.06,2.0,2256.7,2.0,2351.63,2.0,7.5894,2.0,24.98,-0.1768,2.0,0.49,2.0,-151.96,2.0,0.001788494,,9.0,41.8,2.0,,9.0,,1.0,19.23,2.0,20180317.0,244.0,-70.4521,168.4746,243.5963,2.0,0.07,1.0,4.657,1.0,0.149,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.04,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
18,1.0,11.0,19,320620180309,       S04P,1.0,11.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,670.4,-0.2156,34.6621,2.0,34.6595,2.0,242.4007,2.0,235.2,2.0,97.4,2.0,31.49,2.0,0.0,2.0,2.14,2.0,,9.0,,9.0,,9.0,2257.4,2.0,2353.25,2.0,7.5885,6.0,24.98,-0.2152,2.0,0.54,2.0,-150.86,2.0,0.001998276,,9.0,40.6,2.0,,9.0,,1.0,,9.0,20180317.0,240.0,-70.452,168.4749,239.6004,2.0,0.068,1.0,4.66,1.0,0.15,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
19,1.0,10.0,20,320620180309,       S04P,1.0,10.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,772.5,-0.2394,34.6715,2.0,34.6697,2.0,237.9979,3.0,235.6,2.0,98.3,2.0,31.51,2.0,0.0,2.0,2.16,2.0,2.097,2.0,1.171,2.0,1.28,2.0,2257.4,6.0,2352.17,2.0,7.5914,2.0,24.98,-0.2424,2.0,0.48,2.0,-149.13,2.0,0.001766325,,9.0,42.9,2.0,,9.0,,1.0,19.37,2.0,20180317.0,237.0,-70.452,168.4749,236.4943,2.0,0.066,1.0,4.66,1.0,0.15,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.23,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
20,1.0,9.0,21,320620180309,       S04P,1.0,9.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,874.9,-0.2778,34.6738,2.0,34.6727,2.0,237.601,2.0,237.3,2.0,98.3,2.0,31.44,2.0,0.0,2.0,2.15,2.0,,9.0,,9.0,,9.0,2256.1,2.0,2352.71,2.0,7.59,2.0,24.97,-0.2835,2.0,0.54,2.0,-149.0,2.0,0.001655945,,9.0,41.2,2.0,,9.0,,1.0,,9.0,20180317.0,233.0,-70.452,168.4749,236.0029,2.0,0.069,1.0,4.658,1.0,0.192,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
21,1.0,8.0,22,320620180309,       S04P,1.0,8.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,976.8,-0.2664,34.6778,2.0,34.676,2.0,237.1022,2.0,236.6,2.0,98.9,2.0,31.43,2.0,0.0,2.0,2.15,2.0,2.096,2.0,1.179,2.0,1.01,2.0,2256.5,2.0,2353.23,2.0,7.5896,2.0,24.98,-0.2674,2.0,0.56,2.0,-148.12,2.0,0.001760362,,9.0,41.2,2.0,,9.0,,1.0,19.29,2.0,20180317.0,230.0,-70.452,168.4748,235.5004,2.0,0.068,1.0,4.66,1.0,0.156,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.37,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
22,1.0,7.0,23,320620180309,       S04P,1.0,7.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1078.3,-0.2882,34.6764,2.0,34.6762,2.0,235.2002,2.0,237.7,2.0,99.9,2.0,31.47,2.0,0.0,2.0,2.16,2.0,,9.0,,9.0,,9.0,2257.0,2.0,2353.63,2.0,7.5939,2.0,24.97,-0.2923,2.0,0.57,2.0,-151.38,2.0,0.001800902,,9.0,41.2,2.0,,9.0,,1.0,,9.0,20180317.0,226.0,-70.452,168.4748,234.3009,2.0,0.068,1.0,4.659,1.0,0.153,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
23,1.0,6.0,24,320620180309,       S04P,1.0,6.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1179.7,-0.3704,34.6748,2.0,34.6746,2.0,240.1027,3.0,241.0,2.0,98.8,2.0,31.33,2.0,0.0,2.0,2.16,2.0,,5.0,,5.0,,5.0,2256.0,2.0,2353.31,2.0,7.5915,2.0,24.96,-0.3719,2.0,,9.0,,1.0,,,9.0,41.2,2.0,,9.0,,1.0,,5.0,20180317.0,223.0,-70.452,168.4748,241.2,2.0,0.068,1.0,4.657,1.0,0.164,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.29,4.0,['S04P'],2018-03-09,2018-05-14,Bonnie
24,1.0,5.0,25,320620180309,       S04P,1.0,5.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1280.1,-0.4472,34.6698,2.0,34.6697,2.0,240.4007,2.0,244.1,2.0,96.9,2.0,31.28,2.0,0.0,2.0,2.15,2.0,2.397,2.0,1.313,2.0,1.4,2.0,2255.3,2.0,2112.76,4.0,7.5898,2.0,24.98,-0.4461,2.0,0.51,2.0,-146.23,2.0,0.001774368,,9.0,42.1,2.0,,9.0,,1.0,18.94,2.0,20180317.0,219.0,-70.4519,168.4752,240.5034,2.0,0.072,1.0,4.653,1.0,0.158,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,18.94,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
25,1.0,4.0,26,320620180309,       S04P,1.0,4.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1337.4,-0.4364,34.6707,2.0,34.6705,2.0,240.6015,2.0,243.3,2.0,97.4,2.0,31.28,2.0,0.0,2.0,2.16,2.0,2.355,2.0,1.295,2.0,1.15,2.0,2258.5,2.0,2354.07,2.0,7.5907,6.0,24.98,-0.4318,2.0,,9.0,,9.0,,,9.0,42.3,2.0,,9.0,,1.0,19.1,2.0,20180317.0,215.0,-70.4518,168.4754,241.2997,2.0,0.07,1.0,4.654,1.0,0.164,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,,9.0,,9.0,,,19.1,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
26,1.0,2.0,27,320620180309,       S04P,1.0,2.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1398.9,-0.4053,34.6722,2.0,,9.0,238.7977,3.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,2258.6,6.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180317.0,211.0,-70.4517,168.4755,239.0013,2.0,0.071,1.0,4.655,1.0,0.154,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
27,1.0,1.0,28,320620180309,       S04P,1.0,1.0,2.0,20180317.0,211.0,-70.4517,168.4755,1390,1399.1,-0.4061,34.6722,2.0,,9.0,239.0955,3.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,-0.4071,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180317.0,211.0,-70.4517,168.4755,239.5018,2.0,0.071,1.0,4.655,1.0,0.154,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,-7.58,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,9.0,21.08,2.0,0.512249,2.0,5e-06,0.23,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
