STNNBR,SAMPNOfull,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,THETA,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
31,122,720,33RO20100308,      A13.5,1,22,11712,2,20100321,2214,-39.0003,0.9758,5092,70.1,13.909,34.6137,2,34.6197,2,249.1,2,248.9,6,0.54,2,3.35,2,0.27,2,0.53,2,2.836,6,1.694,6,1.536,6,2075.5,2,2297.7,2,480.3,2,20.0,7.9081,2,25.0,,1,,1,,9,14.012,2,,9,,9,,2.842,3,51.93,2,8.6,2,70.1,13.899,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,121,721,33RO20100308,      A13.5,1,21,11010,2,20100321,2214,-39.0003,0.9758,5092,124.7,11.2185,34.7307,2,34.7309,2,251.3,2,246.0,3,1.69,2,8.98,2,0.02,2,0.76,2,3.266,2,1.924,2,1.716,2,2102.7,2,2296.3,2,564.1,2,20.0,7.8526,2,25.0,,1,,1,,9,11.2176,2,,9,,9,,2.366,3,50.38,2,11.53,2,124.7,11.203,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,120,722,33RO20100308,      A13.5,1,20,11715,2,20100321,2214,-39.0003,0.9758,5092,200.4,10.0794,34.6478,2,34.6483,2,253.4,2,252.0,2,2.41,2,11.88,2,0.01,2,0.93,2,3.425,2,1.994,2,1.673,2,2113.3,2,2292.8,2,605.9,2,20.0,7.8182,2,25.0,,1,,1,,9,10.0781,2,,9,,9,,2.519,3,46.73,2,14.12,2,200.4,10.0561,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,119,723,33RO20100308,      A13.5,1,19,11007,2,20100321,2214,-39.0003,0.9758,5092,350.3,8.417,34.5589,2,34.5612,2,237.1,2,235.3,2,5.73,2,18.44,2,0.01,2,1.31,2,3.589,2,2.015,2,1.452,2,2139.8,2,2289.3,2,735.7,2,20.0,7.745,2,25.0,,1,,1,,9,8.4141,2,,9,,9,,2.6,3,43.75,2,21.03,2,350.3,8.3803,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,118,724,33RO20100308,      A13.5,1,18,11710,2,20100321,2214,-39.0003,0.9758,5092,499.9,6.2837,34.3433,2,34.3441,2,230.3,2,232.1,2,10.48,6,24.63,6,0.01,6,1.7,6,3.751,2,2.024,2,1.249,2,2157.0,2,2289.6,3,854.7,2,20.0,7.6831,2,25.0,,1,,1,,9,6.2849,2,,9,,9,,3.232,3,41.11,2,26.37,2,499.9,6.2391,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,117,725,33RO20100308,      A13.5,1,17,11025,2,20100321,2214,-39.0003,0.9758,5092,649.6,4.6898,34.2291,2,34.2293,2,241.8,2,241.6,2,16.05,6,27.69,6,0.0,6,1.91,6,3.692,2,1.938,2,1.048,2,2166.3,2,2281.7,2,,9,,7.6595,2,25.0,,1,,1,,9,4.6903,2,,9,,9,,3.576,3,40.6,2,30.67,2,649.6,4.6392,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,116,726,33RO20100308,      A13.5,1,16,11709,2,20100321,2214,-39.0003,0.9758,5092,799.9,4.0176,34.2513,2,34.2567,2,230.4,2,231.2,2,25.3,2,29.69,2,0.0,2,2.06,2,3.006,2,1.559,2,0.79,2,2181.4,2,2291.0,2,975.1,2,20.0,7.6385,2,25.0,,1,,1,,9,4.017,2,,9,,9,,3.03,3,39.18,2,31.84,2,799.9,3.9585,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,115,727,33RO20100308,      A13.5,1,15,11006,2,20100321,2214,-39.0003,0.9758,5092,950.5,3.6146,34.3184,2,34.3184,2,212.7,2,211.6,2,36.87,2,31.53,2,0.0,2,2.2,2,2.027,2,1.004,2,0.414,2,2200.8,2,2300.7,2,,9,,7.6119,2,25.0,,1,,1,,9,3.6123,2,,9,,9,,2.211,3,38.63,2,33.84,2,950.5,3.5462,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,114,728,33RO20100308,      A13.5,1,14,11708,2,20100321,2214,-39.0003,0.9758,5092,1099.4,3.1701,34.378,2,34.3787,2,197.0,2,197.2,2,47.62,2,32.9,2,0.0,2,2.3,2,1.517,2,0.751,2,0.294,2,2218.5,2,2311.0,2,1109.0,2,20.0,7.5872,2,25.0,,1,,1,,9,3.1685,2,,9,,9,,1.736,3,37.6,2,35.09,2,1099.4,3.0934,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,113,729,33RO20100308,      A13.5,1,13,11031,2,20100321,2214,-39.0003,0.9758,5092,1250.2,3.0015,34.4745,2,34.4743,2,182.1,2,182.5,2,57.56,2,33.43,2,0.0,2,2.34,2,0.822,2,0.412,2,0.147,2,2233.2,6,2320.9,6,,9,,7.5757,2,25.0,,1,,1,,9,3.0005,2,,9,,9,,1.019,3,38.25,2,35.16,2,1250.2,2.9142,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,112,730,33RO20100308,      A13.5,1,12,11027,2,20100321,2214,-39.0003,0.9758,5092,1400.4,2.8242,34.5572,2,34.5568,2,177.8,2,179.0,2,63.35,2,33.07,2,0.0,2,2.31,2,0.47,2,0.237,2,0.108,2,2239.5,2,2329.1,2,1138.9,2,20.0,7.5754,2,25.0,,1,,1,,9,2.8239,2,,9,,9,,0.66,3,38.69,2,34.78,2,1400.4,2.7265,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,111,731,33RO20100308,      A13.5,1,11,11707,2,20100321,2214,-39.0003,0.9758,5092,1650.7,2.755,34.6737,2,34.6738,2,183.1,2,183.7,2,65.17,6,31.22,6,0.0,6,2.17,6,0.193,2,0.095,2,0.0,2,2237.4,2,2336.0,2,1081.0,2,20.0,7.5981,2,25.0,,9,,1,,9,2.7542,2,,9,,9,,0.345,3,38.0,2,33.25,2,1650.7,2.6372,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,110,732,33RO20100308,      A13.5,1,10,11003,2,20100321,2214,-39.0003,0.9758,5092,1799.8,2.7254,34.7331,2,34.7328,2,191.4,4,171.9,4,62.77,6,29.63,6,0.0,6,2.05,6,0.115,2,0.056,2,0.043,2,2230.5,2,2337.0,2,,9,,7.6195,2,25.0,,1,,1,,9,2.7249,2,,9,,9,,0.228,3,38.78,2,31.17,2,1799.8,2.5952,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,109,733,33RO20100308,      A13.5,1,9,11706,2,20100321,2214,-39.0003,0.9758,5092,2099.9,2.6331,34.8114,2,34.8107,2,210.1,2,211.5,2,56.45,2,26.82,2,0.0,2,1.85,2,0.044,2,0.023,2,0.0,2,2214.4,2,2337.1,2,917.9,2,20.0,7.6622,2,25.0,,9,,1,,9,2.6327,2,,9,,9,,0.104,3,38.69,2,28.53,2,2099.9,2.4775,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,108,734,33RO20100308,      A13.5,1,8,11033,2,20100321,2214,-39.0003,0.9758,5092,2400.1,2.5138,34.8309,2,34.8328,2,217.6,2,219.5,2,56.35,2,25.87,2,0.0,2,1.79,2,0.026,2,0.014,2,0.0,2,2211.7,2,2336.9,2,,9,,7.6757,2,25.0,,1,,1,,9,2.5131,2,,9,,9,,0.067,3,37.89,2,27.66,2,2400.1,2.3326,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,107,735,33RO20100308,      A13.5,1,7,11705,2,20100321,2214,-39.0003,0.9758,5092,2698.9,2.4415,34.8365,2,34.8376,2,220.6,4,201.2,4,57.34,2,25.67,2,0.0,2,1.76,2,0.02,2,0.011,2,0.0,2,2210.9,2,2341.1,2,879.8,6,20.0,7.6823,2,25.0,,9,,1,,9,2.4406,2,,9,,9,,0.063,3,39.2,2,27.64,2,2698.9,2.2332,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,106,736,33RO20100308,      A13.5,1,6,11029,2,20100321,2214,-39.0003,0.9758,5092,3100.7,2.2596,34.8407,2,34.8409,2,226.1,2,226.6,2,60.74,2,25.46,2,0.0,2,1.75,2,0.014,2,0.007,2,0.0,2,2212.6,2,2345.5,2,,9,,7.6898,2,25.0,,1,,1,,9,2.2591,2,,9,,9,,0.049,3,38.31,2,26.67,2,3100.7,2.0151,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,105,737,33RO20100308,      A13.5,1,5,11704,2,20100321,2214,-39.0003,0.9758,5092,3501.0,1.9455,34.8168,2,34.8169,2,222.6,2,225.0,2,72.96,6,26.67,6,0.0,6,1.83,6,0.023,2,0.012,2,0.0,2,2223.4,2,2352.0,2,885.7,2,20.0,7.6772,2,25.0,,9,,1,,9,1.9448,2,,9,,9,,0.062,3,38.71,2,28.54,2,3501.0,1.6673,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,104,738,33RO20100308,      A13.5,1,4,11030,2,20100321,2214,-39.0003,0.9758,5092,3899.2,1.5148,34.7748,2,34.7739,2,219.2,2,220.8,2,90.72,6,28.79,6,0.01,6,2.0,6,0.043,2,0.022,2,0.0,2,2238.8,2,2360.9,2,,9,,7.6576,2,25.0,,1,,1,,9,1.5146,2,,9,,9,,0.095,3,38.75,2,30.56,2,3899.2,1.2058,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,103,739,33RO20100308,      A13.5,1,3,11703,2,20100321,2214,-39.0003,0.9758,5092,4301.0,1.1885,34.7444,2,34.7438,2,217.4,2,218.8,6,103.5,6,30.15,6,0.0,6,2.09,6,0.064,6,0.031,6,0.019,6,2248.6,2,2364.9,2,975.6,2,20.0,7.6425,2,25.0,,9,,1,,9,1.1878,2,,9,,9,,0.171,3,38.08,2,31.62,2,4301.0,0.8451,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,102,740,33RO20100308,      A13.5,1,2,11702,2,20100321,2214,-39.0003,0.9758,5092,4699.6,1.1234,34.7348,2,34.7369,2,216.9,2,218.0,2,107.48,6,30.47,6,0.01,6,2.12,6,0.059,4,0.033,4,0.0,2,2251.8,2,2367.9,2,,9,,7.6393,2,25.0,,1,,1,,9,1.1229,2,,9,,9,,0.119,4,38.53,2,32.49,2,4699.6,0.7369,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
31,101,741,33RO20100308,      A13.5,1,1,11701,2,20100321,2214,-39.0003,0.9758,5092,5163.8,1.158,34.7322,2,34.7324,2,216.8,2,216.7,2,108.62,6,30.62,6,0.0,6,2.13,6,0.089,2,0.044,2,0.0,2,2253.7,6,2369.4,6,989.9,2,20.0,7.6406,2,25.0,,1,,1,,9,1.1573,2,,9,,9,,0.194,3,38.31,2,32.29,2,5163.8,0.7151,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,124,742,33RO20100308,      A13.5,1,24,11714,2,20100322,447,-38.5,0.9792,5204,5.3,16.2059,34.6221,2,34.6229,2,258.5,2,257.8,2,0.56,2,0.63,2,0.04,2,0.28,2,2.645,2,1.608,2,1.452,2,2046.0,6,2299.1,6,412.9,2,20.0,7.9748,2,25.0,,9,,9,,9,16.2065,2,,9,,9,,,5,,9,,9,5.3,16.2051,9.783,2.0,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,123,743,33RO20100308,      A13.5,1,23,11713,2,20100322,447,-38.5,0.9792,5204,50.0,14.3015,34.6024,2,34.6043,2,250.7,2,250.4,2,0.74,2,2.8,2,0.13,2,0.48,2,,9,,9,,9,2070.8,2,2296.8,2,463.1,6,20.0,7.9229,2,25.0,,9,,9,,9,14.2782,2,,9,,9,,,9,,9,,9,50.0,14.2942,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,122,744,33RO20100308,      A13.5,1,22,11712,2,20100322,447,-38.5,0.9792,5204,99.8,11.6851,34.662,2,34.6651,2,251.5,2,251.5,2,1.61,2,8.04,2,0.13,2,0.73,2,3.184,6,1.9,6,1.705,6,2097.8,2,2293.8,2,549.4,2,20.0,7.8591,2,25.0,,9,,9,,9,11.6855,2,,9,,9,,,5,,9,,9,99.8,11.6724,13.712,2.0,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,121,745,33RO20100308,      A13.5,1,21,11010,2,20100322,447,-38.5,0.9792,5204,150.2,11.1077,34.7606,2,34.7587,2,252.4,2,252.3,6,2.21,2,9.28,2,0.01,2,0.79,2,3.236,2,1.927,2,1.673,2,2105.4,2,2298.2,2,566.6,2,20.0,7.8495,2,25.0,,9,,9,,9,11.1077,2,,9,,9,,,5,,9,,9,150.2,11.0892,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,120,746,33RO20100308,      A13.5,1,20,11715,2,20100322,447,-38.5,0.9792,5204,250.3,9.8089,34.6902,2,34.6924,2,240.6,2,240.9,2,3.76,2,13.94,2,0.01,2,1.05,2,3.327,2,1.937,2,1.581,2,2125.0,2,2294.6,2,645.5,2,20.0,7.7974,2,25.0,,9,,9,,9,9.8079,2,,9,,9,,,5,,9,,9,250.3,9.7802,15.866,2.0,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,119,747,33RO20100308,      A13.5,1,19,11007,2,20100322,447,-38.5,0.9792,5204,349.2,8.4041,34.5537,2,34.5552,2,239.6,2,238.9,2,5.53,2,18.0,2,0.01,2,1.29,2,3.58,2,2.05,2,1.538,2,2137.8,2,2288.4,2,724.3,2,20.0,7.7507,2,25.0,,9,,9,,9,8.4101,2,,9,,9,,,5,,9,,9,349.2,8.3676,16.405,2.0,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,118,748,33RO20100308,      A13.5,1,18,11710,2,20100322,447,-38.5,0.9792,5204,449.9,6.8616,34.4035,2,34.4034,2,229.8,2,228.0,2,10.05,2,23.51,2,0.0,2,1.64,2,,9,,9,,9,2156.8,2,2283.5,2,832.0,2,20.0,7.6955,2,25.0,,9,,9,,9,6.8615,2,,9,,9,,,9,,9,,9,449.9,6.8196,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,117,749,33RO20100308,      A13.5,1,17,11025,2,20100322,447,-38.5,0.9792,5204,599.8,5.0378,34.251,2,34.2512,2,234.6,2,237.7,2,15.31,2,27.14,2,0.0,2,1.88,2,3.665,2,1.954,2,1.114,2,2165.1,2,2282.2,2,906.4,2,20.0,7.6636,2,25.0,,9,,9,,9,5.0354,2,,9,,9,,,5,,9,,9,599.8,4.9896,19.401,2.0,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,116,750,33RO20100308,      A13.5,1,16,11709,2,20100322,447,-38.5,0.9792,5204,750.5,4.1788,34.2342,2,34.2329,2,238.4,2,237.4,2,22.1,6,28.95,6,0.0,6,2.02,6,,9,,9,,9,2175.5,2,2286.2,2,940.0,2,20.0,7.6475,2,25.0,,9,,9,,9,4.1778,2,,9,,9,,,9,,9,,9,750.5,4.1227,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,115,751,33RO20100308,      A13.5,1,15,11006,2,20100322,447,-38.5,0.9792,5204,899.2,3.6326,34.2611,2,34.2632,2,226.5,2,226.6,2,30.15,6,30.61,6,0.0,6,2.13,6,2.698,2,1.366,2,0.62,2,2190.4,2,2293.6,2,1001.5,2,20.0,7.6277,2,25.0,,9,,9,,9,3.6344,2,,9,,9,,3.52,3,,9,,9,899.2,3.5682,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,114,752,33RO20100308,      A13.5,1,14,11708,2,20100322,447,-38.5,0.9792,5204,1050.5,3.228,34.3197,2,34.3203,2,210.7,2,211.1,2,40.77,2,32.06,2,0.0,2,2.24,2,,9,,9,,9,2204.4,2,2303.6,2,1068.2,2,20.0,7.6026,2,25.0,,9,,9,,9,3.2272,2,,9,,9,,,9,,9,,9,1050.5,3.1547,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,113,753,33RO20100308,      A13.5,1,13,11031,2,20100322,447,-38.5,0.9792,5204,1200.2,3.0261,34.4091,2,34.4113,2,193.4,2,194.2,2,50.95,2,32.99,2,0.0,2,2.3,2,1.25,2,0.604,2,0.275,2,2223.4,2,2315.1,2,1115.1,2,20.0,7.5845,2,25.0,,9,,9,,9,3.0254,2,,9,,9,,1.939,3,,9,,9,1200.2,2.9427,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,112,754,33RO20100308,      A13.5,1,12,11027,2,20100322,447,-38.5,0.9792,5204,1399.9,2.8437,34.5231,2,34.5242,2,183.2,2,183.2,2,59.81,2,32.95,2,0.0,2,2.3,2,,9,,9,,9,2234.9,2,2325.4,2,1128.5,2,20.0,7.5803,2,25.0,,9,,9,,9,2.843,2,,9,,9,,,9,,9,,9,1399.9,2.7459,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,111,755,33RO20100308,      A13.5,1,11,11707,2,20100322,447,-38.5,0.9792,5204,1599.3,2.7612,34.6321,2,34.6326,2,181.2,2,181.6,2,64.42,2,31.74,2,0.0,2,2.22,2,0.282,2,0.14,2,0.043,2,2237.6,2,2334.0,2,1095.9,2,20.0,7.5927,2,25.0,,9,,9,,9,2.7609,2,,9,,9,,0.586,3,,9,,9,1599.3,2.6478,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,110,756,33RO20100308,      A13.5,1,10,11003,2,20100322,447,-38.5,0.9792,5204,1899.3,2.6972,34.7379,2,34.7377,2,194.3,2,195.7,2,62.07,2,29.25,2,0.0,2,2.03,2,,9,,9,,9,2228.9,2,2337.9,2,1006.0,2,20.0,7.627,2,25.0,,9,,9,,9,2.697,2,,9,,9,,,9,,9,,9,1899.3,2.5587,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,109,757,33RO20100308,      A13.5,1,9,11706,2,20100322,447,-38.5,0.9792,5204,2199.8,2.6074,34.801,2,34.8011,2,208.5,2,210.2,2,58.55,2,27.15,2,0.0,2,1.88,2,0.045,2,0.022,2,0.0,2,2217.3,2,2337.2,2,937.3,2,20.0,7.6572,2,25.0,,9,,9,,9,2.6069,2,,9,,9,,0.149,3,,9,,9,2199.8,2.4432,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,108,758,33RO20100308,      A13.5,1,8,11033,2,20100322,447,-38.5,0.9792,5204,2499.7,2.5055,34.827,2,34.8271,2,218.1,2,218.6,2,57.35,2,25.93,2,0.0,2,1.79,2,,9,,9,,9,2212.0,2,2337.9,2,895.9,2,20.0,7.6758,2,25.0,,9,,9,,9,2.5059,2,,9,,9,,,9,,9,,9,2499.7,2.3151,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,107,759,33RO20100308,      A13.5,1,7,11705,2,20100322,447,-38.5,0.9792,5204,2900.0,2.3631,34.8391,2,34.8423,2,224.2,2,224.8,2,58.94,2,25.44,2,0.0,2,1.76,2,0.015,2,0.008,2,0.0,2,2210.9,2,2342.8,2,877.0,2,20.0,7.6856,2,25.0,,9,,9,,9,2.3629,2,,9,,9,,0.062,3,,9,,9,2900.0,2.1366,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,106,760,33RO20100308,      A13.5,1,6,11029,2,20100322,447,-38.5,0.9792,5204,3300.1,2.1691,34.8357,2,34.8366,2,226.1,2,226.6,2,64.38,2,25.62,2,0.0,2,1.77,2,,9,,9,,9,2215.6,2,2345.0,2,869.5,2,20.0,7.6872,2,25.0,,9,,9,,9,2.1693,2,,9,,9,,,9,,9,,9,3300.1,1.9063,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,105,761,33RO20100308,      A13.5,1,5,11704,2,20100322,447,-38.5,0.9792,5204,3699.8,1.7519,34.7971,2,34.7963,2,220.9,2,221.9,2,81.25,6,27.51,6,0.0,6,1.91,6,0.032,2,0.016,2,0.0,2,2232.2,2,2356.6,2,913.3,2,20.0,7.6689,2,25.0,,9,,9,,9,1.7529,2,,9,,9,,0.101,3,,9,,9,3699.8,1.4577,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,104,762,33RO20100308,      A13.5,1,4,11030,2,20100322,447,-38.5,0.9792,5204,4099.4,1.2985,34.7553,2,34.7546,2,217.7,2,218.7,6,98.92,6,29.54,6,0.0,6,2.05,6,,9,,9,,9,2246.3,2,2362.7,2,956.0,2,20.0,7.6478,2,25.0,,9,,9,,9,1.2978,2,,9,,9,,,9,,9,,9,4099.4,0.974,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,103,763,33RO20100308,      A13.5,1,3,11703,2,20100322,447,-38.5,0.9792,5204,4499.0,1.1335,34.7377,2,34.7392,2,217.3,2,218.1,2,106.25,6,30.37,6,0.0,6,2.11,6,0.075,6,0.037,6,0.009,6,2251.9,2,2365.2,2,976.3,2,20.0,7.6398,2,25.0,,9,,9,,9,1.1329,2,,9,,9,,0.211,3,,9,,9,4499.0,0.7696,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,102,764,33RO20100308,      A13.5,1,2,11702,2,20100322,447,-38.5,0.9792,5204,4899.6,1.1373,34.7337,2,34.7329,2,217.9,2,217.4,2,107.86,6,30.51,6,0.0,6,2.13,6,,9,,9,,9,2253.7,2,2364.8,2,980.3,6,20.0,7.6388,2,25.0,,9,,9,,9,1.137,2,,9,,9,,,9,,9,,9,4899.6,0.7269,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
32,101,765,33RO20100308,      A13.5,1,1,11701,2,20100322,447,-38.5,0.9792,5204,5275.2,1.1758,34.7324,2,34.7334,2,217.4,2,218.5,2,108.34,6,30.59,6,0.01,6,2.14,6,0.086,2,0.043,2,0.012,2,2255.1,6,2369.7,6,978.3,2,20.0,7.6387,2,25.0,,9,,9,,9,1.1751,2,,9,,9,,0.222,3,,9,,9,5275.2,0.7186,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,124,766,33RO20100308,      A13.5,1,24,11714,2,20100322,1114,-37.9998,0.9838,4776,5.6,17.7616,34.8606,2,34.8619,2,248.4,2,243.4,2,2.24,2,0.0,2,0.0,2,0.21,2,2.465,2,1.494,2,1.422,2,2047.8,6,2307.2,6,403.4,2,20.0,7.9798,2,25.0,,9,,9,,9,17.7784,2,1.89,2,48.8,2,3.4,2.717,3,59.74,2,4.26,2,5.6,17.7606,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,123,767,33RO20100308,      A13.5,1,23,11713,2,20100322,1114,-37.9998,0.9838,4776,24.9,17.6164,34.8785,2,34.8852,2,250.9,2,242.5,2,2.28,2,0.04,2,0.0,2,0.21,2,2.458,2,1.487,2,1.416,2,2050.1,2,2307.6,2,400.2,6,20.0,7.978,2,25.0,,9,,9,,9,17.6197,2,1.86,2,44.8,2,3.0,2.703,3,56.57,2,4.93,2,24.9,17.6122,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,122,768,33RO20100308,      A13.5,1,22,11712,2,20100322,1114,-37.9998,0.9838,4776,75.7,13.5312,34.9367,2,34.9308,2,238.2,2,238.3,2,3.0,2,4.47,2,0.05,2,0.5,2,2.934,2,1.752,2,1.533,2,2090.8,2,2306.8,2,502.8,2,20.0,7.8923,2,25.0,,9,,9,,9,13.5317,2,1.39,2,50.3,2,3.0,1.989,3,51.36,2,7.95,2,75.7,13.5206,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,121,769,33RO20100308,      A13.5,1,21,11010,2,20100322,1114,-37.9998,0.9838,4776,150.4,12.5925,35.0906,2,35.0886,2,232.3,2,232.3,2,4.05,2,7.99,2,0.02,2,0.68,2,3.023,2,1.788,2,1.484,2,2110.6,2,2315.1,2,547.6,2,20.0,7.8658,2,25.0,,9,,9,,9,12.5927,2,1.17,2,54.4,2,4.2,1.768,3,49.39,2,11.34,2,150.4,12.5723,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,120,770,33RO20100308,      A13.5,1,20,11715,2,20100322,1114,-37.9998,0.9838,4776,250.3,11.3901,34.9874,2,34.9856,2,223.8,2,223.0,6,5.59,2,12.2,2,0.01,2,0.92,2,3.158,2,1.812,2,1.286,2,2125.7,2,2309.8,2,609.8,2,20.0,7.8219,4,25.0,,9,,9,,9,11.3864,2,1.12,2,29.6,2,3.0,1.462,3,46.16,2,14.35,2,250.3,11.3585,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,119,771,33RO20100308,      A13.5,1,19,11007,9,20100322,1114,-37.9998,0.9838,4776,349.8,9.8021,34.7675,2,,9,225.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,9,,9,9.8065,2,,9,,9,,,9,,9,,9,349.8,9.7618,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,118,772,33RO20100308,      A13.5,1,18,11710,2,20100322,1114,-37.9998,0.9838,4776,449.8,8.05,34.5416,2,34.5411,2,233.4,2,233.6,2,8.75,2,19.53,2,0.0,2,1.4,2,3.612,2,2.007,2,1.355,2,2142.4,2,2289.8,2,753.9,2,20.0,7.7385,2,25.0,,9,,9,,9,8.0512,2,1.15,2,20.8,2,3.8,2.577,3,41.87,2,22.14,2,449.8,8.0039,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
33,117,773,33RO20100308,      A13.5,1,17,11025,2,20100322,1114,-37.9998,0.9838,4776,599.9,5.8111,34.3098,2,34.3101,2,235.1,2,235.4,2,13.85,2,25.41,2,0.0,2,1.78,2,3.786,2,2.02,2,1.196,2,2158.2,2,2282.4,2,871.2,2,20.0,7.6794,2,25.0,,9,,9,,9,5.8117,2,1.11,2,-2.6,2,3.7,3.259,3,40.2,2,27.77,2,599.9,5.7593,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
