STNNBR,SAMPNOfull,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,THETA,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
49,113,1161,33RO20100308,      A13.5,1,13,11031,2,20100326,1545,-29.9998,1.833,3615,900.5,3.9103,34.3623,2,34.3624,2,199.9,2,199.0,2,37.25,2,31.67,2,0.0,2,2.22,2,1.821,2,0.898,2,0.355,2,2209.7,2,2303.4,2,1053.8,2,20.0,7.605,2,25.0,,1,,1,,9,3.91,2,0.88,2,-81.0,2,2.8,2.454,3,39.21,2,32.77,2,900.5,3.8437,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,112,1162,33RO20100308,      A13.5,1,12,11027,2,20100326,1545,-29.9998,1.833,3615,1099.9,3.2794,34.4912,2,34.4923,2,180.9,2,180.8,2,52.44,2,32.9,2,0.0,2,2.32,2,0.692,2,0.337,2,0.108,2,2235.0,2,2319.4,2,1126.9,2,20.0,7.5828,2,25.0,,1,,1,,9,3.2787,2,0.68,2,-119.2,2,2.4,1.155,3,39.39,2,34.43,2,1099.9,3.2015,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,111,1163,33RO20100308,      A13.5,1,11,11707,2,20100326,1545,-29.9998,1.833,3615,1300.0,3.1152,34.6239,2,34.6247,2,182.7,2,182.4,2,53.68,2,31.28,2,0.0,2,2.2,2,0.234,2,0.114,2,0.0,2,2232.5,6,2325.5,2,1076.0,2,20.0,7.5998,2,25.0,,1,,1,,9,3.1152,2,0.73,2,-122.7,2,3.1,0.493,3,38.85,2,32.9,2,1300.0,3.0225,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,110,1164,33RO20100308,      A13.5,1,10,11003,2,20100326,1545,-29.9998,1.833,3615,1500.0,3.107,34.7386,2,34.7374,2,195.4,2,195.6,2,48.32,2,28.56,2,0.0,2,2.0,2,0.075,2,0.036,2,0.0,2,2224.4,2,2327.7,6,983.6,2,20.0,7.6347,2,25.0,,1,,1,,9,3.1063,2,0.84,2,-120.1,2,2.8,0.193,3,39.13,2,30.62,2,1500.0,2.9975,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,109,1165,33RO20100308,      A13.5,1,9,11706,2,20100326,1545,-29.9998,1.833,3615,1700.0,2.9735,34.7911,2,34.7919,2,205.4,2,206.5,6,47.49,2,26.98,2,0.0,2,1.88,2,0.048,2,0.024,2,0.0,2,2216.0,2,2329.6,2,928.6,2,20.0,7.656,2,25.0,,1,,1,,9,2.9747,2,0.8,2,-121.4,2,2.4,0.137,3,39.6,2,28.54,2,1700.0,2.8484,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,108,1166,33RO20100308,      A13.5,1,8,11033,2,20100326,1545,-29.9998,1.833,3615,1900.6,2.8378,34.8143,2,34.815,2,211.4,2,214.1,2,48.57,2,26.16,2,0.0,2,1.82,2,0.037,2,0.018,2,0.0,2,2212.1,2,2331.0,2,902.6,2,20.0,7.6683,2,25.0,,1,,1,,9,2.8352,2,0.84,2,-120.9,2,2.4,0.117,3,39.16,2,27.97,2,1900.6,2.6969,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,107,1167,33RO20100308,      A13.5,1,7,11705,2,20100326,1545,-29.9998,1.833,3615,2099.9,2.6999,34.8323,2,34.8319,2,219.6,2,219.8,2,49.68,2,25.49,2,0.0,2,1.77,2,0.023,6,0.011,6,0.009,6,2208.1,2,2334.2,2,880.1,2,20.0,7.68,2,25.0,,9,,1,,9,2.6996,2,0.95,2,-117.1,2,2.4,0.085,3,39.39,2,27.5,2,2099.9,2.5432,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,106,1168,33RO20100308,      A13.5,1,6,11029,2,20100326,1545,-29.9998,1.833,3615,2399.3,2.5314,34.8432,2,34.8442,2,224.9,2,225.2,2,51.93,2,24.96,2,0.0,2,1.73,2,0.016,2,0.008,2,0.0,2,2208.6,2,2337.0,2,860.2,2,20.0,7.6882,2,25.0,,1,,1,,9,2.531,2,0.84,2,-115.3,2,2.4,0.069,3,38.97,2,26.93,2,2399.3,2.3499,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,105,1169,33RO20100308,      A13.5,1,5,11704,2,20100326,1545,-29.9998,1.833,3615,2699.1,2.4378,34.8526,2,34.8524,2,228.5,2,228.1,2,53.0,6,24.49,6,0.0,6,1.69,6,0.011,2,0.006,2,0.0,2,2207.8,2,2341.0,2,850.0,6,20.0,7.6965,2,25.0,,9,,1,,9,2.4374,2,0.87,2,-114.7,2,2.5,0.051,3,39.12,2,26.07,2,2699.1,2.2295,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,104,1170,33RO20100308,      A13.5,1,4,11030,2,20100326,1545,-29.9998,1.833,3615,2999.3,2.3492,34.862,2,34.8612,2,232.4,2,232.2,2,53.48,6,24.04,6,0.0,6,1.66,6,0.015,2,0.009,2,0.0,2,2207.4,2,2344.7,2,824.4,2,20.0,7.705,2,25.0,,1,,1,,9,2.3491,2,0.89,2,-118.9,2,2.4,0.049,3,38.85,2,25.57,2,2999.3,2.1129,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,103,1171,33RO20100308,      A13.5,1,3,11703,2,20100326,1545,-29.9998,1.833,3615,3299.1,2.3072,34.8706,2,34.8719,2,233.4,2,232.7,2,53.86,6,23.78,6,0.0,6,1.64,6,0.008,2,0.005,2,0.0,2,2210.4,2,2346.6,2,812.0,2,20.0,7.7134,2,25.0,,9,,1,,9,2.3063,2,0.88,2,-122.5,2,2.5,0.029,3,39.21,2,25.65,2,3299.1,2.041,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,102,1172,33RO20100308,      A13.5,1,2,11702,2,20100326,1545,-29.9998,1.833,3615,3499.4,2.2932,34.876,2,34.8757,2,232.8,2,232.2,2,54.14,6,23.68,6,0.0,6,1.63,6,0.0,2,0.003,2,0.0,2,2212.7,2,2354.3,6,803.8,2,20.0,7.7169,2,25.0,,1,,1,,9,2.2925,2,0.89,2,-119.8,2,2.5,0.016,3,39.51,2,25.42,2,3499.4,2.0061,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
49,101,1173,33RO20100308,      A13.5,1,1,11701,2,20100326,1545,-29.9998,1.833,3615,3657.9,2.2917,34.8799,2,34.8805,2,232.1,2,232.1,2,54.2,6,23.61,6,0.0,6,1.63,6,0.0,2,0.003,2,0.0,2,2218.0,6,2358.1,2,800.4,2,20.0,7.719,2,25.0,,1,,1,,9,2.291,2,0.85,2,-119.5,2,2.4,0.011,3,39.56,2,25.81,2,3657.9,1.9875,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,124,1174,33RO20100308,      A13.5,1,24,11714,2,20100326,2116,-29.4998,1.8083,3506,5.8,21.9099,35.853,2,35.855,2,221.2,2,221.5,2,1.54,2,0.02,2,0.0,2,0.15,2,1.988,6,1.239,6,1.214,6,2062.4,6,2355.1,6,361.7,2,20.0,8.0194,2,25.0,,9,,9,,9,21.9083,2,,9,,9,,2.607,3,,9,,9,5.8,21.9088,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,123,1175,33RO20100308,      A13.5,1,23,11713,2,20100326,2116,-29.4998,1.8083,3506,30.4,21.8796,35.8564,2,35.8593,2,221.1,2,222.8,2,1.54,2,0.02,2,0.0,2,0.15,2,2.0,2,1.251,2,1.36,2,2063.0,2,2358.9,2,360.5,6,20.0,8.0184,2,25.0,,9,,9,,9,21.8823,2,,9,,9,,2.613,3,,9,,9,30.4,21.8736,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,122,1176,33RO20100308,      A13.5,1,22,11712,2,20100326,2116,-29.4998,1.8083,3506,75.1,17.4165,35.6041,2,35.6063,2,248.6,2,244.0,2,2.08,2,0.13,2,0.01,2,0.22,2,1.523,4,0.748,4,0.616,4,2056.4,2,2341.0,2,395.1,2,20.0,7.984,2,25.0,,9,,9,,9,17.4361,2,,9,,9,,1.541,4,,9,,9,75.1,17.4039,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,121,1177,33RO20100308,      A13.5,1,21,11010,2,20100326,2116,-29.4998,1.8083,3506,99.9,16.4186,35.5963,2,35.5946,2,235.6,2,227.8,2,2.67,2,2.26,2,0.09,2,0.33,2,,9,,9,,9,2087.8,2,2338.1,2,425.7,2,20.0,7.9581,2,25.0,,9,,9,,9,16.4158,2,,9,,9,,,9,,9,,9,99.9,16.4025,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,120,1178,33RO20100308,      A13.5,1,20,11715,2,20100326,2116,-29.4998,1.8083,3506,150.0,15.6216,35.5272,2,35.5301,2,223.1,2,223.7,2,2.87,2,4.1,2,0.01,2,0.42,2,2.554,2,1.551,2,1.307,2,2087.5,2,2331.3,2,450.8,2,20.0,7.9368,2,25.0,,9,,9,,9,15.636,2,,9,,9,,1.408,3,,9,,9,150.0,15.5982,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,119,1179,33RO20100308,      A13.5,1,19,11007,2,20100326,2116,-29.4998,1.8083,3506,200.6,14.1543,35.3112,2,35.3045,2,214.2,2,214.4,2,3.2,2,7.36,2,0.0,2,0.63,2,2.762,2,1.651,2,1.278,2,2105.9,2,2323.6,2,523.6,2,20.0,7.8812,2,25.0,,9,,9,,9,14.15,2,,9,,9,,1.273,3,,9,,9,200.6,14.125,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,118,1180,33RO20100308,      A13.5,1,18,11710,2,20100326,2116,-29.4998,1.8083,3506,250.7,13.1801,35.1915,2,35.1892,2,214.9,2,217.0,2,3.66,2,9.18,2,0.01,2,0.74,2,2.899,2,1.712,2,1.291,2,2111.5,2,2316.1,2,556.8,2,20.0,7.8574,2,25.0,,9,,9,,9,13.1831,2,,9,,9,,1.342,3,,9,,9,250.7,13.1452,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,117,1181,33RO20100308,      A13.5,1,17,11025,4,20100326,2116,-29.4998,1.8083,3506,300.8,12.3869,35.0922,4,35.2241,4,216.0,4,422.1,4,5.77,4,9.82,4,0.02,4,0.8,4,,9,,9,,9,2119.8,4,2311.8,2,572.1,4,20.0,7.8471,2,25.0,,9,,9,,9,12.3741,2,,9,,9,,,9,,9,,9,300.8,12.3466,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,116,1182,33RO20100308,      A13.5,1,16,11709,2,20100326,2116,-29.4998,1.8083,3506,400.2,10.8629,34.8956,2,34.895,2,214.9,2,214.4,2,5.69,2,14.67,2,0.0,2,1.08,2,3.11,2,1.759,2,1.117,2,,9,2300.5,2,647.6,2,20.0,7.7947,2,25.0,,9,,9,,9,10.8741,2,,9,,9,,1.648,3,,9,,9,400.2,10.8135,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,115,1183,33RO20100308,      A13.5,1,15,11006,2,20100326,2116,-29.4998,1.8083,3506,550.2,8.021,34.567,2,34.566,2,205.0,2,205.6,2,11.55,2,22.5,2,0.0,2,1.58,2,,9,,9,,9,2153.8,2,2287.8,2,811.8,6,20.0,7.7027,2,25.0,,9,,9,,9,8.02,2,,9,,9,,,9,,9,,9,550.2,7.9643,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,114,1184,33RO20100308,      A13.5,1,14,11708,2,20100326,2116,-29.4998,1.8083,3506,700.0,5.1963,34.3095,2,34.3073,2,226.0,2,224.7,2,18.45,2,27.68,2,0.0,2,1.92,2,3.201,2,1.672,2,0.818,2,2169.0,2,2279.8,2,905.4,2,20.0,7.6567,2,25.0,,9,,9,,9,5.1999,2,,9,,9,,3.624,3,,9,,9,700.0,5.1387,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,113,1185,33RO20100308,      A13.5,1,13,11031,2,20100326,2116,-29.4998,1.8083,3506,849.6,4.1535,34.3392,2,34.3387,2,204.7,2,206.6,2,32.33,2,30.95,2,0.0,2,2.15,2,,9,,9,,9,2193.9,2,2299.3,2,1013.2,2,20.0,7.6166,2,25.0,,9,,9,,9,4.1528,2,,9,,9,,,9,,9,,9,849.6,4.0894,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,112,1186,33RO20100308,      A13.5,1,12,11027,2,20100326,2116,-29.4998,1.8083,3506,1001.3,3.6214,34.4318,2,34.4316,2,183.8,2,184.2,2,45.59,2,32.75,2,0.0,2,2.29,2,1.094,2,0.529,2,0.167,2,2217.2,2,2311.7,2,1102.2,2,20.0,7.5861,2,25.0,,9,,9,,9,3.6183,2,,9,,9,,1.715,3,,9,,9,1001.3,3.5487,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,111,1187,33RO20100308,      A13.5,1,11,11707,2,20100326,2116,-29.4998,1.8083,3506,1199.9,3.2344,34.5427,2,34.5432,2,178.3,2,178.2,2,53.23,2,32.48,2,0.0,2,2.27,2,,9,,9,,9,2226.2,6,2322.0,2,1111.5,2,20.0,7.5842,2,25.0,,9,,9,,9,3.234,2,,9,,9,,,9,,9,,9,1199.9,3.1488,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,110,1188,33RO20100308,      A13.5,1,10,11003,2,20100326,2116,-29.4998,1.8083,3506,1400.0,3.1119,34.6672,2,34.6681,2,186.0,2,186.7,6,51.82,2,30.29,2,0.0,2,2.11,2,0.158,2,0.076,2,0.0,2,2222.3,2,2324.1,2,1042.9,2,20.0,7.6107,2,25.0,,9,,9,,9,3.1112,2,,9,,9,,0.364,3,,9,,9,1400.0,3.0109,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,109,1189,33RO20100308,      A13.5,1,9,11706,2,20100326,2116,-29.4998,1.8083,3506,1600.7,3.0653,34.7504,2,34.75,2,199.0,2,198.5,2,48.45,2,28.25,2,0.0,2,1.95,2,,9,,9,,9,2212.6,2,2325.7,2,975.4,2,20.0,7.6386,2,25.0,,9,,9,,9,3.0644,2,,9,,9,,,9,,9,,9,1600.7,2.9477,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,108,1190,33RO20100308,      A13.5,1,8,11033,2,20100326,2116,-29.4998,1.8083,3506,1800.7,2.9269,34.7901,2,34.7895,2,207.9,2,207.6,2,48.52,2,26.86,2,0.0,2,1.86,2,0.049,2,0.024,2,0.0,2,2208.4,2,2329.2,2,935.8,2,20.0,7.6563,2,25.0,,9,,9,,9,2.9275,2,,9,,9,,0.15,3,,9,,9,1800.7,2.7937,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,107,1191,33RO20100308,      A13.5,1,7,11705,2,20100326,2116,-29.4998,1.8083,3506,1999.6,2.8351,34.8187,2,34.8188,2,214.8,2,214.5,2,48.18,2,25.88,2,0.0,2,1.79,2,,9,,9,,9,2203.2,2,2333.3,2,906.0,2,20.0,7.6701,2,25.0,,9,,9,,9,2.8342,2,,9,,9,,,9,,9,,9,1999.6,2.6854,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,106,1192,33RO20100308,      A13.5,1,6,11029,2,20100326,2116,-29.4998,1.8083,3506,2296.3,2.5865,34.8324,2,34.8325,2,221.8,2,222.3,2,51.8,2,25.32,2,0.0,2,1.74,2,0.021,2,0.01,2,0.0,2,2203.5,2,2334.0,2,875.0,2,20.0,7.6819,2,25.0,,9,,9,,9,2.5861,2,,9,,9,,0.091,3,,9,,9,2296.3,2.4137,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,105,1193,33RO20100308,      A13.5,1,5,11704,2,20100326,2116,-29.4998,1.8083,3506,2600.7,2.4189,34.8501,2,34.8496,2,229.1,2,228.9,2,53.03,2,24.5,2,0.0,2,1.69,2,,9,,9,,9,2202.4,2,2340.2,2,844.3,2,20.0,7.6958,2,25.0,,9,,9,,9,2.4185,2,,9,,9,,,9,,9,,9,2600.7,2.2204,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,104,1194,33RO20100308,      A13.5,1,4,11030,2,20100326,2116,-29.4998,1.8083,3506,2900.9,2.3274,34.8617,2,34.861,2,231.9,2,231.7,2,53.6,6,24.03,6,0.0,6,1.65,6,,5,,5,,5,2203.5,2,2341.9,2,824.1,2,20.0,7.7057,2,25.0,,9,,9,,9,2.327,2,,9,,9,,,5,,9,,9,2900.9,2.1014,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,103,1195,33RO20100308,      A13.5,1,3,11703,2,20100326,2116,-29.4998,1.8083,3506,3200.2,2.294,34.871,2,34.871,2,232.8,2,232.6,2,53.77,6,23.75,6,0.0,6,1.63,6,,9,,9,,9,2207.0,2,2348.3,2,812.0,2,20.0,7.7132,2,25.0,,9,,9,,9,2.2935,2,,9,,9,,,9,,9,,9,3200.2,2.0384,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,102,1196,33RO20100308,      A13.5,1,2,11702,2,20100326,2116,-29.4998,1.8083,3506,3399.0,2.2877,34.8763,2,34.876,2,232.6,2,232.4,2,53.72,6,23.66,6,0.0,6,1.62,6,,5,,5,,5,2209.6,2,2350.4,2,804.2,2,20.0,7.7165,2,25.0,,9,,9,,9,2.2871,2,,9,,9,,,5,,9,,9,3399.0,2.0115,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
50,101,1197,33RO20100308,      A13.5,1,1,11701,2,20100326,2116,-29.4998,1.8083,3506,3537.4,2.2899,34.8798,2,34.88,2,232.9,2,231.6,2,53.65,6,23.56,6,0.0,6,1.61,6,0.005,2,0.004,2,0.018,2,2211.7,6,2357.2,6,803.5,2,20.0,7.7191,2,25.0,,9,,9,,9,2.2893,2,,9,,9,,0.013,3,,9,,9,3537.4,1.9988,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,124,1198,33RO20100308,      A13.5,1,24,11714,2,20100327,236,-28.9998,1.7832,3632,5.6,22.0411,35.9022,2,35.9033,2,219.1,2,220.4,2,1.63,2,0.01,2,0.0,2,0.14,2,1.972,2,1.229,2,1.188,2,2072.3,6,2358.6,6,360.8,2,20.0,8.019,2,25.0,,9,,9,,9,22.0393,2,,9,,9,,2.539,3,61.85,2,3.46,2,5.6,22.04,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,123,1199,33RO20100308,      A13.5,1,23,11713,2,20100327,236,-28.9998,1.7832,3632,49.1,19.3696,35.6914,2,35.6936,2,245.3,2,244.9,2,1.78,2,0.02,2,0.0,2,0.16,2,2.338,2,1.438,2,1.332,2,2068.7,2,2346.9,2,373.9,2,20.0,8.0036,2,25.0,,9,,9,,9,19.3796,3,,9,,9,,2.167,3,61.94,2,4.48,2,49.1,19.3607,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,122,1200,33RO20100308,      A13.5,1,22,11712,2,20100327,236,-28.9998,1.7832,3632,100.3,16.3331,35.5538,2,35.5556,2,235.3,2,233.9,2,2.11,2,1.71,2,0.13,2,0.31,2,2.54,6,1.546,6,1.392,6,2087.8,2,2332.1,2,,9,,7.9549,2,25.0,,9,,9,,9,16.3326,2,,9,,9,,1.719,3,54.2,2,5.26,2,100.3,16.317,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,121,1201,33RO20100308,      A13.5,1,21,11010,2,20100327,236,-28.9998,1.7832,3632,149.3,15.2718,35.4577,2,35.4547,2,224.7,2,224.7,2,2.58,2,4.15,2,0.02,2,0.43,2,2.615,2,1.587,2,1.398,2,2096.3,2,2329.2,2,460.9,2,20.0,7.926,2,25.0,,9,,9,,9,15.2707,2,,9,,9,,1.494,3,50.87,2,8.48,2,149.3,15.2489,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,120,1202,33RO20100308,      A13.5,1,20,11715,2,20100327,236,-28.9998,1.7832,3632,198.6,14.3397,35.3193,2,35.3181,2,222.2,2,222.0,2,2.99,2,6.05,2,0.01,2,0.55,2,2.726,2,1.637,2,1.315,2,2104.5,2,2321.8,2,495.2,2,20.0,7.8975,2,25.0,,9,,9,,9,14.3397,2,,9,,9,,1.373,3,47.9,2,9.02,2,198.6,14.3104,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,119,1203,33RO20100308,      A13.5,1,19,11007,2,20100327,236,-28.9998,1.7832,3632,299.6,12.7706,35.1509,2,35.1522,2,216.1,2,215.9,2,4.36,2,10.29,2,0.01,2,0.8,2,2.919,2,1.704,2,1.206,2,2120.2,2,2313.6,2,,9,,7.8474,2,25.0,,9,,9,,9,12.7726,2,,9,,9,,1.314,3,45.16,2,12.7,2,299.6,12.7297,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,118,1204,33RO20100308,      A13.5,1,18,11710,2,20100327,236,-28.9998,1.7832,3632,399.7,10.9748,34.9168,2,34.9138,2,214.6,2,214.9,2,5.76,2,14.53,2,0.0,2,1.06,2,3.107,2,1.753,2,1.106,2,2133.2,2,2301.9,2,,9,,7.7962,2,25.0,,9,,9,,9,10.9738,2,,9,,9,,1.553,3,43.86,2,16.7,2,399.7,10.9252,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,117,1205,33RO20100308,      A13.5,1,17,11025,2,20100327,236,-28.9998,1.7832,3632,499.4,8.7744,34.6474,2,34.6456,2,205.5,2,205.3,2,9.94,2,20.64,2,0.0,2,1.46,2,3.092,2,1.694,2,0.945,2,2154.3,2,2292.7,2,772.8,2,20.0,7.7234,2,25.0,,9,,9,,9,8.7814,2,,9,,9,,2.065,3,42.45,2,22.58,2,499.4,8.7203,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,116,1206,33RO20100308,      A13.5,1,16,11709,2,20100327,236,-28.9998,1.7832,3632,649.9,6.0615,34.3802,2,34.3798,2,216.3,2,215.6,2,16.16,2,26.59,2,0.0,2,1.84,2,3.156,2,1.663,2,0.808,2,2170.1,2,2286.2,2,893.8,2,20.0,7.6646,2,25.0,,9,,9,,9,6.0569,2,,9,,9,,3.061,3,39.83,2,28.49,2,649.9,6.0039,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,115,1207,33RO20100308,      A13.5,1,15,11006,2,20100327,236,-28.9998,1.7832,3632,799.4,4.4664,34.3132,2,34.3122,2,226.4,2,216.6,2,26.66,2,29.89,2,0.0,2,2.07,2,2.621,2,1.338,2,0.607,2,2188.1,2,2293.3,2,,9,,7.6319,2,25.0,,9,,9,,9,4.4688,2,,9,,9,,3.186,3,38.47,2,31.7,2,799.4,4.4045,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,114,1208,33RO20100308,      A13.5,1,14,11708,2,20100327,236,-28.9998,1.7832,3632,999.5,3.787,34.398,2,34.3969,2,191.3,2,191.2,6,41.8,2,32.46,2,0.0,2,2.26,2,1.462,2,0.714,2,0.265,2,2216.3,2,2306.9,2,1078.3,6,20.0,7.5942,2,25.0,,9,,9,,9,3.7888,2,,9,,9,,2.053,3,37.74,2,34.22,2,999.5,3.7132,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,113,1209,33RO20100308,      A13.5,1,13,11031,2,20100327,236,-28.9998,1.7832,3632,1199.2,3.2056,34.5492,2,34.5481,2,178.7,2,178.9,2,54.28,6,32.66,6,0.0,6,2.27,6,0.435,2,0.213,2,0.066,2,2235.6,2,2324.2,2,,9,,7.5855,2,25.0,,9,,9,,9,3.2054,2,,9,,9,,0.795,3,38.17,2,33.88,2,1199.2,3.1203,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,112,1210,33RO20100308,      A13.5,1,12,11027,2,20100327,236,-28.9998,1.7832,3632,1399.8,3.1192,34.6902,2,34.6893,2,187.7,2,188.8,2,51.08,6,30.09,6,0.0,6,2.08,6,0.122,2,0.058,2,0.0,2,2226.0,2,2325.4,2,1026.5,2,20.0,7.6162,2,25.0,,9,,9,,9,3.1187,2,,9,,9,,0.276,3,37.35,2,32.2,2,1399.8,3.0181,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,111,1211,33RO20100308,      A13.5,1,11,11707,2,20100327,236,-28.9998,1.7832,3632,1599.3,3.1042,34.7753,2,34.7753,2,200.9,2,201.6,6,46.38,2,27.67,2,0.0,2,1.9,2,0.047,2,0.023,2,0.032,2,2215.0,2,2324.8,2,949.5,2,20.0,7.6474,2,25.0,,9,,9,,9,3.104,2,,9,,9,,0.138,3,37.8,2,29.57,2,1599.3,2.9862,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,110,1212,33RO20100308,      A13.5,1,10,11003,2,20100327,236,-28.9998,1.7832,3632,1800.8,2.9979,34.8146,2,34.8132,2,210.7,2,211.3,2,45.57,2,26.3,2,0.0,2,1.8,2,,9,,9,,9,2208.2,2,2325.8,2,,9,,7.6664,2,25.0,,9,,9,,9,2.9984,2,,9,,9,,,9,39.59,2,27.79,2,1800.8,2.8636,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
51,109,1213,33RO20100308,      A13.5,1,9,11706,2,20100327,236,-28.9998,1.7832,3632,1998.8,2.8713,34.8307,2,34.8294,2,217.1,2,217.3,2,46.45,2,25.62,2,0.0,2,1.75,2,0.019,2,0.01,2,0.0,2,2206.5,2,2330.9,2,,9,,7.6768,2,25.0,,9,,9,,9,2.8715,2,,9,,9,,0.083,3,39.6,2,27.58,2,1998.8,2.7211,,,"['A13', 'A13.5', 'AJAX']",2010-03-08,2010-04-18,Bonnie
