,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CALCIUM,CALCIUM_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,SALTREF,SALTREF_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W,DSI30,DSI30_FLAG_W,CDOM_NASA,CDOM_NASA_FLAG_W,CDOM_UCSB,CDOM_UCSB_FLAG_W,D15N_NO2+NO3,D15N_NO2+NO3_FLAG_W,D18O_NO2+NO3,D18O_NO2+NO3_FLAG_W,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
1933,55.0,18.0,1934,320620140320,       P16S,1.0,18.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1036.0,4.7847,34.3216,2.0,34.3213,2.0,206.5,2.0,205.9,2.0,27.08,2.0,29.97,2.0,0.0,2.0,2.06,2.0,1.7,2.0,0.842,2.0,0.32,2.0,2189.1,2.0,2293.8,2.0,7.6986,2.0,20.0,,9.0,,9.0,,9.0,4.7852,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,2012.0,-38.3334,-150.0,34.4831,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,20.8585,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1934,55.0,17.0,1935,320620140320,       P16S,1.0,17.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1131.6,4.2178,34.3375,2.0,34.3374,2.0,199.4,2.0,199.3,2.0,35.29,2.0,31.45,2.0,0.0,2.0,2.17,2.0,1.29,2.0,0.648,2.0,0.22,2.0,2202.1,2.0,2300.4,2.0,7.6779,2.0,20.0,,9.0,,9.0,,9.0,4.2127,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,2009.0,-38.3333,-150.0,34.4993,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,21.1633,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1935,55.0,16.0,1936,320620140320,       P16S,1.0,16.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1235.0,3.6393,34.3721,2.0,34.3725,2.0,190.9,2.0,190.2,2.0,45.66,2.0,32.94,2.0,0.0,2.0,2.27,2.0,0.898,2.0,0.422,2.0,0.08,2.0,2218.3,2.0,2308.9,2.0,7.6588,2.0,20.0,,9.0,,9.0,,9.0,3.6374,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,2006.0,-38.3331,-150.0,34.5346,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,22.7381,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1936,55.0,15.0,1937,320620140320,       P16S,1.0,15.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1361.7,3.2405,34.4227,2.0,34.4226,2.0,180.6,2.0,181.0,2.0,55.63,2.0,33.81,2.0,0.0,2.0,2.34,2.0,0.517,2.0,0.251,2.0,0.06,2.0,2232.2,2.0,2319.7,2.0,7.6433,2.0,20.0,,9.0,,9.0,,9.0,3.243,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,2003.0,-38.3331,-150.0,34.5849,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,23.3985,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1937,55.0,14.0,1938,320620140320,       P16S,1.0,14.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1564.5,2.8492,34.5154,2.0,34.5151,2.0,166.8,2.0,166.9,2.0,73.32,2.0,34.57,2.0,0.0,2.0,2.39,2.0,0.137,2.0,0.057,2.0,0.06,2.0,2255.2,2.0,2340.3,2.0,7.6321,2.0,20.0,,9.0,,9.0,,9.0,2.8486,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1958.0,-38.3332,-150.0,34.6778,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,24.2011,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1938,55.0,13.0,1939,320620140320,       P16S,1.0,13.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1763.5,2.5755,34.5861,2.0,34.586,2.0,156.9,2.0,157.1,2.0,92.18,2.0,35.02,2.0,0.0,2.0,2.43,2.0,0.023,2.0,0.005,2.0,0.03,2.0,2276.7,2.0,2363.0,2.0,7.6326,2.0,20.0,,9.0,,9.0,,9.0,2.5751,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1953.0,-38.3332,-150.0,34.7491,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,25.0749,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1939,55.0,12.0,1940,320620140320,       P16S,1.0,12.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,1964.7,2.3862,34.6161,2.0,34.6151,2.0,152.8,2.0,152.5,2.0,103.42,2.0,35.34,2.0,0.0,2.0,2.46,2.0,0.01,2.0,0.0,2.0,0.0,2.0,2289.7,2.0,2377.4,2.0,7.6334,2.0,20.0,,9.0,,9.0,,9.0,2.3863,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1949.0,-38.3332,-150.0,34.7784,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,24.6278,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1940,55.0,11.0,1941,320620140320,       P16S,1.0,11.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,2234.6,2.1916,34.6376,2.0,34.6369,2.0,150.9,2.0,150.6,2.0,112.8,2.0,35.53,2.0,0.0,2.0,2.49,2.0,0.003,2.0,0.0,2.0,0.0,2.0,2299.9,2.0,2387.7,2.0,7.634,2.0,20.0,,9.0,,9.0,,9.0,2.1919,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1943.0,-38.3333,-150.0,34.8003,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,23.3782,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1941,55.0,10.0,1942,320620140320,       P16S,1.0,10.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,2534.8,2.0163,34.653,2.0,34.6523,2.0,150.6,2.0,150.8,2.0,120.13,2.0,35.73,2.0,0.0,2.0,2.5,2.0,0.002,2.0,0.0,2.0,0.0,2.0,2306.0,2.0,2394.7,2.0,7.634,2.0,20.0,,9.0,,9.0,,9.0,2.0162,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1937.0,-38.3334,-150.0001,34.8157,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,23.2461,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1942,55.0,9.0,1943,320620140320,       P16S,1.0,9.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,2833.7,1.8878,34.6642,2.0,34.6641,2.0,152.2,2.0,151.7,2.0,124.82,2.0,35.71,2.0,0.0,2.0,2.5,2.0,0.003,2.0,0.001,2.0,0.0,2.0,2310.6,6.0,2400.1,2.0,7.6362,2.0,20.0,,9.0,,9.0,,9.0,1.8876,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1931.0,-38.3335,-150.0001,34.8275,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,24.5872,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1943,55.0,8.0,1944,320620140320,       P16S,1.0,8.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,3135.9,1.7832,34.6772,2.0,34.6771,2.0,157.6,2.0,158.1,2.0,124.82,2.0,35.24,2.0,0.0,2.0,2.46,2.0,,9.0,,9.0,,9.0,2306.0,2.0,2397.7,2.0,7.6413,2.0,20.0,,9.0,,9.0,,9.0,1.7835,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1925.0,-38.3335,-150.0001,34.8406,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1944,55.0,7.0,1945,320620140320,       P16S,1.0,7.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,3433.5,1.6909,34.6961,2.0,34.6963,2.0,170.6,2.0,171.6,2.0,118.36,2.0,33.97,2.0,0.0,2.0,2.36,2.0,0.01,2.0,0.003,2.0,0.02,2.0,2289.8,2.0,2384.8,2.0,7.6547,2.0,20.0,,9.0,,9.0,,9.0,1.6909,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1918.0,-38.3336,-150.0001,34.8599,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,22.9311,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1945,55.0,6.0,1946,320620140320,       P16S,1.0,6.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,3735.0,1.5636,34.7139,2.0,34.7137,2.0,186.5,2.0,187.6,2.0,111.03,2.0,32.59,2.0,0.0,2.0,2.26,2.0,0.019,2.0,0.004,2.0,0.0,2.0,2271.9,2.0,2370.6,2.0,7.6681,2.0,20.0,,9.0,,9.0,,9.0,1.564,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1912.0,-38.3335,-150.0,34.8774,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,21.8338,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1946,55.0,5.0,1947,320620140320,       P16S,1.0,5.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,4133.9,1.3246,34.7149,2.0,34.7139,2.0,196.7,2.0,196.8,2.0,113.67,2.0,32.25,2.0,0.0,2.0,2.25,2.0,0.004,2.0,0.001,2.0,0.02,2.0,2267.5,2.0,2368.9,2.0,7.6751,2.0,20.0,,9.0,,9.0,,9.0,1.3238,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1904.0,-38.3335,-150.0,34.8776,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20.7467,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1947,55.0,4.0,1948,320620140320,       P16S,1.0,4.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,4536.6,1.1887,34.713,2.0,34.7118,2.0,201.4,2.0,201.1,2.0,117.29,2.0,32.35,2.0,0.0,2.0,2.23,2.0,,9.0,,9.0,,9.0,2267.0,2.0,2371.4,6.0,7.6795,2.0,20.0,,9.0,,9.0,,9.0,1.1891,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1856.0,-38.3335,-150.0,34.8754,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1948,55.0,3.0,1949,320620140320,       P16S,1.0,3.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,4934.7,1.1621,34.7114,2.0,34.7102,2.0,202.6,2.0,202.5,2.0,118.95,2.0,32.44,2.0,0.0,2.0,2.23,2.0,0.009,2.0,0.001,2.0,0.0,2.0,2268.3,2.0,2371.5,2.0,7.6794,2.0,20.0,,9.0,,9.0,,9.0,1.162,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1842.0,-38.3334,-149.9999,34.8739,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,20.7975,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1949,55.0,2.0,1950,320620140320,       P16S,1.0,2.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,5333.1,1.1588,34.7099,2.0,34.7086,2.0,203.3,2.0,203.4,2.0,119.93,2.0,32.4,2.0,0.0,2.0,2.24,2.0,0.026,2.0,0.004,2.0,0.02,2.0,2267.0,2.0,2369.0,2.0,7.6768,6.0,20.0,,9.0,,9.0,,9.0,1.1587,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1828.0,-38.3334,-149.9999,34.8723,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,21.021,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1950,55.0,1.0,1951,320620140320,       P16S,1.0,1.0,2.0,20140421.0,1819.0,-38.3335,-149.9999,5456.0,5551.4,1.1748,34.7095,2.0,34.709,2.0,203.6,2.0,203.5,2.0,120.32,2.0,32.42,2.0,0.0,2.0,2.24,2.0,0.033,2.0,0.008,2.0,0.01,2.0,2266.9,6.0,2369.4,2.0,7.6764,2.0,20.0,,9.0,,9.0,,9.0,1.1746,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140421.0,1819.0,-38.3335,-149.9999,34.8727,2.0,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,21.2039,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1951,56.0,36.0,1952,320620140320,       P16S,2.0,36.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,4.3,18.7599,34.9046,2.0,34.906,2.0,232.3,2.0,234.0,2.0,0.0,2.0,0.18,2.0,0.01,2.0,0.11,2.0,1.898,2.0,1.284,2.0,1.9,2.0,2044.5,2.0,2297.5,2.0,8.0389,2.0,20.0,,9.0,,9.0,,9.0,18.7595,2.0,1.34,2.0,43.0,2.0,,9.0,60.9,2.0,3.79,2.0,,9.0,,9.0,20140422.0,1029.0,-37.6668,-149.9998,35.0706,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,8.2499,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1952,56.0,35.0,1953,320620140320,       P16S,2.0,35.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,19.1,18.7608,34.9043,2.0,34.9046,2.0,233.5,2.0,234.0,2.0,0.0,2.0,0.16,2.0,0.0,2.0,0.11,2.0,2.174,2.0,1.322,2.0,1.42,2.0,2043.4,2.0,2298.3,2.0,8.039,2.0,20.0,,9.0,,9.0,,9.0,18.7626,2.0,,9.0,,9.0,,9.0,62.4,2.0,3.78,2.0,,9.0,,9.0,20140422.0,1027.0,-37.6668,-149.9998,35.0692,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,8.2601,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1953,56.0,34.0,1954,320620140320,       P16S,2.0,34.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,39.4,18.7695,34.9045,2.0,34.9046,2.0,234.4,2.0,234.1,2.0,0.0,2.0,0.14,2.0,0.0,2.0,0.11,2.0,1.777,2.0,1.262,2.0,1.77,2.0,2042.7,2.0,2297.2,2.0,8.0398,2.0,20.0,,9.0,,9.0,,9.0,18.7704,2.0,,9.0,,9.0,,9.0,61.4,2.0,3.8,2.0,,9.0,,9.0,20140422.0,1025.0,-37.6668,-149.9998,35.0692,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,8.0975,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1954,56.0,32.0,1955,320620140320,       P16S,2.0,32.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,64.5,16.8384,34.8189,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,16.4264,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140422.0,1023.0,-37.6668,-149.9998,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1955,56.0,33.0,1956,320620140320,       P16S,2.0,33.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,65.5,16.3556,34.7745,2.0,34.8081,2.0,244.5,2.0,259.0,2.0,0.0,2.0,0.21,2.0,0.01,2.0,0.15,2.0,2.427,2.0,1.522,2.0,1.54,2.0,2048.4,2.0,2293.7,2.0,8.0255,2.0,20.0,,9.0,,9.0,,9.0,16.4072,3.0,1.51,2.0,68.1,2.0,,9.0,59.5,2.0,3.39,2.0,,9.0,,9.0,20140422.0,1023.0,-37.6668,-149.9998,34.9722,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,9.591,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1956,56.0,30.0,1957,320620140320,       P16S,2.0,30.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,89.9,14.4336,34.8154,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,14.4355,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20140422.0,1021.0,-37.6668,-149.9998,,9.0,,9.0,,9.0,,1.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1957,56.0,31.0,1958,320620140320,       P16S,2.0,31.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,91.0,14.4175,34.8113,2.0,34.8207,2.0,259.8,2.0,259.7,2.0,0.0,2.0,0.44,2.0,0.02,2.0,0.18,2.0,2.098,2.0,1.604,2.0,1.78,2.0,2058.1,2.0,2295.4,6.0,8.0061,2.0,20.0,,9.0,,9.0,,9.0,14.4444,3.0,1.35,2.0,55.4,2.0,,9.0,57.5,2.0,4.27,2.0,,9.0,,9.0,20140422.0,1021.0,-37.6668,-149.9998,34.9849,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,10.0279,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1958,56.0,29.0,1959,320620140320,       P16S,2.0,29.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,134.3,12.5752,34.6422,2.0,34.6532,2.0,249.5,2.0,252.0,2.0,0.1,2.0,2.91,2.0,0.38,2.0,0.39,2.0,,9.0,,9.0,,9.0,2076.1,6.0,2286.8,2.0,7.959,2.0,20.0,,9.0,,9.0,,9.0,12.5686,2.0,1.4,2.0,40.1,2.0,,9.0,55.6,2.0,7.53,2.0,,9.0,,9.0,20140422.0,1019.0,-37.6668,-149.9998,34.8166,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1959,56.0,28.0,1960,320620140320,       P16S,2.0,28.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,184.5,10.7281,34.551,2.0,34.5497,2.0,246.3,2.0,244.2,2.0,0.49,2.0,9.3,2.0,0.02,2.0,0.74,2.0,2.646,2.0,1.842,2.0,1.93,2.0,2100.3,2.0,2281.8,2.0,7.8937,2.0,20.0,,9.0,,9.0,,9.0,10.7333,2.0,1.39,2.0,37.8,2.0,,9.0,49.6,2.0,13.96,2.0,,9.0,,9.0,20140422.0,1017.0,-37.6668,-149.9998,34.7126,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,14.3764,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1960,56.0,27.0,1961,320620140320,       P16S,2.0,27.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,235.8,9.5727,34.5518,2.0,34.5548,2.0,242.0,2.0,230.9,2.0,1.96,2.0,14.7,2.0,0.01,2.0,1.06,2.0,2.92,2.0,1.9,2.0,1.57,2.0,2123.2,2.0,2282.6,2.0,7.8387,2.0,20.0,,9.0,,9.0,,9.0,9.5662,2.0,1.2,2.0,52.6,2.0,,9.0,44.1,2.0,17.31,2.0,,9.0,,9.0,20140422.0,1015.0,-37.6668,-149.9998,34.7178,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,19.3548,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1961,56.0,26.0,1962,320620140320,       P16S,2.0,26.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,284.6,8.8456,34.5263,2.0,34.5268,2.0,240.7,2.0,243.2,2.0,2.54,2.0,15.88,2.0,0.01,2.0,1.11,2.0,,9.0,,9.0,,9.0,2127.1,2.0,2283.2,2.0,7.8313,2.0,20.0,,9.0,,9.0,,9.0,8.835,2.0,1.22,2.0,52.2,2.0,,9.0,46.5,2.0,18.31,2.0,,9.0,,9.0,20140422.0,1013.0,-37.6668,-149.9998,34.6896,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1962,56.0,25.0,1963,320620140320,       P16S,2.0,25.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,336.3,8.3799,34.4957,2.0,34.4977,2.0,244.5,2.0,245.6,2.0,2.93,2.0,17.16,2.0,0.01,2.0,1.2,2.0,3.377,2.0,1.992,2.0,1.67,2.0,2130.1,2.0,2282.4,2.0,7.8228,6.0,20.0,,9.0,,9.0,,9.0,8.383,2.0,1.17,2.0,15.2,2.0,,9.0,46.1,2.0,19.37,2.0,,9.0,,9.0,20140422.0,1011.0,-37.6668,-149.9998,34.6604,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,17.4854,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1963,56.0,24.0,1964,320620140320,       P16S,2.0,24.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,384.3,8.0153,34.4672,2.0,34.4392,3.0,247.0,2.0,247.7,2.0,3.71,2.0,18.38,2.0,0.01,2.0,1.26,2.0,,9.0,,9.0,,9.0,2131.7,2.0,2282.0,2.0,7.8152,2.0,20.0,,9.0,,9.0,,9.0,8.0154,2.0,1.19,2.0,25.7,2.0,,9.0,42.7,2.0,19.86,2.0,,9.0,,9.0,20140422.0,1009.0,-37.6668,-149.9998,34.6016,3.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1964,56.0,23.0,1965,320620140320,       P16S,2.0,23.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,465.2,7.6357,34.4324,2.0,34.4347,2.0,246.6,2.0,247.8,2.0,4.59,2.0,19.63,2.0,0.01,2.0,1.34,2.0,3.681,2.0,2.046,2.0,1.58,2.0,2136.2,2.0,2281.2,2.0,7.8063,2.0,20.0,,9.0,,9.0,,9.0,7.6424,2.0,1.28,2.0,21.5,2.0,,9.0,43.3,2.0,22.83,2.0,,9.0,,9.0,20140422.0,1006.0,-37.6668,-149.9998,34.5971,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,18.2474,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1965,56.0,22.0,1966,320620140320,       P16S,2.0,22.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,565.1,7.2189,34.3957,2.0,34.3953,2.0,243.4,2.0,244.6,2.0,5.67,2.0,21.33,2.0,0.0,2.0,1.46,2.0,3.656,2.0,1.982,2.0,1.31,2.0,2139.4,2.0,2280.4,2.0,7.7949,2.0,20.0,,9.0,,9.0,,9.0,7.2196,2.0,1.27,2.0,33.7,2.0,,9.0,41.2,2.0,23.52,2.0,,9.0,,9.0,20140422.0,1003.0,-37.6668,-149.9998,34.5575,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,17.2212,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1966,56.0,21.0,1967,320620140320,       P16S,2.0,21.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,664.4,6.8232,34.3611,2.0,34.3612,2.0,241.9,2.0,243.6,2.0,7.14,2.0,22.57,2.0,0.0,2.0,1.53,2.0,3.24,2.0,1.837,2.0,1.0,2.0,2142.1,2.0,2280.2,2.0,7.7878,2.0,20.0,,9.0,,9.0,,9.0,6.8224,2.0,1.28,2.0,9.8,2.0,,9.0,41.1,2.0,,9.0,,9.0,,9.0,20140422.0,1000.0,-37.6668,-149.9998,34.5232,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,17.2314,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1967,56.0,20.0,1968,320620140320,       P16S,2.0,20.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,766.3,6.3339,34.3309,2.0,34.3316,2.0,236.1,2.0,236.7,2.0,9.48,2.0,24.36,2.0,0.0,2.0,1.63,2.0,2.663,2.0,1.516,2.0,0.68,2.0,2148.2,2.0,2280.8,2.0,7.7735,2.0,20.0,,9.0,,9.0,,9.0,6.3321,2.0,1.33,2.0,-1.9,2.0,,9.0,41.4,2.0,,9.0,,9.0,,9.0,20140422.0,957.0,-37.6668,-149.9998,34.4934,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,16.7132,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1968,56.0,19.0,1969,320620140320,       P16S,2.0,19.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,866.3,5.8158,34.3152,2.0,34.3159,2.0,227.1,2.0,225.6,2.0,13.79,2.0,26.41,2.0,0.0,2.0,1.77,2.0,,9.0,,9.0,,9.0,2159.0,2.0,2283.4,2.0,7.7505,2.0,20.0,,9.0,,9.0,,9.0,5.8162,2.0,1.31,2.0,-36.7,2.0,,9.0,39.4,2.0,,9.0,,9.0,,9.0,20140422.0,954.0,-37.6668,-149.9998,34.4777,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
1969,56.0,18.0,1970,320620140320,       P16S,2.0,18.0,2.0,20140422.0,756.0,-37.6668,-149.9998,5636.0,964.6,5.2532,34.3177,2.0,34.318,2.0,214.4,2.0,212.0,2.0,21.31,2.0,28.76,2.0,0.0,2.0,1.96,2.0,2.099,2.0,1.06,2.0,0.33,2.0,2176.1,2.0,2290.2,2.0,7.7168,2.0,20.0,,9.0,,9.0,,9.0,5.2538,2.0,1.32,2.0,-57.2,2.0,,9.0,39.4,2.0,,9.0,,9.0,,9.0,20140422.0,952.0,-37.6668,-149.9998,34.4799,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,20.6451,2,"['P16', 'P16S']",2014-03-20,2014-05-05,Bonnie
