,STNNBR,SAMPNOfull,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,N2Ohy,N2O_FLAG_Why,CALCIUM,CALCIUM_FLAG_W,SAMPNO_U,DNSSAL,DNSSAL_FLAG_W,DNSSAL2,DNSSAL2_FLAG_W,SALNTY_DNSSAL,SALNTY_DNSSAL_FLAG_W,SALNTY_DNSSAL2,SALNTY_DNSSAL2_FLAG_W,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
0,1.0,101.0,33RO20180423,        I7N,1.0,1.0,11010.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,4356.6,0.9571,34.706,2.0,34.7097,2.0,184.8,2.0,,9.0,122.0,6.0,31.7,6.0,0.0,6.0,2.223,6.0,0.178,2.0,0.086,2.0,0.0069,2.0,2257.9,2.0,2365.7,2.0,7.5997,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,1.0,,9.0,,9.0,,9.0,,9.0,18.51955,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1,1.0,102.0,33RO20180423,        I7N,1.0,2.0,11101.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3950.9,1.1082,34.7137,2.0,34.7156,2.0,180.4,2.0,205.335,2.0,119.3,6.0,31.7,6.0,0.0,6.0,2.24,6.0,0.133,2.0,0.065,2.0,0.0064,2.0,2260.8,6.0,2372.1,2.0,7.6001,2.0,25.0,,9.0,,9.0,,,1.0,41.5,3.0,,1.0,,9.0,2.0,,9.0,,9.0,,9.0,,9.0,18.93383,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
2,1.0,103.0,33RO20180423,        I7N,1.0,3.0,11102.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3810.5,1.1585,34.7158,2.0,34.7163,2.0,178.1,2.0,203.39,2.0,118.9,6.0,31.8,6.0,0.0,6.0,2.255,6.0,0.111,2.0,0.054,2.0,0.0088,2.0,2259.5,2.0,2370.2,2.0,7.6002,6.0,25.0,,9.0,,9.0,,,1.0,40.7,3.0,,1.0,,9.0,3.0,,9.0,,9.0,,9.0,,9.0,18.71623,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
3,1.0,104.0,33RO20180423,        I7N,1.0,4.0,11103.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3667.5,1.2059,34.7171,2.0,34.7176,2.0,174.5,2.0,199.062,2.0,120.4,6.0,32.1,6.0,0.0,6.0,2.278,6.0,0.076,2.0,0.038,2.0,0.0183,2.0,2266.7,2.0,2375.1,6.0,7.5983,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,4.0,,9.0,,9.0,,9.0,,9.0,18.98656,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
4,1.0,105.0,33RO20180423,        I7N,1.0,5.0,11104.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3525.8,1.2661,34.7194,2.0,34.7247,2.0,172.0,2.0,196.186,2.0,120.4,2.0,32.0,2.0,0.0,2.0,2.28,2.0,0.059,2.0,0.03,2.0,0.0099,2.0,2269.7,2.0,2380.0,2.0,7.5985,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,5.0,,9.0,,9.0,,9.0,,9.0,19.28052,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
5,1.0,106.0,33RO20180423,        I7N,1.0,6.0,11105.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3224.2,1.5227,34.7314,2.0,34.736,2.0,169.0,2.0,191.978,2.0,113.9,2.0,31.6,2.0,0.0,2.0,2.249,2.0,0.049,2.0,0.024,2.0,0.0,2.0,2267.4,2.0,2373.3,2.0,7.6013,2.0,25.0,,9.0,,9.0,,,1.0,41.8,3.0,,1.0,,9.0,6.0,,9.0,,9.0,,9.0,,9.0,19.21955,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
6,1.0,107.0,33RO20180423,        I7N,1.0,7.0,11106.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,2925.3,1.8652,34.7462,2.0,34.7493,2.0,164.0,2.0,,9.0,106.8,2.0,31.4,2.0,0.0,2.0,2.234,2.0,0.025,2.0,0.014,2.0,0.0,2.0,2266.3,2.0,2373.1,2.0,7.6035,2.0,25.0,,9.0,,9.0,,,1.0,45.0,3.0,,1.0,,9.0,7.0,,9.0,,9.0,,9.0,,9.0,19.68323,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
7,1.0,108.0,33RO20180423,        I7N,1.0,8.0,11107.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,2626.0,2.1058,34.7498,2.0,34.7505,2.0,163.4,2.0,184.7185,2.0,98.1,2.0,31.0,2.0,0.0,2.0,2.223,2.0,0.024,2.0,0.012,2.0,0.0,2.0,2261.3,2.0,2368.6,2.0,7.6037,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,8.0,,9.0,,9.0,,9.0,,9.0,19.98233,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
8,1.0,109.0,33RO20180423,        I7N,1.0,9.0,11108.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,2327.1,2.2746,34.7376,2.0,34.744,2.0,163.5,2.0,182.989,2.0,92.3,2.0,31.0,2.0,0.0,2.0,2.212,2.0,0.037,2.0,0.019,2.0,0.0,2.0,2255.9,2.0,2362.5,2.0,7.602,2.0,25.0,,9.0,,9.0,,,1.0,44.2,3.0,,1.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,20.00439,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
9,1.0,110.0,33RO20180423,        I7N,1.0,10.0,11109.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,2025.1,2.4495,34.7043,2.0,,9.0,160.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,10.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
10,1.0,111.0,33RO20180423,        I7N,1.0,11.0,11110.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,1738.5,2.7592,34.6303,2.0,34.6568,2.0,155.2,2.0,171.867,2.0,80.7,2.0,32.8,2.0,0.0,2.0,2.319,2.0,0.177,2.0,0.087,2.0,0.0254,2.0,2250.8,2.0,2346.6,2.0,7.5723,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,11.0,,9.0,,9.0,,9.0,,9.0,21.79413,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
11,1.0,112.0,33RO20180423,        I7N,1.0,12.0,11111.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,1488.0,3.2668,34.5309,2.0,34.5432,2.0,154.6,2.0,170.179,2.0,67.5,2.0,33.4,2.0,0.0,2.0,2.362,2.0,0.486,2.0,0.238,2.0,0.0669,2.0,2241.7,6.0,2330.4,2.0,7.5638,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,12.0,,9.0,,9.0,,9.0,,9.0,22.43755,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
12,1.0,113.0,33RO20180423,        I7N,1.0,13.0,11112.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,1250.2,4.0443,34.4334,2.0,34.4363,2.0,166.1,2.0,181.588,2.0,50.4,2.0,32.2,2.0,0.0,2.0,2.29,2.0,1.14,2.0,0.563,2.0,0.2192,2.0,2219.4,2.0,2317.9,6.0,7.5824,2.0,25.0,,9.0,,9.0,,,1.0,44.6,3.0,,1.0,,9.0,13.0,,9.0,,9.0,,9.0,,9.0,21.29847,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
13,1.0,114.0,33RO20180423,        I7N,1.0,14.0,11113.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,1050.5,5.6759,34.4164,2.0,34.419,6.0,184.3,2.0,200.093,2.0,27.9,2.0,27.9,2.0,0.0,2.0,1.985,2.0,2.309,2.0,1.174,2.0,0.6045,2.0,2183.3,2.0,2307.9,3.0,7.6302,2.0,25.0,,9.0,,9.0,,,1.0,45.3,3.0,,1.0,,9.0,14.0,,9.0,,9.0,,9.0,,9.0,18.61388,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
14,1.0,115.0,33RO20180423,        I7N,1.0,15.0,11114.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,863.2,7.953,34.5717,2.0,34.5823,2.0,192.5,2.0,207.538,2.0,14.4,2.0,21.8,2.0,0.0,2.0,1.594,2.0,2.941,2.0,1.567,2.0,0.9031,2.0,2156.3,2.0,2295.8,2.0,7.6907,2.0,25.0,,9.0,,9.0,,,1.0,50.5,3.0,,1.0,,9.0,15.0,,9.0,,9.0,,9.0,,9.0,15.93207,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
15,1.0,116.0,33RO20180423,        I7N,1.0,16.0,11115.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,713.8,9.9225,34.7767,2.0,34.7861,2.0,205.1,2.0,220.347,2.0,7.0,2.0,15.4,2.0,0.0,2.0,1.224,2.0,3.29,2.0,1.807,2.0,1.308,2.0,2135.9,2.0,2297.7,2.0,7.7529,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,16.0,,9.0,,9.0,,9.0,,9.0,13.40068,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
16,1.0,117.0,33RO20180423,        I7N,1.0,17.0,11116.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,562.1,11.3736,34.9783,2.0,34.9827,2.0,215.6,2.0,230.506,2.0,4.3,2.0,10.8,2.0,0.0,2.0,0.942,2.0,3.184,2.0,1.835,2.0,1.6601,2.0,2126.0,2.0,2304.8,2.0,7.7985,2.0,25.0,,9.0,,9.0,,,1.0,49.4,3.0,,1.0,,9.0,17.0,,9.0,,9.0,,9.0,,9.0,11.70767,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
17,1.0,118.0,33RO20180423,        I7N,1.0,18.0,11117.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,413.5,12.625,35.1689,2.0,35.1717,2.0,215.0,2.0,228.841,2.0,3.7,2.0,8.0,2.0,0.0,2.0,0.77,2.0,2.953,2.0,1.75,2.0,1.7926,2.0,2117.2,2.0,2313.5,2.0,7.826,2.0,25.0,,9.0,,9.0,,,1.0,55.9,3.0,,1.0,,9.0,18.0,,9.0,,9.0,,9.0,,9.0,10.9266,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
18,1.0,119.0,33RO20180423,        I7N,1.0,19.0,11083.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,275.9,13.6939,35.3177,2.0,35.3187,2.0,213.2,2.0,226.614,2.0,3.5,2.0,5.9,2.0,0.0,2.0,0.641,2.0,2.771,2.0,1.653,2.0,1.8449,2.0,2112.0,2.0,2323.1,2.0,7.8517,2.0,25.0,,9.0,,9.0,,,1.0,55.6,3.0,,1.0,,9.0,19.0,,9.0,,9.0,,9.0,,9.0,10.59471,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
19,1.0,120.0,33RO20180423,        I7N,1.0,20.0,11118.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,188.1,15.0634,35.4522,2.0,35.4573,2.0,208.9,2.0,220.929,2.0,2.4,2.0,2.9,2.0,0.01,2.0,0.465,2.0,2.627,2.0,1.569,2.0,1.8171,2.0,2107.2,2.0,2330.6,2.0,7.8782,2.0,25.0,,9.0,,9.0,,,1.0,54.4,3.0,,1.0,,9.0,20.0,,9.0,,9.0,,9.0,,9.0,10.00595,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
20,1.0,121.0,33RO20180423,        I7N,1.0,21.0,11119.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,111.6,17.4672,35.6223,2.0,35.6293,2.0,216.0,2.0,228.338,2.0,1.7,2.0,0.0,2.0,0.1,2.0,0.215,2.0,2.338,2.0,1.428,2.0,1.8027,2.0,2081.0,2.0,2343.2,2.0,7.941,2.0,25.0,,9.0,,9.0,,,1.0,62.6,3.0,,1.0,,9.0,21.0,,9.0,,9.0,,9.0,,9.0,8.73298,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
21,1.0,122.0,33RO20180423,        I7N,1.0,22.0,11120.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,87.6,18.7679,35.681,2.0,35.681,2.0,223.6,2.0,235.464,2.0,1.6,2.0,0.0,2.0,0.0,2.0,0.138,2.0,2.25,2.0,1.377,2.0,1.7754,2.0,2066.6,2.0,2346.2,2.0,7.9693,6.0,25.0,,9.0,,9.0,,,1.0,67.0,3.0,,1.0,,9.0,22.0,,9.0,,9.0,,9.0,,9.0,8.3379,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
22,1.0,123.0,33RO20180423,        I7N,1.0,23.0,11121.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,39.0,22.9701,35.6184,2.0,35.6216,2.0,204.3,2.0,215.147,2.0,1.5,2.0,0.0,2.0,0.0,2.0,0.061,2.0,1.763,2.0,1.104,2.0,1.5916,2.0,2034.1,2.0,2333.8,6.0,8.0215,2.0,25.0,,9.0,,9.0,,,1.0,74.2,3.0,,1.0,,9.0,23.0,,9.0,,9.0,,9.0,,9.0,6.8215,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
23,1.0,124.0,33RO20180423,        I7N,1.0,24.0,11122.0,2.0,20180428.0,220.0,-30.0002,54.4595,4283.0,3.3,22.9597,35.6185,2.0,35.624,2.0,204.5,2.0,215.165,2.0,1.5,2.0,0.0,2.0,0.0,2.0,0.053,2.0,1.762,6.0,1.105,6.0,1.5847,6.0,2034.1,6.0,2331.8,2.0,8.0216,2.0,25.0,,9.0,,9.0,,,1.0,71.0,3.0,,1.0,,9.0,24.0,,9.0,,9.0,,9.0,,9.0,6.828935,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
24,2.0,101.0,33RO20180423,        I7N,1.0,1.0,11010.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,4980.6,0.9643,34.7028,2.0,34.7048,2.0,183.2,2.0,212.267,2.0,126.5,6.0,32.2,6.0,0.0,6.0,2.217,6.0,0.177,2.0,0.086,2.0,0.0,2.0,2258.9,6.0,2362.8,2.0,7.5975,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.2805,2.0,1.0,,9.0,,9.0,,9.0,,9.0,18.25713,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
25,2.0,102.0,33RO20180423,        I7N,1.0,2.0,11101.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,4424.8,0.9796,34.7069,2.0,34.7077,2.0,181.7,2.0,210.694,2.0,124.5,6.0,32.1,6.0,0.0,6.0,2.217,6.0,0.168,2.0,0.083,2.0,0.0082,2.0,2260.0,2.0,2362.3,2.0,7.598,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3096,2.0,2.0,,9.0,,9.0,,9.0,,9.0,18.16279,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
26,2.0,103.0,33RO20180423,        I7N,1.0,3.0,11102.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,3976.9,1.1119,34.7137,2.0,34.7146,2.0,177.5,2.0,205.846,2.0,123.2,6.0,32.1,6.0,0.0,6.0,2.216,6.0,,9.0,,9.0,,9.0,2261.7,2.0,2367.2,6.0,7.5992,6.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.2988,2.0,3.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
27,2.0,104.0,33RO20180423,        I7N,1.0,4.0,11103.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,3676.5,1.2453,34.7188,2.0,34.7195,2.0,172.0,2.0,198.408,2.0,123.2,6.0,32.4,6.0,0.0,6.0,2.236,6.0,0.072,2.0,0.037,2.0,0.0,2.0,2265.1,2.0,2374.6,2.0,7.5983,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3221,2.0,4.0,,9.0,,9.0,,9.0,,9.0,18.57574,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
28,2.0,105.0,33RO20180423,        I7N,1.0,5.0,11104.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,3375.6,1.4387,34.727,2.0,34.7266,2.0,167.4,2.0,192.536,2.0,120.9,2.0,32.3,2.0,0.0,2.0,2.245,2.0,,9.0,,9.0,,9.0,2272.6,2.0,2378.1,2.0,7.5991,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.3512,2.0,5.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
29,2.0,106.0,33RO20180423,        I7N,1.0,6.0,11105.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,3075.5,1.7237,34.7408,2.0,34.7403,2.0,163.6,2.0,187.2,2.0,113.9,2.0,31.9,2.0,0.0,2.0,2.241,2.0,0.027,2.0,0.014,2.0,0.0,2.0,2269.6,2.0,2376.3,2.0,7.6027,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3303,2.0,6.0,,9.0,,9.0,,9.0,,9.0,19.29345,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
30,2.0,107.0,33RO20180423,        I7N,1.0,7.0,11106.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,2776.5,1.9994,34.7507,2.0,34.7556,2.0,162.5,2.0,185.388,2.0,105.4,2.0,31.5,2.0,0.0,2.0,2.196,2.0,0.026,6.0,0.013,6.0,0.0058,6.0,2265.5,2.0,2371.8,2.0,7.6045,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3415,2.0,7.0,,9.0,,9.0,,9.0,,9.0,19.419385,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
31,2.0,108.0,33RO20180423,        I7N,1.0,8.0,11107.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,2476.8,2.1611,34.7462,2.0,34.7488,2.0,160.5,2.0,195.454,4.0,100.8,2.0,31.7,2.0,0.0,2.0,2.211,2.0,,9.0,,9.0,,9.0,2263.5,2.0,2370.6,2.0,7.6012,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.3214,2.0,8.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
32,2.0,109.0,33RO20180423,        I7N,1.0,9.0,11108.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,2176.7,2.3319,34.7289,2.0,34.7285,2.0,161.0,2.0,180.739,2.0,94.2,2.0,31.6,2.0,0.0,2.0,2.21,2.0,0.042,2.0,0.021,2.0,0.0,2.0,2258.2,2.0,2363.4,2.0,7.6027,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3128,2.0,9.0,,9.0,,9.0,,9.0,,9.0,20.00121,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
33,2.0,110.0,33RO20180423,        I7N,1.0,10.0,11109.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,1866.0,2.5705,34.6741,2.0,34.6741,2.0,157.1,2.0,176.51,2.0,87.4,2.0,32.5,2.0,0.0,2.0,2.266,2.0,,9.0,,9.0,,9.0,2253.6,2.0,2354.1,2.0,7.5815,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.2864,2.0,10.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
34,2.0,111.0,33RO20180423,        I7N,1.0,11.0,11110.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,1506.2,3.0823,34.5692,2.0,34.5799,2.0,152.4,2.0,174.805,4.0,74.8,2.0,33.6,2.0,0.0,2.0,2.345,2.0,0.318,2.0,0.158,2.0,0.0415,2.0,2247.3,6.0,2339.5,2.0,7.566,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.2601,2.0,11.0,,9.0,,9.0,,9.0,,9.0,21.89612,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
35,2.0,112.0,33RO20180423,        I7N,1.0,12.0,11111.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,1352.4,3.4626,34.4889,2.0,34.4892,2.0,158.1,2.0,174.1755,2.0,63.1,2.0,33.5,2.0,0.0,2.0,2.318,2.0,0.714,2.0,0.353,2.0,0.1454,2.0,2235.8,2.0,2328.8,2.0,7.5652,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.262,2.0,12.0,,9.0,,9.0,,9.0,,9.0,22.13221,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
36,2.0,113.0,33RO20180423,        I7N,1.0,13.0,11112.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,1151.1,4.3834,34.4053,2.0,34.4165,2.0,173.6,2.0,189.729,2.0,43.6,2.0,31.5,2.0,0.0,2.0,2.191,2.0,,9.0,,9.0,,9.0,2210.9,2.0,2309.5,6.0,7.5945,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.2288,2.0,13.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
37,2.0,114.0,33RO20180423,        I7N,1.0,14.0,11113.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,938.7,6.6854,34.4699,2.0,34.4737,2.0,187.1,2.0,203.595,2.0,21.3,2.0,25.7,2.0,0.0,2.0,1.795,2.0,,9.0,,9.0,,9.0,2172.1,2.0,2293.3,2.0,7.6553,6.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.2029,2.0,14.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
38,2.0,115.0,33RO20180423,        I7N,1.0,15.0,11114.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,788.0,8.644,34.626,2.0,34.6302,2.0,198.9,2.0,215.349,2.0,10.3,2.0,19.9,2.0,0.0,2.0,1.432,2.0,3.156,2.0,1.702,2.0,1.038,2.0,2150.8,2.0,2291.2,2.0,7.7159,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3006,3.0,15.0,,9.0,,9.0,,9.0,,9.0,14.33199,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
39,2.0,116.0,33RO20180423,        I7N,1.0,16.0,11115.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,639.0,10.3313,34.8247,2.0,34.8271,6.0,212.6,2.0,228.821,2.0,5.2,2.0,14.4,2.0,0.0,2.0,1.083,2.0,,9.0,,9.0,,9.0,2130.5,2.0,2297.4,2.0,7.7713,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.3225,2.0,16.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
40,2.0,117.0,33RO20180423,        I7N,1.0,17.0,11116.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,476.5,11.7971,35.0451,2.0,35.0502,2.0,215.0,2.0,230.412,2.0,4.0,2.0,10.7,2.0,0.0,2.0,0.869,2.0,3.115,2.0,1.809,2.0,1.7367,2.0,2125.6,2.0,2309.0,2.0,7.8075,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.3519,2.0,17.0,,9.0,,9.0,,9.0,,9.0,11.4736,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
41,2.0,118.0,33RO20180423,        I7N,1.0,18.0,11117.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,369.6,12.7279,35.1857,2.0,35.1908,2.0,215.1,2.0,229.658,2.0,3.5,2.0,8.5,2.0,0.0,2.0,0.752,2.0,,9.0,,9.0,,9.0,2119.7,2.0,2316.1,2.0,7.8296,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.433,2.0,18.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
42,2.0,119.0,33RO20180423,        I7N,1.0,19.0,11083.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,293.9,13.3682,35.2775,2.0,35.2789,2.0,214.3,2.0,228.357,2.0,3.2,2.0,7.1,2.0,0.0,2.0,0.665,2.0,2.825,2.0,1.688,2.0,1.8822,2.0,2116.7,2.0,2320.0,2.0,7.8447,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.4388,2.0,19.0,,9.0,,9.0,,9.0,,9.0,10.66273,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
43,2.0,120.0,33RO20180423,        I7N,1.0,20.0,11118.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,214.2,14.3195,35.3863,2.0,35.3902,2.0,208.4,2.0,221.635,2.0,2.8,2.0,5.4,2.0,0.0,2.0,0.565,2.0,,9.0,,9.0,,9.0,2113.4,2.0,2324.4,2.0,7.8609,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.4587,2.0,20.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
44,2.0,121.0,33RO20180423,        I7N,1.0,21.0,11119.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,164.9,15.4671,35.4864,2.0,35.4882,2.0,206.0,2.0,219.1025,2.0,2.2,2.0,3.1,2.0,0.02,2.0,0.439,2.0,2.561,2.0,1.548,2.0,1.8162,2.0,2106.4,2.0,2328.8,2.0,7.8848,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,10.4876,2.0,21.0,,9.0,,9.0,,9.0,,9.0,9.78564,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
45,2.0,122.0,33RO20180423,        I7N,1.0,22.0,11120.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,100.6,18.3222,35.6181,2.0,35.6222,2.0,222.2,2.0,235.122,2.0,1.4,2.0,0.0,2.0,0.0,2.0,0.147,2.0,,9.0,,9.0,,9.0,2070.1,2.0,2338.4,2.0,7.9607,6.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.5498,2.0,22.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
46,2.0,123.0,33RO20180423,        I7N,1.0,23.0,11121.0,2.0,20180428.0,846.0,-29.499,54.4968,4905.0,61.5,23.0722,35.676,2.0,35.683,2.0,203.8,2.0,215.805,2.0,1.3,2.0,0.0,2.0,0.0,2.0,0.051,2.0,,9.0,,9.0,,9.0,2040.5,2.0,2337.6,6.0,8.0208,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,10.5686,2.0,23.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
