,STNNBR,SAMPNOfull,EXPOCODE,SECT_ID,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,N2Ohy,N2O_FLAG_Why,CALCIUM,CALCIUM_FLAG_W,SAMPNO_U,DNSSAL,DNSSAL_FLAG_W,DNSSAL2,DNSSAL2_FLAG_W,SALNTY_DNSSAL,SALNTY_DNSSAL_FLAG_W,SALNTY_DNSSAL2,SALNTY_DNSSAL2_FLAG_W,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
1522,64.0,112.0,33RO20180423,        I7N,1.0,12.0,11111.0,2.0,20180515.0,18.0,-5.1057,55.2838,483.0,3.3,29.1212,34.8614,2.0,34.8602,2.0,185.9,2.0,195.093,2.0,2.2,2.0,0.0,2.0,0.0,2.0,0.119,2.0,1.411,2.0,0.903,2.0,1.3364,2.0,1963.6,6.0,2283.1,2.0,8.0764,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,12.0,,9.0,,9.0,,9.0,,9.0,6.32041,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1523,64.0,113.0,33RO20180423,        I7N,1.0,13.0,11112.0,2.0,20180515.0,18.0,-5.1057,55.2838,483.0,3.1,29.1204,34.8615,2.0,,9.0,185.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,13.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1524,65.0,101.0,33RO20180423,        I7N,1.0,1.0,11010.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,535.1,8.796,34.8931,2.0,34.8931,2.0,81.8,2.0,88.823,2.0,43.4,6.0,31.3,6.0,0.01,6.0,2.243,6.0,0.956,2.0,0.507,2.0,0.2848,2.0,2240.2,2.0,2322.2,6.0,7.5572,6.0,25.0,,9.0,,9.0,,,1.0,52.5,3.0,,1.0,,9.0,1.0,,9.0,,9.0,,9.0,,9.0,33.35495,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1525,65.0,102.0,33RO20180423,        I7N,1.0,2.0,11101.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,470.5,9.6875,34.8819,2.0,34.8993,2.0,110.5,2.0,117.277,2.0,29.4,6.0,27.0,6.0,0.01,6.0,1.906,6.0,1.694,2.0,0.908,2.0,0.5102,2.0,2209.1,2.0,2311.4,2.0,7.6047,2.0,25.0,,9.0,,9.0,,,1.0,51.6,3.0,,1.0,,9.0,2.0,,9.0,,9.0,,9.0,,9.0,28.45609,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1526,65.0,103.0,33RO20180423,        I7N,1.0,3.0,11102.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,417.2,10.1016,34.8942,2.0,34.8962,2.0,121.7,2.0,129.648,2.0,24.0,6.0,24.9,6.0,0.01,6.0,1.747,6.0,2.004,2.0,1.081,2.0,0.5768,2.0,2198.5,2.0,2308.6,2.0,7.6301,2.0,25.0,,9.0,,9.0,,,1.0,52.2,3.0,,1.0,,9.0,3.0,,9.0,,9.0,,9.0,,9.0,26.58767,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1527,65.0,104.0,33RO20180423,        I7N,1.0,4.0,11103.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,367.6,10.7698,34.9375,2.0,34.9379,2.0,123.7,2.0,132.245,2.0,20.7,6.0,23.3,6.0,0.01,6.0,1.626,6.0,2.147,2.0,1.175,2.0,0.725,2.0,2190.9,2.0,2307.6,2.0,7.6483,2.0,25.0,,9.0,,9.0,,,1.0,49.3,3.0,,1.0,,9.0,4.0,,9.0,,9.0,,9.0,,9.0,26.10921,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1528,65.0,105.0,33RO20180423,        I7N,1.0,5.0,11104.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,317.4,11.3285,34.9776,2.0,34.9811,2.0,125.0,2.0,133.3645,2.0,18.9,6.0,21.9,6.0,0.01,6.0,1.554,6.0,2.232,2.0,1.229,2.0,0.7781,2.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,1.0,61.1,3.0,,1.0,,9.0,5.0,,9.0,,9.0,,9.0,,9.0,25.87115,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1529,65.0,106.0,33RO20180423,        I7N,1.0,6.0,11105.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,267.6,12.632,35.057,2.0,35.0532,6.0,110.6,2.0,117.768,2.0,18.5,2.0,21.5,2.0,0.0,2.0,1.537,2.0,2.121,2.0,1.188,2.0,0.8288,2.0,2185.4,2.0,2309.6,2.0,7.6649,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,6.0,,9.0,,9.0,,9.0,,9.0,27.45414,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1530,65.0,107.0,33RO20180423,        I7N,1.0,7.0,11106.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,212.3,13.119,35.0932,2.0,35.094,2.0,111.2,2.0,118.564,2.0,17.6,2.0,20.6,2.0,0.0,2.0,1.481,2.0,2.131,2.0,1.207,2.0,0.8516,2.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,1.0,60.7,3.0,,1.0,,9.0,7.0,,9.0,,9.0,,9.0,,9.0,26.88948,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1531,65.0,108.0,33RO20180423,        I7N,1.0,8.0,11107.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,177.6,14.0149,35.1492,2.0,35.1453,2.0,111.4,2.0,118.949,2.0,16.2,2.0,19.4,2.0,0.01,2.0,1.417,2.0,2.129,6.0,1.22,6.0,0.9241,6.0,2177.7,2.0,2312.6,2.0,7.6952,2.0,25.0,,9.0,,9.0,,,1.0,54.9,3.0,,1.0,,9.0,8.0,,9.0,,9.0,,9.0,,9.0,25.833675,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1532,65.0,109.0,33RO20180423,        I7N,1.0,9.0,11108.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,142.7,15.2382,35.2158,2.0,35.2284,2.0,109.4,2.0,116.337,2.0,14.8,2.0,18.1,2.0,0.02,2.0,1.335,2.0,2.076,2.0,1.211,2.0,0.9632,2.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,1.0,58.2,3.0,,1.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,24.50138,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1533,65.0,110.0,33RO20180423,        I7N,1.0,10.0,11109.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,108.0,17.5648,35.3055,2.0,35.308,2.0,107.4,2.0,113.563,2.0,13.0,2.0,16.0,2.0,0.06,2.0,1.211,2.0,1.931,2.0,1.151,2.0,1.0298,2.0,2152.1,2.0,2316.3,2.0,7.7628,2.0,25.0,,9.0,,9.0,,,1.0,57.7,3.0,,1.0,,9.0,10.0,,9.0,,9.0,,9.0,,9.0,22.53248,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1534,65.0,111.0,33RO20180423,        I7N,1.0,11.0,11110.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,72.5,20.7298,35.3356,2.0,35.3379,2.0,126.2,2.0,132.49,2.0,9.8,2.0,11.1,2.0,0.22,2.0,0.921,2.0,1.795,2.0,1.09,2.0,1.1832,2.0,2115.0,2.0,2316.0,2.0,7.8472,2.0,25.0,,9.0,,9.0,,,1.0,72.6,3.0,,1.0,,9.0,11.0,,9.0,,9.0,,9.0,,9.0,18.12777,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1535,65.0,112.0,33RO20180423,        I7N,1.0,12.0,11111.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,45.6,23.5515,35.3766,2.0,35.3706,2.0,147.4,2.0,,9.0,6.8,2.0,6.5,2.0,0.43,2.0,0.681,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,81.2,3.0,,9.0,,9.0,12.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1536,65.0,113.0,33RO20180423,        I7N,1.0,13.0,11112.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,32.8,26.2165,35.4334,2.0,35.4324,2.0,178.7,2.0,183.683,2.0,3.7,2.0,0.8,2.0,0.2,2.0,0.353,2.0,1.592,2.0,1.0,2.0,1.334,2.0,2039.3,2.0,2320.8,2.0,7.9985,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,13.0,,9.0,,9.0,,9.0,,9.0,10.47901,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1537,65.0,114.0,33RO20180423,        I7N,1.0,14.0,11113.0,2.0,20180519.0,1824.0,-3.7122,55.4608,526.0,4.7,28.7136,35.4426,2.0,35.4442,2.0,186.1,2.0,194.479,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.164,2.0,1.427,2.0,0.913,2.0,1.3522,2.0,2000.8,6.0,2319.1,3.0,8.0652,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,14.0,,9.0,,9.0,,9.0,,9.0,6.45704,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1538,66.0,101.0,33RO20180423,        I7N,1.0,1.0,11010.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,3362.2,1.6657,34.7301,2.0,34.7428,2.0,149.0,2.0,168.756,2.0,129.9,6.0,34.4,6.0,0.0,6.0,2.385,6.0,0.004,2.0,0.003,2.0,0.0,2.0,2299.0,6.0,2403.1,2.0,7.5924,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,1.0,,9.0,,9.0,,9.0,,9.0,20.28992,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1539,66.0,102.0,33RO20180423,        I7N,1.0,2.0,11101.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,3128.7,1.7227,34.7319,2.0,34.7375,2.0,147.3,2.0,165.653,2.0,128.4,6.0,34.3,6.0,0.0,6.0,2.387,6.0,0.004,2.0,0.002,2.0,0.003,2.0,2298.7,2.0,2403.1,6.0,7.5901,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,2.0,,9.0,,9.0,,9.0,,9.0,20.8072,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1540,66.0,103.0,33RO20180423,        I7N,1.0,3.0,11102.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,2900.8,1.7669,34.7336,2.0,34.7346,2.0,145.9,2.0,163.986,2.0,127.4,6.0,34.4,6.0,0.0,6.0,2.407,6.0,0.003,2.0,0.003,2.0,0.0,2.0,2298.3,2.0,2400.3,2.0,7.5845,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,3.0,,9.0,,9.0,,9.0,,9.0,20.75151,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1541,66.0,104.0,33RO20180423,        I7N,1.0,4.0,11103.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,2601.2,1.9344,34.7404,2.0,34.7409,2.0,140.3,2.0,157.433,2.0,126.1,6.0,34.6,6.0,0.0,6.0,2.44,6.0,0.002,2.0,0.001,2.0,0.0,2.0,2300.5,2.0,2401.3,2.0,7.5799,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,4.0,,9.0,,9.0,,9.0,,9.0,21.75173,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1542,66.0,105.0,33RO20180423,        I7N,1.0,5.0,11104.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,2296.5,2.2346,34.7492,2.0,34.7538,2.0,132.6,2.0,148.283,2.0,122.9,6.0,34.7,6.0,0.0,6.0,2.471,6.0,0.003,6.0,0.002,6.0,0.0072,6.0,2301.8,2.0,2398.8,2.0,7.5695,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,5.0,,9.0,,9.0,,9.0,,9.0,22.884055,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1543,66.0,106.0,33RO20180423,        I7N,1.0,6.0,11105.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,1999.5,2.6403,34.7583,2.0,34.7723,2.0,123.9,2.0,137.962,2.0,119.0,2.0,35.3,2.0,0.01,2.0,2.51,2.0,0.005,2.0,0.002,2.0,0.0034,2.0,2300.0,2.0,2395.4,2.0,7.5562,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,6.0,,9.0,,9.0,,9.0,,9.0,24.56011,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1544,66.0,107.0,33RO20180423,        I7N,1.0,7.0,11106.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,1713.4,3.4164,34.7792,2.0,34.7776,2.0,107.0,2.0,118.542,2.0,110.3,2.0,36.1,2.0,0.01,2.0,2.59,2.0,0.008,2.0,0.005,2.0,0.0033,2.0,2302.7,2.0,2386.7,2.0,7.5346,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,7.0,,9.0,,9.0,,9.0,,9.0,27.70701,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1545,66.0,108.0,33RO20180423,        I7N,1.0,8.0,11107.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,1462.3,4.7263,34.8456,2.0,34.864,2.0,80.7,2.0,89.158,2.0,98.8,2.0,36.9,2.0,0.01,2.0,2.682,2.0,0.023,2.0,0.014,2.0,0.0,2.0,2306.1,2.0,2378.1,2.0,7.5052,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,8.0,,9.0,,9.0,,9.0,,9.0,32.93408,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1546,66.0,109.0,33RO20180423,        I7N,1.0,9.0,11108.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,1235.0,5.5298,34.8971,2.0,34.895,2.0,66.7,2.0,73.542,2.0,92.2,2.0,37.1,2.0,0.01,2.0,2.724,2.0,0.039,2.0,0.023,2.0,0.0088,2.0,2304.0,2.0,2371.8,6.0,7.4926,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,36.2516,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1547,66.0,110.0,33RO20180423,        I7N,1.0,10.0,11109.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,1033.4,6.4671,34.964,2.0,34.9637,2.0,53.9,2.0,59.704,2.0,84.1,2.0,36.9,2.0,0.0,2.0,2.739,2.0,0.07,2.0,0.041,2.0,0.0327,2.0,2302.0,2.0,2366.8,2.0,7.4833,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,10.0,,9.0,,9.0,,9.0,,9.0,39.16512,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1548,66.0,111.0,33RO20180423,        I7N,1.0,11.0,11110.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,850.7,6.7916,34.8567,2.0,34.8651,2.0,63.4,2.0,69.965,2.0,74.6,2.0,36.1,2.0,0.01,2.0,2.641,2.0,0.169,2.0,0.091,2.0,0.0784,2.0,2282.5,2.0,2352.4,2.0,7.4967,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,11.0,,9.0,,9.0,,9.0,,9.0,36.47296,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1549,66.0,112.0,33RO20180423,        I7N,1.0,12.0,11111.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,701.4,7.7484,34.844,2.0,,1.0,71.8,2.0,78.213,2.0,58.3,2.0,34.0,2.0,0.01,2.0,2.469,2.0,0.489,2.0,0.258,2.0,0.0671,2.0,2259.8,2.0,2334.9,2.0,7.5172,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,12.0,,9.0,,9.0,,9.0,,9.0,34.5846,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1550,66.0,113.0,33RO20180423,        I7N,1.0,13.0,11112.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,550.2,8.9276,34.8806,2.0,34.8813,2.0,89.2,2.0,96.534,2.0,39.4,2.0,30.4,2.0,0.01,2.0,2.185,2.0,1.145,2.0,0.602,2.0,0.2766,2.0,2230.0,6.0,2319.9,2.0,7.5625,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,13.0,,9.0,,9.0,,9.0,,9.0,31.86204,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1551,66.0,114.0,33RO20180423,        I7N,1.0,14.0,11113.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,433.2,10.1594,34.896,2.0,34.9139,2.0,115.0,2.0,122.603,2.0,24.7,2.0,25.7,2.0,0.01,2.0,1.792,2.0,1.929,2.0,1.036,2.0,0.5917,2.0,2198.0,2.0,2308.8,2.0,7.6209,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,14.0,,9.0,,9.0,,9.0,,9.0,27.37028,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1552,66.0,115.0,33RO20180423,        I7N,1.0,15.0,11114.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,383.2,10.5134,34.923,2.0,34.9267,2.0,128.2,2.0,136.423,2.0,20.5,2.0,23.5,2.0,0.01,2.0,1.648,2.0,2.223,2.0,1.201,2.0,0.7224,2.0,2185.8,2.0,2308.6,2.0,7.6504,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,15.0,,9.0,,9.0,,9.0,,9.0,25.42521,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1553,66.0,116.0,33RO20180423,        I7N,1.0,16.0,11115.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,333.4,11.0077,34.9549,2.0,34.9719,2.0,127.5,2.0,136.082,2.0,19.1,2.0,22.6,2.0,0.01,2.0,1.587,2.0,2.262,2.0,1.233,2.0,0.7867,2.0,2184.3,2.0,2310.4,2.0,7.6603,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,16.0,,9.0,,9.0,,9.0,,9.0,25.39847,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1554,66.0,117.0,33RO20180423,        I7N,1.0,17.0,11116.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,281.0,12.2691,35.0667,2.0,35.0643,2.0,127.9,2.0,136.669,2.0,16.1,2.0,20.0,2.0,0.01,2.0,1.433,2.0,2.33,2.0,1.305,2.0,0.9539,2.0,2174.2,2.0,2310.6,2.0,7.6903,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,17.0,,9.0,,9.0,,9.0,,9.0,24.52948,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1555,66.0,118.0,33RO20180423,        I7N,1.0,18.0,11117.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,231.7,13.056,35.1153,2.0,35.1237,2.0,122.8,2.0,131.833,2.0,15.6,2.0,19.3,2.0,0.01,2.0,1.402,2.0,2.271,2.0,1.292,2.0,0.988,2.0,2171.0,2.0,2312.6,2.0,7.6991,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,18.0,,9.0,,9.0,,9.0,,9.0,24.57875,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1556,66.0,119.0,33RO20180423,        I7N,1.0,19.0,11083.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,176.9,14.2041,35.1814,2.0,35.181,2.0,116.1,2.0,123.554,2.0,14.8,2.0,18.4,2.0,0.01,2.0,1.35,2.0,2.19,6.0,1.263,6.0,0.9696,6.0,2169.0,2.0,2316.0,2.0,7.7115,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,19.0,,9.0,,9.0,,9.0,,9.0,24.426795,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1557,66.0,120.0,33RO20180423,        I7N,1.0,20.0,11118.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,145.6,15.4801,35.2174,2.0,35.215,6.0,88.0,2.0,96.73,2.0,15.4,2.0,20.1,2.0,0.01,2.0,1.456,2.0,2.016,2.0,1.171,2.0,0.9241,2.0,2175.4,2.0,2313.5,2.0,7.6885,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,20.0,,9.0,,9.0,,9.0,,9.0,27.36788,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1558,66.0,121.0,33RO20180423,        I7N,1.0,21.0,11119.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,106.6,16.7595,35.2639,2.0,35.2677,2.0,87.7,2.0,94.6095,2.0,14.3,2.0,19.1,2.0,0.02,2.0,1.394,2.0,1.94,2.0,1.146,2.0,0.9725,2.0,2166.4,2.0,2315.2,2.0,7.7137,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,21.0,,9.0,,9.0,,9.0,,9.0,25.92839,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1559,66.0,122.0,33RO20180423,        I7N,1.0,22.0,11120.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,68.0,18.3588,35.3215,2.0,35.3203,2.0,110.9,2.0,117.167,2.0,12.2,2.0,14.7,2.0,0.05,2.0,1.123,2.0,1.881,2.0,1.125,2.0,1.1571,2.0,2137.8,2.0,2319.6,2.0,7.7906,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,22.0,,9.0,,9.0,,9.0,,9.0,20.91191,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1560,66.0,123.0,33RO20180423,        I7N,1.0,23.0,11121.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,28.8,27.3425,35.4525,2.0,35.4759,2.0,188.4,2.0,198.07,2.0,2.3,2.0,0.0,4.0,0.01,4.0,0.217,2.0,1.53,2.0,0.962,2.0,1.3268,2.0,2014.1,2.0,2324.2,6.0,8.0412,2.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,23.0,,9.0,,9.0,,9.0,,9.0,7.81219,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1561,66.0,124.0,33RO20180423,        I7N,1.0,24.0,11122.0,2.0,20180519.0,2330.0,-3.4798,55.7867,3316.0,3.3,28.8325,35.4326,2.0,35.4356,2.0,185.1,2.0,194.179,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.166,2.0,1.427,2.0,0.906,2.0,1.3757,2.0,1997.4,6.0,2320.3,2.0,8.066,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,24.0,,9.0,,9.0,,9.0,,9.0,6.35332,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1562,67.0,101.0,33RO20180423,        I7N,1.0,1.0,11010.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,3903.5,1.5236,34.7262,2.0,34.7264,2.0,151.9,2.0,173.464,2.0,132.6,6.0,34.1,6.0,0.0,6.0,2.342,6.0,0.008,2.0,0.005,2.0,0.0197,2.0,2302.9,2.0,2405.5,2.0,7.5959,6.0,25.0,,9.0,,9.0,,,1.0,,9.0,,1.0,,9.0,1.0,,9.0,,9.0,,9.0,,9.0,19.95855,2.0,['I07N'],2018-04-23,2018-06-06,Bonnie
1563,67.0,102.0,33RO20180423,        I7N,1.0,2.0,11101.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,3762.2,1.5435,34.7272,2.0,34.7637,2.0,150.8,2.0,171.992,2.0,132.2,6.0,34.1,6.0,0.0,6.0,2.35,6.0,,9.0,,9.0,,9.0,2301.8,2.0,2406.4,6.0,7.594,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1564,67.0,103.0,33RO20180423,        I7N,1.0,3.0,11102.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,3599.9,1.6034,34.7294,2.0,34.7328,6.0,148.3,2.0,169.207,2.0,131.8,6.0,34.1,6.0,0.0,6.0,2.362,6.0,,9.0,,9.0,,9.0,2300.6,2.0,2407.0,2.0,7.5915,2.0,25.0,,9.0,,9.0,,,9.0,39.4,3.0,,9.0,,9.0,3.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1565,67.0,104.0,33RO20180423,        I7N,1.0,4.0,11103.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,3300.4,1.681,34.7319,2.0,34.7335,2.0,146.0,2.0,166.994,2.0,130.6,6.0,34.3,6.0,0.0,6.0,2.371,6.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.5899,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1566,67.0,105.0,33RO20180423,        I7N,1.0,5.0,11104.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,3000.5,1.7397,34.7315,2.0,34.7328,2.0,147.0,2.0,167.082,2.0,126.4,6.0,34.1,6.0,0.0,6.0,2.342,6.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.589,2.0,25.0,,9.0,,9.0,,,9.0,41.7,3.0,,9.0,,9.0,5.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1567,67.0,106.0,33RO20180423,        I7N,1.0,6.0,11105.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,2700.1,1.8751,34.7392,2.0,34.74,2.0,140.4,2.0,158.857,2.0,127.5,2.0,34.5,2.0,0.0,2.0,2.388,2.0,,9.0,,9.0,,9.0,2304.0,2.0,2403.2,2.0,7.5806,2.0,25.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,6.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
1568,67.0,107.0,33RO20180423,        I7N,1.0,7.0,11106.0,2.0,20180520.0,406.0,-3.2358,55.996,3903.0,2400.6,2.151,34.7471,2.0,34.7622,2.0,133.8,2.0,152.72,2.0,124.5,2.0,34.8,2.0,0.0,2.0,2.417,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.5716,2.0,25.0,,9.0,,9.0,,,9.0,43.5,3.0,,9.0,,9.0,7.0,,9.0,,9.0,,9.0,,9.0,,,['I07N'],2018-04-23,2018-06-06,Bonnie
