,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,THETA,DELHER,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
1980,61.0,27.0,1981,096U20160426,       P15S,1.0,2027.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,350.7,10.832,34.855,2.0,34.8463,2.0,228.0,2.0,230.3,2.0,3.33,2.0,12.31,2.0,0.01,4.0,0.88,2.0,3.128,4.0,1.808,4.0,2.136,4.0,2125.5,2.0,2296.8,2.0,7.7908,2.0,25.0,,9.0,,9.0,0.85,3.0,31.8,2.0,2.0,,9.0,,9.0,,9.0,,9.0,10.7889,,13.1326,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1981,61.0,26.0,1982,096U20160426,       P15S,1.0,2026.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,400.3,10.038,34.732,2.0,34.716,2.0,220.8,2.0,222.2,2.0,4.09,2.0,15.25,2.0,0.0,4.0,1.06,2.0,3.177,2.0,1.796,2.0,1.599,2.0,2134.1,2.0,2290.8,2.0,7.7576,6.0,25.0,,9.0,,9.0,0.99,2.0,30.3,2.0,2.0,,9.0,,9.0,,9.0,,9.0,9.9911,,14.7358,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1982,61.0,25.0,1983,096U20160426,       P15S,1.0,2025.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,499.8,8.599,34.543,2.0,34.5348,2.0,226.8,2.0,229.6,2.0,4.64,2.0,18.48,2.0,0.0,4.0,1.25,2.0,3.466,2.0,1.938,2.0,1.382,2.0,2140.6,2.0,2284.7,2.0,7.7308,2.0,25.0,,9.0,,9.0,1.05,2.0,29.8,2.0,2.0,,9.0,,9.0,,9.0,,9.0,8.5456,,16.4088,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1983,61.0,24.0,1984,096U20160426,       P15S,1.0,2024.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,600.4,7.774,34.461,2.0,34.4598,2.0,229.5,2.0,231.5,2.0,6.12,2.0,20.78,2.0,0.0,4.0,1.39,2.0,3.548,2.0,1.906,2.0,1.232,2.0,2144.2,2.0,2283.6,2.0,7.7154,2.0,25.0,,9.0,,9.0,1.11,2.0,21.0,2.0,2.0,,9.0,,9.0,,9.0,,9.0,7.7131,,16.0637,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1984,61.0,23.0,1985,096U20160426,       P15S,1.0,2023.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,699.4,7.191,34.401,2.0,34.4019,2.0,232.7,2.0,235.1,2.0,7.19,2.0,22.13,2.0,0.0,4.0,1.48,2.0,3.518,2.0,1.844,2.0,1.002,2.0,2147.1,2.0,2282.9,2.0,7.7084,2.0,25.0,,9.0,,9.0,1.11,2.0,10.7,2.0,2.0,,9.0,,9.0,,9.0,,9.0,7.1228,,15.4672,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1985,61.0,22.0,1986,096U20160426,       P15S,1.0,2022.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,800.4,6.824,34.389,2.0,34.3869,2.0,224.1,2.0,227.0,2.0,10.01,2.0,23.74,2.0,0.0,4.0,1.59,2.0,2.95,2.0,1.515,2.0,0.687,2.0,2151.8,2.0,2284.4,2.0,7.6945,2.0,25.0,,9.0,,9.0,1.0,3.0,0.6,2.0,2.0,,9.0,,9.0,,9.0,,9.0,6.7476,,16.012,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1986,61.0,21.0,1987,096U20160426,       P15S,1.0,2021.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,899.0,6.32,34.36,2.0,34.3598,2.0,219.5,2.0,222.2,2.0,12.78,2.0,25.24,2.0,0.0,4.0,1.69,2.0,2.505,2.0,1.259,2.0,0.512,2.0,2159.1,2.0,2284.8,2.0,7.6806,2.0,25.0,,9.0,,9.0,1.28,2.0,-14.6,2.0,2.0,,9.0,,9.0,,9.0,,9.0,6.237,,16.4394,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1987,61.0,20.0,1988,096U20160426,       P15S,1.0,2020.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,999.1,5.732,34.343,2.0,34.3435,2.0,210.3,2.0,213.4,2.0,17.96,2.0,27.25,2.0,0.0,4.0,1.82,2.0,1.967,2.0,1.008,2.0,0.828,3.0,2169.1,6.0,2289.0,6.0,7.6624,2.0,25.0,,9.0,,9.0,1.25,2.0,-38.4,2.0,2.0,,9.0,,9.0,,9.0,,9.0,5.6435,,17.1447,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1988,61.0,19.0,1989,096U20160426,       P15S,1.0,2019.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1099.1,5.149,34.35,2.0,34.3508,2.0,200.0,2.0,209.8,3.0,25.62,2.0,29.17,2.0,0.0,4.0,1.96,2.0,1.33,2.0,0.662,2.0,0.234,2.0,2183.8,2.0,2293.8,2.0,7.6353,2.0,25.0,,9.0,,9.0,1.0,2.0,-70.8,2.0,2.0,,9.0,,9.0,,9.0,,9.0,5.0557,,18.5013,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1989,61.0,18.0,1990,096U20160426,       P15S,1.0,2018.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1199.5,4.606,34.371,2.0,34.3738,2.0,191.4,2.0,192.8,2.0,35.2,2.0,30.84,2.0,0.0,4.0,2.08,2.0,0.897,2.0,0.445,2.0,0.17,2.0,2199.8,2.0,2304.3,2.0,7.6173,2.0,25.0,,9.0,,9.0,0.86,2.0,-89.5,2.0,2.0,,9.0,,9.0,,9.0,,9.0,4.5082,,19.4055,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1990,61.0,17.0,1991,096U20160426,       P15S,1.0,2017.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1299.4,4.176,34.41,2.0,34.4112,2.0,183.1,2.0,184.6,2.0,45.22,2.0,31.83,2.0,0.0,4.0,2.16,2.0,0.627,2.0,0.321,2.0,0.08,2.0,2215.7,2.0,2314.7,2.0,7.6031,2.0,25.0,,9.0,,9.0,0.76,2.0,-113.5,2.0,2.0,,9.0,,9.0,,9.0,,9.0,4.0732,,20.2925,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1991,61.0,16.0,1992,096U20160426,       P15S,1.0,2016.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1382.2,3.818,34.441,2.0,34.4424,2.0,176.4,2.0,177.9,2.0,53.6,2.0,32.63,2.0,0.0,4.0,2.22,2.0,0.382,2.0,0.198,2.0,0.063,2.0,2227.8,2.0,2323.4,6.0,7.594,6.0,25.0,,9.0,,9.0,0.69,2.0,-124.8,2.0,2.0,,9.0,,9.0,,9.0,,9.0,3.7115,,20.8793,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1992,61.0,15.0,1993,096U20160426,       P15S,1.0,2015.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1599.9,3.118,34.52,2.0,34.5228,2.0,163.9,2.0,164.5,2.0,74.79,2.0,33.97,2.0,0.0,4.0,2.33,2.0,0.102,2.0,0.054,2.0,0.031,2.0,2255.1,2.0,2347.2,2.0,7.5784,2.0,25.0,,9.0,,9.0,0.44,2.0,-163.4,2.0,2.0,,9.0,,9.0,,9.0,,9.0,3.0004,,21.6992,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1993,61.0,14.0,1994,096U20160426,       P15S,1.0,2014.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1800.4,2.702,34.579,2.0,34.5789,2.0,156.1,2.0,156.6,2.0,90.96,2.0,34.58,2.0,0.0,4.0,2.38,2.0,,9.0,,9.0,,9.0,2275.3,2.0,2368.3,2.0,7.5714,2.0,25.0,,9.0,,9.0,0.44,2.0,-179.8,2.0,2.0,,9.0,,9.0,,9.0,,9.0,2.5725,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
1994,61.0,13.0,1995,096U20160426,       P15S,1.0,2013.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,1999.6,2.5,34.606,2.0,34.6054,2.0,152.3,2.0,152.7,2.0,100.45,2.0,34.94,2.0,0.0,4.0,2.41,2.0,0.02,6.0,0.013,6.0,0.0,6.0,2288.9,2.0,2379.8,2.0,7.5404,2.0,25.0,,9.0,,9.0,0.38,2.0,-198.6,2.0,2.0,,9.0,,9.0,,9.0,,9.0,2.3561,,21.757,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1995,61.0,12.0,1996,096U20160426,       P15S,1.0,2012.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,2249.5,2.327,34.626,2.0,34.6258,2.0,150.1,2.0,150.4,2.0,108.36,2.0,35.16,2.0,0.0,4.0,2.43,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.1637,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
1996,61.0,11.0,1997,096U20160426,       P15S,1.0,2011.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,2499.1,2.187,34.641,2.0,34.6414,2.0,149.4,2.0,149.8,2.0,114.07,2.0,35.29,2.0,0.0,4.0,2.44,2.0,0.008,2.0,0.006,2.0,0.007,2.0,2303.5,2.0,2395.0,2.0,,9.0,,,9.0,,9.0,0.28,2.0,-200.9,2.0,2.0,,9.0,,9.0,,9.0,,9.0,2.0033,,21.9661,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1997,61.0,10.0,1998,096U20160426,       P15S,1.0,2010.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,2726.3,2.047,34.657,2.0,34.6574,2.0,151.9,2.0,151.8,2.0,116.85,2.0,35.14,2.0,0.0,4.0,2.43,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.8447,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
1998,61.0,9.0,1999,096U20160426,       P15S,1.0,2009.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,2999.7,1.9,34.691,2.0,34.6916,2.0,167.6,2.0,169.3,2.0,108.56,2.0,33.48,2.0,0.0,4.0,2.3,2.0,0.034,2.0,0.02,2.0,0.05,3.0,2286.5,2.0,2382.2,2.0,,9.0,,,9.0,,9.0,0.35,2.0,-186.0,2.0,2.0,,9.0,,9.0,,9.0,,9.0,1.6743,,20.582,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
1999,61.0,8.0,2000,096U20160426,       P15S,1.0,2008.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,3300.7,1.723,34.723,2.0,34.7232,2.0,186.4,2.0,188.6,2.0,100.52,2.0,31.75,2.0,0.0,4.0,2.16,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.4713,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2000,61.0,7.0,2001,096U20160426,       P15S,1.0,2007.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,3599.6,1.459,34.726,2.0,34.7261,2.0,195.2,2.0,197.8,2.0,104.37,2.0,31.41,2.0,0.0,4.0,2.14,2.0,0.081,2.0,0.043,2.0,0.006,2.0,2261.3,2.0,2364.1,2.0,,9.0,,,9.0,,9.0,0.52,2.0,-159.2,2.0,2.0,,9.0,,9.0,,9.0,,9.0,1.1834,,18.762,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2001,61.0,6.0,2002,096U20160426,       P15S,1.0,2006.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,3900.4,1.25,34.72,2.0,34.7201,2.0,199.8,2.0,202.2,2.0,110.09,2.0,31.6,2.0,0.0,4.0,2.15,2.0,,9.0,,9.0,,9.0,2259.9,2.0,2364.4,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9485,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2002,61.0,5.0,2003,096U20160426,       P15S,1.0,2005.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,4201.2,1.087,34.714,2.0,34.713,2.0,203.1,2.0,205.0,2.0,115.2,2.0,31.79,2.0,0.0,4.0,2.17,2.0,0.136,2.0,0.07,2.0,0.028,2.0,2261.1,2.0,2366.4,2.0,,9.0,,,9.0,,9.0,0.5,2.0,-169.6,2.0,2.0,,9.0,,9.0,,9.0,,9.0,0.7578,,18.6201,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2003,61.0,4.0,2004,096U20160426,       P15S,1.0,2004.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,4500.8,1.014,34.709,2.0,34.7087,2.0,205.0,2.0,206.4,2.0,118.06,2.0,31.94,2.0,0.0,4.0,2.18,2.0,0.172,2.0,0.087,2.0,0.0,2.0,2262.1,2.0,2366.2,2.0,,9.0,,,9.0,,9.0,0.55,2.0,-163.7,2.0,2.0,,9.0,,9.0,,9.0,,9.0,0.6539,,18.7233,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2004,61.0,3.0,2005,096U20160426,       P15S,1.0,2003.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,4800.2,1.004,34.707,2.0,34.7075,2.0,206.3,2.0,207.2,2.0,119.41,2.0,31.98,2.0,0.0,4.0,2.18,2.0,0.214,2.0,0.107,2.0,0.101,2.0,2262.5,2.0,2365.3,6.0,,9.0,,,9.0,,9.0,0.44,2.0,-166.1,2.0,2.0,,9.0,,9.0,,9.0,,9.0,0.6099,,18.6806,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2005,61.0,2.0,2006,096U20160426,       P15S,1.0,2002.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,4900.6,1.006,34.707,2.0,34.7069,2.0,206.5,2.0,207.4,2.0,119.79,2.0,32.05,2.0,0.0,4.0,2.18,2.0,0.225,2.0,0.112,2.0,0.094,2.0,2262.6,6.0,2366.6,6.0,,9.0,,,9.0,,9.0,0.42,2.0,-158.3,2.0,2.0,,9.0,,9.0,,9.0,,9.0,0.6001,,18.5824,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2006,61.0,1.0,2007,096U20160426,       P15S,1.0,2001.0,2.0,20160531.0,1455.0,-38.1902,-171.5002,4948,5017.8,1.014,34.706,2.0,34.7066,2.0,206.4,2.0,207.3,2.0,119.96,2.0,32.06,2.0,0.0,4.0,2.18,2.0,0.231,2.0,0.116,2.0,0.046,2.0,2263.0,2.0,2365.3,2.0,,9.0,,,9.0,,9.0,0.43,2.0,-167.2,2.0,2.0,,9.0,,9.0,,9.0,,9.0,0.5939,,18.261,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2007,62.0,36.0,2008,096U20160426,       P15S,1.0,2036.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,4.1,16.658,35.215,2.0,35.2156,2.0,235.9,2.0,238.9,2.0,0.23,2.0,0.02,2.0,0.01,4.0,0.13,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.46,2.0,0.02,3.0,16.6573,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2008,62.0,35.0,2009,096U20160426,       P15S,1.0,2035.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,35.6,16.66,35.215,2.0,35.2149,2.0,235.9,2.0,238.5,2.0,0.23,2.0,0.02,2.0,0.01,4.0,0.13,2.0,2.376,2.0,1.428,2.0,1.85,2.0,2066.4,2.0,2316.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.48,2.0,0.02,3.0,16.6542,,8.1922,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2009,62.0,34.0,2010,096U20160426,       P15S,1.0,2034.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,59.2,16.663,35.215,2.0,35.2154,2.0,235.2,2.0,238.6,2.0,0.22,2.0,0.02,2.0,0.01,4.0,0.13,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.44,2.0,0.06,3.0,16.6534,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2010,62.0,33.0,2011,096U20160426,       P15S,1.0,2033.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,85.1,16.655,35.202,2.0,35.207,2.0,235.5,2.0,240.6,2.0,0.32,2.0,0.32,2.0,0.08,2.0,0.18,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.42,2.0,0.11,3.0,16.6412,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2011,62.0,32.0,2012,096U20160426,       P15S,1.0,2032.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,115.4,13.971,35.147,2.0,35.1444,2.0,234.4,2.0,236.2,2.0,0.82,2.0,3.27,2.0,0.16,2.0,0.38,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.3,2.0,0.12,3.0,13.9544,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2012,62.0,31.0,2013,096U20160426,       P15S,1.0,2031.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,165.7,12.951,35.093,2.0,35.0716,2.0,224.8,2.0,226.8,2.0,1.49,2.0,6.77,2.0,0.01,4.0,0.56,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,12.9283,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2013,62.0,30.0,2014,096U20160426,       P15S,1.0,2030.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,215.3,11.899,34.946,2.0,34.9139,2.0,221.7,2.0,223.8,2.0,2.09,2.0,9.84,2.0,0.01,4.0,0.75,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,11.8711,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2014,62.0,29.0,2015,096U20160426,       P15S,1.0,2029.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,265.9,11.186,34.846,2.0,34.8283,2.0,220.5,2.0,221.9,2.0,2.57,2.0,11.91,2.0,0.0,4.0,0.87,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,11.1528,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2015,62.0,28.0,2016,096U20160426,       P15S,1.0,2028.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,316.0,10.348,34.742,2.0,34.7387,2.0,218.4,2.0,220.1,2.0,3.16,2.0,14.21,2.0,0.0,4.0,1.01,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,10.3104,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2016,62.0,27.0,2017,096U20160426,       P15S,1.0,2027.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,366.0,9.416,34.634,2.0,34.6347,2.0,218.9,2.0,221.1,2.0,3.97,2.0,16.69,2.0,0.0,4.0,1.15,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,9.3749,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2017,62.0,26.0,2018,096U20160426,       P15S,1.0,2026.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,435.1,8.761,34.572,2.0,34.5595,2.0,219.4,2.0,223.8,2.0,4.93,2.0,18.75,2.0,0.0,4.0,1.28,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,8.7141,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2018,62.0,25.0,2019,096U20160426,       P15S,1.0,2025.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,536.1,7.878,34.467,2.0,34.4659,2.0,231.7,2.0,234.8,2.0,5.38,2.0,20.11,2.0,0.0,4.0,1.37,2.0,3.568,2.0,1.96,2.0,1.313,2.0,2143.7,2.0,2283.4,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,7.8235,,16.0639,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2019,62.0,24.0,2020,096U20160426,       P15S,1.0,2024.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,635.4,7.262,34.41,2.0,34.4075,2.0,230.7,2.0,234.6,2.0,6.79,2.0,21.97,2.0,0.0,4.0,1.48,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,7.1999,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2020,62.0,23.0,2021,096U20160426,       P15S,1.0,2023.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,736.3,6.756,34.368,2.0,34.3664,2.0,230.3,2.0,233.5,2.0,8.72,2.0,23.49,2.0,0.0,4.0,1.58,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,6.6864,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2021,62.0,22.0,2022,096U20160426,       P15S,1.0,2022.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,836.0,6.303,34.344,2.0,34.3433,2.0,224.5,2.0,227.7,2.0,11.54,2.0,25.04,2.0,0.0,4.0,1.69,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,6.2263,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2022,62.0,21.0,2023,096U20160426,       P15S,1.0,2021.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,935.8,5.81,34.334,2.0,34.3339,2.0,214.7,2.0,217.9,2.0,16.07,2.0,26.83,2.0,0.0,4.0,1.81,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,5.727,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2023,62.0,20.0,2024,096U20160426,       P15S,1.0,2020.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1034.3,5.266,34.333,2.0,34.3342,2.0,205.3,2.0,207.1,2.0,22.9,2.0,28.85,2.0,0.0,4.0,1.95,2.0,1.626,2.0,0.812,2.0,0.312,2.0,2182.0,6.0,2293.2,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,5.1778,,17.9855,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2024,62.0,19.0,2025,096U20160426,       P15S,1.0,2019.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1136.3,4.685,34.344,2.0,34.3433,2.0,196.8,2.0,199.3,2.0,30.09,2.0,30.41,2.0,0.0,4.0,2.06,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.5922,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2025,62.0,18.0,2026,096U20160426,       P15S,1.0,2018.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1235.3,4.166,34.36,2.0,34.3609,2.0,190.5,2.0,192.7,2.0,37.83,2.0,31.69,2.0,0.0,4.0,2.15,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.0691,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2026,62.0,17.0,2027,096U20160426,       P15S,1.0,2017.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1335.5,3.805,34.422,2.0,34.4246,2.0,178.9,2.0,180.8,2.0,50.71,2.0,32.65,2.0,0.0,4.0,2.24,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.7028,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2027,62.0,16.0,2028,096U20160426,       P15S,1.0,2016.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1465.4,3.295,34.477,2.0,34.4789,2.0,169.6,2.0,170.6,2.0,64.44,2.0,33.67,2.0,0.0,4.0,2.31,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.187,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2028,62.0,15.0,2029,096U20160426,       P15S,1.0,2015.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1664.0,2.907,34.549,2.0,34.5485,2.0,159.7,2.0,161.0,2.0,82.01,2.0,34.31,2.0,0.0,4.0,2.37,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.7865,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
2029,62.0,14.0,2030,096U20160426,       P15S,1.0,2014.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,1866.3,2.639,34.589,2.0,34.5897,2.0,154.7,2.0,155.3,2.0,94.72,2.0,34.76,2.0,0.0,4.0,2.41,2.0,0.035,2.0,0.022,2.0,0.0,2.0,2282.1,2.0,2372.8,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.5047,,21.8698,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
2030,62.0,13.0,2031,096U20160426,       P15S,1.0,2013.0,2.0,20160531.0,2149.0,-37.7601,-171.1973,5034,2085.7,2.432,34.614,2.0,34.614,2.0,151.1,2.0,151.7,2.0,103.8,2.0,35.14,2.0,0.0,4.0,2.44,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.2816,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
