,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,THETA,DELHER,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
282,9.0,5.0,283,096U20160426,       P15S,1.0,2005.0,2.0,20160508.0,911.0,-62.4988,-169.9979,2592,2086.3,1.046,34.719,2.0,34.7194,2.0,208.9,2.0,204.6,2.0,112.72,2.0,31.93,2.0,0.01,4.0,2.22,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9171,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
283,9.0,4.0,284,096U20160426,       P15S,1.0,2004.0,2.0,20160508.0,911.0,-62.4988,-169.9979,2592,2210.6,0.951,34.715,2.0,34.7144,2.0,210.1,2.0,206.2,2.0,115.88,2.0,32.08,2.0,0.01,4.0,2.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.8139,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
284,9.0,3.0,285,096U20160426,       P15S,1.0,2003.0,2.0,20160508.0,911.0,-62.4988,-169.9979,2592,2334.6,0.895,34.712,2.0,34.7121,2.0,210.7,2.0,205.4,2.0,118.3,2.0,32.18,2.0,0.01,4.0,2.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.881,2.0,10.25,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.7488,1.06,,,['P15S'],2016-04-26,2016-06-22,Bonnie
285,9.0,2.0,286,096U20160426,       P15S,1.0,2002.0,2.0,20160508.0,911.0,-62.4988,-169.9979,2592,2467.2,0.823,34.709,2.0,34.7092,2.0,211.2,2.0,206.1,2.0,123.11,2.0,32.34,2.0,0.01,4.0,2.25,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.842,2.0,10.17,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.6673,1.06,,,['P15S'],2016-04-26,2016-06-22,Bonnie
286,9.0,1.0,287,096U20160426,       P15S,1.0,2001.0,2.0,20160508.0,911.0,-62.4988,-169.9979,2592,2568.8,0.801,34.708,2.0,34.7087,2.0,211.2,2.0,206.1,2.0,126.52,2.0,32.42,2.0,0.01,4.0,2.25,2.0,,9.0,,9.0,,9.0,2265.0,2.0,2362.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.6372,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
287,11.0,36.0,288,096U20160426,       P15S,1.0,2036.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,5.5,0.878,34.07,2.0,34.07,2.0,331.5,2.0,320.8,2.0,42.57,2.0,29.83,2.0,0.26,2.0,2.09,2.0,5.284,2.0,2.841,2.0,3.126,2.0,2194.5,2.0,2297.3,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,22.29,2.0,6.91,2.0,0.26,2.0,0.06,3.0,0.8778,,14.8815,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
288,11.0,35.0,289,096U20160426,       P15S,1.0,2035.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,24.4,0.892,34.074,2.0,34.0636,2.0,331.5,2.0,320.7,2.0,42.62,2.0,29.85,2.0,0.25,2.0,2.07,2.0,5.107,6.0,2.805,6.0,3.03,6.0,2193.8,6.0,2296.6,6.0,7.6478,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.11,2.0,0.19,3.0,0.891,,15.2921,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
289,11.0,34.0,290,096U20160426,       P15S,1.0,2034.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,49.9,0.732,34.082,2.0,34.0757,2.0,334.0,2.0,323.2,2.0,44.51,2.0,29.83,2.0,0.26,2.0,2.07,2.0,5.197,2.0,2.836,2.0,3.116,2.0,2192.7,2.0,2300.0,2.0,7.6419,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.73,,15.2276,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
290,11.0,33.0,291,096U20160426,       P15S,1.0,2033.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,75.0,0.699,34.084,2.0,34.0851,2.0,333.3,2.0,322.8,2.0,45.26,2.0,29.78,2.0,0.27,2.0,2.07,2.0,5.139,2.0,2.845,2.0,3.108,2.0,2192.4,2.0,2299.7,2.0,7.6441,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.12,2.0,0.16,3.0,0.6959,,15.2799,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
291,11.0,32.0,292,096U20160426,       P15S,1.0,2032.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,101.8,0.686,34.084,2.0,34.0838,2.0,333.3,2.0,323.1,2.0,45.43,2.0,29.73,2.0,0.27,2.0,2.07,2.0,5.194,2.0,2.835,2.0,3.109,2.0,2195.5,2.0,2298.0,2.0,7.6413,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,22.49,6.0,6.81,6.0,0.1,2.0,0.2,3.0,0.6818,,15.3116,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
292,11.0,31.0,293,096U20160426,       P15S,1.0,2031.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,126.3,0.694,34.085,2.0,34.0866,2.0,332.9,2.0,322.0,2.0,45.56,2.0,29.83,2.0,0.26,2.0,2.07,2.0,,9.0,,9.0,,9.0,2196.7,2.0,2299.8,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.22,2.0,0.1,3.0,0.6888,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
293,11.0,30.0,294,096U20160426,       P15S,1.0,2030.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,149.4,0.85,34.122,2.0,34.128,2.0,320.0,2.0,305.4,2.0,48.02,2.0,30.63,2.0,0.21,2.0,2.13,2.0,4.839,2.0,2.63,2.0,2.828,2.0,2202.3,2.0,2302.5,6.0,7.6283,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.8436,,16.4591,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
294,11.0,29.0,295,096U20160426,       P15S,1.0,2029.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,201.8,1.51,34.337,2.0,34.3424,2.0,239.7,2.0,229.4,2.0,60.55,2.0,34.43,2.0,0.01,4.0,2.37,2.0,2.949,2.0,1.529,2.0,1.457,2.0,2238.4,2.0,2314.0,2.0,7.5574,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.5001,,21.2486,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
295,11.0,28.0,296,096U20160426,       P15S,1.0,2028.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,252.4,1.549,34.387,2.0,34.3699,2.0,233.9,2.0,222.0,2.0,63.88,2.0,34.6,2.0,0.01,4.0,2.38,2.0,2.684,2.0,1.406,2.0,1.32,2.0,2241.9,2.0,2318.2,2.0,7.5521,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.5364,,21.5036,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
296,11.0,27.0,297,096U20160426,       P15S,1.0,2027.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,301.0,2.068,34.477,2.0,34.4801,2.0,197.6,2.0,188.0,2.0,68.76,2.0,34.78,2.0,0.0,4.0,2.39,2.0,1.583,2.0,0.785,2.0,0.624,2.0,2252.1,2.0,2326.1,2.0,7.5423,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0515,,22.0533,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
297,11.0,26.0,298,096U20160426,       P15S,1.0,2026.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,350.6,2.276,34.532,2.0,34.5347,2.0,185.6,2.0,177.1,2.0,71.45,2.0,34.59,2.0,0.0,4.0,2.38,2.0,1.032,2.0,0.516,2.0,0.356,2.0,2257.5,2.0,2330.7,2.0,7.5447,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.256,,22.312,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
298,11.0,25.0,299,096U20160426,       P15S,1.0,2025.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,401.8,2.253,34.567,2.0,34.5595,2.0,182.9,2.0,175.9,2.0,73.7,2.0,34.5,2.0,0.0,4.0,2.37,2.0,0.959,2.0,0.467,2.0,0.32,2.0,2260.5,2.0,2330.8,2.0,7.5409,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.23,,22.3788,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
299,11.0,24.0,300,096U20160426,       P15S,1.0,2024.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,451.3,2.275,34.59,2.0,34.5865,2.0,181.8,2.0,173.9,2.0,74.85,2.0,34.19,2.0,0.0,4.0,2.35,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.5337,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.2489,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
300,11.0,23.0,301,096U20160426,       P15S,1.0,2023.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,502.9,2.275,34.615,2.0,34.6144,2.0,181.2,2.0,173.5,2.0,76.43,2.0,33.8,2.0,0.0,4.0,2.32,2.0,0.608,2.0,0.302,2.0,0.161,2.0,2261.9,2.0,2336.0,2.0,7.5508,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.2457,,21.3601,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
301,11.0,22.0,302,096U20160426,       P15S,1.0,2022.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,599.9,2.225,34.648,2.0,34.6509,2.0,182.8,2.0,175.3,2.0,78.73,2.0,33.22,2.0,0.0,4.0,2.28,2.0,0.48,2.0,0.234,2.0,0.121,2.0,2261.1,2.0,2339.9,2.0,7.5478,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.1897,,20.8397,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
302,11.0,21.0,303,096U20160426,       P15S,1.0,2021.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,702.1,2.184,34.682,2.0,34.6821,2.0,185.5,2.0,178.2,2.0,80.48,2.0,32.57,2.0,0.0,4.0,2.24,2.0,0.352,2.0,0.173,2.0,0.067,2.0,2261.2,2.0,2342.1,2.0,7.5733,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.1423,,20.282,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
303,11.0,20.0,304,096U20160426,       P15S,1.0,2020.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,799.1,2.1,34.701,2.0,34.7022,2.0,188.2,2.0,181.0,2.0,82.35,2.0,32.2,2.0,0.0,4.0,2.21,2.0,0.324,2.0,0.157,2.0,0.071,2.0,2256.6,2.0,2344.2,6.0,7.57,6.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0524,,19.7646,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
304,11.0,19.0,305,096U20160426,       P15S,1.0,2019.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,900.5,2.06,34.715,2.0,34.7151,2.0,190.6,2.0,183.6,2.0,83.69,2.0,31.8,2.0,0.0,4.0,2.18,2.0,0.254,2.0,0.129,2.0,0.098,2.0,2257.7,2.0,2346.1,2.0,7.5838,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0059,,19.6621,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
305,11.0,18.0,306,096U20160426,       P15S,1.0,2018.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,998.5,1.988,34.726,2.0,34.7254,2.0,192.9,2.0,186.1,2.0,85.43,2.0,31.51,2.0,0.0,4.0,2.17,2.0,0.229,6.0,0.114,6.0,0.065,6.0,2259.8,2.0,2346.6,2.0,7.5899,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.9278,,19.1711,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
306,11.0,17.0,307,096U20160426,       P15S,1.0,2017.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1100.2,1.896,34.732,2.0,34.7322,2.0,195.3,3.0,188.4,2.0,87.73,2.0,31.39,2.0,0.0,4.0,2.15,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.5661,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.8295,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
307,11.0,16.0,308,096U20160426,       P15S,1.0,2016.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1201.6,1.813,34.737,2.0,34.7367,2.0,197.4,2.0,190.7,2.0,89.96,2.0,31.25,2.0,0.0,4.0,2.14,2.0,0.187,2.0,0.095,2.0,0.043,2.0,2256.8,6.0,2350.6,6.0,7.5949,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.7402,,19.303,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
308,11.0,15.0,309,096U20160426,       P15S,1.0,2015.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1302.0,1.749,34.738,2.0,34.738,2.0,198.7,2.0,192.1,2.0,91.95,2.0,31.22,2.0,0.0,4.0,2.14,2.0,0.187,2.0,0.091,2.0,0.06,2.0,2256.6,2.0,2351.2,2.0,7.5797,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.6697,,18.6296,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
309,11.0,14.0,310,096U20160426,       P15S,1.0,2014.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1400.4,1.649,34.739,2.0,34.7393,2.0,200.5,2.0,194.0,2.0,94.96,2.0,31.25,2.0,0.0,4.0,2.15,2.0,0.162,2.0,0.08,2.0,0.036,2.0,2261.5,2.0,2353.5,2.0,7.5856,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.5637,,19.1948,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
310,11.0,13.0,311,096U20160426,       P15S,1.0,2013.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1502.3,1.556,34.738,2.0,34.7377,2.0,201.8,2.0,195.9,2.0,97.69,2.0,31.3,2.0,0.0,4.0,2.15,2.0,0.15,2.0,0.075,2.0,0.058,2.0,2262.5,2.0,2355.3,2.0,7.6065,6.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.4643,,18.605,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
311,11.0,12.0,312,096U20160426,       P15S,1.0,2012.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1601.3,1.489,34.736,2.0,34.7361,2.0,202.9,3.0,196.7,2.0,99.74,2.0,31.36,2.0,0.0,4.0,2.16,2.0,0.15,2.0,0.075,2.0,0.032,2.0,2260.1,2.0,2356.4,2.0,7.6063,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.3908,,18.9884,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
312,11.0,11.0,313,096U20160426,       P15S,1.0,2011.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1701.9,1.404,34.734,2.0,34.7335,2.0,204.0,2.0,197.8,2.0,102.1,2.0,31.44,2.0,0.0,4.0,2.16,2.0,0.152,2.0,0.077,2.0,0.0,2.0,2261.4,2.0,2357.5,2.0,7.6061,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.2994,,18.7608,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
313,11.0,10.0,314,096U20160426,       P15S,1.0,2010.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1800.7,1.327,34.731,2.0,34.7307,2.0,205.1,2.0,198.9,2.0,104.35,2.0,31.57,2.0,0.0,4.0,2.17,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.6057,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.216,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
314,11.0,9.0,315,096U20160426,       P15S,1.0,2009.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1898.0,1.255,34.728,2.0,34.7281,2.0,205.8,2.0,199.9,2.0,106.42,2.0,31.64,2.0,0.0,4.0,2.18,2.0,0.162,2.0,0.081,2.0,0.064,2.0,2266.4,2.0,2358.0,2.0,7.6065,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.1376,,18.6089,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
315,11.0,8.0,316,096U20160426,       P15S,1.0,2008.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,1999.2,1.192,34.725,2.0,34.7252,2.0,206.8,2.0,200.9,2.0,108.37,2.0,31.74,2.0,0.0,4.0,2.19,2.0,0.17,2.0,0.083,2.0,0.0,2.0,2265.9,2.0,2359.9,2.0,7.6023,2.0,25.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.0676,,18.1018,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
316,11.0,7.0,317,096U20160426,       P15S,1.0,2007.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,2202.5,1.065,34.72,2.0,34.7195,2.0,208.4,2.0,202.8,2.0,112.36,2.0,31.9,2.0,0.0,4.0,2.2,2.0,0.179,2.0,0.092,2.0,0.057,2.0,2262.5,2.0,2360.2,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9266,,18.0229,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
317,11.0,6.0,318,096U20160426,       P15S,1.0,2006.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,2402.1,0.946,34.714,2.0,34.7111,2.0,209.9,2.0,204.6,2.0,116.44,2.0,32.11,2.0,0.0,4.0,2.22,2.0,0.215,2.0,0.103,2.0,0.053,2.0,2265.0,2.0,2361.4,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.7934,,18.1673,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
318,11.0,5.0,319,096U20160426,       P15S,1.0,2005.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,2601.2,0.847,34.71,2.0,34.7093,2.0,210.9,2.0,205.7,2.0,122.85,2.0,32.33,2.0,0.0,4.0,2.23,2.0,0.236,2.0,0.113,2.0,0.06,2.0,2265.3,2.0,2362.2,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.6796,,17.9998,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
319,11.0,4.0,320,096U20160426,       P15S,1.0,2004.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,2797.8,0.815,34.708,2.0,34.7071,2.0,210.9,2.0,205.9,2.0,126.16,2.0,32.35,2.0,0.0,4.0,2.24,2.0,0.24,2.0,0.119,2.0,0.054,2.0,2266.0,2.0,2361.9,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.6312,,18.3676,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
320,11.0,3.0,321,096U20160426,       P15S,1.0,2003.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,2994.7,0.809,34.707,2.0,34.7058,2.0,210.8,2.0,205.8,2.0,129.94,2.0,32.5,2.0,0.0,4.0,2.24,2.0,0.248,6.0,0.12,6.0,0.084,6.0,2267.6,2.0,2362.8,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.6078,,17.9365,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
321,11.0,2.0,322,096U20160426,       P15S,1.0,2002.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,3199.5,0.819,34.706,2.0,34.7059,2.0,210.8,2.0,205.9,2.0,131.41,2.0,32.55,2.0,0.0,4.0,2.24,2.0,0.251,2.0,0.122,2.0,0.099,2.0,2270.3,6.0,2362.4,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.5987,,17.9879,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
322,11.0,1.0,323,096U20160426,       P15S,1.0,2001.0,2.0,20160508.0,1819.0,-62.0027,-169.9948,3268,3296.5,0.829,34.706,2.0,34.7056,2.0,210.7,2.0,206.0,2.0,131.13,2.0,32.55,2.0,0.0,4.0,2.24,2.0,0.248,2.0,0.123,2.0,0.062,2.0,2270.2,2.0,2362.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.5993,,18.3884,3.0,['P15S'],2016-04-26,2016-06-22,Bonnie
323,12.0,36.0,324,096U20160426,       P15S,1.0,2036.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,8.1,1.441,34.039,2.0,34.039,2.0,330.4,2.0,320.0,2.0,31.69,2.0,29.38,2.0,0.26,2.0,2.05,2.0,,9.0,,9.0,,9.0,2185.0,2.0,2293.2,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.21,2.0,0.11,3.0,1.4406,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
324,12.0,35.0,325,096U20160426,       P15S,1.0,2035.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,33.7,1.44,34.037,2.0,34.0378,2.0,330.2,2.0,320.1,2.0,31.66,2.0,29.32,2.0,0.27,2.0,2.05,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.15,2.0,0.14,3.0,1.4384,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
325,12.0,34.0,326,096U20160426,       P15S,1.0,2034.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,58.9,1.444,34.038,2.0,34.0292,2.0,330.0,2.0,320.0,2.0,31.62,2.0,29.32,2.0,0.26,2.0,2.05,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.77,2.0,-1.3,2.0,,9.0,,9.0,,,9.0,,9.0,0.2,2.0,0.12,3.0,1.4412,1.08,,,['P15S'],2016-04-26,2016-06-22,Bonnie
326,12.0,33.0,327,096U20160426,       P15S,1.0,2033.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,84.7,1.448,34.042,2.0,34.0443,2.0,329.4,2.0,319.4,2.0,31.84,2.0,29.33,2.0,0.26,2.0,2.05,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.11,2.0,0.19,3.0,1.444,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
327,12.0,32.0,328,096U20160426,       P15S,1.0,2032.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,109.9,1.451,34.044,2.0,34.0425,2.0,328.7,2.0,319.1,2.0,31.94,2.0,29.32,2.0,0.26,2.0,2.06,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.4458,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
328,12.0,31.0,329,096U20160426,       P15S,1.0,2031.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,136.3,1.453,34.044,2.0,34.0454,2.0,328.5,2.0,318.9,2.0,32.05,2.0,29.32,2.0,0.26,2.0,2.05,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,0.29,2.0,-0.02,3.0,1.4465,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
329,12.0,30.0,330,096U20160426,       P15S,1.0,2030.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,164.9,1.594,34.085,2.0,34.0942,2.0,298.8,2.0,297.0,2.0,35.97,2.0,30.38,2.0,0.19,2.0,2.12,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.5859,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
330,12.0,29.0,331,096U20160426,       P15S,1.0,2029.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,214.8,2.094,34.288,2.0,34.2849,2.0,232.8,2.0,226.0,2.0,51.32,2.0,33.79,2.0,0.01,4.0,2.32,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0824,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
331,12.0,28.0,332,096U20160426,       P15S,1.0,2028.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,263.8,2.292,34.349,2.0,34.3512,2.0,213.5,2.0,204.8,2.0,56.09,2.0,34.32,2.0,0.01,4.0,2.36,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.2772,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
332,12.0,27.0,333,096U20160426,       P15S,1.0,2027.0,2.0,20160509.0,50.0,-61.492,-169.9923,3466,315.0,2.263,34.403,2.0,34.4112,2.0,203.2,2.0,193.5,2.0,61.68,2.0,34.6,2.0,0.01,4.0,2.38,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.2453,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
