,STNNBR,CASTNO,CTDPRS,Unnamed: 0,EXPOCODE,SECT_ID,SAMPNO,BTLNBR,BTLNBR_FLAG_W,BTLNBR_U,BTLNBR_U_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,SBE35,SBE35_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0,Cruise,N2O,d15Nbulk,d18O,SP,woce_lines,startDate,endDate,source,N2O_FLAG_W
1632,73.0,1.0,3580.6,1549,49NZ20070724,        P01,11.0,,2.0,11.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.4964,2.0,34.6738,2.0,34.6737,2.0,133.81,2.0,133.75,2.0,158.44,2.0,37.35,2.0,0.0,2.0,2.638,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,0.006,4.0,1.49644,2.0,0.47,0.14,0.01,0.017,,9.0,,,9.0,,1.2221,27.7681,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1633,73.0,1.0,3830.4,1550,49NZ20070724,        P01,10.0,,2.0,10.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.4798,2.0,34.6788,2.0,34.6788,2.0,140.3,2.0,140.16,2.0,157.51,2.0,36.96,2.0,0.0,2.0,2.613,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.47973,2.0,0.47,0.14,0.01,0.017,,9.0,,,9.0,,1.1798,27.7751,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1634,73.0,1.0,4081.2,1551,49NZ20070724,        P01,9.0,,2.0,9.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.4759,2.0,34.6828,2.0,34.6826,2.0,144.64,2.0,144.58,2.0,157.29,2.0,36.65,2.0,0.0,2.0,2.586,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,0.007,4.0,1.47598,2.0,0.47,0.14,0.01,0.016,,9.0,,,9.0,,1.1488,27.7804,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1635,73.0,1.0,4331.1,1552,49NZ20070724,        P01,8.0,,2.0,8.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.4847,2.0,34.6852,2.0,34.6851,6.0,147.46,2.0,147.5,2.0,157.58,2.0,36.53,2.0,0.0,2.0,2.585,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.48474,2.0,0.47,0.14,0.01,0.016,,9.0,,,9.0,,1.1295,27.7837,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1636,73.0,1.0,4581.2,1553,49NZ20070724,        P01,7.0,,2.0,7.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.5005,2.0,34.6871,2.0,34.6873,2.0,149.28,2.0,149.39,2.0,158.22,2.0,36.38,2.0,0.01,2.0,2.561,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,0.029,4.0,1.50052,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.1161,27.7861,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1637,73.0,1.0,4831.0,1554,49NZ20070724,        P01,6.0,,2.0,6.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.5259,2.0,34.6878,2.0,34.6877,2.0,149.86,2.0,150.03,2.0,159.78,2.0,36.41,2.0,0.01,2.0,2.566,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.52586,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.1112,27.787,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1638,73.0,1.0,5080.5,1555,49NZ20070724,        P01,5.0,,2.0,5.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.5513,2.0,34.6884,2.0,34.6879,2.0,151.12,2.0,151.2,2.0,158.65,2.0,36.23,2.0,0.01,2.0,2.545,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,0.069,4.0,1.5513,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.1055,27.7879,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1639,73.0,1.0,5330.4,1556,49NZ20070724,        P01,4.0,,2.0,4.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.5777,2.0,34.689,2.0,34.6892,2.0,152.25,2.0,152.38,2.0,158.52,2.0,36.13,2.0,0.01,2.0,2.548,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.57776,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.0999,27.7887,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1640,73.0,1.0,5531.4,1559,49NZ20070724,        P01,1.0,,2.0,1.0,2.0,20070818.0,947.0,47.0022,-167.083,5427,2.0,1.6025,2.0,34.689,2.0,34.6891,6.0,152.51,2.0,152.95,2.0,157.58,2.0,36.19,2.0,0.0,2.0,2.547,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,0.043,4.0,1.60247,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.0982,27.7889,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1641,74.0,1.0,10.4,1560,49NZ20070724,        P01,36.0,,2.0,36.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,14.4132,2.0,32.737,2.0,32.741,2.0,267.67,2.0,268.27,2.0,10.65,2.0,9.21,2.0,0.15,2.0,0.972,2.0,3.095,2.0,1.759,2.0,0.292,2.0,2008.9,2.0,2210.5,2.0,7.907,6.0,25.0,,9.0,,,9.0,,,9.0,14.41269,2.0,0.14,0.06,0.01,0.013,,9.0,,,9.0,,14.4117,24.3531,MR07-04,10.36654,7.47253,44.65863,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1642,74.0,1.0,10.4,1594,49NZ20070724,        P01,2.0,,9.0,2.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,14.4085,2.0,32.7387,2.0,,9.0,267.87,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,14.40662,2.0,,,,,,9.0,,,9.0,,14.407,24.3554,MR07-04,10.36654,7.47253,44.65863,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1643,74.0,1.0,10.5,1593,49NZ20070724,        P01,3.0,,9.0,3.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,14.4082,2.0,32.7395,2.0,,9.0,268.46,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,14.40597,2.0,,,,,,9.0,,,9.0,,14.4067,24.3561,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1644,74.0,1.0,49.1,1561,49NZ20070724,        P01,35.0,,2.0,35.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,5.9752,2.0,33.1001,2.0,33.1012,2.0,309.51,2.0,311.84,2.0,24.0,2.0,14.75,2.0,0.33,2.0,1.372,2.0,4.596,2.0,2.563,2.0,0.402,2.0,2079.1,6.0,2227.5,2.0,7.7858,2.0,25.0,,9.0,,,9.0,,,9.0,5.9683,2.0,0.17,0.07,0.01,0.014,,9.0,,,9.0,,5.9712,26.0551,MR07-04,13.62468,7.47485,45.41103,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1645,74.0,1.0,100.0,1562,49NZ20070724,        P01,34.0,,2.0,34.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,5.1005,2.0,33.3074,2.0,33.2962,2.0,282.09,2.0,286.2,2.0,28.86,2.0,18.6,2.0,0.02,2.0,1.519,2.0,4.49,2.0,2.497,2.0,0.365,2.0,2108.2,2.0,2237.4,6.0,7.7323,2.0,25.0,,9.0,,,9.0,,,9.0,5.09931,2.0,0.18,0.08,0.01,0.014,,9.0,,,9.0,,5.0929,26.3229,MR07-04,15.97763,6.90184,45.67729,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1646,74.0,1.0,150.1,1563,49NZ20070724,        P01,33.0,,2.0,33.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,5.5053,2.0,33.7363,2.0,33.7363,2.0,224.86,2.0,227.51,2.0,39.74,2.0,23.63,2.0,0.01,2.0,1.79,2.0,3.895,6.0,2.111,6.0,0.263,6.0,2163.1,2.0,2265.0,2.0,7.6505,6.0,25.0,,9.0,,,9.0,,,9.0,5.50566,2.0,0.21,0.1,0.01,0.015,,9.0,,,9.0,,5.4933,26.616,MR07-04,20.42209,7.76748,47.99376,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1647,74.0,1.0,200.7,1564,49NZ20070724,        P01,32.0,,2.0,32.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,4.6856,2.0,33.7623,2.0,33.7616,2.0,169.93,2.0,171.16,2.0,56.06,2.0,30.02,2.0,0.01,2.0,2.228,2.0,3.402,2.0,1.784,2.0,0.226,2.0,2214.4,2.0,2276.4,2.0,7.5351,2.0,25.0,,9.0,,,9.0,,,9.0,4.68609,2.0,0.24,0.12,0.01,0.016,,9.0,,,9.0,,4.6708,26.7307,MR07-04,28.12106,7.94399,50.60916,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1648,74.0,1.0,250.3,1565,49NZ20070724,        P01,31.0,,2.0,31.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.9107,2.0,33.7655,2.0,33.7642,6.0,127.95,2.0,129.71,2.0,69.98,2.0,35.2,2.0,0.01,2.0,2.577,2.0,3.099,2.0,1.588,2.0,0.213,2.0,2256.5,2.0,2283.6,2.0,7.437,2.0,25.0,,9.0,,,9.0,,,9.0,3.91072,2.0,0.27,0.13,0.01,0.016,,9.0,,,9.0,,3.8937,26.8149,MR07-04,33.45226,7.88124,52.72309,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1649,74.0,1.0,277.9,1566,49NZ20070724,        P01,30.0,,2.0,30.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,4.2421,2.0,33.8614,2.0,33.8638,2.0,114.64,2.0,114.22,2.0,73.6,2.0,35.58,2.0,0.01,2.0,2.596,2.0,2.624,2.0,1.331,2.0,0.171,2.0,2263.5,2.0,2291.8,2.0,7.4372,2.0,25.0,,9.0,,,9.0,,,9.0,4.24268,2.0,0.28,0.13,0.01,0.016,,9.0,,,9.0,,4.2224,26.8575,MR07-04,35.94157,8.1728,53.23408,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1650,74.0,1.0,371.0,1567,49NZ20070724,        P01,29.0,,2.0,29.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,4.0394,2.0,33.9843,2.0,33.9822,2.0,71.22,2.0,71.47,2.0,89.07,2.0,39.51,2.0,0.01,2.0,2.85,2.0,1.842,2.0,0.911,2.0,0.113,2.0,2301.8,2.0,2308.4,2.0,7.3716,2.0,25.0,,9.0,,,9.0,,,9.0,4.03732,2.0,0.31,0.14,0.01,0.017,,9.0,,,9.0,,4.0133,26.9768,MR07-04,41.72579,8.10865,55.83247,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1651,74.0,1.0,470.8,1568,49NZ20070724,        P01,28.0,,2.0,28.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.8033,2.0,34.0649,2.0,34.0675,6.0,40.68,2.0,40.11,2.0,102.63,2.0,42.35,2.0,0.0,2.0,3.026,2.0,1.241,2.0,0.598,2.0,0.084,2.0,2332.0,2.0,2322.7,2.0,7.3251,2.0,25.0,,9.0,,,9.0,,,9.0,3.80354,2.0,0.34,0.15,0.01,0.018,,9.0,,,9.0,,3.7707,27.0655,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1652,74.0,1.0,569.8,1569,49NZ20070724,        P01,27.0,,2.0,27.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.7455,2.0,34.1811,2.0,34.1811,2.0,35.47,2.0,35.64,2.0,111.66,2.0,42.22,2.0,0.01,2.0,3.035,2.0,0.723,2.0,0.346,2.0,0.047,2.0,2341.0,2.0,2339.2,2.0,7.3431,2.0,25.0,,9.0,,,9.0,,,9.0,3.74568,2.0,0.36,0.15,0.01,0.018,,9.0,,,9.0,,3.7057,27.1645,MR07-04,48.30648,11.26181,63.23729,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1653,74.0,1.0,672.7,1570,49NZ20070724,        P01,26.0,,2.0,26.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.4284,2.0,34.2375,2.0,34.2369,2.0,25.43,2.0,25.6,2.0,122.57,2.0,43.22,2.0,0.01,2.0,3.1,2.0,0.474,6.0,0.228,6.0,0.031,6.0,2359.8,6.0,2350.3,2.0,7.3244,2.0,25.0,,9.0,,,9.0,,,9.0,3.42833,2.0,0.39,0.15,0.01,0.018,,9.0,,,9.0,,3.3825,27.2408,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1654,74.0,1.0,770.7,1571,49NZ20070724,        P01,25.0,,2.0,25.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.2103,2.0,34.2939,2.0,34.2932,2.0,23.49,2.0,23.7,2.0,130.78,2.0,43.48,2.0,0.0,2.0,3.12,2.0,0.304,2.0,0.147,2.0,0.018,2.0,2368.6,2.0,2361.6,6.0,7.3309,2.0,25.0,,9.0,,,9.0,,,9.0,3.21023,2.0,0.41,0.15,0.01,0.018,,9.0,,,9.0,,3.1584,27.3069,MR07-04,52.44471,8.66347,60.1326,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1655,74.0,1.0,872.4,1572,49NZ20070724,        P01,24.0,,2.0,24.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,3.023,2.0,34.3441,2.0,34.3433,2.0,24.19,2.0,24.3,2.0,136.81,2.0,43.46,2.0,0.01,2.0,3.114,2.0,0.196,2.0,0.097,2.0,0.017,2.0,2374.9,2.0,2370.2,2.0,7.3386,6.0,25.0,,9.0,,,9.0,,,9.0,3.0232,2.0,0.42,0.15,0.01,0.018,,9.0,,,9.0,,2.9647,27.3647,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1656,74.0,1.0,971.3,1573,49NZ20070724,        P01,23.0,,2.0,23.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,2.8674,2.0,34.3842,2.0,34.3822,6.0,25.43,2.0,25.39,2.0,141.96,2.0,43.57,2.0,0.0,2.0,3.126,2.0,0.129,2.0,0.064,2.0,0.011,2.0,2381.7,2.0,2377.5,2.0,7.3436,2.0,25.0,,9.0,,,9.0,,,9.0,2.86751,2.0,0.43,0.15,0.01,0.018,,9.0,,,9.0,,2.8029,27.4112,MR07-04,50.841,8.68894,59.52408,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1657,74.0,1.0,1130.7,1574,49NZ20070724,        P01,22.0,,2.0,22.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,2.6526,2.0,34.4309,2.0,34.4304,2.0,27.3,2.0,27.45,2.0,148.74,2.0,43.69,2.0,0.0,2.0,3.123,2.0,0.069,2.0,0.035,2.0,0.006,2.0,2385.9,2.0,2388.3,2.0,7.3528,2.0,25.0,,9.0,,,9.0,,,9.0,2.65276,2.0,0.45,0.16,0.01,0.018,,9.0,,,9.0,,2.5779,27.4681,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1658,74.0,1.0,1328.9,1575,49NZ20070724,        P01,21.0,,2.0,21.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,2.4356,2.0,34.4744,2.0,34.4745,2.0,30.21,2.0,30.25,2.0,155.95,2.0,43.62,2.0,0.0,2.0,3.108,2.0,0.038,2.0,0.017,2.0,0.008,2.0,2391.0,2.0,2394.5,2.0,7.3614,2.0,25.0,,9.0,,,9.0,,,9.0,2.43554,2.0,0.46,0.15,0.01,0.018,,9.0,,,9.0,,2.3478,27.5224,MR07-04,48.06366,8.50845,59.18665,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1659,74.0,1.0,1527.7,1576,49NZ20070724,        P01,20.0,,2.0,20.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,2.2592,2.0,34.5148,2.0,34.5144,2.0,35.35,2.0,35.46,2.0,161.17,2.0,43.43,2.0,0.0,2.0,3.09,2.0,0.014,2.0,0.006,2.0,0.01,2.0,2393.8,2.0,2402.4,2.0,7.373,2.0,25.0,,9.0,,,9.0,,,9.0,2.25919,2.0,0.47,0.15,0.01,0.018,,9.0,,,9.0,,2.1579,27.5703,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1660,74.0,1.0,1730.0,1577,49NZ20070724,        P01,19.0,,2.0,19.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,2.1151,2.0,34.5484,2.0,34.548,2.0,43.55,2.0,43.66,2.0,164.36,2.0,43.07,2.0,0.0,2.0,3.051,2.0,0.002,2.0,0.001,2.0,0.006,2.0,2393.8,2.0,2408.4,2.0,7.3921,2.0,25.0,,9.0,,,9.0,,,9.0,2.11485,2.0,0.48,0.15,0.01,0.018,,9.0,,,9.0,,1.9995,27.6099,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1661,74.0,1.0,1930.6,1578,49NZ20070724,        P01,18.0,,2.0,18.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.9775,2.0,34.5785,2.0,34.5788,2.0,54.21,2.0,54.62,2.0,166.24,2.0,42.29,2.0,0.01,2.0,3.007,2.0,0.004,2.0,0.004,2.0,0.0,2.0,2389.8,2.0,2412.9,2.0,7.4128,2.0,25.0,,9.0,,,9.0,,,9.0,1.97727,2.0,0.48,0.15,0.01,0.018,,9.0,,,9.0,,1.8473,27.6459,MR07-04,41.36609,9.5327,59.3362,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1662,74.0,1.0,2131.3,1579,49NZ20070724,        P01,17.0,,2.0,17.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.8697,2.0,34.6007,2.0,34.6012,2.0,65.76,2.0,65.9,2.0,167.85,2.0,41.8,2.0,0.0,2.0,2.952,2.0,,9.0,,9.0,,9.0,2385.4,2.0,2416.0,2.0,7.4369,2.0,25.0,,9.0,,,9.0,,,9.0,1.86956,2.0,0.49,0.15,0.01,0.017,,9.0,,,9.0,,1.7243,27.6731,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1663,74.0,1.0,2332.3,1580,49NZ20070724,        P01,16.0,,2.0,16.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.7791,2.0,34.6184,2.0,34.6184,2.0,77.42,2.0,77.53,2.0,167.67,2.0,41.04,2.0,0.0,2.0,2.899,2.0,,9.0,,9.0,,9.0,2379.0,6.0,2418.0,2.0,7.4586,2.0,25.0,,9.0,,,9.0,,,9.0,1.77883,2.0,0.49,0.15,0.01,0.017,,9.0,,,9.0,,1.6179,27.6953,MR07-04,34.26004,9.60981,58.33523,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1664,74.0,1.0,2531.0,1581,49NZ20070724,        P01,15.0,,2.0,15.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.7039,2.0,34.6322,2.0,34.6324,6.0,89.16,2.0,89.46,2.0,166.79,2.0,40.3,2.0,0.0,2.0,2.847,2.0,,9.0,,9.0,,9.0,2372.9,2.0,2419.3,6.0,7.4804,2.0,25.0,,9.0,,,9.0,,,9.0,1.70374,2.0,0.49,0.15,0.01,0.017,,9.0,,,9.0,,1.5265,27.7131,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1665,74.0,1.0,2731.1,1582,49NZ20070724,        P01,14.0,,2.0,14.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.641,2.0,34.6441,2.0,34.6441,2.0,99.86,2.0,100.12,2.0,165.42,2.0,39.66,2.0,0.0,2.0,2.795,2.0,,9.0,,9.0,,9.0,2365.8,2.0,2420.8,2.0,7.5012,6.0,25.0,,9.0,,,9.0,,,9.0,1.64095,2.0,0.48,0.14,0.01,0.017,,9.0,,,9.0,,1.4465,27.7284,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1666,74.0,1.0,2930.1,1583,49NZ20070724,        P01,13.0,,2.0,13.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.5953,2.0,34.6529,2.0,34.6529,2.0,109.03,2.0,109.29,2.0,163.67,2.0,39.04,2.0,0.0,2.0,2.753,2.0,,9.0,,9.0,,9.0,2360.8,2.0,2420.5,2.0,7.5174,2.0,25.0,,9.0,,,9.0,,,9.0,1.5954,2.0,0.48,0.14,0.01,0.017,,9.0,,,9.0,,1.3832,27.7401,MR07-04,29.659,10.05502,57.72042,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1667,74.0,1.0,3171.7,1584,49NZ20070724,        P01,12.0,,2.0,12.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.5433,2.0,34.6629,2.0,34.6625,2.0,120.34,2.0,120.49,2.0,161.18,2.0,38.1,2.0,0.0,2.0,2.684,2.0,,9.0,,9.0,,9.0,2352.0,2.0,2420.7,2.0,7.5392,2.0,25.0,,9.0,,,9.0,,,9.0,1.54335,2.0,0.47,0.14,0.01,0.017,,9.0,,,9.0,,1.309,27.7533,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1668,74.0,1.0,3419.9,1585,49NZ20070724,        P01,11.0,,2.0,11.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.5056,2.0,34.6706,2.0,34.6706,2.0,129.86,2.0,129.94,2.0,158.87,2.0,37.55,2.0,0.0,2.0,2.644,2.0,,9.0,,9.0,,9.0,2345.4,2.0,2420.5,2.0,7.5544,2.0,25.0,,9.0,,,9.0,,,9.0,1.5056,2.0,0.47,0.14,0.01,0.017,,9.0,,,9.0,,1.2475,27.7638,MR07-04,26.20917,9.60953,56.64485,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1669,74.0,1.0,3670.6,1586,49NZ20070724,        P01,10.0,,2.0,10.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.4844,2.0,34.6763,2.0,34.6765,2.0,136.61,2.0,136.6,2.0,158.02,2.0,37.12,2.0,0.0,2.0,2.611,2.0,,9.0,,9.0,,9.0,2341.0,2.0,2421.5,2.0,7.5685,2.0,25.0,,9.0,,,9.0,,,9.0,1.48448,2.0,0.47,0.14,0.01,0.017,,9.0,,,9.0,,1.2011,27.7716,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1670,74.0,1.0,3919.6,1587,49NZ20070724,        P01,9.0,,2.0,9.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.4739,2.0,34.6809,2.0,34.681,2.0,141.86,2.0,142.06,2.0,157.79,2.0,36.87,2.0,0.0,2.0,2.585,2.0,,9.0,,9.0,,9.0,2338.1,2.0,2423.0,2.0,7.5792,2.0,25.0,,9.0,,,9.0,,,9.0,1.47394,2.0,0.47,0.14,0.01,0.016,,9.0,,,9.0,,1.1645,27.7778,MR07-04,24.80055,9.72741,55.05576,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1671,74.0,1.0,4170.4,1588,49NZ20070724,        P01,8.0,,2.0,8.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.4733,2.0,34.6843,2.0,34.6845,2.0,146.28,2.0,146.48,2.0,157.26,2.0,36.5,2.0,0.0,2.0,2.558,2.0,,9.0,,9.0,,9.0,2336.1,6.0,2422.6,2.0,7.5874,2.0,25.0,,9.0,,,9.0,,,9.0,1.47319,2.0,0.46,0.13,0.01,0.016,,9.0,,,9.0,,1.1364,27.7825,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1672,74.0,1.0,4416.8,1589,49NZ20070724,        P01,7.0,,2.0,7.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.486,2.0,34.6863,2.0,34.6864,6.0,148.58,2.0,148.74,2.0,157.3,2.0,36.42,2.0,0.0,2.0,2.545,2.0,,9.0,,9.0,,9.0,2333.4,3.0,2424.2,2.0,7.5915,2.0,25.0,,9.0,,,9.0,,,9.0,1.486,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.121,27.7851,MR07-04,24.01374,9.34349,53.82465,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
1673,74.0,1.0,4669.3,1590,49NZ20070724,        P01,6.0,,2.0,6.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.5083,2.0,34.6874,2.0,34.6874,2.0,149.62,2.0,149.68,2.0,158.34,2.0,36.35,2.0,0.0,2.0,2.544,2.0,,9.0,,9.0,,9.0,2335.6,2.0,2423.6,2.0,7.5949,6.0,25.0,,9.0,,,9.0,,,9.0,1.50835,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.1134,27.7865,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
1674,74.0,1.0,4917.6,1591,49NZ20070724,        P01,5.0,,2.0,5.0,2.0,20070818.0,1653.0,47.0118,-165.9802,5338,2.0,1.5342,2.0,34.688,2.0,34.6873,3.0,150.35,2.0,150.52,2.0,159.08,2.0,36.31,2.0,0.0,2.0,2.537,2.0,,9.0,,9.0,,9.0,2334.1,2.0,2423.3,2.0,7.5953,2.0,25.0,,9.0,,,9.0,,,9.0,1.53405,2.0,0.47,0.13,0.01,0.016,,9.0,,,9.0,,1.1088,27.7874,MR07-04,23.93375,9.38679,54.19506,nm,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
