,STNNBR,BTLNBR,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,THETA,N2O,N2O_FLAG_W,N2O ERROR,SD_N2O_%,woce_lines,startDate,endDate,source
595,25.0,24.0,596,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,43.7792,-17.0307,4008,6.0,17.2698,35.8717,2.0,35.8717,2.0,241.3,2.0,241.9,2.0,0.5,3.0,0.0,2.0,0.01,2.0,,9.0,,9.0,2359.0,2.0,7.9908,2.0,25.0,17.2688,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
596,26.0,1.0,597,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,3818.6,2.6033,34.9213,2.0,34.9214,2.0,241.3,2.0,242.4,2.0,40.45,2.0,21.43,2.0,1.39,2.0,0.16,2.0,0.085,2.0,,9.0,7.7415,2.0,25.0,2.2728,12.594353899616038,6.0,0.06466450587991439,0.513440438432382,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
597,26.0,2.0,598,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,3500.3,2.6692,34.93,2.0,34.9293,2.0,244.0,2.0,243.6,2.0,37.57,2.0,20.71,2.0,1.34,2.0,0.225,2.0,0.117,2.0,,9.0,7.741,2.0,25.0,2.3724,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
598,26.0,3.0,599,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,3000.2,2.8955,34.9503,2.0,34.95,2.0,250.5,2.0,249.4,2.0,30.64,2.0,19.73,2.0,1.27,2.0,0.42,2.0,0.215,2.0,,9.0,7.7427,2.0,25.0,2.6469,12.431964758883023,6.0,0.011360044513618248,0.09137770846318677,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
599,26.0,4.0,600,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,2750.2,3.0899,34.9557,2.0,34.9545,2.0,256.3,2.0,256.4,2.0,24.41,2.0,18.41,2.0,1.18,2.0,0.903,2.0,0.452,2.0,,9.0,7.7408,2.0,25.0,2.8631,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
600,26.0,5.0,601,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,2501.0,3.2986,34.9498,2.0,34.9486,2.0,264.0,2.0,263.5,2.0,18.65,2.0,17.88,2.0,1.11,2.0,,9.0,,9.0,,9.0,7.74,2.0,25.0,3.093,12.291964397128588,6.0,0.041593368193351556,0.33837852803306034,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
601,26.0,6.0,602,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,2249.9,3.4915,34.9458,2.0,34.5256,4.0,267.6,2.0,,9.0,16.01,3.0,17.72,3.0,1.09,3.0,2.157,3.0,1.15,3.0,,9.0,,9.0,,3.3075,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
602,26.0,7.0,603,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,2000.0,3.9536,34.9963,2.0,34.9954,2.0,261.1,2.0,261.2,2.0,14.39,2.0,17.57,2.0,1.07,2.0,2.272,6.0,1.122,6.0,,9.0,7.7355,2.0,25.0,3.7867,12.553338217773383,6.0,0.049119465914960844,0.39128608711757695,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
603,26.0,8.0,604,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,1800.8,4.5586,35.0676,2.0,35.0672,2.0,253.1,2.0,255.4,2.0,13.02,2.0,17.68,2.0,1.07,2.0,,9.0,,9.0,,9.0,7.7332,2.0,25.0,4.4026,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
604,26.0,9.0,605,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,1596.1,4.9147,35.0858,2.0,35.0887,2.0,246.3,2.0,249.6,2.0,11.93,2.0,17.3,2.0,1.05,2.0,2.868,2.0,1.472,2.0,,9.0,7.7298,2.0,25.0,4.7745,13.03628151766831,6.0,0.08309853838105875,0.6374405022508434,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
605,26.0,10.0,606,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,1398.0,6.2698,35.2819,2.0,35.2838,2.0,226.8,2.0,228.1,2.0,11.71,2.0,17.57,2.0,1.03,2.0,2.503,2.0,1.307,2.0,,9.0,7.7371,2.0,25.0,6.1345,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
606,26.0,11.0,607,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,1198.7,8.0511,35.5364,2.0,35.5367,2.0,200.8,2.0,203.7,2.0,11.17,2.0,17.51,2.0,1.02,2.0,2.109,2.0,1.122,2.0,,9.0,7.7516,2.0,25.0,7.9207,13.790938286156763,6.0,0.07398012915892198,0.5364401436933602,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
607,26.0,12.0,608,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,1100.7,9.0291,35.6741,2.0,35.6715,2.0,190.5,2.0,193.4,2.0,10.82,2.0,17.24,2.0,0.98,2.0,,9.0,,9.0,,9.0,7.7616,2.0,25.0,8.9021,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
608,26.0,13.0,609,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,999.4,9.938,35.7491,2.0,35.7494,2.0,183.9,2.0,183.7,2.0,10.0,2.0,16.86,2.0,0.95,2.0,,9.0,,9.0,,9.0,7.7687,2.0,25.0,9.8167,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
609,26.0,14.0,610,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,900.3,10.3761,35.7385,2.0,35.7356,2.0,181.4,2.0,182.0,2.0,9.26,2.0,16.62,2.0,0.92,2.0,,9.0,,9.0,,9.0,7.7722,2.0,25.0,10.2646,14.32227660375368,6.0,0.058009523856822835,0.4050300483766618,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
610,26.0,15.0,611,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,800.7,10.3785,35.5896,2.0,35.5887,2.0,186.1,2.0,186.5,2.0,8.66,2.0,16.45,2.0,0.9,2.0,,9.0,,9.0,,9.0,7.7674,2.0,25.0,10.2799,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
611,26.0,16.0,612,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,700.9,10.868,35.5816,2.0,35.5807,2.0,197.1,2.0,193.9,2.0,7.4,2.0,15.24,2.0,0.8,2.0,,9.0,,9.0,,9.0,7.7808,2.0,25.0,10.7797,13.957843807523586,6.0,0.035783752515796206,0.2563702030861527,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
612,26.0,17.0,613,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,597.9,11.2053,35.5793,2.0,35.5793,2.0,217.3,2.0,215.5,2.0,5.4,2.0,12.59,2.0,0.63,2.0,2.763,2.0,1.571,2.0,,9.0,7.8078,2.0,25.0,11.1289,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
613,26.0,18.0,614,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,501.2,11.5885,35.619,2.0,35.618,2.0,224.6,2.0,225.9,2.0,4.24,2.0,10.99,2.0,0.52,2.0,,9.0,,9.0,,9.0,7.8269,2.0,25.0,11.5233,11.379968076379095,6.0,0.0033876313277022025,0.029768372854522867,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
614,26.0,19.0,615,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,400.2,11.9773,35.6596,2.0,35.656,2.0,223.3,2.0,224.5,2.0,3.92,2.0,10.42,2.0,0.47,2.0,,9.0,,9.0,,9.0,7.8361,2.0,25.0,11.9244,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
615,26.0,20.0,616,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,300.7,12.4631,35.7152,2.0,35.7143,2.0,226.0,2.0,225.5,2.0,3.53,2.0,9.5,2.0,0.38,2.0,2.836,2.0,1.644,2.0,,9.0,7.8515,2.0,25.0,12.4224,10.738815137331779,6.0,0.009616645081402751,0.08955033640510318,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
616,26.0,21.0,617,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,197.9,12.9457,35.7633,2.0,35.7598,2.0,240.8,2.0,240.5,2.0,2.48,2.0,6.5,2.0,0.21,2.0,,9.0,,9.0,,9.0,7.8851,2.0,25.0,12.9184,9.510858195921845,6.0,0.021822814022201573,0.22945157600561183,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
617,26.0,22.0,618,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,98.3,13.8115,35.9206,2.0,35.9211,2.0,240.1,2.0,241.2,2.0,1.69,2.0,4.14,2.0,0.09,2.0,,9.0,,9.0,,9.0,7.9128,2.0,25.0,13.7973,8.909946079764255,6.0,0.015403212307535444,0.17287660519650408,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
618,26.0,23.0,619,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,38.1,16.6043,35.8408,2.0,35.846,4.0,239.6,2.0,240.6,2.0,0.45,2.0,0.02,2.0,0.01,2.0,,9.0,,9.0,,9.0,7.9821,2.0,25.0,16.5981,8.136385735721456,6.0,0.022235524958055267,0.27328503933182363,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
619,26.0,24.0,620,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.0771,-17.4241,3778,6.0,17.6248,35.8672,2.0,35.867,2.0,240.4,2.0,242.1,2.0,0.42,2.0,0.01,2.0,0.02,2.0,2.407,2.0,1.44,2.0,,9.0,7.9909,2.0,25.0,17.6238,7.901851533230697,6.0,0.09826433998938512,1.2435609499386462,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
620,27.0,1.0,621,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,5003.0,2.6591,34.9129,2.0,34.9165,2.0,238.5,2.0,238.6,2.0,43.44,2.0,22.29,2.0,1.43,2.0,,9.0,,9.0,2352.2,2.0,7.7419,2.0,25.0,2.1838,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
621,27.0,2.0,622,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,4502.3,2.5999,34.9137,2.0,34.9138,2.0,238.4,2.0,238.9,2.0,42.92,2.0,21.94,2.0,1.44,2.0,,9.0,,9.0,2352.2,2.0,7.7407,2.0,25.0,2.1891,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
622,27.0,3.0,623,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,3999.3,2.5753,34.9173,2.0,34.9188,2.0,239.5,2.0,240.5,2.0,41.63,2.0,21.59,2.0,1.43,2.0,,9.0,,9.0,2349.7,2.0,7.7371,2.0,25.0,2.2249,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
623,27.0,4.0,624,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,3498.7,2.635,34.9275,2.0,34.9274,2.0,244.0,2.0,244.7,2.0,37.55,2.0,20.8,2.0,1.35,2.0,,9.0,,9.0,2340.4,2.0,7.7404,2.0,25.0,2.3392,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
624,27.0,5.0,625,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,3245.6,2.7491,34.9379,2.0,34.9401,2.0,249.0,2.0,249.4,2.0,32.54,2.0,19.92,2.0,1.27,2.0,,9.0,,9.0,2334.9,2.0,7.7409,2.0,25.0,2.4779,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
625,27.0,6.0,626,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,2997.2,2.9026,34.9493,2.0,34.9475,2.0,251.1,2.0,251.4,2.0,29.03,2.0,19.33,2.0,1.25,2.0,,9.0,,9.0,2328.3,2.0,7.7415,2.0,25.0,2.6541,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
626,27.0,7.0,627,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,2500.0,3.2207,34.9442,2.0,34.9443,2.0,266.6,2.0,264.9,2.0,18.31,2.0,17.62,2.0,1.09,2.0,,9.0,,9.0,2316.0,2.0,7.7388,2.0,25.0,3.0167,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
627,27.0,8.0,628,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,2244.6,3.344,34.9218,2.0,34.9217,2.0,272.2,2.0,271.4,2.0,14.01,2.0,17.15,2.0,1.06,2.0,,9.0,,9.0,2307.1,2.0,7.7329,2.0,25.0,3.163,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
628,27.0,9.0,629,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1995.0,3.5983,34.9325,2.0,34.9319,2.0,269.9,2.0,269.6,2.0,12.9,2.0,17.32,2.0,1.07,2.0,,9.0,,9.0,2307.8,2.0,7.7305,2.0,25.0,3.4373,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
629,27.0,10.0,630,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1799.0,3.9649,34.9746,2.0,34.978,2.0,264.3,2.0,263.2,2.0,12.42,2.0,17.41,2.0,1.07,2.0,,9.0,,9.0,2308.2,2.0,7.7303,2.0,25.0,3.8172,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
630,27.0,11.0,631,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1598.6,4.5052,35.0382,2.0,35.039,2.0,253.3,2.0,255.9,2.0,11.76,2.0,17.31,2.0,1.08,2.0,,9.0,,9.0,2314.2,2.0,7.729,2.0,25.0,4.3697,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
631,27.0,12.0,632,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1399.9,6.5928,35.3867,2.0,35.3867,2.0,224.0,2.0,224.2,2.0,11.78,2.0,17.39,2.0,1.05,2.0,,9.0,,9.0,2338.7,2.0,7.7486,2.0,25.0,6.4538,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
632,27.0,13.0,633,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1200.6,7.0155,35.3639,2.0,35.3631,2.0,214.8,2.0,215.7,2.0,11.15,2.0,17.68,2.0,1.06,2.0,,9.0,,9.0,2335.7,2.0,7.7381,2.0,25.0,6.8942,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
633,27.0,14.0,634,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,1030.1,8.6964,35.5834,2.0,35.5861,2.0,192.9,2.0,195.0,2.0,10.77,2.0,17.56,2.0,1.03,2.0,,9.0,,9.0,2349.7,2.0,7.753,2.0,25.0,8.5805,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
634,27.0,15.0,635,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,799.7,9.7686,35.5257,2.0,35.5266,2.0,182.8,2.0,183.2,2.0,9.68,2.0,17.78,2.0,1.03,2.0,,9.0,,9.0,2341.7,2.0,7.7535,2.0,25.0,9.6737,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
635,27.0,16.0,636,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,701.3,10.2234,35.4791,2.0,35.4727,4.0,186.7,2.0,186.1,2.0,8.6,2.0,16.88,2.0,0.97,2.0,,9.0,,9.0,2334.1,2.0,7.7594,2.0,25.0,10.1383,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
636,27.0,17.0,637,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,601.6,10.6912,35.4864,2.0,35.4865,2.0,201.4,2.0,200.2,2.0,7.04,2.0,15.0,2.0,0.84,2.0,,9.0,,9.0,2332.8,2.0,7.7811,2.0,25.0,10.6166,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
637,27.0,18.0,638,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,502.0,11.4013,35.5624,2.0,35.5601,2.0,213.6,2.0,212.4,2.0,5.4,2.0,12.66,2.0,0.67,2.0,,9.0,,9.0,2336.7,2.0,7.8102,2.0,25.0,11.3367,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
638,27.0,19.0,639,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,401.1,11.9069,35.6133,2.0,35.6156,2.0,220.4,2.0,218.2,2.0,4.68,2.0,11.3,2.0,0.58,2.0,,9.0,,9.0,2341.2,2.0,7.8283,2.0,25.0,11.8541,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
639,27.0,20.0,640,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,300.6,12.3898,35.674,2.0,35.6743,2.0,221.4,2.0,220.7,2.0,4.13,2.0,10.47,2.0,0.5,2.0,,9.0,,9.0,2342.2,2.0,7.8434,2.0,25.0,12.3493,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
640,27.0,21.0,641,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,201.3,13.0443,35.7484,2.0,35.7498,2.0,232.7,2.0,226.5,3.0,3.24,2.0,8.5,2.0,0.36,2.0,,9.0,,9.0,2347.3,2.0,7.8696,2.0,25.0,13.0163,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
641,27.0,22.0,642,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,100.2,13.5498,35.7705,2.0,35.7705,2.0,237.8,2.0,234.5,2.0,2.55,2.0,6.45,2.0,0.21,2.0,,9.0,,9.0,2352.3,2.0,7.8933,2.0,25.0,13.5356,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
642,27.0,23.0,643,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,36.2,15.1918,35.8968,2.0,35.8956,2.0,245.5,2.0,249.5,2.0,0.74,2.0,0.04,2.0,0.01,2.0,,9.0,,9.0,2360.3,2.0,7.9626,2.0,25.0,15.1863,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
643,27.0,24.0,644,29AH20120622,      OVIDE,1.0,2.0,20120630.0,0.0,44.3776,-17.8146,4854,5.2,17.2157,35.7991,2.0,35.7998,2.0,243.9,2.0,244.2,2.0,0.54,2.0,0.01,2.0,0.0,2.0,,9.0,,9.0,2353.7,2.0,7.9957,2.0,25.0,17.2148,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
644,28.0,1.0,645,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,4906.6,2.6437,34.9125,2.0,,9.0,238.2,2.0,238.8,2.0,43.38,2.0,21.87,2.0,1.48,2.0,0.089,2.0,0.05,2.0,,9.0,7.743,2.0,25.0,2.1812,12.84494298597405,6.0,0.01862454059902821,0.1449951207986299,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
645,28.0,2.0,646,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,4498.3,2.5941,34.913,2.0,34.9142,2.0,238.3,2.0,238.2,2.0,42.98,2.0,21.92,2.0,1.44,2.0,0.091,2.0,0.049,2.0,,9.0,7.742,2.0,25.0,2.1839,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
646,28.0,3.0,647,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,4000.7,2.5696,34.9168,2.0,34.9166,2.0,239.5,2.0,240.1,2.0,41.79,2.0,21.73,2.0,1.4,2.0,0.137,2.0,0.07,2.0,,9.0,7.742,2.0,25.0,2.2192,12.664188059432524,6.0,0.036326839371607675,0.28684696722069575,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
647,28.0,4.0,648,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,3501.1,2.6382,34.9279,2.0,34.928,2.0,244.2,2.0,243.4,2.0,37.23,2.0,20.69,2.0,1.36,2.0,,9.0,,9.0,,9.0,7.7426,2.0,25.0,2.3421,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
648,28.0,5.0,649,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,3248.6,2.7141,34.9359,2.0,34.9348,2.0,248.4,2.0,246.9,2.0,33.63,2.0,20.12,2.0,1.31,2.0,,9.0,,9.0,,9.0,7.7418,2.0,25.0,2.4434,12.688334678684592,6.0,0.033497889412108024,0.2640054054404937,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
649,28.0,6.0,650,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,2998.6,2.8392,34.945,2.0,34.9442,2.0,252.0,2.0,251.3,2.0,29.17,2.0,19.37,2.0,1.25,2.0,0.667,2.0,0.329,2.0,,9.0,7.7414,2.0,25.0,2.592,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
650,28.0,7.0,651,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,2501.1,3.2037,34.948,2.0,34.947,2.0,265.1,2.0,262.8,2.0,19.25,2.0,17.71,2.0,1.11,2.0,1.522,2.0,0.759,2.0,,9.0,7.7395,2.0,25.0,2.9999,12.357399465478323,6.0,0.02761407447791451,0.2234618582579392,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
651,28.0,8.0,652,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,2251.0,3.3077,34.9244,2.0,34.9239,2.0,272.3,2.0,271.0,2.0,14.21,2.0,17.1,2.0,1.08,2.0,,9.0,,9.0,,9.0,7.735,2.0,25.0,3.1267,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
652,28.0,9.0,653,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,1999.9,3.5921,34.935,2.0,34.9367,2.0,269.5,2.0,268.7,2.0,12.67,2.0,17.15,2.0,1.07,2.0,2.693,2.0,1.312,2.0,,9.0,7.732,2.0,25.0,3.4307,12.28744867538525,6.0,0.011024308047627933,0.08972007402734715,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
653,28.0,10.0,654,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,1800.6,4.0012,34.975,2.0,34.9743,2.0,263.4,2.0,262.8,2.0,12.36,2.0,17.4,2.0,1.08,2.0,2.795,2.0,1.391,2.0,,9.0,7.7298,2.0,25.0,3.8529,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
654,28.0,11.0,655,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,1597.4,4.4601,35.026,2.0,35.0258,2.0,259.8,2.0,256.2,3.0,11.49,2.0,17.25,2.0,1.07,2.0,,9.0,,9.0,,9.0,7.7282,2.0,25.0,4.3253,13.033991152899533,6.0,0.08166318067136384,0.6265400959183335,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
655,28.0,12.0,656,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,1398.8,5.6064,35.187,2.0,35.1879,2.0,244.3,2.0,238.8,3.0,11.6,2.0,17.39,2.0,1.06,2.0,2.696,2.0,1.387,2.0,,9.0,7.733,2.0,25.0,5.478,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
656,28.0,13.0,657,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,1198.1,6.5922,35.286,2.0,35.2827,2.0,227.7,2.0,221.7,3.0,11.01,2.0,17.59,2.0,1.08,2.0,2.536,2.0,1.325,2.0,,9.0,7.7339,2.0,25.0,6.475,13.758306118441155,6.0,0.0069555215787335724,0.05055507210593776,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
657,28.0,14.0,658,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,998.8,8.2359,35.4637,2.0,35.465,2.0,200.1,2.0,198.7,2.0,10.49,2.0,17.61,2.0,1.07,2.0,2.166,2.0,1.148,2.0,,9.0,7.7439,2.0,25.0,8.1272,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
658,28.0,15.0,659,29AH20120622,      OVIDE,1.0,2.0,20120701.0,0.0,44.6737,-18.21,4820,900.7,8.2921,35.3503,2.0,35.3499,2.0,192.8,2.0,193.2,2.0,9.91,2.0,17.98,2.0,1.11,2.0,,9.0,,9.0,,9.0,7.7329,2.0,25.0,8.1945,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
