,STNNBR,BTLNBR,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,THETA,N2O,N2O_FLAG_W,N2O ERROR,SD_N2O_%,woce_lines,startDate,endDate,source
0,1.0,1.0,1,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.5,13.3207,35.9163,2.0,35.9188,2.0,201.2,2.0,201.1,2.0,4.25,2.0,9.29,2.0,0.42,2.0,,9.0,,9.0,2352.5,2.0,7.832,2.0,25.0,13.3004,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
1,1.0,2.0,2,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.5,13.32,35.9161,2.0,35.9191,2.0,201.2,2.0,198.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8315,2.0,25.0,13.2997,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
2,1.0,3.0,3,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.5,13.3206,35.9163,2.0,,9.0,201.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8299,2.0,25.0,13.3003,9.707421683182428,6.0,0.00732837460477522,0.07549249269217617,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
3,1.0,4.0,4,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.5,13.3211,35.9162,2.0,,9.0,201.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8301,2.0,25.0,13.3008,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
4,1.0,5.0,5,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.6,13.3207,35.9162,2.0,,9.0,201.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8297,2.0,25.0,13.3003,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
5,1.0,6.0,6,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,144.5,13.3203,35.9161,2.0,,9.0,201.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8297,2.0,25.0,13.3,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
6,1.0,7.0,7,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.4,13.4866,35.9365,2.0,35.9393,2.0,214.7,2.0,214.0,2.0,3.12,2.0,7.82,2.0,0.37,2.0,,9.0,,9.0,2351.3,2.0,7.8544,2.0,25.0,13.4725,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
7,1.0,8.0,8,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.4,13.4872,35.9365,2.0,35.9381,2.0,214.7,2.0,214.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8544,2.0,25.0,13.4731,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
8,1.0,9.0,9,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.5,13.488,35.9366,2.0,,9.0,214.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8581,2.0,25.0,13.4739,9.669252069392373,6.0,0.013694934717041031,0.1416338577043802,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
9,1.0,10.0,10,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.5,13.4884,35.9367,2.0,,9.0,214.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.857,2.0,25.0,13.4743,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
10,1.0,11.0,11,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.4,13.4887,35.9367,2.0,,9.0,214.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8578,2.0,25.0,13.4746,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
11,1.0,12.0,12,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,99.4,13.4885,35.9367,2.0,,9.0,214.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.8574,2.0,25.0,13.4744,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
12,1.0,13.0,13,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.2,14.3075,35.9606,2.0,35.9615,2.0,248.1,2.0,240.2,3.0,1.45,2.0,1.87,2.0,0.07,2.0,,9.0,,9.0,2354.3,2.0,7.913,2.0,25.0,14.301,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
13,1.0,14.0,14,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.1,14.3231,35.9612,2.0,35.9633,2.0,248.3,2.0,240.9,3.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9153,2.0,25.0,14.3166,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
14,1.0,15.0,15,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.2,14.3465,35.9631,2.0,,9.0,248.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9161,2.0,25.0,14.34,9.672806497474246,6.0,0.011917407387340784,0.12320527026414357,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
15,1.0,16.0,16,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.2,14.358,35.9641,2.0,,9.0,248.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9176,2.0,25.0,14.3515,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
16,1.0,17.0,17,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.2,14.3533,35.9631,2.0,,9.0,248.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9175,2.0,25.0,14.3468,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
17,1.0,18.0,18,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,44.1,14.3505,35.9631,2.0,,9.0,248.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9239,2.0,25.0,14.344,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
18,1.0,19.0,19,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.1,18.4173,35.6094,2.0,35.6123,2.0,243.2,2.0,241.0,2.0,1.01,2.0,0.06,2.0,0.01,2.0,,9.0,,9.0,2341.7,2.0,7.9966,2.0,25.0,18.4166,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
19,1.0,20.0,20,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.1,18.4181,35.6096,2.0,35.6231,4.0,243.2,2.0,244.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9987,2.0,25.0,18.4174,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
20,1.0,21.0,21,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.1,18.4178,35.6096,2.0,,9.0,243.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9992,2.0,25.0,18.4171,7.717167249583108,6.0,0.019434794588168665,0.2518384526293448,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
21,1.0,22.0,22,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.0,18.4167,35.6096,2.0,,9.0,243.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9973,2.0,25.0,18.416,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
22,1.0,23.0,23,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.1,18.4131,35.6093,2.0,,9.0,243.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.9938,2.0,25.0,18.4124,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
23,1.0,24.0,24,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3326,-9.4594,155,4.1,18.4046,35.6087,2.0,,9.0,243.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,7.999,2.0,25.0,18.4039,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
24,2.0,1.0,25,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,372.0,11.7874,35.7385,2.0,35.7411,2.0,198.4,2.0,,9.0,5.78,2.0,13.58,2.0,0.66,2.0,2.469,2.0,1.425,2.0,,9.0,7.8076,2.0,25.0,11.7387,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
25,2.0,2.0,26,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,372.0,11.7884,35.7386,2.0,35.7412,2.0,198.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.7397,12.376485988576428,6.0,0.009417332363722967,0.07609051852371684,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
26,2.0,3.0,27,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,372.0,11.7922,35.7391,2.0,,9.0,198.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.7435,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
27,2.0,4.0,28,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,295.8,12.0608,35.7359,2.0,35.7377,2.0,203.5,2.0,205.5,2.0,4.74,2.0,12.3,2.0,0.63,2.0,,9.0,,9.0,,9.0,7.8132,2.0,25.0,12.0216,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
28,2.0,5.0,29,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,295.8,12.0622,35.736,2.0,,9.0,203.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,12.023,11.444699821430424,6.0,0.5312141133939423,4.6415731446204775,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
29,2.0,6.0,30,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,295.8,12.0612,35.7361,2.0,,9.0,203.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,12.022,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
30,2.0,7.0,31,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,200.3,12.7458,35.8071,2.0,35.8097,2.0,213.3,2.0,215.9,2.0,3.23,2.0,9.44,2.0,0.48,2.0,,9.0,,9.0,,9.0,7.8428,2.0,25.0,12.7184,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
31,2.0,8.0,32,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,200.3,12.7475,35.8075,2.0,,9.0,213.3,2.0,,9.0,,9.0,,9.0,,9.0,2.601,2.0,1.517,2.0,,9.0,,9.0,,12.7201,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
32,2.0,9.0,33,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,200.3,12.7582,35.8088,2.0,,9.0,213.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,12.7308,11.470788686110627,6.0,0.7603550043403497,6.628620098816949,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
33,2.0,10.0,34,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,150.2,13.3844,35.9175,2.0,35.9174,2.0,210.4,2.0,210.5,2.0,3.18,2.0,8.4,2.0,0.45,2.0,,9.0,,9.0,,9.0,7.8461,2.0,25.0,13.3632,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
34,2.0,11.0,35,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,150.2,13.3844,35.9178,2.0,,9.0,210.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.3632,9.662268467210609,6.0,0.003521649230966749,0.0364474371925976,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
35,2.0,12.0,36,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,150.2,13.3805,35.9173,2.0,,9.0,210.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.3593,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
36,2.0,13.0,37,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,100.6,13.7607,35.9288,2.0,35.9283,2.0,222.8,2.0,217.1,3.0,2.04,2.0,6.21,2.0,0.31,2.0,,9.0,,9.0,,9.0,7.8677,2.0,25.0,13.7463,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
37,2.0,14.0,38,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,100.6,13.7633,35.9289,2.0,,9.0,222.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.7489,8.95981469200385,6.0,0.19586477655223397,2.186036020667176,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
38,2.0,15.0,39,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,100.5,13.7641,35.929,2.0,,9.0,222.9,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.7497,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
39,2.0,16.0,40,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,60.3,15.191,36.0424,2.0,,9.0,253.5,2.0,255.4,2.0,0.78,2.0,0.47,2.0,0.05,2.0,,9.0,,9.0,,9.0,7.9524,2.0,25.0,15.1817,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
40,2.0,17.0,41,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,60.3,15.1609,36.0457,2.0,,9.0,253.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,15.1517,8.708929605609779,6.0,0.005854823364332032,0.06722781822189376,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
41,2.0,18.0,42,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,60.3,15.1209,36.0446,2.0,,9.0,253.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,15.1117,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
42,2.0,19.0,43,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,5.2,18.4223,35.7342,2.0,35.7366,2.0,242.2,2.0,240.6,2.0,0.79,3.0,0.0,2.0,0.02,2.0,2.218,2.0,1.362,2.0,,9.0,7.9975,2.0,25.0,18.4214,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
43,2.0,20.0,44,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3332,-9.6369,389,5.2,18.4209,35.7344,2.0,,9.0,242.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,18.42,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
44,3.0,1.0,45,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,810.6,11.626,36.1565,2.0,36.1594,2.0,179.3,2.0,180.7,2.0,7.34,2.0,14.19,2.0,0.73,2.0,,9.0,,9.0,2382.2,2.0,7.8081,2.0,25.0,11.5184,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
45,3.0,2.0,46,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,810.5,11.6266,36.1566,2.0,,9.0,179.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.519,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
46,3.0,3.0,47,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,700.9,11.6722,36.0822,2.0,36.0841,2.0,179.5,2.0,180.7,2.0,7.33,2.0,14.87,2.0,0.79,2.0,,9.0,,9.0,2376.7,2.0,7.8055,2.0,25.0,11.5794,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
47,3.0,4.0,48,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,700.8,11.6828,36.0799,2.0,,9.0,179.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.59,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
48,3.0,5.0,49,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,601.2,11.6501,35.9329,2.0,35.9353,2.0,181.0,2.0,181.9,2.0,7.18,2.0,15.07,2.0,0.81,2.0,,9.0,,9.0,2363.5,2.0,7.7991,2.0,25.0,11.5711,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
49,3.0,6.0,50,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,601.3,11.6502,35.9329,2.0,,9.0,181.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.5712,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
50,3.0,7.0,51,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,500.4,11.6059,35.7767,2.0,35.7788,2.0,189.1,2.0,187.9,2.0,6.37,2.0,14.77,2.0,0.78,2.0,,9.0,,9.0,2348.8,2.0,7.7957,2.0,25.0,11.5407,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
51,3.0,8.0,52,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,500.4,11.6044,35.7765,2.0,,9.0,189.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.5392,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
52,3.0,9.0,53,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,400.8,11.628,35.6683,2.0,35.6714,2.0,210.4,2.0,213.0,2.0,4.74,2.0,12.68,2.0,0.66,2.0,,9.0,,9.0,2340.1,2.0,7.8113,2.0,25.0,11.576,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
53,3.0,10.0,54,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,400.9,11.6279,35.6683,2.0,,9.0,210.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,11.5758,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
54,3.0,11.0,55,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,302.5,12.1815,35.7192,2.0,35.7228,2.0,214.1,2.0,216.4,2.0,3.75,2.0,11.09,2.0,0.57,2.0,,9.0,,9.0,2344.2,2.0,7.8286,2.0,25.0,12.1412,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
55,3.0,12.0,56,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,302.5,12.1836,35.7197,2.0,,9.0,214.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,12.1433,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
56,3.0,13.0,57,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,201.3,12.8291,35.8128,2.0,35.8138,2.0,227.2,2.0,226.9,2.0,2.69,2.0,8.46,2.0,0.4,2.0,,9.0,,9.0,2348.1,2.0,7.8601,2.0,25.0,12.8014,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
57,3.0,14.0,58,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,201.4,12.8293,35.8128,2.0,,9.0,227.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,12.8016,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
58,3.0,15.0,59,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,149.7,13.2341,35.8802,2.0,35.8816,2.0,232.1,2.0,232.5,2.0,2.21,2.0,6.79,2.0,0.3,2.0,,9.0,,9.0,2352.2,2.0,7.8772,2.0,25.0,13.2131,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
59,3.0,16.0,60,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,149.9,13.2359,35.8804,2.0,,9.0,232.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.2149,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
60,3.0,17.0,61,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,98.1,13.8177,35.9673,2.0,35.9687,2.0,234.8,2.0,236.7,2.0,1.65,2.0,4.74,2.0,0.2,2.0,,9.0,,9.0,2360.6,2.0,7.8997,2.0,25.0,13.8036,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
61,3.0,18.0,62,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,98.2,13.8186,35.9673,2.0,,9.0,234.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,13.8045,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
62,3.0,19.0,63,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,57.2,15.1327,36.0007,2.0,,9.0,252.2,2.0,261.1,3.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,15.1239,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
63,3.0,20.0,64,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,57.2,15.13,36.0015,2.0,36.007,4.0,252.2,2.0,262.2,3.0,0.83,3.0,0.14,2.0,0.0,2.0,,9.0,,9.0,2364.6,2.0,7.956,2.0,25.0,15.1213,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
64,3.0,21.0,65,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,4.9,18.3086,35.8961,2.0,,9.0,240.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,18.3077,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
65,3.0,22.0,66,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,5.0,18.3083,35.8961,2.0,,9.0,240.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,18.3074,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
66,3.0,23.0,67,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,4.9,18.3081,35.8957,2.0,35.8999,4.0,240.6,2.0,240.5,2.0,0.88,3.0,0.0,2.0,0.0,2.0,,9.0,,9.0,2360.0,2.0,7.997,2.0,25.0,18.3072,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
67,3.0,24.0,68,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3344,-9.7678,822,4.9,18.3086,35.8955,2.0,,9.0,240.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,18.3077,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
68,4.0,1.0,69,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3336,-9.802,1340,1330.7,10.2837,36.1392,2.0,36.0927,4.0,186.8,2.0,190.7,2.0,9.42,3.0,14.07,2.0,0.81,2.0,1.776,2.0,1.004,2.0,,9.0,7.816,2.0,25.0,10.1158,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
69,4.0,2.0,70,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3336,-9.802,1340,1330.7,10.2839,36.1393,2.0,,9.0,186.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,10.116,13.057682641395699,6.0,0.01104362819176658,0.08457571297341744,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
70,4.0,3.0,71,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3336,-9.802,1340,1200.5,10.6945,36.2005,2.0,36.201,2.0,182.4,2.0,183.3,2.0,11.24,2.0,15.61,2.0,0.85,2.0,,9.0,,9.0,,9.0,7.802,2.0,25.0,10.5403,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
71,4.0,4.0,72,29AH20120622,      OVIDE,1.0,2.0,20120623.0,0.0,40.3336,-9.802,1340,1200.5,10.6947,36.2003,2.0,,9.0,182.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,10.5405,,,,,"['OVIDE', 'AR07W']",2012-06-22,2012-07-24,Mercedes
